,well_plate,does_vary_cell,does_vary_nuc,does_vary_cyto,does_perc_vary_cell,does_perc_vary_nuc,does_perc_vary_cyto
715,C05_6725,False,False,False,True,True,False
716,C05_6731,True,True,True,False,False,False
717,C05_6734,False,True,False,False,False,False
718,C05_6735,False,False,True,False,False,False
719,C05_6736,False,False,False,False,False,False
720,C05_6745,False,False,False,False,True,False
721,C05_75836284,False,False,False,False,False,False
722,C05_75846286,False,False,False,False,False,False
723,C06_55185977,False,False,True,False,False,False
724,C06_55215982,False,False,False,False,False,False
725,C06_55225983,False,False,True,False,False,False
726,C06_55245981,False,False,False,False,False,False
727,C06_55335984,False,False,False,False,False,False
728,C06_55345985,True,True,True,False,False,False
729,C06_55355986,False,False,False,False,False,False
730,C06_55365987,True,False,False,False,False,False
731,C06_55375988,False,False,False,False,False,False
732,C06_55385989,False,False,False,False,False,False
733,C06_55395990,False,False,False,False,True,False
734,C06_55405991,True,False,True,False,False,False
735,C06_6717,False,False,False,False,False,False
736,C06_6718,False,False,False,False,False,False
737,C06_6719,False,False,False,False,False,False
738,C06_6720,True,False,False,False,True,False
739,C06_6721,True,False,True,False,True,False
740,C06_6722,False,True,False,True,True,False
741,C06_6724,False,True,False,False,True,False
742,C06_6725,True,True,False,False,False,False
743,C06_6731,False,False,False,False,False,False
744,C06_6734,False,False,False,False,False,False
745,C06_6735,False,False,False,False,False,False
746,C06_6736,False,False,False,False,False,False
747,C06_6745,False,False,False,False,False,False
748,C06_75836284,False,True,False,False,True,False
749,C06_75846286,False,True,False,False,False,False
750,C07_55185977,False,False,False,False,False,False
751,C07_55205980,False,True,True,False,False,False
752,C07_55215982,False,False,False,False,False,False
753,C07_55225983,False,False,False,False,False,False
754,C07_55235979,False,False,False,False,False,False
755,C07_55335984,True,False,True,False,False,False
756,C07_55345985,False,False,False,False,False,False
757,C07_55365987,False,False,False,False,False,False
758,C07_55375988,False,False,False,False,False,False
759,C07_55385989,False,False,False,False,False,False
760,C07_55395990,True,True,True,False,False,False
761,C07_55405991,False,False,False,False,False,False
762,C07_6717,True,True,False,False,True,False
763,C07_6718,False,True,False,False,False,False
764,C07_6719,False,True,False,True,True,False
765,C07_6720,False,False,False,False,False,False
766,C07_6721,False,False,False,False,False,False
767,C07_6722,False,False,False,False,False,False
768,C07_6725,True,True,True,False,False,False
769,C07_6731,False,False,True,False,False,False
770,C07_6735,False,False,False,False,False,False
771,C07_6736,True,True,False,True,True,False
772,C07_6745,False,False,False,False,False,False
773,C08_55205980,True,True,False,False,False,False
774,C08_55235979,False,False,False,False,False,False
775,C08_55245981,False,False,False,False,False,False
776,C08_55335984,False,False,False,False,False,False
777,C08_55345985,False,False,False,False,False,False
778,C08_55355986,True,False,True,False,False,False
779,C08_55365987,False,False,False,False,False,False
780,C08_55375988,False,False,False,False,False,False
781,C08_55385989,False,False,False,False,False,False
782,C08_55395990,False,False,False,False,False,False
783,C08_55405991,False,False,False,False,False,False
784,C08_6717,True,True,False,False,True,False
785,C08_6718,False,False,True,False,False,False
786,C08_6720,False,False,False,False,False,False
787,C08_6721,False,True,False,False,False,False
788,C08_6722,False,False,True,True,True,False
789,C08_6724,True,True,False,False,False,False
790,C08_6725,False,False,False,False,False,False
791,C08_6731,True,True,True,False,False,False
792,C08_6745,False,True,False,False,False,False
793,C08_75836284,False,False,False,False,False,False
794,C09_55185977,False,False,True,False,False,False
795,C09_55205980,True,True,True,False,False,False
796,C09_55215982,False,False,False,False,False,False
797,C09_55225983,True,True,True,False,False,False
798,C09_55235979,False,False,False,True,True,False
799,C09_55245981,False,False,True,False,False,False
800,C09_55335984,True,False,True,False,False,False
801,C09_55345985,True,True,True,False,False,False
802,C09_55355986,False,False,False,False,False,False
803,C09_55365987,True,False,False,False,False,False
804,C09_55375988,False,False,False,False,False,False
805,C09_55385989,True,True,True,False,False,False
806,C09_55405991,False,False,False,False,True,False
807,C09_6717,False,False,False,False,False,False
808,C09_6718,True,True,False,True,True,False
809,C09_6719,False,False,False,False,False,False
810,C09_6720,False,True,False,False,False,False
811,C09_6721,True,False,True,False,False,False
812,C09_6722,False,False,False,False,False,False
813,C09_6724,True,True,True,False,False,False
814,C09_6725,True,True,True,False,True,False
815,C09_6731,False,True,False,False,False,False
816,C09_6734,False,False,False,False,False,False
817,C09_6735,False,False,False,False,False,False
818,C09_6736,False,False,False,False,True,False
819,C09_6745,False,False,False,False,False,False
820,C10_55185977,False,False,False,False,False,False
821,C10_55195978,False,False,False,False,False,False
822,C10_55205980,True,False,False,False,False,False
823,C10_55215982,True,True,True,False,False,False
824,C10_55225983,False,False,False,False,False,False
825,C10_55235979,False,False,False,False,False,False
826,C10_55245981,False,False,False,False,False,False
827,C10_55335984,True,False,True,False,False,False
828,C10_55345985,False,True,True,False,False,False
829,C10_55355986,True,True,False,False,False,False
830,C10_55365987,True,True,True,False,False,False
831,C10_55375988,False,False,False,False,True,False
832,C10_55385989,True,True,True,False,False,False
833,C10_55395990,False,False,False,False,False,False
834,C10_55405991,False,False,False,False,False,False
835,C10_6717,False,True,False,False,False,False
836,C10_6718,True,False,True,False,False,False
837,C10_6719,True,False,True,False,False,False
838,C10_6720,True,False,True,False,False,False
839,C10_6721,False,False,False,False,False,False
840,C10_6722,False,False,False,False,False,False
841,C10_6724,False,False,False,False,False,False
842,C10_6725,True,True,True,False,True,False
843,C10_6731,True,False,True,False,False,False
844,C10_6734,False,False,False,False,False,False
845,C10_6735,False,True,False,False,False,False
846,C10_6736,False,False,False,False,True,False
847,C10_6745,False,True,False,False,False,False
848,C11_55185977,False,False,False,True,True,False
849,C11_55195978,False,False,False,False,False,False
850,C11_55205980,False,False,False,False,False,False
851,C11_55215982,False,False,False,False,False,False
852,C11_55225983,False,False,False,False,True,False
853,C11_55235979,True,True,True,False,False,False
854,C11_55245981,False,False,False,False,False,False
855,C11_55335984,False,False,False,False,False,False
856,C11_55345985,False,False,False,False,False,False
857,C11_55355986,False,False,False,False,False,False
858,C11_55365987,False,False,False,False,False,False
859,C11_55385989,False,False,False,False,False,False
860,C11_55395990,False,False,False,False,False,False
861,C11_55405991,False,False,False,False,False,False
862,C11_6717,False,False,False,False,False,False
863,C11_6719,False,True,False,False,True,False
864,C11_6720,True,True,True,False,False,False
865,C11_6721,False,False,False,False,False,False
866,C11_6724,True,True,True,False,False,False
867,C11_6731,True,True,True,False,False,False
868,C11_6734,False,False,True,False,False,False
869,C11_6736,False,False,False,False,False,False
870,C11_75836284,False,False,False,False,False,False
871,C12_55185977,True,True,True,False,False,False
872,C12_55195978,False,False,False,False,False,False
873,C12_55205980,False,False,False,False,False,False
874,C12_55215982,True,False,True,False,False,False
875,C12_55225983,False,False,False,False,False,False
876,C12_55235979,False,False,False,False,False,False
877,C12_55245981,False,False,False,False,False,False
878,C12_55335984,False,False,False,False,False,False
879,C12_55345985,False,False,False,False,False,False
880,C12_55365987,False,False,False,False,False,False
881,C12_55385989,True,True,True,False,False,False
882,C12_6718,True,True,True,False,False,False
883,C12_6719,False,True,False,False,False,False
884,C12_6722,False,False,False,False,False,False
885,C12_6724,True,True,True,False,False,False
886,C12_6725,False,False,True,False,False,False
887,C12_6731,False,False,True,False,False,False
888,C12_6734,True,True,True,False,False,False
889,C12_6735,True,True,True,False,False,False
890,C12_6736,False,False,False,False,False,False
891,D01_55195978,False,False,False,False,False,False
892,D01_55205980,True,False,True,False,False,False
893,D01_55215982,False,False,False,False,False,False
894,D01_55225983,False,False,False,False,False,False
895,D01_55235979,True,True,False,False,False,False
896,D01_55245981,False,False,False,False,False,False
897,D01_55335984,True,False,False,True,True,False
898,D01_55355986,True,True,True,False,False,False
899,D01_55365987,False,False,False,False,False,False
900,D01_55375988,False,False,False,False,False,False
901,D01_55385989,False,False,False,False,False,False
902,D01_55395990,False,False,False,False,False,False
903,D01_55405991,False,True,True,False,True,False
904,D01_6718,False,True,False,False,False,False
905,D01_6719,False,False,False,False,False,False
906,D01_6720,False,False,False,False,True,False
907,D01_6721,False,False,False,False,True,False
908,D01_6724,False,False,False,False,False,False
909,D01_6725,True,True,False,False,False,False
910,D01_6731,True,False,True,False,False,False
911,D01_6735,True,True,True,False,False,False
912,D01_6736,False,False,False,False,False,False
913,D01_6745,False,True,False,False,False,False
914,D01_75836284,False,False,False,False,False,False
915,D02_55185977,True,True,True,False,False,False
916,D02_55195978,True,False,True,True,False,True
917,D02_55205980,False,False,True,False,False,False
918,D02_55215982,True,False,False,False,False,False
919,D02_55225983,False,False,True,False,False,False
920,D02_55235979,False,True,True,False,False,False
921,D02_55335984,True,False,True,False,False,False
922,D02_55345985,True,True,True,False,True,False
923,D02_55355986,False,False,False,False,False,False
924,D02_55365987,False,False,False,False,False,False
925,D02_55375988,False,False,False,False,False,False
926,D02_55385989,False,False,False,False,False,False
927,D02_55395990,False,False,False,False,False,False
928,D02_55405991,False,False,False,False,False,False
929,D02_6717,True,True,True,False,False,False
930,D02_6718,True,False,False,False,False,False
931,D02_6719,False,False,False,False,False,False
932,D02_6720,False,False,False,False,False,False
933,D02_6721,False,False,False,False,False,False
934,D02_6722,True,False,True,False,False,False
935,D02_6724,False,False,True,False,False,False
936,D02_6725,True,True,True,False,False,False
937,D02_6734,True,True,True,False,False,False
938,D02_6735,True,True,True,False,False,False
939,D02_6736,False,True,True,False,False,False
940,D02_6745,False,False,False,False,True,False
941,D02_75846286,False,False,False,False,False,False
942,D03_55185977,True,False,False,False,False,False
943,D03_55195978,False,True,False,False,False,False
944,D03_55215982,False,False,False,False,False,False
945,D03_55225983,True,True,False,False,False,False
946,D03_55235979,True,True,True,True,True,True
947,D03_55245981,False,False,False,False,False,False
948,D03_55345985,False,False,False,False,False,False
949,D03_55385989,False,False,False,False,False,False
950,D03_55395990,True,False,True,False,False,False
951,D03_55405991,False,False,False,False,False,False
952,D03_6717,False,False,True,False,False,False
953,D03_6718,False,False,False,False,False,False
954,D03_6719,True,True,False,False,False,False
955,D03_6720,False,False,False,False,False,False
956,D03_6721,True,True,True,False,False,False
957,D03_6722,False,True,False,False,True,False
958,D03_6724,False,False,True,False,False,False
959,D03_6725,False,False,False,False,False,False
960,D03_6731,False,False,False,False,False,False
961,D03_6736,False,False,False,False,True,False
962,D03_6745,False,True,False,False,False,False
963,D03_75836284,False,False,False,False,False,False
964,D03_75846286,False,False,False,False,False,False
965,D04_55185977,True,True,False,False,False,False
966,D04_55195978,False,False,False,False,False,False
967,D04_55205980,True,False,True,False,False,False
968,D04_55215982,False,False,False,False,False,False
969,D04_55225983,False,False,False,False,False,False
970,D04_55235979,True,False,True,False,False,False
971,D04_55245981,False,False,False,False,False,False
972,D04_55335984,False,False,True,False,False,False
973,D04_55345985,True,True,True,False,False,False
974,D04_55355986,False,False,False,False,False,False
975,D04_55365987,False,False,False,False,False,False
976,D04_55375988,False,False,False,False,False,False
977,D04_55385989,True,True,False,False,False,False
978,D04_55395990,False,False,False,False,False,False
979,D04_55405991,False,False,False,False,False,False
980,D04_6717,False,False,False,False,False,False
981,D04_6718,False,False,False,False,False,False
982,D04_6719,False,False,False,False,False,False
983,D04_6720,False,False,False,False,False,False
984,D04_6721,True,False,False,False,False,False
985,D04_6722,False,False,False,False,False,False
986,D04_6724,False,False,False,False,False,False
987,D04_6725,True,True,False,True,True,False
988,D04_6731,False,False,False,False,False,False
989,D04_6735,True,True,True,False,False,False
990,D04_6736,False,True,False,True,True,False
991,D04_6745,True,True,False,True,True,True
992,D05_55195978,True,False,True,False,False,False
993,D05_55205980,False,False,False,False,False,False
994,D05_55215982,False,False,False,False,False,False
995,D05_55225983,False,False,False,False,False,False
996,D05_55335984,False,False,False,False,False,False
997,D05_55345985,False,False,False,False,False,False
998,D05_55355986,False,False,False,False,False,False
999,D05_55365987,False,False,False,False,False,False
1000,D05_55375988,False,False,False,False,False,False
1001,D05_55385989,False,False,False,False,False,False
1002,D05_55395990,False,False,False,False,False,False
1003,D05_55405991,False,False,True,False,False,False
1004,D05_6717,False,True,False,False,False,False
1005,D05_6718,False,False,False,False,False,False
1006,D05_6719,False,True,False,False,False,False
1007,D05_6720,False,False,False,False,False,False
1008,D05_6721,False,False,False,False,False,False
1009,D05_6722,False,True,False,False,False,False
1010,D05_6724,False,False,True,True,False,False
1011,D05_6725,False,False,False,False,False,False
1012,D05_6731,False,False,True,False,False,False
1013,D05_6734,False,False,False,False,False,False
1014,D05_6736,False,False,False,False,False,False
1015,D05_6745,False,False,False,False,False,False
1016,D05_75846286,False,False,False,False,False,False
1017,D06_55195978,True,True,False,False,False,False
1018,D06_55225983,False,False,False,False,False,False
1019,D06_55235979,False,False,False,False,False,False
1020,D06_55245981,False,False,False,False,False,False
1021,D06_55335984,False,False,False,False,False,False
1022,D06_55345985,True,False,False,False,False,False
1023,D06_55355986,False,False,False,False,False,False
1024,D06_55365987,False,False,False,False,False,False
1025,D06_55385989,False,False,False,False,False,False
1026,D06_55395990,True,False,False,False,False,False
1027,D06_55405991,False,False,False,False,False,False
1028,D06_6717,True,False,False,False,False,False
1029,D06_6718,False,True,False,False,False,False
1030,D06_6719,False,False,False,False,False,False
1031,D06_6720,True,True,True,False,False,False
1032,D06_6721,False,True,False,False,True,False
1033,D06_6722,False,False,False,False,False,False
1034,D06_6725,True,True,False,False,False,False
1035,D06_6731,False,True,False,False,False,False
1036,D06_6734,False,False,True,False,False,False
1037,D06_6736,False,False,False,False,False,False
1038,D06_6745,False,False,False,False,False,False
1039,D06_75836284,False,False,False,False,False,False
1040,D06_75846286,False,False,False,False,True,False
1041,D07_55195978,False,False,False,False,False,False
1042,D07_55205980,False,True,False,False,False,False
1043,D07_55215982,False,False,False,False,False,False
1044,D07_55225983,False,False,False,False,False,False
1045,D07_55235979,False,False,False,False,False,False
1046,D07_55245981,False,False,False,False,False,False
1047,D07_55335984,True,False,True,False,False,False
1048,D07_55345985,False,False,False,False,False,False
1049,D07_55355986,False,False,False,False,False,False
1050,D07_55365987,False,True,False,False,False,False
1051,D07_55375988,False,False,False,False,False,False
1052,D07_55385989,True,True,False,True,True,False
1053,D07_55395990,True,False,True,False,False,False
1054,D07_55405991,False,False,False,False,False,False
1055,D07_6717,False,False,False,False,False,False
1056,D07_6718,False,False,False,False,False,False
1057,D07_6719,False,False,False,False,False,False
1058,D07_6720,False,False,False,False,False,False
1059,D07_6721,True,True,True,False,False,False
1060,D07_6722,False,False,False,False,False,False
1061,D07_6724,True,False,True,True,True,False
1062,D07_6725,True,True,False,False,False,False
1063,D07_6731,True,False,True,False,False,False
1064,D07_6734,False,True,False,False,True,False
1065,D07_6736,False,False,False,False,False,False
1066,D07_6745,False,False,False,False,False,False
1067,D07_75836284,False,False,False,False,False,False
1068,D08_55195978,False,False,False,False,False,False
1069,D08_55205980,False,False,False,False,False,False
1070,D08_55215982,False,False,False,False,False,False
1071,D08_55225983,False,False,True,False,False,False
1072,D08_55235979,False,False,False,False,False,False
1073,D08_55245981,False,False,False,False,True,False
1074,D08_55335984,True,False,True,False,False,False
1075,D08_55345985,False,False,False,False,False,False
1076,D08_55355986,True,True,True,False,False,False
1077,D08_55365987,False,False,False,False,False,False
1078,D08_55375988,False,False,False,False,False,False
1079,D08_55395990,False,False,False,False,False,False
1080,D08_55405991,False,False,False,False,False,False
1081,D08_6718,True,True,False,False,False,False
1082,D08_6720,True,True,True,False,False,False
1083,D08_6721,False,False,True,False,True,False
1084,D08_6724,False,False,False,False,False,False
1085,D08_6725,False,False,False,False,False,False
1086,D08_6731,False,False,True,False,False,False
1087,D08_6734,True,False,True,False,False,False
1088,D08_6735,True,True,True,False,False,False
1089,D08_6736,True,True,False,True,True,False
1090,D08_6745,False,False,False,False,False,False
1091,D08_75836284,False,False,False,False,True,False
1092,D09_55185977,False,True,True,True,False,True
1093,D09_55195978,False,False,False,False,False,False
1094,D09_55205980,False,False,False,False,False,False
1095,D09_55225983,True,False,False,False,False,False
1096,D09_55235979,False,False,True,False,False,False
1097,D09_55245981,True,False,False,False,False,False
1098,D09_55335984,True,False,True,False,False,False
1099,D09_55365987,True,False,True,False,False,False
1100,D09_55375988,False,False,False,False,False,False
1101,D09_55385989,False,False,False,False,False,False
1102,D09_55395990,True,False,True,False,False,False
1103,D09_55405991,False,False,False,False,False,False
1104,D09_6717,False,False,False,False,False,False
1105,D09_6718,False,False,False,False,False,False
1106,D09_6719,False,False,False,False,False,False
1107,D09_6720,True,False,False,False,True,False
1108,D09_6721,False,True,False,False,False,False
1109,D09_6722,False,False,False,False,False,False
1110,D09_6724,True,True,True,False,False,False
1111,D09_6725,True,True,True,False,False,False
1112,D09_6731,False,False,False,False,False,False
1113,D09_6734,False,False,False,False,False,False
1114,D09_6735,True,True,True,False,False,False
1115,D09_6736,False,False,False,False,True,False
1116,D09_6745,False,False,False,False,False,False
1117,D09_75836284,False,False,False,False,False,False
1118,D10_55195978,False,False,False,False,False,False
1119,D10_55205980,False,False,False,False,False,False
1120,D10_55215982,False,False,False,False,False,False
1121,D10_55225983,False,False,False,False,False,False
1122,D10_55235979,False,False,False,False,False,False
1123,D10_55245981,True,True,False,False,False,False
1124,D10_55335984,False,False,False,False,False,False
1125,D10_55345985,False,False,True,False,False,False
1126,D10_55355986,False,False,False,False,False,False
1127,D10_55365987,False,False,True,True,True,False
1128,D10_55375988,True,False,True,False,False,False
1129,D10_55385989,False,False,False,False,False,False
1130,D10_6717,True,True,False,False,False,False
1131,D10_6719,False,False,False,False,False,False
1132,D10_6720,False,False,False,False,False,False
1133,D10_6721,False,False,True,False,False,False
1134,D10_6722,False,False,False,False,True,False
1135,D10_6725,False,False,True,False,False,False
1136,D10_6731,True,False,False,False,False,False
1137,D10_6734,False,True,True,False,False,False
1138,D10_6735,False,False,False,False,False,False
1139,D10_6736,False,False,False,False,False,False
1140,D10_6745,False,False,False,False,True,False
1141,D11_55195978,False,False,False,False,False,False
1142,D11_55205980,False,False,False,False,False,False
1143,D11_55215982,False,False,False,False,False,False
1144,D11_55235979,False,False,False,False,False,False
1145,D11_55245981,False,False,False,False,False,False
1146,D11_55335984,False,False,False,False,False,False
1147,D11_55345985,True,True,True,False,False,False
1148,D11_55365987,False,False,True,False,False,False
1149,D11_55375988,False,False,False,False,False,False
1150,D11_55385989,False,False,False,False,False,False
1151,D11_55395990,True,True,False,True,True,True
1152,D11_55405991,False,False,False,False,False,False
1153,D11_6717,False,False,False,False,False,False
1154,D11_6719,True,True,True,False,False,False
1155,D11_6722,False,False,True,False,False,False
1156,D11_6724,True,True,True,False,False,False
1157,D11_6725,False,True,False,True,False,False
1158,D11_6734,True,True,True,False,False,False
1159,D11_6735,False,True,False,False,False,False
1160,D11_6736,False,False,False,True,True,False
1161,D11_75836284,False,False,False,False,False,False
1162,D12_55185977,True,True,True,False,False,True
1163,D12_55195978,False,False,False,False,False,False
1164,D12_55205980,True,True,False,False,False,False
1165,D12_55215982,True,False,False,False,False,False
1166,D12_55225983,True,False,True,False,False,False
1167,D12_55235979,False,True,False,True,True,True
1168,D12_55245981,False,False,False,False,False,False
1169,D12_55335984,True,False,True,False,False,False
1170,D12_55355986,False,False,True,False,False,False
1171,D12_55365987,True,True,False,False,False,False
1172,D12_55375988,False,False,False,False,False,False
1173,D12_55385989,False,False,False,False,False,False
1174,D12_55405991,False,False,False,False,False,False
1175,D12_6717,False,False,False,False,False,False
1176,D12_6721,True,True,False,False,False,False
1177,D12_6722,False,False,False,False,False,False
1178,D12_6724,True,True,True,False,False,False
1179,D12_6725,True,True,True,False,False,False
1180,D12_6731,False,False,True,False,False,False
1181,D12_6734,False,False,False,False,False,False
1182,D12_6735,False,False,False,False,False,False
1183,D12_6736,False,False,False,False,True,False
1184,D12_75836284,True,False,False,False,False,False
1185,E01_55185977,False,False,False,False,True,False
1186,E01_55195978,False,False,False,False,False,False
1187,E01_55205980,False,False,False,False,False,False
1188,E01_55235979,False,False,False,False,False,False
1189,E01_55245981,False,False,False,False,False,False
1190,E01_55335984,True,False,True,False,False,False
1191,E01_55345985,False,False,False,False,False,False
1192,E01_55385989,False,False,False,False,False,False
1193,E01_55405991,False,True,False,True,True,False
1194,E01_6717,False,False,False,False,False,False
1195,E01_6718,False,False,False,False,False,False
1196,E01_6719,True,True,False,False,False,False
1197,E01_6720,True,True,True,True,True,True
1198,E01_6721,False,False,False,False,False,False
1199,E01_6722,True,True,True,True,True,False
1200,E01_6724,False,False,True,False,False,False
1201,E01_6725,False,True,False,False,False,False
1202,E01_6731,False,False,True,False,False,False
1203,E01_6734,False,False,True,False,False,False
1204,E01_6735,True,True,True,False,False,False
1205,E01_6745,False,False,False,False,False,False
1206,E01_75846286,False,False,False,False,False,False
1207,E02_55185977,False,False,True,False,False,False
1208,E02_55205980,False,False,False,False,False,False
1209,E02_55225983,False,False,False,False,False,False
1210,E02_55235979,True,False,False,False,True,False
1211,E02_55245981,False,False,False,False,False,False
1212,E02_55335984,False,False,False,False,False,False
1213,E02_55345985,False,False,False,True,True,False
1214,E02_55355986,False,False,False,False,False,False
1215,E02_55365987,False,False,False,True,True,False
1216,E02_55375988,False,False,False,False,False,False
1217,E02_55385989,False,False,False,False,False,False
1218,E02_55405991,False,False,False,True,True,False
1219,E02_6717,False,True,False,False,False,False
1220,E02_6718,False,False,False,False,False,False
1221,E02_6719,False,False,False,False,False,False
1222,E02_6721,False,False,False,False,False,False
1223,E02_6722,False,False,False,False,False,False
1224,E02_6724,False,False,False,False,False,False
1225,E02_6725,True,True,False,False,False,False
1226,E02_6731,False,False,False,False,False,False
1227,E02_6734,False,False,False,False,False,False
1228,E02_6735,True,False,True,False,False,False
1229,E02_6745,False,False,False,False,False,False
1230,E02_75846286,False,False,False,False,True,False
1231,E03_55185977,True,True,False,False,False,False
1232,E03_55195978,False,False,False,False,False,False
1233,E03_55205980,False,False,False,True,True,False
1234,E03_55215982,True,False,False,False,False,False
1235,E03_55225983,False,False,False,False,False,False
1236,E03_55235979,False,True,False,False,False,False
1237,E03_55245981,False,False,True,False,False,False
1238,E03_55335984,False,False,False,False,False,False
1239,E03_55345985,False,False,True,False,False,False
1240,E03_55355986,False,False,False,False,False,False
1241,E03_55365987,True,True,False,False,False,False
1242,E03_55375988,False,False,False,False,False,False
1243,E03_55395990,False,False,False,False,False,False
1244,E03_55405991,False,False,False,False,False,False
1245,E03_6719,False,False,True,False,False,False
1246,E03_6720,True,True,True,False,False,False
1247,E03_6721,False,True,False,False,False,False
1248,E03_6722,False,False,False,False,False,False
1249,E03_6724,True,False,False,False,False,False
1250,E03_6725,False,False,False,False,False,False
1251,E03_6731,False,False,False,False,False,False
1252,E03_6734,False,True,False,False,False,False
1253,E03_6735,True,True,True,False,False,False
1254,E03_6736,False,True,False,True,True,False
1255,E03_6745,False,False,False,False,False,False
1256,E03_75836284,False,False,False,False,False,False
1257,E03_75846286,False,False,False,False,False,False
1258,E04_55195978,False,False,False,False,False,False
1259,E04_55205980,False,True,False,False,False,False
1260,E04_55225983,False,False,False,False,True,False
1261,E04_55235979,False,True,False,False,False,False
1262,E04_55245981,False,False,True,False,False,False
1263,E04_55335984,False,False,False,False,False,False
1264,E04_55365987,False,False,False,False,False,False
1265,E04_55375988,False,False,False,False,False,False
1266,E04_55395990,False,False,False,False,False,False
1267,E04_55405991,False,False,False,False,False,False
1268,E04_6717,False,False,False,False,False,False
1269,E04_6718,False,True,False,False,False,False
1270,E04_6719,False,False,False,True,True,False
1271,E04_6720,True,True,False,True,True,False
1272,E04_6721,True,False,False,False,False,False
1273,E04_6724,True,True,True,False,False,False
1274,E04_6725,False,True,False,False,False,False
1275,E04_6734,False,False,True,False,False,False
1276,E04_6735,True,True,True,False,False,False
1277,E04_6736,False,False,False,False,False,False
1278,E04_6745,False,False,False,False,False,False
1279,E04_75836284,False,False,False,False,False,False
1280,E05_55185977,True,True,True,False,False,False
1281,E05_55195978,False,True,False,False,False,False
1282,E05_55205980,True,False,True,False,False,False
1283,E05_55215982,False,False,False,False,False,False
1284,E05_55235979,True,True,True,False,False,False
1285,E05_55245981,False,False,False,False,False,False
1286,E05_55335984,False,True,False,False,False,False
1287,E05_55345985,False,False,False,False,False,False
1288,E05_55355986,False,False,False,False,False,False
1289,E05_55365987,False,True,False,False,False,False
1290,E05_55375988,False,False,False,False,False,False
1291,E05_55385989,False,False,True,False,False,False
1292,E05_55395990,False,False,False,False,False,False
1293,E05_55405991,True,True,False,False,False,False
1294,E05_6717,True,False,True,False,False,False
1295,E05_6718,False,False,False,False,False,False
1296,E05_6719,False,False,True,False,False,False
1297,E05_6720,False,True,False,False,False,False
1298,E05_6721,False,False,False,False,False,False
1299,E05_6722,False,False,False,False,False,False
1300,E05_6724,False,True,False,False,False,False
1301,E05_6725,False,False,True,False,True,False
1302,E05_6731,True,True,True,False,False,False
1303,E05_6735,False,False,False,False,False,False
1304,E05_6736,False,False,False,False,False,False
1305,E05_6745,False,False,False,False,False,False
1306,E05_75836284,False,False,False,False,False,False
1307,E05_75846286,False,False,False,False,False,False
1308,E06_55185977,True,True,False,False,False,False
1309,E06_55195978,False,False,False,False,False,False
1310,E06_55215982,False,False,True,False,False,False
1311,E06_55225983,True,False,False,False,False,False
1312,E06_55235979,True,True,True,False,False,False
1313,E06_55245981,False,False,False,False,False,False
1314,E06_55335984,False,False,False,False,False,False
1315,E06_55345985,True,True,True,False,False,False
1316,E06_55355986,False,False,False,False,False,False
1317,E06_55365987,True,False,True,False,False,False
1318,E06_55375988,False,False,True,False,False,False
1319,E06_55385989,True,False,False,False,False,False
1320,E06_55395990,False,False,False,False,False,False
1321,E06_55405991,False,False,False,False,False,False
1322,E06_6717,False,False,False,False,False,False
1323,E06_6718,False,False,False,False,False,False
1324,E06_6719,False,False,True,False,False,False
1325,E06_6720,True,False,False,False,False,False
1326,E06_6721,False,False,False,False,False,False
1327,E06_6722,False,False,False,False,False,False
1328,E06_6724,True,True,True,False,False,False
1329,E06_6725,True,True,False,True,True,False
1330,E06_6731,False,False,False,False,False,False
1331,E06_6734,False,False,False,False,False,False
1332,E06_6745,False,False,False,False,True,False
1333,E06_75836284,False,False,True,False,False,False
1334,E06_75846286,False,False,False,False,True,False
1335,E07_55185977,True,True,False,True,True,False
1336,E07_55195978,False,False,False,False,False,False
1337,E07_55205980,False,False,False,False,False,False
1338,E07_55225983,False,False,False,False,False,False
1339,E07_55235979,True,True,True,False,False,False
1340,E07_55245981,False,False,False,False,False,False
1341,E07_55335984,False,False,False,False,False,False
1342,E07_55345985,False,False,False,False,False,False
1343,E07_55355986,False,False,False,False,False,False
1344,E07_55365987,False,False,False,False,False,False
1345,E07_55375988,False,False,False,False,True,False
1346,E07_55385989,True,True,False,False,False,False
1347,E07_55395990,False,False,False,False,False,False
1348,E07_55405991,False,False,False,False,False,False
1349,E07_6717,True,True,True,False,False,False
1350,E07_6718,False,False,False,False,False,False
1351,E07_6719,False,False,False,False,False,False
1352,E07_6720,False,False,False,False,False,False
1353,E07_6721,False,False,False,False,False,False
1354,E07_6722,False,False,False,False,False,False
1355,E07_6724,True,True,False,False,False,False
1356,E07_6725,False,False,True,False,False,False
1357,E07_6731,False,True,False,False,False,False
1358,E07_6736,False,False,False,True,True,False
1359,E07_6745,False,False,False,False,False,False
1360,E07_75836284,False,False,False,False,False,False
1361,E08_55185977,False,False,False,False,False,False
1362,E08_55195978,True,False,False,True,True,False
1363,E08_55205980,False,False,False,False,False,False
1364,E08_55215982,False,False,True,False,False,False
1365,E08_55225983,False,False,False,False,False,False
1366,E08_55235979,False,False,False,False,False,False
1367,E08_55245981,True,True,False,False,False,False
1368,E08_55335984,False,True,True,False,False,False
1369,E08_55345985,False,False,False,False,False,False
1370,E08_55355986,False,False,False,False,False,False
1371,E08_55365987,False,False,False,False,False,False
1372,E08_55375988,False,False,False,False,False,False
1373,E08_55385989,True,True,True,False,False,False
