,well_plate,result,var_cell,var_nuc,var_cyto,var_mt,wp_cell_levene_gtvariability_adj,wp_nuc_levene_gtvariability_adj,wp_cyto_levene_gtvariability_adj
42,B08_55405991,NA,0.015405766919278497,0.021910055636140357,0.01884859541906066,0.04194962625771117,1.377653639355893e-12,9.872796738544953e-06,3.861033110525993e-08
43,D04_55345985,NA,0.056333387960243786,0.05299254288937384,0.06856139993289415,0.02290517496488853,3.5237005135726658e-12,8.795289229194876e-11,1.553124445124422e-17
44,B01_6717,TN,0.028474876419009375,0.0330599319586979,0.03917252690403689,0.0809828081815314,3.655140192898981e-12,3.165268051040507e-09,4.23517024952554e-06
45,B08_55335984,NA,0.01875142173563469,0.018947889126879915,0.029868541535235202,0.05763881734013135,5.5472067364571085e-12,7.179172417446517e-12,0.00017479366539098075
46,H08_55195978,NA,0.09061676915979217,0.16948398634871914,0.07140572373744042,0.03006244419056627,6.700360754893299e-12,1.5490287742738866e-27,1.9079175116963606e-07
47,A01_6735,FP,0.0718285418122556,0.06384974702271216,0.08213158439067662,0.020579673163178297,6.81601694951845e-12,5.466690744531939e-10,4.301513713624857e-14
48,C10_55335984,NA,0.017603783375198245,0.02221112274221687,0.020442156570701024,0.0495021541596018,7.960486392909533e-12,1.8939585931222267e-07,1.129510878555541e-08
49,E01_55335984,NA,0.022261909913224638,0.021886174183792222,0.030616557977078233,0.05340072217017678,1.0052618326131911e-11,3.0816055465971087e-12,5.160827442225186e-05
50,E03_55345985,NA,0.051150475198532025,0.05743361912804174,0.05681470668418521,0.020070164900158963,2.0518481550147776e-11,2.4392219934521988e-14,1.0502074365932521e-13
51,C03_55335984,NA,0.030148190568010515,0.023728862870140633,0.040790352700638736,0.07901504951635649,2.5058455341483187e-11,2.6640358020405648e-17,1.3675814369845968e-05
52,F12_55215982,NA,0.07774140219217295,0.06955289083725628,0.09093787720010786,0.026011848390424953,2.8944704213710096e-11,2.459893788687687e-09,3.524665802516407e-14
53,D01_55335984,NA,0.028896696267489405,0.033561102680665866,0.03338803671289862,0.07057922347294653,3.161094073283592e-11,4.8991994974209516e-08,6.042200576549334e-08
54,A02_55335984,NA,0.029643149392321065,0.022584562510867788,0.04586394437105637,0.09071401390009926,7.573251658024751e-11,2.3709538910616117e-16,0.00021064263228764732
55,A08_55335984,NA,0.019804070119968823,0.021146022507568682,0.025050575329628146,0.05709103331874922,1.1144162424198405e-10,1.402792342033491e-09,1.3075942326684278e-06
56,C03_55405991,NA,0.05528964339157359,0.0595748255221017,0.06095761225973654,0.024213956755013342,1.764607903209691e-10,1.8813628159240253e-12,1.1011702659895161e-12
57,G12_55245981,NA,0.024225808484751393,0.027666557992094845,0.029625963047126586,0.05659314612880769,1.9399857645702252e-10,1.1451671268053841e-07,3.371909016077354e-06
58,A01_55405991,NA,0.059597216011869986,0.06190158087524013,0.06656313304176525,0.02294306536211108,1.9399857645702252e-10,2.4748666151442263e-11,1.4711569682413296e-12
59,H08_6717,TP,0.08375524920045398,0.1024894781194541,0.08236913023826688,0.028011085241549608,1.9399857645702252e-10,2.171503186326206e-14,5.287847788957096e-10
60,H04_6734,TP,0.07547380581957405,0.0780613486739579,0.08187226270933347,0.027798623662332843,2.1828608803603382e-10,3.701808602535566e-11,8.488612648989559e-12
61,D07_55245981,NA,0.02785138846181743,0.036604413532357286,0.0377715510597917,0.07400316901291615,4.207617432561756e-10,1.2378633208499876e-05,4.734849532632675e-05
62,F04_55335984,NA,0.023046910021378608,0.025804589118948413,0.030603206682955537,0.05528795302553937,5.089808259938662e-10,7.921658404793559e-08,7.75070659742947e-05
63,D07_55335984,NA,0.017365797937512254,0.020013695510480305,0.024258294127848107,0.05286801446574237,1.2290400680748416e-09,1.3282867452297065e-07,5.160827442225186e-05
64,B01_6735,TP,0.049789470793042905,0.05289220918401159,0.05579433314833711,0.014409993125242297,1.6346363502706433e-09,1.6249116352434475e-10,5.22655970312062e-11
65,H09_55395990,NA,0.06219632294264559,0.10676961933497081,0.05349951826903264,0.02472102278788055,1.956394040282326e-09,1.4020408918372017e-22,1.1014760082171197e-06
66,D08_75836284,NA,0.021183085248020914,0.02471332957761702,0.02960766952859878,0.042517731918551266,3.768393921242664e-09,7.14766065307406e-06,0.006468483043114842
67,D01_55345985,NA,0.0642091350056611,0.06548920731633512,0.0690683829923755,0.022917018615867292,4.551926947735982e-09,1.5870500856505605e-09,3.4299670609764816e-10
68,D09_55395990,NA,0.06778162638624388,0.05882535822523159,0.07953386690165772,0.030296365605048614,4.998886619296668e-09,2.016724737616038e-06,1.6902373009878487e-12
69,D11_55395990,NA,0.05274169985534582,0.08409999359507338,0.03556698860245207,0.02238777955916829,5.607575254823792e-09,1.4318434391549698e-20,0.004572977006147408
70,E07_55235979,NA,0.05552518762041607,0.04866912819318614,0.06997521560976488,0.01794238661094932,8.04482639560229e-09,3.58750143035967e-07,3.140427003093799e-12
71,B10_6717,TN,0.03083279885864604,0.030625003717678973,0.03701197801375375,0.08031750409330692,1.555192269835336e-08,8.472786181830963e-09,8.94523408416899e-06
72,H04_55195978,NA,0.09169858263654596,0.06827323989122851,0.11051221197784826,0.029012138084951938,1.555192269835336e-08,4.024871685013644e-05,4.337642184089133e-11
73,H04_55345985,NA,0.04887070187789166,0.05930909767749567,0.05111846471723146,0.022054750742280364,1.5666610398232344e-08,5.046282720065393e-13,2.38994729842231e-09
74,F05_55195978,NA,0.09987020302539436,0.09166217650501565,0.1256425644124818,0.027549878677642838,2.06382477966722e-08,1.4474951495289095e-07,3.753947332158345e-11
75,E06_55235979,NA,0.09210540360530037,0.12521736863388253,0.10313868448468022,0.027034104510447587,2.397868865778641e-08,1.1421996250194594e-12,1.0433993416292597e-09
76,E01_6720,FP,0.06193677835871033,0.07378510747025076,0.06125392207094657,0.025862968457301783,2.9210756673948568e-08,8.831766025147935e-12,5.225454179624315e-08
77,F03_55235979,NA,0.09363038597578116,0.07602546516057475,0.10834027281879749,0.03139462928314967,3.6087570285170537e-08,1.0119112648730083e-05,3.4299670609764816e-10
78,D07_6722,TN,0.026847257944766393,0.026294214836314868,0.03257521728589656,0.05580333537183743,3.799858043699903e-08,9.865202696604463e-09,0.00012215773278273593
79,E02_55335984,NA,0.025170078223100793,0.026137988825056985,0.03303389856885642,0.05938828438996034,4.486287578481766e-08,1.4474951495289095e-07,0.0004371817313758733
80,D04_6735,FP,0.08385023746923785,0.07451808328888701,0.09452298369727807,0.021698803292560336,5.9296666007238576e-08,6.513739169163066e-07,3.679341577514025e-09
81,D12_55335984,NA,0.02151973615413084,0.02142402437349342,0.030759980403987683,0.05102731883573435,9.764256910450786e-08,5.725480428756646e-08,0.004324844231289764
82,A11_55245981,NA,0.05598631341788213,0.06304757386757802,0.06022647361881664,0.018980057332255756,1.0108612841956557e-07,1.6433423845317612e-09,1.2609250148294319e-08
83,F01_6719,FP,0.0627672530895416,0.047399341188486765,0.0731224096901163,0.030469454199021813,1.2516905748309888e-07,0.0028910301248100552,7.652834368687227e-11
84,A08_55345985,NA,0.07312164829768689,0.058955275652921295,0.09302128138667955,0.029827082172193767,1.8585854926856045e-07,0.00011350278470441296,1.7065867990595252e-11
85,H10_55345985,NA,0.042116555906747025,0.050594030872909104,0.04474340711909996,0.019083785925756838,1.8717323851036021e-07,3.306513479234293e-11,1.6720175191937454e-08
86,E03_55335984,NA,0.026306588749415456,0.02746577853300641,0.03254746438272602,0.06139857371383275,2.3229619611413163e-07,7.325995924773253e-07,0.00021064263228764732
87,B05_55385989,NA,0.05915545246168434,0.04936699422728374,0.07631659314620351,0.024469229040606836,2.5310451137123126e-07,5.7887682095817426e-05,1.2875132410284423e-11
88,G07_6717,TP,0.07240876192859448,0.07558418111989891,0.07732152845521661,0.027958080511542013,4.1214513922150556e-07,6.813682108670737e-08,5.104121064637256e-08
89,G06_55195978,NA,0.049454622034706054,0.043985325378119396,0.0600246596983808,0.022213075427102387,4.3707341499023443e-07,1.7689970118478652e-05,1.4773213276114956e-10
90,B07_55405991,NA,0.04996952850425317,0.07530159844754448,0.04421587251401447,0.025087289024230273,5.948635756612544e-07,4.389079184298717e-17,6.843049624799953e-05
91,E07_55185977,NA,0.06938719264013866,0.118792123878723,0.05485001916769304,0.023846784150976633,8.808995161572903e-07,1.638649752660807e-14,0.00020443808582820623
92,G06_55375988,NA,0.03041601246599828,0.030748264636746216,0.03791040757257417,0.05955946035153296,1.0957699123588939e-06,1.0861456530214176e-06,0.002179054451435375
93,F01_55335984,NA,0.028935593138753844,0.03023662759201591,0.03694206613934741,0.05059945913041571,1.866270210859282e-06,9.141143087754979e-06,0.015718992108079824
94,A06_55335984,NA,0.024174096098210075,0.031881156022846316,0.031472773831192125,0.053740126098585306,2.0171500743067092e-06,0.003621281374107801,0.0028374523592883177
95,H03_55335984,NA,0.032056765559850924,0.02242486871312663,0.046920439584467184,0.0664718032952328,2.397095243474941e-06,1.039087374424785e-13,0.050370227592399695
96,C07_55235979,NA,0.07889170395624949,0.08762188565800665,0.08632004418719869,0.029428237768138448,2.888926638198706e-06,9.126593186384256e-08,2.252044796136598e-07
97,F01_55345985,NA,0.04817114691766669,0.0626601637994834,0.053311920727841085,0.02259865250366934,2.912611377204373e-06,3.306513479234293e-11,6.042200576549334e-08
98,E11_55345985,NA,0.0488724449783842,0.06298812126575062,0.04640415971326932,0.02209046877977903,3.450791884245184e-06,1.190868891355143e-10,1.5202776281648657e-05
99,C09_55225983,NA,0.03932638200062369,0.04166056177516954,0.056246928225223196,0.10390420552538057,3.7841098246322372e-06,9.876485402986665e-06,0.00660220863904437
100,G12_55225983,NA,0.015608804529936035,0.02016493669140739,0.020757792201265023,0.0317693292237423,3.7841098246322372e-06,0.006097246945392074,0.011579846988580103
101,C09_55235979,NA,0.059724201380427666,0.09487118233311098,0.05202275666699788,0.02668509111967739,4.195556659110863e-06,1.638649752660807e-14,0.00019758330574934968
102,D01_6735,FP,0.08074979716377369,0.06115422969422421,0.09512140996543973,0.034437180767113246,4.674587073974122e-06,0.003605770544633387,2.0874037410862815e-08
103,F02_6719,TP,0.05160618135124627,0.04586147211501613,0.06055245768137884,0.026261562978685194,4.690564035085809e-06,0.00018747540340618169,5.4260447516350104e-09
104,G12_55335984,NA,0.021478292514464932,0.026916240896885973,0.02872052341699722,0.045130769292496896,5.081980964203851e-06,0.002600983858694769,0.011036873376047708
105,C11_55335984,NA,0.02177495352284994,0.022484078102220553,0.02967949880487249,0.045997612722254215,5.446605458901467e-06,9.425832904358761e-06,0.015309929912620117
106,C12_55335984,NA,0.030212520023108085,0.027075149146386368,0.043779222691980285,0.07403659746462717,6.0654353739426815e-06,1.4474951495289095e-07,0.01536425159429645
107,G08_55355986,NA,0.04641079577713653,0.06798335157479195,0.040362791605156934,0.022751266054581585,6.0654353739426815e-06,1.4959045531512506e-13,0.00042031233918630485
108,C05_55405991,NA,0.039232139913732686,0.06408723248263355,0.026152645676482695,0.021661557105996588,6.0654353739426815e-06,5.27598586574348e-19,0.2892802163963817
109,F03_6722,TP,0.03679279632181551,0.03155088587303635,0.04488687483350198,0.0194420320378352,7.018082201125575e-06,0.000977763829250552,9.075930525853558e-10
110,A09_75836284,NA,0.022966504367399245,0.02797300216143972,0.028109122997059963,0.041561820791164876,7.018082201125575e-06,0.005137067889131293,0.005827559258674359
111,G05_55375988,NA,0.018451950165071854,0.03020410719743123,0.023249992817333698,0.035573764118906843,7.018082201125575e-06,0.6564677369443256,0.006977873865271
112,D10_55245981,NA,0.03986981111276476,0.03180340067199568,0.05876967122285571,0.018870042106475738,9.577237343292301e-06,0.0034359707505672954,1.8767431842668533e-12
113,B07_55335984,NA,0.018228453240519173,0.027466516625159684,0.02228034420787295,0.03917918771052264,1.2337661721929744e-05,0.10044103390988442,0.0020583069998666467
114,D04_6745,TP,0.04656149475422061,0.05843754501937681,0.0462195431768171,0.022594411191184015,1.2622022367524933e-05,1.3687181381344736e-09,1.3476946035899307e-05
115,A02_55205980,NA,0.024881062669642517,0.029307991551036208,0.029928430124225962,0.04346538667834545,1.3636099917086103e-05,0.0036051269334337857,0.006634652047948628
116,H10_75836284,NA,0.02297727302542709,0.030210031544351975,0.028584974485566614,0.04517665274021293,1.4603684001147531e-05,0.020698756153019932,0.005876379069924245
117,H06_55195978,NA,0.049123589360737276,0.06106174855735006,0.05059955697642055,0.024218935555641946,1.4962510445511524e-05,2.2000083639305516e-09,5.029628084839961e-06
118,G01_55405991,NA,0.03768173113930167,0.06667363500812415,0.029656022235576437,0.02035754768488576,2.063460649359317e-05,4.669080522414676e-19,0.017041168153521566
119,B02_55215982,NA,0.018478026659061446,0.018328371114894725,0.03138882828023245,0.03143030523683443,2.063460649359317e-05,8.492125891003106e-06,1.0
120,F05_55365987,NA,0.0479639446511354,0.06579192831218948,0.04667796505564243,0.023720557238815946,2.542712469884546e-05,6.499999262502816e-11,4.813649757563166e-05
121,H01_55235979,NA,0.03922613449230516,0.07274764169786535,0.0336631966505475,0.01718124860702549,2.8781699396343267e-05,4.497625747988326e-15,0.0008787069490030985
122,A11_55405991,NA,0.06079916289772524,0.06962101376303838,0.07138699600467033,0.025496390912156254,2.8781699396343267e-05,4.1145589885692725e-07,3.17145024309249e-07
123,B01_55365987,NA,0.03708624775728427,0.05441626391776446,0.03755227631764888,0.01925163341105523,3.367948044902125e-05,1.3201940591743048e-12,1.7584777215542308e-05
124,D10_55335984,NA,0.02457625088455545,0.022918065984313295,0.0339695207806824,0.055126952111708205,3.4372969225033784e-05,2.8519131189239254e-06,0.022603843722813547
125,C04_55355986,NA,0.03958755528368885,0.043734610551107944,0.04508569924712649,0.020510035998417216,3.4392792807743234e-05,5.612974370174855e-07,2.729311748219586e-07
126,E05_55375988,NA,0.042425778337831094,0.056086189239004394,0.038713439487770215,0.022976860703704683,3.639574820874763e-05,1.0289635162400027e-10,0.0005613480158421207
127,B07_55205980,NA,0.10373496602006325,0.11408854247451206,0.1268527932856413,0.04238109778136946,4.3686575640314476e-05,2.4142044065214498e-06,2.1828215441599252e-07
128,A12_55185977,NA,0.08118061204278382,0.07116718701426089,0.0909481614547041,0.03413676016761678,5.221676816798506e-05,0.0006315168825774558,2.6250551343254027e-06
129,A11_55195978,NA,0.0481168019025228,0.04955959049618503,0.05502573941390886,0.025869720908702147,5.2866848616256664e-05,1.0585452729598298e-05,3.0444341613129524e-07
130,C05_55355986,NA,0.047842128300718635,0.05817928270953855,0.053610376814539736,0.023517542245184923,5.625877510390387e-05,4.7718798374908575e-08,1.381223814912017e-06
131,H02_55195978,NA,0.05838405049610442,0.06886487028717476,0.06310190270003121,0.027843306382153484,7.054338633883867e-05,2.5070886450334187e-07,6.19273469000875e-06
132,A03_55395990,NA,0.04811092063609465,0.05051782366317504,0.05749073352239329,0.026587674635918997,8.053342415841768e-05,7.909531034697294e-06,6.198911465640987e-08
133,D02_6735,FP,0.038891489038771626,0.03268098665947559,0.05164000672210463,0.0172418042843026,8.747185644041092e-05,0.002544081734572286,2.4088005536427126e-08
134,H02_55335984,NA,0.025002192575726386,0.024048394254219497,0.03207932042126528,0.043007514804938675,9.099271664639088e-05,1.1121008455251899e-05,0.0594668134720185
135,F09_55335984,NA,0.028348074654802363,0.02323666501650787,0.0414513609178823,0.06193801881435881,9.41756631820209e-05,1.8296402116323116e-07,0.07754338109990104
136,E09_55335984,NA,0.02793682909059084,0.02866084334192809,0.035754064751677195,0.05445797059108794,9.569735298108252e-05,0.00012127269589255773,0.022441604429783157
137,D07_55365987,NA,0.033743725277750256,0.0472353270598959,0.0359120112216197,0.01886930229486247,9.817121125208109e-05,1.981814957947187e-11,8.445259651053257e-06
138,A11_75836284,NA,0.024494617477282783,0.028564517706453227,0.03186648005524475,0.03962449465304282,0.00010720440367846504,0.013956439496354948,0.1383106535233372
139,H04_75836284,NA,0.053002396923203035,0.06198732488417469,0.057246597891592095,0.02752361413193118,0.00011286556171150409,3.384347677503228e-07,8.123306918543425e-06
140,A12_55335984,NA,0.034891364068712474,0.03362160855800528,0.04182473953192225,0.06710395357536804,0.00011704256281856914,2.1268537673330592e-05,0.007840685323644988
141,F01_6735,FP,0.0477343093740033,0.03845351656022757,0.05928707591986468,0.02593979302233822,0.00012272426494838663,0.02362395947263248,3.247558332176793e-08
142,F11_55335984,NA,0.026411246088979417,0.026699821236539148,0.03161242697167609,0.05580673236827202,0.00013905372742303805,0.00010946572683667048,0.005088381638075793
143,E03_55205980,NA,0.04222273310007857,0.08147361702547715,0.030344888735152294,0.02543711508299785,0.00014828709502121254,1.4342544835966238e-22,0.32800179750384245
144,E12_55355986,NA,0.055096694003540836,0.03981894445973412,0.08135676258791733,0.027472531214756953,0.00015062388771391066,0.0887758454111378,2.0900857536106438e-10
145,E03_55185977,NA,0.0771143027364748,0.0697056331419114,0.09230044794811174,0.037389986511084015,0.00015862908178259993,0.0011579485832593106,7.616562523382502e-07
146,A01_55195978,NA,0.08932551505322385,0.0880848157553999,0.1043941585224612,0.03926282571290267,0.00016133743005201757,0.00013293351449775802,3.0491932157153617e-06
147,E08_55205980,NA,0.06758031673744562,0.09232790397562683,0.06705752458656354,0.03622008959778337,0.000166309587825665,7.566600585987906e-10,0.0001594304439110285
148,C02_55335984,NA,0.020848743802981944,0.021643540510199615,0.029894640075958757,0.03614028044610615,0.00017622378968732954,0.0003767743118283339,0.3440571022895198
149,C01_6718,TP,0.06694484891418281,0.08818407307563005,0.05976204016428989,0.03594761198685338,0.00017622378968732954,3.945002475240938e-09,0.002664043200173634
150,A03_55205980,NA,0.025781200937221423,0.03208283352331701,0.030290911748557116,0.04291430659541382,0.00018744617167168996,0.06649714959599864,0.016072627021415445
151,C12_55185977,NA,0.05097830803881283,0.05499826714474955,0.057327772129036614,0.02337549965430024,0.00019266552051114445,1.6822863665298505e-05,8.240207673839797e-06
152,B09_55375988,NA,0.05499503955031539,0.06567459798809219,0.06187938494055399,0.029001285953567088,0.00020218739828264132,3.441204666112001e-07,4.339831354050223e-06
153,B10_55335984,NA,0.0254839966158343,0.027847061524463878,0.03268221880791693,0.05103480865617286,0.00021479088810041948,0.0012201079657785583,0.026799858914905064
154,D11_55345985,NA,0.04911832489008289,0.05783457612897763,0.05416301927199056,0.02434555200102456,0.00023430682322115096,1.2403990244685594e-06,1.2756590955887508e-05
155,H09_55335984,NA,0.03461600847800487,0.029009290985797093,0.04598313703263193,0.06707520804869994,0.00023830314487662254,5.658819248007551e-07,0.057471696603581715
156,F06_55235979,NA,0.07457100309741664,0.07979055775912104,0.08632610305945532,0.034339172225538964,0.00024348545680383094,2.773912230000261e-05,5.3148660114195144e-06
157,B02_55225983,NA,0.03025356884713706,0.03155300260633553,0.039801383311340165,0.051015847677746855,0.00025100492205257983,0.0006449656401063753,0.13692720743474215
158,E07_55335984,NA,0.0209700171504691,0.019093046621122624,0.029818087193771922,0.03924347885383973,0.0002561578335030596,8.233187851109123e-06,0.18085118990664806
159,E05_55205980,NA,0.027819131205613547,0.021503884227484858,0.046654930747548805,0.04542368335990534,0.0002931664197093425,1.2315228584166994e-09,1.0
160,F07_55245981,NA,0.03822996761513297,0.03676163574707426,0.050206463885665624,0.02095834087269217,0.0002979816878866303,0.000573676249675047,1.5766165941094672e-08
161,H07_55335984,NA,0.021988907390662355,0.026795310600352326,0.029827708583151803,0.03966570681908461,0.0002988687879069932,0.027605259844583334,0.1328733809796576
162,G08_55235979,NA,0.06237071587412418,0.05520484817496261,0.0736745353936087,0.027832607104813722,0.00032406293208124564,0.002377328537786802,5.571510312534823e-06
163,G04_55335984,NA,0.022804897625340187,0.022613644405850526,0.034748715317220784,0.03984200309001878,0.0003245354847754106,0.000150119273463519,0.6986640126982153
164,D06_55335984,NA,0.020539200661135498,0.023714078376026963,0.027120494111703235,0.03838231528203512,0.0003326045986024903,0.007497546960579741,0.07477359168238648
165,G04_55235979,NA,0.04267102512763415,0.054558925235392845,0.04178720495857435,0.020815668841800694,0.0003932414924456281,2.5070886450334187e-07,0.0004654363147347957
166,G03_55375988,NA,0.03646224157065958,0.042817516187880406,0.039589350590049414,0.021427024790097147,0.0003984148385626367,5.658819248007551e-07,1.7686699382024224e-05
167,A10_55335984,NA,0.03009721272471763,0.03288821212075695,0.03615626623010244,0.06408957767845448,0.0004069659241426682,0.0016911237417194616,0.009593879962614722
168,E12_55395990,NA,0.0428229407198415,0.04453046025424386,0.04848177455779393,0.024031916873603777,0.00043300545508253815,8.056049094432212e-05,6.446980142251811e-06
169,G10_55345985,NA,0.03812324149938449,0.04903416858327426,0.040062670991092085,0.021404765492950686,0.00043741986636937043,3.294879557105035e-08,7.632739016182619e-05
