,0
3210,EIF5B
3211,NEURL1B
3212,ANO5
3213,RAB34
3214,THUMPD1
3215,MVB12A
3216,ACAD8
3217,HEATR5A
3218,STEAP2
3219,PTBP3
3220,LRRC4C
3221,HOXC11
3222,MOSPD1
3223,NIPAL3
3224,EVI2A
3225,PFAS
3226,PRRX1
3227,MYO9A
3228,SEC14L1P1
3229,PTCH1
3230,RNASEH1
3231,VGLL4
3232,NDUFB8
3233,KIAA1324
3234,DNASE1L2
3235,CD3D
3236,HRASLS
3237,ASAP3
3238,CACNA1C
3239,RASSF8
3240,TMEM176A
3241,VIMP
3242,LATS1
3243,XRRA1
3244,PCMT1
3245,CATSPER2
3246,MICAL1
3247,C1orf86
3248,DFFB
3249,TFE3
3250,SSH2
3251,C6orf211
3252,RFX3
3253,TEKT4
3254,KIAA0101
3255,INO80B
3256,SF3B5
3257,SH3BGRL3
3258,ADPGK
3259,ZNF655
3260,NUDT9
3261,MRPS15
3262,CYB561D2
3263,MIS12
3264,AUNIP
3265,ZBTB10
3266,CDK13
3267,HNRNPAB
3268,ZSCAN18
3269,CAPRIN2
3270,PHACTR4
3271,ANGPTL2
3272,HSP90AB1
3273,B4GALT7
3274,AQR
3275,ZSWIM3
3276,CCDC65
3277,ANKRD13A
3278,RPL10L
3279,ZNF326
3280,TMPRSS9
3281,TRO
3282,RASSF3
3283,NAV2
3284,ZNF598
3285,PTF1A
3286,PDZD2
3287,EPB41L1
3288,FAM13C
3289,PTPDC1
3290,HAP1
3291,ARL6
3292,CFAP58
3293,C8orf37
3294,RACGAP1P
3295,DYNLRB1
3296,PPM1A
3297,ARMCX2
3298,ARMCX3
3299,SYT2
3300,MICALL2
3301,HEATR3
3302,ASAH1
3303,CATSPER3
3304,NUP50
3305,RBSN
3306,STUB1
3307,PRMT5-AS1
3308,TUBB2B
3309,FBXO4
3310,SOX5
3311,SAP30BP
3312,COL13A1
3313,MLPH
3314,SCARB1
3315,LOC100996579
3316,PTPRK
3317,HBEGF
3318,ATN1
3319,FTH1
3320,MPP3
3321,DLAT
3322,FN1
3323,PRKAR2B
3324,PRKAR1B
3325,NFKBIB
3326,PEPD
3327,FAR2
3328,ALDH9A1
3329,PEG3
3330,ENPP1
3331,PCM1
3332,PDGFRL
3333,PCBP1
3334,PBX3
3335,PAX9
3336,FAM127C
3337,FAM127B
3338,FAM127A
3339,CASZ1
3340,FAM183A
3341,CCHCR1-5
3342,COMMD9
3343,NRD1
3344,TRAPPC2
3345,ACAA1
3346,ARFGAP3
3347,FASTKD2
3348,TPD52L2
3349,UBTF
3350,METTL9
3351,RAB5C
3352,RABGGTB
3353,RANGAP1
3354,ZNF706
3355,CD274
3356,NDUFB9
3357,MAVS
3358,CASKIN2
3359,GPR158
3360,METTL1
3361,MTUS1
3362,INTS2
3363,DHPS
3364,DIDO1
3365,FANCD2
3366,MRPL39
3367,GAR1
3368,PDGFD
3369,WNT3A
3370,SCIN
3371,TSPO
3372,EPHX2
3373,ANKRD26
3374,HSPD1
3375,MINPP1
3376,PDE8A
3377,ANAPC10
3378,KRT10
3379,RPS4X
3380,HAPLN1
3381,CUBN
3382,RPS3
3383,FAM122C
3384,RECQL
3385,SELPLG
3386,PHACTR3
3387,DCAF12L1
3388,MAT2B
3389,MARCH3
3390,ARNT
3391,TTLL11
3392,ARRDC4
3393,PRSS48
3394,PXDC1
3395,SLC25A42
3396,STXBP4
3397,SNORA57
3398,CC2D2A
3399,PFDN2
3400,ANP32C
3401,EXOC5
3402,PICK1
3403,PRDM4
3404,CDK14
3405,ICMT
3406,SEPT10
3407,HM13
3408,SLITRK2
3409,ORC3
3410,TMED7
3411,NDUFAF2
3412,TGIF1
3413,SNORD31
3414,SNORD30
3415,SNORD29
3416,SNORD28
3417,SNORD27
3418,SNORD26
3419,SNORD25
3420,NDRG1
3421,SS18
3422,SLC44A3
3423,TMEM2
3424,IL10RB
3425,MMS19
3426,TOR1AIP2
3427,TCEB1
3428,SLC50A1
3429,NCOA6
3430,ANO10
3431,FAM173A
3432,C7orf49
3433,C17orf53
3434,ZNF747
3435,KCTD14
3436,LRIG2
3437,AACS
3438,VDR
3439,EIF4E
3440,CDK6
3441,PCCA
3442,GCFC2
3443,CCDC3
3444,SNX5
3445,YAE1D1
3446,KRT18
3447,LBX2
3448,SPATS2L
3449,GTF3C5
3450,SKA3
3451,WDR62
3452,LOC642852
3453,CASC2
3454,MGC16142
3455,ADCY10P1
3456,OXSM
3457,CEP83-AS1
3458,GUSBP1
3459,PKD1L2
3460,ASH1L-AS1
3461,LOC643387
3462,MGC2889
3463,LOC150776
3464,LOC202181
3465,MORC2-AS1
3466,GOLGA8A
3467,GORAB
3468,ELOVL5
3469,RPL21P28
3470,YBX3P1
3471,POP4
3472,LOC146880
3473,LINC01011
3474,THUMPD3-AS1
3475,AP5M1
3476,AMZ2P1
3477,FLJ10038
3478,RPSAP9
3479,HOMER3
3480,LOC100270804
3481,FAM185A
3482,RUNX1-IT1
3483,FAM106A
3484,LINC00520
3485,LINC00174
3486,BAIAP2-AS1
3487,LOC401127
3488,HCG27
3489,LOC285074
3490,TRHDE-AS1
3491,LINC00839
3492,INTS9
3493,FOXD1
3494,ITGB8
3495,ANXA1
3496,MFSD3
3497,SNRPC
3498,ITGB1
3499,SRPR
3500,SSSCA1-AS1
3501,TMX2
3502,STOM
3503,USP39
3504,MED23
3505,UBE2J1
3506,LUC7L2
3507,EIF3L
3508,ZNF226
3509,IST1
3510,POP5
3511,TATDN2
3512,GSTK1
3513,SLC25A39
3514,PCNXL2
3515,CKAP5
3516,BDNF-AS
3517,CCDC163P
3518,UMPS
3519,PRMT1
3520,GPR56
3521,SRPK1
3522,BMP1
3523,UNK
3524,PSMA3
3525,PTCD1
3526,UNC119B
3527,DIXDC1
3528,NOTCH2
3529,KLF16
3530,STK40
3531,NDUFS7
3532,RNF26
3533,SETDB2
3534,DCAF10
3535,SYT16
3536,ESYT3
3537,TMEM245
3538,GORASP1
3539,HDAC8
3540,RBM14
3541,KCNQ5
3542,ALDH7A1
3543,DNAL1
3544,POC1B
3545,AK3
3546,USP38
3547,NCK1
3548,RUFY3
3549,PAK3
3550,UNC5C
3551,PID1
3552,C10orf67
3553,NMRAL1
3554,HS3ST5
3555,SPC25
3556,LUC7L
3557,WDR6
3558,CLK4
3559,FUT10
3560,PCGF1
3561,ZNF337-AS1
3562,ANO4-1
3563,POLR2J2
3564,URM1
3565,FAM86C2P
3566,LOC646471
3567,SNHG20
3568,CRCP
3569,TMEM11
3570,BPHL
3571,SNHG7
3572,LINC01588
3573,GSTM4
3574,GSTM3
3575,RBM18
3576,RPL23AP7
3577,TMEM201
3578,LMLN
3579,LOC100129534
3580,LOC100130093
3581,LINC00704
3582,LOC100130987
3583,LSM5
3584,RAMP2-AS1
3585,CCDC66
3586,LINC01134
3587,GUSBP11
3588,ZXDB
3589,ZXDA
3590,ZP3
3591,SFXN2
3592,GALNT16
3593,TNIP3
3594,CEP135
3595,KRT8
3596,HOXA13
3597,HEXA
3598,ZNF254
3599,ZNF33A
3600,ZBTB1
3601,THAP8
3602,LYPLAL1
3603,YWHAB
3604,FAM227B
3605,FAM24B
3606,ARID2
3607,METTL7B
3608,UQCRH
3609,FAM81A
3610,ZNF92
3611,SGMS2
3612,MCFD2
3613,CARS
3614,CCDC116
3615,LRRN4
3616,TMEM206
3617,DNAAF2
3618,BANK1
3619,ZNF331
3620,MSI1
3621,RWDD1
3622,RRP15
3623,GET4
3624,EMC9
3625,ISOC1
3626,SLC35B3
3627,RB1CC1
3628,SLMO2
3629,SLC35C2
3630,FAHD2A
3631,AMDHD2
3632,CUL7
3633,DERL2
3634,GIT2
3635,TRMT6
3636,NMD3
3637,CTIF
3638,UTP11L
3639,METTL13
3640,SUV420H1
3641,MRPS2
3642,NOP58
3643,RMDN1
3644,AGAP2
3645,SSUH2
3646,LIPT1
3647,DHRS7
3648,TRAPPC12
3649,SCRN1
3650,TGFB1I1
3651,LACTB2
3652,DERA
3653,TEX264
3654,MRPL19
3655,DHCR24
3656,APH1A
3657,CUTA-1
3658,LETMD1
3659,ST3GAL4-AS1
3660,TUBB
3661,NDUFA11
3662,FMR1
3663,SRSF1
3664,EPOR
3665,LMF1
3666,PPRC1
3667,HCCS
3668,PXYLP1
3669,TMEM136
3670,UBE4A
3671,HMGN3
3672,CXorf56
3673,PLEKHG4
3674,SH3GL1
3675,SESN1
3676,SIAE
3677,PDK2
3678,SCNN1D
3679,HMGB2
3680,TMEM218
3681,ABHD16B
3682,SAMD10
3683,SNAP91
3684,STRA6
3685,SENP2
3686,TRPV4
3687,PCF11
3688,CCDC117
3689,COMMD4
3690,KIF20B
3691,GUCD1
3692,BCAT2
3693,SIPA1L1
3694,TMEM126B
3695,ACTG2
3696,VWA9
3697,C5AR1
3698,C1S
3699,CALM2
3700,SARAF
3701,LPIN1
3702,LIAS
3703,ATP6V1A
3704,ATP5G3
3705,ATP5F1
3706,ATP5D
3707,DHFR
3708,FAM46C
3709,KANK1
3710,WDR55
3711,PAQR5
3712,MFSD6
3713,MRPL44
3714,PPP2R3A
3715,ALDH3A1
3716,TINCR
3717,DNAJC9
3718,ALDH2
3719,FNTB
3720,CFD
3721,ADM5
3722,EIF3G
3723,SPNS1
3724,MAPRE2
3725,ZBTB9
3726,C6orf89
3727,BTBD9
3728,BEND6
3729,BBS12
3730,SCARNA9
3731,OSBPL6
3732,ZBTB37
3733,KIF17
3734,NFKBIL1
3735,TMEM253
3736,ME3
3737,NAE1
3738,RTN3
3739,ZNF267
3740,UPF3B
3741,HIST1H2BK
3742,PIK3IP1
3743,DDX55
3744,ZNFX1
3745,WDR33
3746,RAP2A
3747,ARHGAP42
3748,SNIP1
3749,CAMKK1
3750,C12orf57
3751,ZNF414
3752,LZIC
3753,ZBED3
3754,C16orf13
3755,DNAJC14
3756,CCDC77
3757,NAA38
3758,MON1A
3759,ZWINT
3760,CCDC88B
3761,NDST1
3762,NUDT16L1
3763,MXRA8
3764,PDCD2L
3765,WIBG
3766,HPS6
3767,CHCHD6
3768,SHCBP1
3769,MIEN1
3770,LLPH
3771,PHF6
3772,WDR83
3773,ING5
3774,IQCG
3775,FSD1L
3776,RABL6
3777,ISOC2
3778,PRADC1
3779,DNAJC30
3780,NOA1
3781,YIPF4
3782,POLDIP3
3783,C9orf89
3784,SYT3
3785,ALKBH7
3786,FLYWCH1
3787,SLC37A3
3788,LOC643201
3789,OGFRP1
3790,PPIAP30
3791,KLHL7
3792,CYTH3
3793,EFTUD2
3794,FOS
3795,FER
3796,NCOA7
3797,NDUFS1
3798,PLEKHB1
3799,ZNF562
3800,SETBP1
3801,ZNF518A
3802,BMS1
3803,ZNF211
3804,DCLRE1C
3805,LIPA
3806,LOC643923
3807,MAGEA8
3808,ZNF580
3809,FAM172A
3810,ZSCAN12
3811,QPCTL
3812,GDF9
3813,THSD4
3814,NME4
3815,ATM
3816,SYTL2
3817,SLC22A23
3818,GLB1L
3819,MERTK
3820,SPON1
3821,PAX8
3822,CDK5RAP1
3823,UBAP2
3824,C11orf73
3825,ETNK1
3826,OGFOD1
3827,DNAJA4
3828,CSGALNACT2
3829,ASH1L
3830,AKAP7
3831,CYYR1
3832,PLCE1
3833,RAB9B
3834,ISYNA1
3835,GP6
3836,LRRC8E
3837,RDX
3838,NEK9
3839,RTEL1
3840,LZTS2
3841,C7orf50
3842,MASP2
3843,C2orf70
3844,GK
3845,CLCN5
3846,ZNF205
3847,ANO2
3848,FLNB
3849,PRKAR1A
3850,APPBP2
3851,MRPS31
3852,MTMR7
3853,SLC35B1
3854,LRRC17
3855,LINC00888
3856,LINC00707
3857,VAC14-AS1
3858,WFDC21P
3859,ZNF695
3860,LOC389906
3861,CSTF3-AS1
3862,LHX4-AS1
3863,PCAT6
3864,BBS4
3865,STARD7-AS1
3866,KIAA1656
3867,PCGF5
3868,SDF2
3869,MSTO1
3870,ATG7
3871,ARC
3872,CCRN4L
3873,NCBP2
3874,CASC3
3875,ANKIB1
3876,SRSF6
3877,GNA12
3878,DPF2
3879,SEMA4D
3880,LRRN2
3881,MCRS1
3882,TBC1D8
3883,ADRBK1
3884,PAPLN
3885,PLD5
3886,RALGPS2
3887,FAM76A
3888,ZNF585A
3889,UBE2E2
3890,ZNF48
3891,ZNF417
3892,DCP2
3893,C12orf66
3894,RNF168
3895,SDE2
3896,KCNAB1
3897,AK8
3898,TPM1
3899,DIO2
3900,NUPL1
3901,ZNF7
3902,GLIPR2
3903,ZKSCAN1
3904,TTN
3905,DSTN
3906,RAB31
3907,TSPAN1
3908,ARPC4
3909,ARPC5
3910,GIPC1
3911,COL4A3BP
3912,PQBP1
3913,KLRG1
3914,GPC6
3915,TDRKH
3916,ABCC9
3917,RTCB
3918,SNRNP27
3919,TLK2
3920,DNM1L
3921,CCDC85B
3922,ABCB6
3923,ILVBL
3924,SF3B2
3925,STK38
3926,NOTCH2NL
3927,RNF166
3928,DNAAF3
3929,ZNF827
3930,ZNF468
3931,RASSF9
3932,DFFA
3933,CTSH
3934,HUNK
3935,USF1
3936,LMCD1
3937,NR1H2
3938,KIAA0391
3939,NUP93
3940,STRN3
3941,TMEM97
3942,PICALM
3943,ZKSCAN5
3944,TCHH
3945,TFDP1
3946,NCAPH2
3947,TMOD2
3948,LOC341056
3949,TLN2
3950,PPP1R13B
3951,LAMP2
3952,B3GNT3
3953,TMEM258
3954,UBE2T
3955,SETD2
3956,FAM155A
3957,TGOLN2
3958,RAB11A
3959,PKM
3960,DNASE2
3961,KCNMB3
3962,GYS1
3963,DEAF1
3964,PLAC1
3965,FASTKD5
3966,NIF3L1
3967,SAV1
3968,H2AFJ
3969,TGIF2
3970,EXOC4
3971,HLA-F-1
3972,SIGIRR
3973,ELK4
3974,FOXA2
3975,ERRFI1
3976,CYCS
3977,TUBA8
3978,FADS3
3979,ELP4
3980,BCAP29
3981,ADAM22
3982,SIVA1
3983,ZBTB8A
3984,LIN54
3985,FOXP1
3986,NFYA
3987,TSPYL4
3988,UTP14C
3989,HNRNPH3
3990,PLEKHA5
3991,KIRREL3-AS2
3992,FBXO22
3993,FBXO2
3994,LYRM7
3995,NEK8
3996,TMEM52
3997,WWOX
3998,C11orf45
3999,VDAC2
4000,FGFR1OP2
4001,DGCR2
4002,TSC22D1
4003,PDE7A
4004,MFSD1
4005,POLR2A
4006,ACVR2A
4007,RAP1A
4008,IMP3
4009,TTC17
4010,MIR4697HG
4011,MRPS7
4012,MRPS33
4013,MRPS17
4014,XIAP
4015,RPL36A
4016,LDLR
4017,NDUFB5
4018,MPI
4019,RPL36AL
4020,SMIM8
4021,USP5
4022,ZNF266
4023,ARPP19
4024,ZBTB6
4025,CPSF6
4026,ZNF707-1
4027,HMG20B
4028,ST6GALNAC2
4029,ALDOC
4030,F2RL1
4031,TIMM17A
4032,C1D
4033,IFI30
4034,ADRBK2
4035,ACTC1
4036,CFDP1
4037,BMI1
4038,GGT1
4039,U2AF1
4040,TALDO1
4041,PNPLA6
4042,TGFBR3L
4043,OXCT1
4044,CAMLG
4045,CPED1
4046,TMEM25
4047,AGO2
4048,TBCK
4049,PSMD7
4050,FHIT
4051,LOC645513
4052,FXN
4053,DCAF17
4054,TSHZ2
4055,PRIM2
4056,PLEKHG5
4057,GRIN2C
4058,ICAM1
4059,CCT6A
4060,CTPS1
4061,ERCC4
4062,HSP90AA1
4063,CTCF
4064,PMVK
4065,RPP30
4066,LPP
4067,ELK1
4068,HSPA1B-1
4069,EFNA4
4070,E2F1
4071,ARID3A
4072,DNASE1
4073,GTF2H1
4074,FBXW7
4075,C7orf43
4076,TM9SF1
4077,DDOST
4078,EYA2
4079,MPST
4080,CSTA
4081,LAMTOR5
4082,ANP32B
4083,IPO8
4084,CLN5
4085,CHKB
4086,CDRT1
4087,SEMA3C
4088,ERLIN1
4089,CRKL
4090,CRK
4091,CEBPD
4092,MAP3K8
4093,ENOX2
4094,VAT1
4095,FOSL2
4096,VTI1B
4097,CBX2
4098,CBL
4099,CAP2
4100,SEC23B
4101,NXF1
4102,CAPN1
4103,SLC9A6
4104,UBE2E3
4105,TADA3
4106,HMGN4
4107,ZBTB18
4108,TIMM44
4109,ZNF83
4110,PGM2
4111,VPS53
4112,PAM16
4113,MRPS23
4114,FIS1
4115,KPNA3
4116,TULP3
4117,FSD2
4118,TMEM87A
4119,TBC1D8B
4120,KCNIP2
4121,CEP120
4122,HAUS4
4123,VRK2
4124,SYCE1L
4125,NEMF
4126,RASGRP1
4127,EPN1
4128,MTERF4
4129,RAD23A
4130,GPR183
4131,ABCD4
4132,SPATC1L
4133,MAP7
4134,RCAN3
4135,DOCK7
4136,ACSL1
4137,BPGM
4138,ALDH1B1
4139,HMHA1
4140,PPP2R5E
4141,ABLIM2
4142,ADCYAP1R1
4143,PAWR
4144,PAPPA
4145,MFSD10
4146,NAGLU
4147,NAGA
4148,ADCY8
4149,PRRG1
4150,PRLR
4151,SSTR2
4152,PRIM1
4153,ATR
4154,RPL5
4155,GABPA
4156,DR1
4157,IFI6
4158,AGER-5
4159,PPIB
4160,KCNG1
4161,KCNA6
4162,ATXN10
4163,LTBP1
4164,PRKX
4165,GPR34
4166,ARFIP2
4167,PLK2
4168,RNF146
4169,PDCD4-AS1
4170,SUPT5H
4171,LINC01481
4172,STK39
4173,LOC642846
4174,TUFM
4175,MAP2K4P1
4176,MAGOHB
4177,PRPF38B
4178,SLC30A6
4179,CLEC2D
4180,PDE4C
4181,FOXM1
4182,SLC45A4
4183,HYLS1
4184,CCNY
4185,RARA
4186,PARP9
4187,KIAA1671
4188,CCND3
4189,AP4M1
4190,LPAR2
4191,KCNJ8
4192,CLTC
4193,SMYD5
4194,AKAP5
4195,CHST10
4196,RPL13AP20
4197,KRT17
4198,RPL19
4199,RPL18A
4200,KCNQ1OT1
4201,CDCA8
4202,HAUS2
4203,IFITM2
4204,FAM86C1
4205,MICAL2
4206,TMEM57
4207,PINLYP
4208,HIPK3
4209,ARHGAP21
4210,TMEM181
4211,RIF1
4212,SMG8
4213,GNE
4214,YJEFN3
4215,AGAP1
4216,MS4A12
4217,ZNF3
4218,TASP1
4219,PATL1
4220,STT3A
4221,KLHDC1
4222,ZNF334
4223,RPL13A
4224,SLC19A1
4225,PRKAG2
4226,RRAGB
4227,MTERF3
4228,MBIP
4229,MYH15
4230,STXBP5L
4231,TBC1D2B
4232,BLOC1S6
4233,GMEB2
4234,SARM1
4235,NFATC2
4236,TSPAN12
4237,NARF
4238,MYO10
4239,CRTC1
4240,STAT5B
4241,MAPRE1
4242,YWHAG
4243,TCF25
4244,LSM4
4245,LETM1
4246,LDOC1
4247,ZC3H13
4248,MAN2A1
4249,UBE2V2
4250,UBE2N
4251,MAGOH
4252,UBE2G1
4253,MAGEB2
4254,MAD2L1
4255,MXD1
4256,M6PR
4257,EPCAM
4258,UBA52
4259,RECQL4
4260,PIM1
4261,ORC5
4262,LTBR
4263,JOSD1
4264,KIF14
4265,LSS
4266,BAZ2A
4267,PREB
4268,C11orf70
4269,SARS2
4270,VPRBP
4271,SH3BP2
4272,LOC101927027
4273,LOC101929567
4274,CEP85
4275,PHB
4276,CLPTM1
4277,NOP9
4278,LINC00941
4279,MROH1
4280,API5
4281,SPECC1
4282,RIPPLY2
4283,METTL18
4284,ZNF622
4285,SLC25A51
4286,PTPRF
4287,A1BG
4288,RAB24
4289,CDC27
4290,XAGE5
4291,SYN2
4292,ZNF274
4293,TANC1
4294,ITPRIP
4295,ZFHX2
4296,FAM78A
4297,SEC14L2
4298,MADD
4299,FDFT1
4300,THAP5
4301,SETSIP
4302,CLIC1
4303,ZBTB17
4304,ARHGAP30
4305,PQLC2
4306,CNEP1R1
4307,SLC35B2
4308,MIPOL1
4309,GSTO2
4310,NEK4
4311,POLR2C
4312,NEK2
4313,RNF40
4314,CUL2
4315,SSC5D
4316,MMP24
4317,MLEC
4318,LAMC2
4319,LCN2
4320,DXO
4321,UBA2
4322,POMGNT1
4323,IDH2
4324,NIP7
4325,TRMT112
4326,CMPK1
4327,WNK1
4328,ZNF589
4329,PJA2
4330,TOMM70A
4331,NAA20
4332,TRIM66
4333,STYXL1
4334,ATRAID
4335,ANGPT4
4336,PSMD6
4337,UBE2D4
4338,YBX2
4339,HSPA6
4340,CEP170
4341,PPP1R26
4342,GLOD4
4343,KIAA0319
4344,FARP2
4345,TVP23B
4346,PLEKHM1
4347,CRYL1
4348,BOLA1
4349,HDGFRP3
4350,FAXC
4351,KDM7A
4352,SH3BP5L
4353,APOL6
4354,DDHD1
4355,EEPD1
4356,COASY
4357,MKX
4358,LSP1
4359,LOC101926963
4360,ZNF219
4361,STYX
4362,KCTD1
4363,LAMTOR2
4364,PHOSPHO2
4365,LRBA
4366,CCDC36
4367,ASAP2
4368,LRRC39
4369,MCMBP
4370,E2F8
4371,LOC100335030
4372,LTB4R
4373,KCNMB2-AS1
4374,MGST2
4375,KLHL25
4376,DNAJC5
4377,TANC2
4378,TTYH3
4379,MMP25
4380,SOX17
4381,AZI2
4382,SYTL4
4383,FLJ44511
4384,SMG1P7
4385,EML2
4386,SARS
4387,MIB2
4388,CCT7
4389,SMARCA1
4390,SATB1
4391,SBF1
4392,ILF2
4393,FOXK2
4394,LRRC45
4395,UVRAG
4396,IDI1
4397,HUS1
4398,STAP2
4399,LARS2
4400,DPP8
4401,DCAF16
4402,ZDHHC7
4403,DAAM2
4404,SLC4A8
4405,PPP6C
4406,MTO1
4407,GPRASP1
4408,EHBP1L1
4409,PHF21B
4410,NXT1
4411,NUFIP1
4412,ARPC3
4413,PDK1
4414,NR6A1
4415,ABCG4
4416,DGKH
4417,CLCC1
4418,MSH2
4419,RNF111
4420,EMC3
4421,RAB14
4422,C1QTNF3
4423,CCDC39
4424,NCKIPSD
4425,RBM38
4426,FBXO25
4427,C17orf82
4428,ID1
4429,ATF7IP
4430,FAM72D
4431,FBXO44
4432,ANKEF1
4433,RBL1
4434,LRRC3
4435,DCUN1D3
4436,MFSD8
4437,DNLZ
4438,FASTKD3
4439,SLC46A1
4440,CAAP1
4441,LPCAT1-1
4442,TGS1
4443,CLUAP1
4444,ZNF527
4445,JPH4
4446,SPIRE2
4447,MSI2
4448,CTSB
4449,NR2F2-AS1
4450,LOC400043
4451,NUDT19
4452,TMEM64
4453,GPR85
4454,VPS37A
4455,CEP290
4456,FAM136A
4457,ZNF341
4458,NFATC2IP
4459,RNFT2
4460,TMTC4
4461,TAOK1
4462,FAM73B
4463,ZDHHC12
4464,ATAD1
4465,SPG11
4466,OPA3
4467,RPUSD4
4468,ADO
4469,TYW3
4470,TMEM161B
4471,C14orf93
4472,CCAR1
4473,ZNF502
4474,ANO6
4475,DBT
4476,CENPC
4477,ABCC1
4478,JAK2
4479,CORO2A
4480,TM2D1
4481,CCNB3
4482,TAF3
4483,PCYT2
4484,SEC24D
4485,LTB4R2
4486,ERMARD
4487,ARHGEF40
4488,TRAK1
4489,ST3GAL6
4490,ANKRD30B
4491,UPF2
4492,GPATCH1
4493,DDIT3
4494,ZNF200
4495,STAM
4496,SCG2
4497,NDUFC2
4498,NDUFB10
4499,NDUFB4
4500,NDUFB2
4501,PTP4A1
4502,TRIM26-3
4503,TGM2
4504,HIST1H3A
4505,HIST1H3D
4506,PAX2
4507,HIST2H2AC
4508,RAD9A
4509,HIST1H2AC
4510,HIST1H2AI
4511,FZD7
4512,TRRAP
4513,SEPN1
4514,NAV1
4515,FANCF
4516,CORO1B
4517,STARD3
4518,CCDC113
4519,TAF12
4520,FDPS
4521,LRPAP1
4522,LRP4
4523,ITPR1
4524,ITPKB
4525,ESF1
4526,DACT1
4527,PRR34
4528,ZAK
4529,MRPL50
4530,LARP7
4531,C9orf9
4532,MAML3
4533,ASNSD1
4534,NANS
4535,MRPS30
4536,TNFRSF12A
4537,MIS18A
4538,AGAP2-AS1
4539,UCK1
4540,MARCH9
4541,GTDC1
4542,MAGEA12
4543,MARK3
4544,COMMD5
4545,ASTE1
4546,MALT1
4547,NDUFAF5
4548,GJB3
4549,TAF1D
4550,AGPAT6
4551,CMTM4
4552,ARL5B
4553,METTL20
4554,NFATC3
4555,TFAP2E
4556,ZDHHC21
4557,AGBL3
4558,ZNF680
4559,TNS2
4560,ARHGEF18
4561,BAG2
4562,GPR22
4563,GOLT1B
4564,GPR20
4565,GPR18
4566,BAG3
4567,RPSAP52
4568,TAPBP-3
4569,PCNA
4570,RASSF1
4571,TCF20
4572,TMEM116
4573,SYTL5
4574,NFAT5
4575,RHOT2
4576,PSMA1
4577,TIRAP
4578,COMT
4579,BRCA1
4580,DIAPH2
4581,DLGAP5
4582,TREX1
4583,KLHL15
4584,TOX4
4585,PCDH7
4586,SIRT2
4587,CPEB1
4588,TAB3
4589,APOL2
4590,OMA1
4591,CYB5B
4592,C4orf33
4593,FBXL19
4594,RAMP1
4595,CNTRL
4596,DDX39A
4597,LOC100499484
4598,ZNF667-AS1
4599,LOC100287042
4600,CCT3
4601,LOC100129917
4602,THOC5
4603,LOC100128398
4604,NDUFAF4P1
4605,LOC339803
4606,LOC284080
4607,STAG3L5P-PVRIG2P-PILRB
4608,PRKCQ-AS1
4609,LINC00997
4610,FOXN3-AS1
4611,SBF2-AS1
4612,TMEM198B
4613,PTPRR
4614,GKAP1
4615,TPRA1
4616,TMEM19
4617,TATDN3
4618,SLAMF9
4619,BBIP1
4620,PARP1
4621,MRS2P2
4622,SALL2
4623,MEGF8
4624,DIAPH3
4625,HMBOX1
4626,CYB561A3
4627,BRCC3
4628,KRR1
4629,STAG2
4630,WASL
4631,ALDH18A1
4632,ABCD3
4633,PEX19
4634,PTX3
4635,SATB2
4636,CRIPT
4637,PTPRO
4638,PTPRN2
4639,TELO2
4640,GOLGA7
4641,NUAK1
4642,ZFR
4643,ALDH1L1
4644,PTRH2
4645,ERGIC3
4646,TBC1D4
4647,COMMD2
4648,ZBTB39
4649,RPL26L1
4650,TRIM17
4651,TLE2
4652,TLR4
4653,SP3
4654,THBS1
4655,VAMP1
4656,HIRA
4657,FARSA
4658,LOC102724927
4659,DLGAP1-AS2
4660,SNHG22
4661,UBOX5
4662,DUSP14
4663,C21orf59
4664,TINAGL1
4665,ENTPD4
4666,RDM1
4667,USP6NL
4668,NFE4
4669,CTF1
4670,SIRT1
4671,MYO5A
4672,BTG2
4673,YWHAE-1
4674,ZNF780A
4675,POLE
4676,LGALS3
4677,ARHGAP6
4678,VPS29
4679,ZNF775
4680,PARD3B
4681,SPANXB1
4682,NAA15
4683,PINK1
4684,SYVN1
4685,ZNF333
4686,SMC6
4687,ARCN1
4688,PSMC3
4689,TRIM6
4690,ANKH
4691,SNORA53
4692,MON1B
4693,LOC101929718
4694,TTC19
4695,EVI5
4696,MEAF6
4697,NUP107
4698,RFX7
4699,MRPS11
4700,METTL4
4701,GPR126
4702,GPCPD1
4703,PORCN
4704,USP46
4705,SPATA20
4706,MARCH7
4707,KIAA1217
4708,ARHGEF3
4709,S100A4
4710,ADCY2
4711,MCOLN1
4712,SNURF
4713,RTN4
4714,NFKBIA
4715,PBXIP1
4716,IQCH
4717,AP2M1
4718,RMND5A
4719,SNX3
4720,NHSL1
4721,SMEK2
4722,TLCD1
4723,OSBPL11
4724,EXO5
4725,EPS8L2
4726,RBM15
4727,AEN
4728,RBMX2
4729,UNC93B1
4730,RMND5B
4731,C11orf1
4732,PCED1A
4733,CACHD1
4734,PPP4C
4735,TSPYL5
4736,DENND2C
4737,RABGEF1
4738,SHOX2
4739,WDR81-1
4740,FOXN2
4741,ARHGDIB
4742,NXN
4743,THRA
4744,NLRC4
4745,LOC100129034
4746,MTHFD2
4747,HHLA3
4748,TJAP1
4749,MTHFSD
4750,POTEG
4751,AHNAK
4752,CSPG4
4753,SGTA
4754,SDHC
4755,NUP88
4756,WWC1
