,0
1661,FAM210B
1662,DTD1
1663,B3GALNT1
1664,RPL7
1665,SNORD81
1666,SNORA48
1667,SNORD80
1668,SNORD79
1669,SNORD78
1670,SNORD76
1671,CCDC12
1672,PRTG
1673,P2RX5
1674,CPEB3
1675,TAX1BP3
1676,PET100
1677,STRBP
1678,NEDD4
1679,RGS12
1680,STMN1
1681,MEF2A
1682,MDFI
1683,LAMP1
1684,KRT7
1685,KLC1
1686,UBIAD1
1687,PRRC2B
1688,EMID1
1689,HSD11B1L
1690,WDR4
1691,C7orf57
1692,ZNF839
1693,PPP2R2B
1694,OSTC
1695,CASP8
1696,SLC35F3
1697,WDR66
1698,HNRNPK
1699,TRIM7
1700,CFAP36
1701,TBXAS1
1702,PITPNM3
1703,LAS1L
1704,FLJ23867
1705,OTUD5
1706,BEX2
1707,MAMLD1
1708,SH3TC1
1709,USP18
1710,CCNJ
1711,TRMT13
1712,DDX56
1713,DNAJC10
1714,TMEM237
1715,CREB1
1716,APTX
1717,TRPM4
1718,CCDC107
1719,COX5A
1720,SPAG1
1721,RAB9A
1722,RAB28
1723,SP100
1724,TIGD1
1725,SP1
1726,SNX1
1727,AGO1
1728,CIZ1
1729,ARHGAP44
1730,SUPT7L
1731,CD2AP
1732,CDK20
1733,TRIL
1734,SGSM2
1735,COL4A1
1736,TPX2
1737,SRGAP3
1738,RABGAP1
1739,ARL2BP
1740,SEC61B
1741,DNAJB2
1742,PRDX5
1743,RERE
1744,TECPR2
1745,TRIM29
1746,PRKAG1
1747,ASB3
1748,ATF7
1749,PLRG1
1750,ZNF821
1751,SLC16A4
1752,MCM3AP
1753,HDAC1
1754,SAC3D1
1755,TRA2A
1756,PDE4DIP
1757,ERLIN2
1758,PHC2
1759,NR2C1
1760,TPT1
1761,TRPC3
1762,TRIP6
1763,DUSP8
1764,DUSP5
1765,DUSP2
1766,TPR
1767,PRRX2
1768,SS18L2
1769,RSL24D1
1770,WBP5
1771,PDS5B
1772,POP1
1773,FRYL
1774,GPN3
1775,IP6K2
1776,PCLO
1777,NUDCD1
1778,UIMC1
1779,TAOK3
1780,CNKSR2
1781,DDX43
1782,LGR4
1783,MYNN
1784,H2AFY2
1785,NOP10
1786,TNFRSF19
1787,XRCC4
1788,FEZ1
1789,MRPS25
1790,INF2
1791,POLR1E
1792,ATG3
1793,MYD88
1794,DDAH1
1795,SYNC
1796,KIRREL3
1797,PHPT1
1798,ADNP
1799,GIT1
1800,ZBTB43
1801,SLC35A2
1802,GNB1
1803,XKR9
1804,IQGAP2
1805,PTGES3
1806,NPL
1807,BROX
1808,TRMT10B
1809,EXD3
1810,PTTG1IP
1811,NTMT1
1812,SPATA13
1813,CENPU
1814,CLYBL
1815,CBWD5
1816,ANKRD10
1817,UFM1
1818,CALML4
1819,RGS20
1820,ZDHHC20
1821,KCTD20
1822,TBC1D32
1823,SEPT7-AS1
1824,SLC35F5
1825,C6orf201
1826,CENPW
1827,PARP11
1828,FAM214A
1829,NUP43
1830,FRMD5
1831,TMEM14B
1832,TMEM217
1833,RNF217
1834,ZNF213
1835,MRS2
1836,C11orf98
1837,LYRM4
1838,SLC25A44
1839,C12orf43
1840,ULK3
1841,MPZL3
1842,TRIM62
1843,VPS35
1844,CRYZ
1845,SOX13
1846,MRPS35
1847,MICA-1
1848,ANAPC4
1849,SLC43A1
1850,CA12
1851,PLOD2
1852,RRM2
1853,MLF1
1854,GAPDH
1855,DOCK1
1856,ANAPC11
1857,RBM12
1858,HIST1H2AH
1859,B3GALT6
1860,PGAM5
1861,NRG4
1862,TAF8
1863,SLC38A10
1864,POLR1B
1865,LOC284581
1866,DTNA
1867,EXOC7
1868,C2CD3
1869,ZNF512
1870,DICER1
1871,MEI4
1872,OBSCN
1873,TPM3
1874,SVIL-AS1
1875,SDHD
1876,DNAAF5
1877,LZTFL1
1878,SPHK1
1879,NCAM1
1880,EIF6
1881,RPS3A
1882,NFKB2
1883,IDH3B
1884,FAM217B
1885,TROVE2
1886,AGAP9
1887,DHX35
1888,IGF2
1889,CLP1
1890,ZNF317
1891,MAN2B1
1892,MCIDAS
1893,SERPINB6
1894,BCL2L13
1895,SLC2A8
1896,ETF1
1897,ARHGAP12
1898,PACSIN2
1899,WDR44
1900,PIP5K1A
1901,PML
1902,PLCG1
1903,HYAL3
1904,HIST1H4E
1905,HTATIP2
1906,CHERP
1907,PDLIM5
1908,MAP7D3
1909,SERTAD4-AS1
1910,SERTAD4
1911,PCID2
1912,RBM4B
1913,RPP40
1914,IFT22
1915,DPF3
1916,PIK3CA
1917,SERPINE2
1918,PHYH
1919,PFKFB2
1920,SLC1A3
1921,COL11A1
1922,NDOR1
1923,KCTD19
1924,IKZF5
1925,CCDC120
1926,PAF1
1927,ZNF195
1928,MMP3
1929,CHD1
1930,RCC1
1931,JAG2
1932,CDX2
1933,DNMT1
1934,PPP1R9A
1935,ZMYND11
1936,PDHX
1937,LCORL
1938,ABL2
1939,LIG1
1940,SCAF8
1941,RCAN1
1942,THOC7
1943,HELLS
1944,TRIP10
1945,CBLL1
1946,PIGG
1947,CCSER2
1948,STK33
1949,ZFYVE16
1950,ADAP1
1951,AMZ2
1952,SUMF1
1953,SOX6
1954,WDR1
1955,UBXN4
1956,DNTTIP2
1957,HEG1
1958,CADPS2
1959,WDR60
1960,ESYT2
1961,OSBP
1962,SLC22A18
1963,AURKAPS1
1964,DHRS4L2
1965,LCA5
1966,MINOS1
1967,TTC13
1968,ZNF268
1969,MTF2
1970,MBD5
1971,GDI2
1972,IFNAR1
1973,GCNT2
1974,GCNT1
1975,IGF1
1976,AFAP1
1977,ACACA
1978,GINS3
1979,TOMM40L
1980,VTA1
1981,MAP7D1
1982,MAPK3
1983,ANKRD12
1984,DLC1
1985,NAF1
1986,PRR29
1987,ESM1
1988,RPS27A
1989,TMEM243
1990,NOL12
1991,ADD3
1992,MFSD11
1993,PLEKHF1
1994,PPDPF
1995,DHRS11-1
1996,FAM222A
1997,ZNF587
1998,LIMA1
1999,DDX47
2000,NCF2
2001,KLC2
2002,ALDH4A1
2003,RBMS3
2004,RAP1GAP
2005,AXIN1
2006,SERINC2
2007,GPR161
2008,ZNF607
2009,CFAP57
2010,SLC43A3
2011,MLH1
2012,HERC4
2013,DDX31
2014,MRPL49
2015,DHX30
2016,OSBPL1A
2017,C3orf52
2018,NFS1
2019,PSCA
2020,SERINC3
2021,SECISBP2
2022,FAM107B
2023,RAD17
2024,MITF
2025,MSANTD4
2026,CLIP2
2027,RNF122
2028,CYSTM1
2029,HOOK3
2030,NHEJ1
2031,EFCAB2
2032,C2orf88
2033,TUBGCP5
2034,NIFK
2035,ARFGAP2
2036,PEAK1
2037,IQCA1
2038,RNF144B
2039,PPA2
2040,UBAC2
2041,SERBP1
2042,TBC1D15
2043,SNORA12
2044,SNORA9
2045,PSMG3-AS1
2046,CSNK1A1P1
2047,KDM2A
2048,NMNAT1
2049,LINC00662
2050,FLVCR1-AS1
2051,SAE1
2052,LINC00518
2053,ZNF484
2054,SRP19
2055,HSD3B7
2056,ARSA
2057,BCAT1
2058,APBA2
2059,IFI16
2060,PLCL2
2061,PHF14
2062,PPIP5K1
2063,MAFF
2064,NPAS1
2065,NOVA1
2066,XCL1
2067,PRPSAP1
2068,NME2
2069,ALOX5AP
2070,AKR1B1
2071,ALCAM
2072,TIMM9
2073,CLDN18
2074,CYP24A1
2075,RBM20
2076,EIF2AK1
2077,ATG4D
2078,AJUBA
2079,FBXL20
2080,NLGN4X
2081,CXCL14
2082,HMGN1
2083,ADCY3
2084,CDK5R2
2085,TOP3B
2086,ACOX1
2087,FUBP3
2088,RAB11FIP5
2089,CAMSAP1
2090,ST13
2091,MBD2
2092,MBD4
2093,TANK
2094,OSTM1
2095,STOML2
2096,IARS
2097,LINC01139
2098,ELAC2
2099,PHF8
2100,EPB41L5
2101,PARN
2102,MCM2
2103,NEB
2104,SETMAR
2105,KIFC3
2106,KARS
2107,PEX14
2108,INSIG1
2109,KIF2A
2110,KCNAB3
2111,TTLL5
2112,HDAC9
2113,MMADHC
2114,PNPLA8
2115,GEMIN4
2116,P4HA1
2117,HMCES
2118,PTK2
2119,G0S2
2120,GLTSCR1
2121,RIMS2
2122,BRPF3
2123,CLINT1
2124,LRRC14
2125,ZNF777
2126,DEPDC5
2127,INTU
2128,RRP7A
2129,CPAMD8
2130,ZNF670
2131,KIF13A
2132,SMNDC1
2133,SAP18
2134,SIGMAR1
2135,NET1
2136,STAG1
2137,FAM208A
2138,TBC1D24
2139,HOXB6
2140,EP300
2141,CCND2
2142,EIF2B1
2143,NUPR1
2144,ZNF568
2145,PHACTR2
2146,MTX3
2147,STK25
2148,CRYAB
2149,PCBD1
2150,GPI
2151,IFIT3
2152,DLD
2153,FKBP9P1
2154,ARHGDIA
2155,P4HTM
2156,TMEM132A
2157,GGT7
2158,RAB39B
2159,PDE12
2160,LOC439994
2161,KIF4B
2162,AKR1E2
2163,ITGA10
2164,MORC4
2165,GNRH1
2166,GLRB
2167,RAPGEFL1
2168,CLTB
2169,GGCX
2170,PVRIG
2171,SPATA5L1
2172,MXD3
2173,FAM208B
2174,NAT1
2175,RNF169
2176,ISCA2
2177,STIM1
2178,LTF
2179,C6orf99
2180,PRKAB1
2181,ATXN3
2182,ZNF275
2183,LIMS2
2184,UQCR10
2185,NUDC
2186,HIVEP2
2187,ZNF112
2188,DPP7
2189,ABT1
2190,BNIP1
2191,GABRB3
2192,ARPC1A
2193,YAF2
2194,PCSK6
2195,ANKLE1
2196,MGST1
2197,PANK1
2198,MUC4-5
2199,TRAF5
2200,TTC21A
2201,PANK4
2202,YWHAZ
2203,SYNGR1
2204,CHRDL1
2205,SEPT3
2206,AP1B1
2207,MRPL24
2208,TIGD2
2209,ATXN2L
2210,HSF2
2211,GPR64
2212,HILPDA
2213,FBXO11
2214,BAG4
2215,JAM2
2216,UEVLD
2217,PKIB
2218,ZNF678
2219,SYAP1
2220,MFNG
2221,LOC389765
2222,SRP72
2223,TRIO
2224,SOX12
2225,ATE1
2226,KMT2B
2227,ZNF787
2228,RAPGEF6
2229,DFNA5
2230,GLRX5
2231,MAP2K4
2232,TOMM5
2233,ZNF879
2234,USP8
2235,USP10
2236,NPEPPS
2237,USP14
2238,TBX19
2239,ZSCAN9
2240,SEC11A
2241,TSSC4
2242,TTC39A
2243,RFTN1
2244,PHLDB1
2245,CEP68
2246,PASK
2247,DNAJC15
2248,PRELID1
2249,DROSHA
2250,TFDP2
2251,VIM-AS1
2252,AMT
2253,MOCS1
2254,SMPD4
2255,ZNF667
2256,TTC3P1
2257,ZFAND1
2258,ZNF436-AS1
2259,ERMP1
2260,GRSF1
2261,CDKN1C
2262,CACNA1G
2263,ZFAND6
2264,MIOS
2265,MAFG-AS1
2266,RNF216P1
2267,BREA2-1
2268,LOC148413
2269,ZMIZ1-AS1
2270,LINC00094
2271,SEPT9
2272,LOC727924
2273,LINC00667
2274,POLE3
2275,RBM12B-AS1
2276,PRORSD1P
2277,FLJ26850
2278,PIP5K1P1
2279,GNN
2280,STX8
2281,SNHG17
2282,ZNF529
2283,LOC654342
2284,LOC728743
2285,LINC00847
2286,ERC1
2287,NOP56
2288,LINC01138
2289,LINC00657
2290,LOC100272216
2291,LOC100272217
2292,ADAM9-1
2293,LINC00910
2294,TMPO-AS1
2295,RAB13
2296,NVL
2297,RAB4A
2298,MOK
2299,ZNF142
2300,CEP76
2301,SNX22
2302,VPS51
2303,PIK3R2
2304,KHDRBS1
2305,ONECUT1
2306,PLEKHH3
2307,GHRLOS
2308,ZNF138
2309,SP2-AS1
2310,SZRD1
2311,TNFSF13
2312,HINT1
2313,NHLRC3
2314,KLF7
2315,PTK7
2316,ITGA2
2317,JPH3
2318,HPS4
2319,SERAC1
2320,LRRC6
2321,MMP19
2322,TYSND1
2323,ATG12
2324,QARS
2325,DCAF7
2326,CDK2AP2
2327,LYST
2328,TARS2
2329,LOC100287072
2330,FAM92A1
2331,NUDCD2
2332,VCL
2333,MRPL10
2334,TMEM170A
2335,UBALD1
2336,ZG16B
2337,IFI27L1
2338,FAN1
2339,TNIK
2340,NOC4L
2341,ZNF462
2342,ZNF552
2343,MOB3B
2344,TLE6
2345,INIP
2346,ZNF71
2347,RN7SK
2348,PCTP
2349,SLTM
2350,PTCD2
2351,SLC4A5
2352,MALAT1
2353,TPT1-AS1
2354,BCL6
2355,PMS1
2356,REXO4
2357,APBB1
2358,PMP22
2359,EML3
2360,ERBB3
2361,ENG
2362,NDRG4
2363,BCL11B
2364,BCL11A
2365,C11orf84
2366,TRMT1L
2367,CSMD1
2368,ZNF658
2369,TAMM41
2370,FAM53B
2371,ARFGEF1
2372,RFC2
2373,MAP3K10
2374,MVK
2375,L1CAM
2376,ALK
2377,SAMD12
2378,MECOM
2379,SENP7
2380,LIG4
2381,GPER1
2382,FUT2
2383,TBL1X
2384,XPO6
2385,BCOR
2386,PARK7
2387,MPPED2
2388,GPX1
2389,ADAM12
2390,TK1
2391,KRT81
2392,KRT33B
2393,KRT15
2394,TMBIM4
2395,EXOSC1
2396,PELO
2397,EXOSC3
2398,NEIL3
2399,OGDHL
2400,CRTC3
2401,CACNA2D1
2402,PPP2R1B
2403,TSPAN3
2404,TRIP12
2405,NDC1
2406,ASB9
2407,EIF2B3
2408,CD47
2409,PSMB6
2410,MCM3
2411,FAM73A
2412,GHR
2413,GRAMD3
2414,RAB35
2415,TMED1
2416,GLIPR1
2417,SPINK5
2418,SHF
2419,SEMA4F
2420,SKP1
2421,FERMT2
2422,UQCR11
2423,ADIRF
2424,YWHAQ
2425,CKAP4
2426,PKIA
2427,STIP1
2428,MLLT11
2429,ERP29
2430,PSMF1
2431,TOMM34
2432,CCL27
2433,EHD1
2434,MARCH8
2435,ARID1A
2436,PAXIP1-AS2
2437,IMPDH1
2438,STIM2
2439,ZNF664
2440,TMEM135
2441,CNDP2
2442,AMPH
2443,TMEM150A
2444,LOC100130700
2445,LOC284412
2446,EIF4E3
2447,SARNP
2448,RPL13AP6
2449,FAM134C
2450,ZNF487
2451,PLCD1
2452,HSPG2
2453,FLJ12825
2454,LOC100268168
2455,LOC645166
2456,CRYM-AS1
2457,RPS10P7
2458,RPL19P12
2459,C6orf52
2460,PSMB2
2461,ANLN
2462,PRAME
2463,PPIE
2464,ACAA2
2465,TSNAX
2466,PIP4K2A
2467,CD2BP2
2468,C21orf2
2469,KRAS
2470,XBP1
2471,LUC7L3
2472,VPS72
2473,SERPINI1
2474,DDX3X
2475,DHX38
2476,PFN1
2477,IDE
2478,KRIT1
2479,STOML1
2480,FUCA2
2481,FBXO24
2482,ROPN1L
2483,MRPS24
2484,REPS1
2485,ATAD3B
2486,HDAC10
2487,ARMCX5
2488,EGLN2
2489,IFFO1
2490,SRXN1
2491,ZNF628
2492,GTF2I
2493,PNPT1
2494,UNC5B-AS1
2495,HENMT1
2496,TACC2
2497,UBE2A
2498,FUT8
2499,PLA2G6
2500,ANXA9
2501,FOXD2
2502,FKBP2
2503,TXN
2504,TXNRD1
2505,FHL3
2506,RBBP4
2507,TAGLN2
2508,ZNF37BP
2509,GLG1
2510,HCG11
2511,URB1-AS1
2512,LINC00589
2513,TRIB2
2514,RAB11B-AS1
2515,HNRNPU-AS1
2516,RPS15AP10
2517,LINC00263
2518,OIP5-AS1
2519,ZNRD1-AS1-7
2520,LMCD1-AS1
2521,USP27X-AS1
2522,AFMID
2523,ATP5J
2524,NPTXR
2525,SEC61G
2526,SKIV2L
2527,UBE2C
2528,ITGB3BP
2529,NOMO1
2530,BMS1P4
2531,ACD
2532,AMIGO1
2533,MTA3
2534,ARID1B
2535,AHRR
2536,ODF2L
2537,NLN
2538,KRI1
2539,USP31
2540,ZNF503
2541,GRAMD1B
2542,CCDC71
2543,GATAD2B
2544,LRRC47
2545,SLC12A5
2546,ABAT
2547,RAB22A
2548,LRRC19
2549,CASD1
2550,TTYH1
2551,ABCB9
2552,NRIP3
2553,AKIP1
2554,ZNF503-AS2
2555,SRP14
2556,SRP54
2557,SRM
2558,ITGAV
2559,ITGAE
2560,SLC6A8
2561,ACO1
2562,ITGA9
2563,DLG5-AS1
2564,KNSTRN
2565,MYL12B
2566,LIMK1
2567,TSPAN17
2568,FLAD1
2569,GRPEL1
2570,SLC25A34
2571,FAM214B
2572,SPPL2A
2573,CEP63
2574,RELT
2575,BEND3P3
2576,ACVR1
2577,C7orf25
2578,RHD
2579,MDK
2580,FAM104A
2581,TMEM254
2582,ATPAF1
2583,C6orf106
2584,PHF1
2585,AHI1
2586,ZNF248
2587,TBC1D2
2588,LINC00857
2589,RAB29
2590,CREB3L4
2591,FAM129B
2592,AIDA
2593,C14orf132
2594,CKAP2
2595,PROM2
2596,CXorf40A
2597,MID2
2598,MGAT4A
2599,MLYCD
2600,PTGR1
2601,HARS2
2602,RBM34
2603,HABP4
2604,ADNP2
2605,FZD4
2606,GRHPR
2607,KDM1A
2608,ZNF507
2609,ECE2
2610,SIRT5
2611,ZNF844
2612,FHL1
2613,GLRX
2614,UCN
2615,GM2A
2616,ZNF605
2617,CDK17
2618,CDK16
2619,HMOX1
2620,CAV1
2621,PFN2
2622,UBXN1
2623,CEP104
2624,ALDH16A1
2625,FANCC
2626,CA2
2627,ARNTL
2628,RUVBL1
2629,CASK
2630,ZBTB21
2631,ATXN7L1
2632,RNF150
2633,PHYKPL
2634,ZSCAN32
2635,AAED1
2636,C4orf48
2637,DAP
2638,PRKRA
2639,USB1
2640,TRIQK
2641,C3orf18
2642,TUBGCP3
2643,MBD3
2644,SMAP1
2645,KIAA1586
2646,ABR
2647,HMOX2
2648,FAM120B-1
2649,NPHP1
2650,HSD17B3
2651,HPS1
2652,IDUA
2653,SMAD5
2654,EIF2S1
2655,FASN
2656,ANXA3
2657,HNRNPM
2658,PTK2B
2659,PPP4R1
2660,RCE1
2661,REC8
2662,THOC1
2663,WDR75
2664,NR1D2
2665,F2RL2
2666,E2F2
2667,DUSP3
2668,RILPL2
2669,MED13
2670,ZNF117
2671,CTTN
2672,TSC22D3
2673,KIAA1211
2674,IGSF9
2675,SHROOM3
2676,SH3RF1
2677,UVSSA
2678,ZNF8
2679,ABHD11
2680,KDM6A
2681,UGGT1
2682,PPP1R37
2683,WRNIP1
2684,POPDC2
2685,SNX16
2686,EID2B
2687,CLSTN2
2688,PBLD
2689,OLFM2
2690,RBKS
2691,SPHK2
2692,AIFM1
2693,SGMS1
2694,NFX1
2695,CTBP1-AS
2696,LOC100506142
2697,MARVELD1
2698,C1orf116
2699,SPIRE1
2700,NTF3
2701,MDM2
2702,MIR647
2703,PDLIM3
2704,POLR3E
2705,R3HCC1L
2706,WDR27
2707,CDC16
2708,FAM115A
2709,SLK
2710,CLSTN3
2711,UBXN2A
2712,FAM133A
2713,BCDIN3D
2714,WARS
2715,SCAI
2716,DNAJC24
2717,DNMBP-AS1
2718,TP53BP1
2719,LEMD2
2720,CACNA1A
2721,PTPRC
2722,POLR2H
2723,STAU2
2724,ANKRD50
2725,ATP5SL
2726,KLHL13
2727,NOP14
2728,KIF16B
2729,MAP4K2
2730,RAB27A
2731,PSPH
2732,PKP2
2733,ZNF354A
2734,FAM118A
2735,TAPBPL
2736,MAGI1
2737,TRMT61B
2738,RBM23
2739,RNF114
2740,ST8SIA1
2741,GID8
2742,DHRS7B
2743,MMACHC
2744,DDX27
2745,TMCO3
2746,TXNL4B
2747,SH2B1
2748,PNISR
2749,PRPF40A
2750,OXR1
2751,C1orf159
2752,TYMSOS
2753,ATP11C
2754,KANK2
2755,SEC31B
2756,C2CD2
2757,AURKAIP1
2758,KBTBD2
2759,TMEM117
2760,TEFM
2761,TBC1D17
2762,MEX3B
2763,PLXNA1
2764,NARS2
2765,MSANTD2
2766,VPS37B
2767,SETD3
2768,PPCS
2769,METTL25
2770,IPO4
2771,TRIOBP
2772,DYRK1A
2773,HSPBAP1
2774,CHD6
2775,ACAD11
2776,HORMAD1
2777,BAI2
2778,ANKRD17
2779,LOXL4
2780,C1orf54
2781,SH3TC2
2782,ZC2HC1C
2783,SON
2784,ASCC2
2785,SLC12A8
2786,ZFYVE19
2787,MFSD2A
2788,OGFOD2
2789,ZNF644
2790,FASTKD1
2791,FAM175B
2792,EVA1A
2793,DYNC2H1
2794,RHOC
2795,TMEM176B
2796,FAM124A
2797,EDA2R
2798,PITRM1
2799,PES1
2800,PAFAH1B2
2801,ATF6
2802,LCMT2
2803,ARL6IP4
2804,C2CD5
2805,AP3M1
2806,AP4E1
2807,VPS13B
2808,KIAA0753
2809,ZNF623
2810,JAKMIP2
2811,OGFR
2812,TTF1
2813,FAM65B
2814,DOCK4
2815,CPEB2
2816,UBE2D3
2817,PRX
2818,RTN4RL2
2819,GDPD1
2820,UBALD2
2821,BCL9L
2822,SLC26A11
2823,PAPD4
2824,RUNX1
2825,GRB10
2826,DDX26B
2827,CABP7
2828,TMEM229B
2829,CMC1
2830,PRR34-AS1
2831,CKLF
2832,ZNF283
2833,IFT88
2834,ADRM1
2835,MFSD12
2836,ADAT2
2837,LRP5L
2838,ZFAND2A
2839,ZNF227
2840,OLFML2A
2841,C1QTNF6
2842,COQ6
2843,DDX51
2844,ST3GAL3
2845,DTWD2
2846,STARD5
2847,CNNM2
2848,CNNM3
2849,ZSCAN2
2850,ANKS6
2851,FRMD3
2852,ACSF3
2853,UBR1
2854,NUDT8
2855,ACBD4
2856,EIF4ENIF1
2857,FNTA
2858,FAM60A
2859,POLD4
2860,MSH6
2861,GLI3
2862,UTP18
2863,CDC40
2864,ZNF593
2865,PHYHIP
2866,SNX19
2867,CYSRT1
2868,FUOM
2869,GAS6
2870,PALM2
2871,PSMC2
2872,DFNB31
2873,ZNF674
2874,OBSL1
2875,MTRNR2L7
2876,RPH3AL-1
2877,MTRNR2L9
2878,C1orf21
2879,LMAN2L
2880,ARID4A
2881,BHLHE41
2882,FAM117A
2883,MIR877
2884,VAMP4
2885,AIF1L
2886,MRPL45P2
2887,LOC100132891
2888,CARD8
2889,ABHD16A-1
2890,FAM3A
2891,ELF2
2892,SMC2
2893,GNL3L
2894,STK31
2895,HIAT1
2896,EHMT2-1
2897,SMIM3
2898,STK17A
2899,IRF3
2900,LOC100289561
2901,HNRNPH1
2902,AGFG1
2903,NSMF
2904,SPATA22
2905,SYCP3
2906,OGN
2907,TNKS2
2908,PCBP4
2909,MPP7
2910,PIGY+PYURF
2911,TRAF3IP3
2912,PPP1R16A
2913,METTL17
2914,WNT10A
2915,COX6C
2916,COPA
2917,DSTYK
2918,PANX1
2919,AMMECR1
2920,PNRC2
2921,INO80D
2922,NCAPG2
2923,CPPED1
2924,SCRIB-1
2925,XXYLT1
2926,RETSAT
2927,POFUT1
2928,TTC9
2929,ANKHD1-1
2930,ZFYVE26
2931,SLC2A4RG
2932,DAK
2933,NOC2L
2934,CHTF8
2935,RAI2
2936,C17orf70
2937,EFHC1
2938,HOXB-AS3
2939,RAB17
2940,DHX9
2941,GK5
2942,FAM114A1
2943,SPATA3-AS1
2944,OGFOD3
2945,PANDAR
2946,NTHL1
2947,NUBP1
2948,RFXANK
2949,ATP13A2
2950,FLT4
2951,STRADA
2952,UBXN11
2953,PRDM1
2954,IGSF11
2955,NACC2
2956,APOA1BP
2957,DDIAS
2958,SNRPD2
2959,RPP38
2960,P4HA3
2961,KIF9
2962,SULT1A1
2963,SLC35E2
2964,RABGGTA
2965,SCFD1
2966,PPFIBP1
2967,ABI1
2968,DCTN1
2969,MAOA
2970,WWP2
2971,ZNF106
2972,SAMD9
2973,RSRP1
2974,CEACAM19
2975,ZNF764
2976,ANAPC15
2977,ASH2L
2978,PSMG1
2979,SPRTN
2980,OCLN
2981,FGFR1
2982,DNM2
2983,MTRNR2L5
2984,MTRNR2L4
2985,MTRNR2L3
2986,MTRNR2L2
2987,CFAP46
2988,HSD17B7
2989,NKIRAS1
2990,GATAD2A
2991,FBXL12
2992,SLC39A10
2993,PAPPA2
2994,SIPA1
2995,TNNT2
2996,SPDL1
2997,PXK
2998,SNRK
2999,ANKMY2
3000,CHCHD3
3001,NUP62CL
3002,MTMR8
3003,PDXP
3004,CTNNBIP1
3005,ADCK3
3006,SLIT2
3007,STARD8
3008,TMCC1
3009,ZNF519
3010,ZNF133
3011,ACTN1
3012,ZSWIM7
3013,ARIH2
3014,CDIPT
3015,PPT2-1
3016,NPC2
3017,RNASEH2A
3018,USP15
3019,HIF1AN
3020,ULK4
3021,C1orf123
3022,MREG
3023,RNF20
3024,ZNF26
3025,PLAG1
3026,ING4
3027,ZNF12
3028,IKZF2
3029,SEPT6
3030,ZNF396
3031,FAM43A
3032,INPP1
3033,ENPP2
3034,GUK1
3035,GUSB
3036,ZNF160
3037,IL31RA
3038,C12orf42
3039,CD22
3040,AMN1
3041,PAQR6
3042,NCOA5
3043,NDE1
3044,GPATCH11
3045,TTI2
3046,KIF18B
3047,LONP1
3048,AKT1S1
3049,TTPAL
3050,PTER
3051,PDXDC1-1
3052,COPS7A
3053,ZC3H18
3054,NOXO1
3055,NRG3
3056,COMTD1
3057,LYPD1
3058,ATP6V1C2
3059,TEX261
3060,L3HYPDH
3061,CEP295
3062,DPP3
3063,MAPK1IP1L
3064,COQ10A
3065,GBE1
3066,OSBPL3
3067,TMEM209
3068,SPRYD3
3069,ZNF566
3070,RUFY1
3071,LRP11
3072,ORAI2
3073,ACSF2
3074,PXN
3075,RAB11FIP1
3076,SLC35B4
3077,LOC644656
3078,NBEAL1
3079,SNCA
3080,SCMH1
3081,PPP1R3D
3082,KIN
3083,CCNE2
3084,PKD1L1
3085,LIG3
3086,MTFR1L
3087,WDR13
3088,PIGV
3089,CMTM6
3090,NMRK1
3091,NSUN5
3092,ASB6
3093,TTC12
3094,CSRP2BP
3095,C1orf56
3096,TMEM127
3097,C1orf27
3098,TRNAU1AP
3099,NME1
3100,ARID5A
3101,GANC
3102,MYOT
3103,CTR9
3104,ZNHIT2
3105,SSSCA1
3106,RNF138
3107,EBAG9
3108,AQP1
3109,CCZ1B
3110,ZNF155
3111,MSRB3
3112,ZNF189
3113,COX18
3114,ARL4A
3115,CCDC80
3116,BID
3117,KCNRG
3118,C7orf55
3119,GLRX2
3120,CES2
3121,NANOS1
3122,TSPAN9
3123,ARMC4
3124,SCN5A
3125,COPE
3126,PRDM10
3127,NFIL3
3128,ZFP64
3129,HIBCH
3130,INSC
3131,PFKM
3132,ALKBH2
3133,SNORD14A
3134,SNORD14B
3135,FAM21C
3136,TLK1
3137,ACAD10
3138,BBX
3139,FAM200A
3140,ZSCAN25
3141,MIR600HG
3142,WDR20
3143,ADRA2C
3144,ADRA2A
3145,ADRA1B
3146,FTSJ2
3147,ADORA2B
3148,ADORA1
3149,ACY1
3150,SLC22A5
3151,SORT1
3152,EFNA5
3153,TNC
3154,RBBP7
3155,GCLM
3156,RCN2
3157,EDNRA
3158,TJP2
3159,RBX1
3160,RAPGEF2
3161,ADAMTS3
3162,LIMD1
3163,KSR1
3164,UBL4A
3165,HSD17B8
3166,SOWAHC
3167,VPS33A
3168,MYL2
3169,PMS2
3170,DYNC1LI2
3171,DMPK
3172,DAXX
3173,FTL
3174,FGFR2
3175,NME7
3176,SERTM1
3177,SLC25A22
3178,EIF4G3
3179,RPL37
3180,DDX11L2
3181,ZNF252P
3182,DTX2P1-UPK3BP1-PMS2P11
3183,ZNF815P
3184,EXOSC7
3185,WASF2
3186,COPB2
3187,ECD
3188,ZNF577
3189,PMS2P4
3190,MZF1-AS1
3191,TBRG1
3192,KATNA1
3193,WT1-AS
3194,CTPS2
3195,AP4S1
3196,LINC00294
3197,ERBB2
3198,HBS1L
3199,PPID
3200,BUD31
3201,CAPZB
3202,SYNJ2
3203,ZFP36L1
3204,EIF2B5
3205,IER3
3206,KIAA0513
3207,ZMYND10
3208,TOX
3209,FRMPD4
