,gene
7848,BET1
7849,PRSS16
7850,FAM98A
7851,PCSK7
7852,CTDP1
7853,PURA
7854,FSTL3
7855,ZMPSTE24
7856,RAMP2
7857,HGS
7858,CHD3
7859,FAM50A
7860,PDCD5
7861,PRPF3
7862,PKN2
7863,SRRM1
7864,RACGAP1
7865,NDUFC1
7866,PTBP2
7867,CAMK2G
7868,NDUFS5
7869,DAPK2
7870,ZNF473
7871,POLR1A
7872,TOR3A
7873,SMYD2
7874,TFB2M
7875,MRPS22
7876,NT5M
7877,RELA
7878,SLC2A6
7879,MTRNR2L1
7880,P3H1
7881,FLJ45513
7882,ZNF790
7883,BRF1
7884,GPM6B
7885,CHST3
7886,LDB1
7887,SNU13
7888,WSB2
7889,JARID2
7890,LINC00909
7891,EIF4A3
7892,TMEM94
7893,ZNF385B
7894,ZNF621
7895,ITM2C
7896,GPC1
7897,TBCE
7898,NSG1
7899,ZDHHC16
7900,COL4A3
7901,WBP11
7902,LCMT1
7903,RORA
7904,SLC12A6
7905,MRPL33
7906,IL1RAP
7907,ATP9A
7908,CCSAP
7909,HPCAL1
7910,MRPL35
7911,CYGB
7912,ASNS
7913,ATP7A
7914,BAIAP2
7915,FOPNL
7916,TRDMT1
7917,DYNC1I1
7918,DDX10
7919,NF2
7920,USP33
7921,ALAD
7922,CACNB1
7923,ADA
7924,PTPN12
7925,C11orf68
7926,DRP2
7927,TCF12
7928,NFE2L1
7929,TBP
7930,HOXC4
7931,BRINP1
7932,WDR47
7933,TMEM63A
7934,GSE1
7935,PSME4
7936,FAF2
7937,FAM120A
7938,ADAL
7939,TPI1
7940,ATP6V1F
7941,ZMYM6
7942,NLGN1
7943,DAD1
7944,SNN
7945,IRF8
7946,MTX1
7947,PDZK1
7948,LATS2
7949,EVL
7950,PARP16
7951,SRRM2
7952,ATAD2B
7953,INPP5F
7954,ENDOD1
7955,PLEKHA6
7956,SPANXD
7957,CARD11
7958,COL27A1
7959,BAZ1B
7960,WNK4
7961,HPS3
7962,MGAT4B
7963,COG8
7964,FAM167A
7965,ELOF1
7966,SNORD22
7967,RPLP1
7968,SLC25A29
7969,GANAB
7970,CHEK1
7971,FGD5-AS1
7972,RPS16P5
7973,CLIP1-AS1
7974,ZNF559
7975,CAB39L
7976,D2HGDH
7977,PPP2R2C
7978,SRPK2
7979,APAF1
7980,ACOT7
7981,ZSCAN22
7982,CHRNA5
7983,CHRNA4
7984,UNC5B
7985,KCNN2
7986,IPMK
7987,PGBD2
7988,AK9
7989,PODXL
7990,MET
7991,ZNF41
7992,ZNF354C
7993,CDR2L
7994,VCP
7995,PIK3R4
7996,KCNIP1
7997,EHD2
7998,SKIDA1
7999,THBD
8000,TGM1
8001,ARHGAP26
8002,CLHC1
8003,IL27RA
8004,REPS2
8005,MED18
8006,CHST12
8007,PRKCA
8008,CDK5R1
8009,TIMP2
8010,PREP
8011,FCSK
8012,SKA1
8013,NSD2
8014,ILF3-DT
8015,SYNJ1
8016,NT5C2
8017,ELOA
8018,XRCC6
8019,IL17RA
8020,RGS10
8021,TFPI
8022,MGLL
8023,TEAD3
8024,HDLBP
8025,NPPA
8026,LYSMD2
8027,TMEM81
8028,NSUN6
8029,SHC4
8030,TPTE
8031,SERTAD3
8032,ZNF428
8033,KRT80
8034,C9orf85
8035,USP12
8036,STK16
8037,AASDH
8038,CERS2
8039,YEATS2
8040,RBMXL1
8041,HLA-A
8042,LIME1
8043,RPP25
8044,DUS2
8045,PAIP2B
8046,THAP11
8047,RLF
8048,RSU1
8049,MIR5088
8050,UCA1
8051,COL16A1
8052,ZNF345
8053,PCIF1
8054,ZNF277
8055,ARL15
8056,NPRL3
8057,HADH
8058,ERVMER34-1
8059,PFKP
8060,DHX33
8061,RGS5
8062,BCAR3
8063,APBB3
8064,BRWD1
8065,CNTNAP3
8066,RPL36
8067,FBXW11
8068,SNAP25
8069,RAET1L
8070,ANKRD13C
8071,TXNDC5
8072,FAM49A
8073,HYAL2
8074,TDRD3
8075,MAP3K9
8076,CLPTM1L
8077,SLC25A32
8078,CNP
8079,SIGLEC10
8080,WNT5B
8081,TUBB1
8082,ILKAP
8083,AKNA
8084,NKD1
8085,HMGN5
8086,NRBF2
8087,ZCRB1
8088,TMX1
8089,RRP36
8090,WNT3
8091,B9D2
8092,SEC13
8093,DEDD
8094,CPSF1
8095,NOL7
8096,RSAD1
8097,MTMR2
8098,SPTLC3
8099,PBRM1
8100,LOC641367
8101,POFUT2
8102,CELSR2
8103,TXLNG
8104,DHX36
8105,GPATCH2L
8106,PRPF31-7
8107,DNAJC2
8108,GPR108
8109,DDX17
8110,RPS20
8111,PAPOLA
8112,FBXL7
8113,BACH2
8114,WTIP
8115,TNRC18
8116,MED20
8117,UBE3A
8118,PIPSL
8119,CATSPER2P1
8120,DLEU2L
8121,PMS2CL
8122,COA6
8123,SNORD45B
8124,SNORD47
8125,RRP7BP
8126,TOP1P1
8127,MYH16
8128,TPTEP1
8129,ZYG11B
8130,TARDBP
8131,SHOC2
8132,PLA2R1
8133,NID2
8134,CEP350
8135,SWT1
8136,HOXD-AS2
8137,NUP50-DT
8138,RNASEH1-AS1
8139,PTOV1-AS1
8140,LOC100288181
8141,ERVK13-1
8142,PRR7-AS1
8143,C2orf92
8144,LOC100287792
8145,SLC7A11-AS1
8146,MGC39584
8147,MIF-AS1
8148,APTR
8149,SPTY2D1OS
8150,ZSWIM8-AS1
8151,LOC100506314
8152,ENO1-AS1
8153,MAGI2-AS3
8154,OSER1-DT
8155,ARG2
8156,TM9SF4
8157,ALG11
8158,AP5B1
8159,CRPPA
8160,ZNF883
8161,ATP11A
8162,GABARAPL2
8163,TWF2
8164,RNF13
8165,U2AF2
8166,OIP5
8167,PLEKHA1
8168,SEPHS1
8169,SEH1L
8170,CABLES2
8171,ABHD17A
8172,SLC25A28
8173,SLIRP
8174,QTRT1
8175,OTUB2
8176,RAB1B
8177,WDR73
8178,PABPC3
8179,ARPC5L
8180,SHARPIN
8181,SFXN3
8182,ST6GALNAC5
8183,CAPN10
8184,COA7
8185,CPLANE1
8186,ADAMTS12
8187,TIGD6
8188,ZNF672
8189,CDT1
8190,PPP1R14C
8191,ZFP69B
8192,FGFR3
8193,MYOF
8194,FAM91A1
8195,ARMC2
8196,GAPVD1
8197,PAK1IP1
8198,TRMU
8199,TMEM158
8200,CNOT10
8201,MTCH1
8202,MTHFD1L
8203,CCDC28A
8204,INVS
8205,SLC7A11
8206,PPP1R15A
8207,PIAS3
8208,VGLL2
8209,CBX7
8210,MRPS9
8211,UAP1L1
8212,WDR53
8213,C2orf48
8214,SKA2
8215,MAMSTR
8216,MBLAC1
8217,MBLAC2
8218,SPC24
8219,RBM12B
8220,UBE2G2
8221,UBE2E1
8222,CYP2B7P
8223,CSNK2A3
8224,WDFY3
8225,NDUFB6
8226,PLCB1
8227,PLPP6
8228,TMEM255B
8229,UBE2H
8230,AFTPH
8231,IER5L
8232,LHFPL5
8233,SLC25A23
8234,DEDD2
8235,CCDC86
8236,TRAPPC6A
8237,ALG12
8238,WDR77
8239,GABARAPL1
8240,ELOVL6
8241,TRPM8
8242,CSMD3
8243,TRIM37
8244,JUND
8245,MAF
8246,SKIL
8247,MPL
8248,IMMP1L
8249,EVI2B
8250,EBF4
8251,BCS1L
8252,SYMPK
8253,NAPA
8254,DDX23
8255,SNAP23
8256,RIPK2
8257,CDS2
8258,BAP1
8259,TXNIP
8260,NMT2
8261,POLR2D
8262,NPC1
8263,TMED3
8264,TIMM8A
8265,BNIP3L
8266,TCF3
8267,MAP3K7
8268,TAF2
8269,SYP
8270,PFN1P2
8271,TNFRSF10B
8272,AKAP8L
8273,LOC100126784
8274,TP53TG1
8275,ZNF674-AS1
8276,PAX8-AS1
8277,PGD
8278,WDFY3-AS2
8279,LINC01184
8280,SCAND2P
8281,PPIEL
8282,GUCY1B2
8283,SNHG15
8284,SNORA84
8285,SNORD58C
8286,PPP2R1A
8287,ZNF32
8288,KMT2A
8289,HIGD1A
8290,TMEM14A
8291,MRTFB
8292,C19orf53
8293,MRPS18B
8294,LRP10
8295,UNC50
8296,ZBTB33
8297,SYNGAP1
8298,TMEM170B
8299,CALM3
8300,ARHGEF17
8301,ARHGEF11
8302,TRPA1
8303,URB2
8304,SNAR-E
8305,ZNHIT6
8306,CDK8
8307,FCHO1
8308,ZNF829
8309,DMRTA1
8310,PEX2
8311,MYO3A
8312,RPAP3
8313,HTATSF1
8314,EID1
8315,CADM1
8316,BRD7
8317,TBK1
8318,RCOR1
8319,HTRA2
8320,ORAI1
8321,SNX27
8322,NADK
8323,LBH
8324,GPBP1
8325,REEP1
8326,TRIM8
8327,MARCKSL1
8328,ZNF696
8329,CENPH
8330,ACTR8
8331,TBRG4
8332,NT5DC2
8333,RTN4R
8334,PAPOLG
8335,C22orf23
8336,COLEC12
8337,WAC
8338,DGUOK
8339,TAF6
8340,CDC26
8341,PPTC7
8342,SNORD32A
8343,SNORD35B
8344,OLR1
8345,POLR2J3
8346,THUMPD3
8347,ARMCX5-GPRASP2
8348,BEND7
8349,C4orf36
8350,TCTEX1D2
8351,VXN
8352,SESN3
8353,TCP10L
8354,MIR1304
8355,MIR1204
8356,MIR1226
8357,BTF3
8358,CGNL1
8359,CEBPG
8360,PRDM11
8361,RPL30
8362,RPL27
8363,ZNF511
8364,RADX
8365,PARPBP
8366,GPR146
8367,ARGLU1
8368,RMND1
8369,YIF1A
8370,WDR45B
8371,MRPS18A
8372,SLC13A3
8373,ARMC6
8374,RAD52
8375,SNORD88B
8376,FBXL17
8377,WFDC3
8378,RAB11B
8379,EIF4G2
8380,SLC12A2
8381,PRPF38A
8382,CAV2
8383,RTCA
8384,POMK
8385,RAB43
8386,CNOT2
8387,CRMP1
8388,MLF2
8389,ALG13
8390,ZNF528
8391,THOC2
8392,ZNF137P
8393,DSE
8394,MYCL
8395,TRIM4
8396,MAFG
8397,ZNF702P
8398,ALPK1
8399,PCDHGB5
8400,SH3BGRL2
8401,MCUB
8402,FLVCR2
8403,ZNF525
8404,ZNF761
8405,RGS16
8406,PPP1CC
8407,RING1-5
8408,NEO1
8409,RAP2B
8410,CTDSPL2
8411,ENOSF1
8412,IFT57
8413,VWA8
8414,STX18-AS1
8415,TMEM147-AS1
8416,PANTR1
8417,LOC100506801
8418,NSUN2
8419,SLFNL1-AS1
8420,STX16
8421,LOC254896
8422,LINC02603
8423,NBPF11
8424,NR1H3
8425,UNC5D
8426,CAPN10-DT
8427,LOC100130691
8428,TMEM39A
8429,RBM24
8430,MTMR14
8431,ASPN
8432,GNG10
8433,HIP1R
8434,SERPINB8
8435,ADGRD1
8436,BCAS4
8437,SHLD1
8438,VKORC1
8439,ZNF438
8440,MCM10
8441,MCM4
8442,SENP1
8443,GNAI1
8444,USF2
8445,UQCRC1
8446,HES1
8447,HOXA11
8448,HOXA1
8449,AFG3L2
8450,ZNF230
8451,THY1
8452,TESK1
8453,TAF10
8454,NEDD9
8455,TRAPPC2B
8456,LCTL
8457,IQCE
8458,ZNF134
8459,CEP78
8460,FUNDC2
8461,LRFN4
8462,ZNF551
8463,WDR54
8464,CORO1A
8465,KITLG
8466,NEBL
8467,ARHGEF9
8468,SLC25A4
8469,SLC25A5
8470,ANXA5
8471,G3BP2
8472,MPDZ
8473,CENPBD1P1
8474,ECSIT
8475,SLC37A4
8476,TMA16
8477,FGD6
8478,MRPL42
8479,FAM95A
8480,P2RX5-TAX1BP3
8481,CHMP3
8482,TECR
8483,PLIN2
8484,POLA2
8485,TMCC1-AS1
8486,RTF2
8487,COX14
8488,ICA1L
8489,POLG
8490,COX17
8491,RPL13
8492,ZBED6
8493,TSEN2
8494,CBWD1
8495,MKLN1
8496,KDM8
8497,RICTOR
8498,HINFP
8499,ZNF365
8500,GGA2
8501,PLXNB1
8502,KRBOX4
8503,TMEM131L
8504,NFE2L2
8505,PRKACB
8506,CCT8
8507,C17orf80
8508,FOXJ3
8509,AFF3
8510,PHF20L1
8511,FTSJ1
8512,DCTN3
8513,STX10
8514,PCMTD1
8515,SYNPO
8516,THADA
8517,KPNA5
8518,DHX15
8519,LINC00673
8520,DENND5A
8521,HEY1
8522,PRTFDC1
8523,C8orf88
8524,CARMIL1
8525,SLC39A7-2
8526,EMC1
8527,FLNC
8528,DHODH
8529,DECR1
8530,C16orf91
8531,CDH4-1
8532,ZBTB20
8533,SCOC
8534,RIN2
8535,SETD1B
8536,DGKQ
8537,AKT2
8538,CNPY2
8539,SRSF11
8540,IQCD
8541,GLCCI1
8542,NUDT2
8543,PWWP2B
8544,PRELID2
8545,ZNF529-AS1
8546,SRA1
8547,KLHL7-DT
8548,MGC27345
8549,CHMP1A
8550,DUSP19
8551,SMIM13
8552,WDR43
8553,BTD
8554,TRIM32
8555,DOK3
8556,DENND4A
8557,SH3D19
8558,HMG20A
8559,DNAH5
8560,LINC01116
8561,UBR5
8562,TRPM6
8563,ANKRD18A
8564,CERS5
8565,H2AFY
8566,GLS2
8567,MGA
8568,PMFBP1
8569,GFOD1
8570,PRKD2
8571,LINC01518
8572,LBR
8573,GPR39
8574,CHN1
8575,DSN1
8576,NACA
8577,CHM
8578,ARHGEF2
8579,ANKRD61
8580,SNX18
8581,YBX3
8582,TTC28
8583,RPAIN
8584,MBOAT7-9
8585,DIP2A
8586,C2orf74
8587,LIPT2
8588,GFRA1
8589,MANEAL
8590,FGGY
8591,OSBPL5
8592,PFKFB3
8593,RGS4
8594,MRRF
8595,PLS1
8596,ADTRP
8597,TUBA4B
8598,NBPF15
8599,ACOT13
8600,TRPT1
8601,AP1S2
8602,ZNF772
8603,CCT4
8604,NGLY1
8605,RAI14
8606,PRICKLE1
8607,RPS26
8608,RAPGEF3
8609,BEGAIN
8610,CIB1
8611,ETV3
8612,SLC1A5
8613,ALOXE3
8614,CHUK
8615,CHKA
8616,ZNF846
8617,SLC30A7
8618,MSANTD3
8619,ASCC1
8620,TRIM45
8621,AKAP2
8622,MAGEA1
8623,PI4KB
8624,CSNK1A1
8625,SRRM5
8626,OGG1
8627,ZNF720
8628,SMIM20
8629,SETDB1
8630,ZBTB14
8631,FANCI
8632,ASAH2
8633,ECHDC1
8634,PPP1R13L
8635,INTS12
8636,NSMAF
8637,FRAS1
8638,HTR2C
8639,SNORA80E
8640,SNORA40
8641,U2AF1L4
8642,LYPLA2P2
8643,TMEM50B
8644,TRPM2
8645,KCNC4
8646,CRNDE
8647,VEZT
8648,UBR7
8649,SNHG16
8650,PLEKHA7
8651,MDH1B
8652,ATP2A1-AS1
8653,ZBTB7B
8654,CAMK2N2
8655,FAM160B1
8656,SNORA44
8657,CEP44
8658,BTG3-1
8659,VSTM1-9
8660,DBP
8661,DPH2
8662,DPAGT1
8663,UAP1
8664,MED29
8665,NSMCE4A
8666,CSNK1G2
8667,HOXC9
8668,HOXA7
8669,NUDT21
8670,SOAT1
8671,KPNA4
8672,KPNA2
8673,ISY1
8674,KPNA1
8675,CLSPN
8676,NAPRT-1
8677,NATD1
8678,PIGM
8679,NADK2
8680,LINC00960
8681,LINC00958
8682,RAB30-DT
8683,LOC401320
8684,WDR92
8685,LINC01004
8686,SEC24B-AS1
8687,MGAT3
8688,NSDHL
8689,TFB1M
8690,RHOQ
8691,AGPAT2
8692,ROGDI
8693,GBAP1
8694,APOM-1
8695,LINC00963
8696,RPARP-AS1
8697,KCNQ5-AS1
8698,ALOX12-AS1
8699,CBR3-AS1
8700,HOTAIRM1
8701,LOC374443
8702,OR51B5
8703,HEPHL1
8704,TNS1
8705,VPS16
8706,GIGYF1
8707,GPR135
8708,TLNRD1
8709,APCDD1L
8710,ZNF791
8711,RTKN2
8712,SLC25A43
8713,ADGRA3
8714,ATXN7L2
8715,PUSL1
8716,FAM122B
8717,ERI1
8718,KCTD6
8719,ZNF563
8720,RARG
8721,HOTAIR
8722,FLJ22447
8723,UPP2
8724,PAQR4
8725,TTLL12
8726,CIC
8727,HCG25
8728,BUB3
8729,PRDM2
8730,GAS6-AS1
8731,GAS6-DT
8732,LOC100507564
8733,SH3GLB1
8734,TPM2
8735,LOC101929378
8736,TAP1-7
8737,CCR6
8738,CLCN2
8739,PHF2
8740,ISG15
8741,CDC25B
8742,SPTLC1
8743,DTX3
8744,KIRREL1
8745,PGRMC1
8746,GNAI2
8747,SRPX
8748,STXBP6
8749,FGD4
8750,LRIG3
8751,FTH1P3
8752,ANKRD46
8753,NOL4L
8754,BABAM2-AS1
8755,FIP1L1
8756,BRCA2
8757,BACE2
8758,MAPKAPK5
8759,ABRAXAS1
8760,LINC00342
8761,LOC100996447
8762,LINC01510
8763,TSPEAR-AS1
8764,LIFR-AS1
8765,LUCAT1
8766,SSBP3-AS1
8767,NEXN-AS1
8768,GOLGA1
8769,EGR1
8770,CDK9
8771,CDC20
8772,ALDH5A1
8773,GNAZ
8774,RPL23
8775,ALDH1A3
8776,LOC100288911
8777,ZNF260
8778,SYTL3
8779,AGPAT1
8780,PLCB3
8781,ARHGAP22
8782,GAB1
8783,LYN
8784,KDSR
8785,SERHL2
8786,KLF11
8787,SGK223
8788,TMEM120B
8789,TCN2
8790,CINP
8791,RPF1
8792,DPYD
8793,DYRK4
8794,RSRC1
8795,POM121
8796,CFLAR
8797,CNBP
8798,HMGCR
8799,IMMP2L
8800,PREPL
8801,RHOA
8802,TMEM205
8803,ZNF699
8804,ATP9B
8805,MXRA7
8806,HDDC3
8807,RPL23AP32
8808,RPS6KB1
8809,LOC100652758
8810,COL5A1
8811,SUMO3
8812,GGA1
8813,ZNF223
8814,PKN3
8815,SCN8A
8816,RPA4
8817,MOCS3
8818,ALG6
8819,ALG5
8820,GMPPA
8821,INSL4
8822,C1QBP
8823,BUB1B
8824,SUSD6
8825,CEBPB
8826,CDKN3
8827,MECP2
8828,ZRSR2
8829,IFRD2
8830,LIMS1
8831,SSPN
8832,PRKCQ
8833,MAPRE3
8834,INPP5B
8835,STAT2
8836,YES1
8837,TTLL1
8838,SLC20A1
8839,CDH10
8840,SLC2A1-AS1
8841,SHISA4
8842,MIR4712
8843,GCA
8844,MON2
8845,LAMA5
8846,HINT3
8847,ARL8B
8848,TRIM24
8849,CHADL
8850,ZNF251
8851,PCBP1-AS1
8852,C22orf46
8853,LINC01816
8854,CENPL
8855,AP3S1
8856,EMX2
8857,SH3BP5-AS1
8858,PINK1-AS
8859,SNORD49A
8860,ERCC8
8861,ANKS3
8862,MBD1
8863,AP2A2-2
8864,C16orf95
8865,NCBP1
8866,IPO5
8867,THBS4
8868,GART
8869,COA1
8870,NDUFAF1
8871,PARVA
8872,MOB1A
8873,USP40
8874,EDEM2
8875,ZDHHC6
8876,PI4K2A
8877,LRRC1
8878,RAVER2
8879,ARFGAP1
8880,WDR12
8881,MECR
8882,ZC2HC1A
8883,NBAS
8884,WDPCP
8885,ZBTB7A
8886,LAP3
8887,HIST1H2BJ
8888,USE1
8889,ABHD5
8890,TPM4
8891,LOC100507431
8892,FAM167B
8893,TTYH2
8894,CCDC152
8895,PLS3-AS1
8896,ATP11A-AS1
8897,EHBP1
8898,SPINK6
8899,TMEM178B
8900,LOC100630918
8901,SEC61A2
8902,SMURF1
8903,SLC44A2
8904,ADCK1
8905,PKHD1
8906,CLASP2
8907,RAB6B
8908,KLHDC10
8909,ATG2A
8910,COA4
8911,BFAR
8912,SCAND1
8913,POTEM
8914,SMARCD2
8915,COX5B
8916,RPL39
8917,TBC1D12
8918,POMT2
8919,EXOC6B
8920,NRN1
8921,CAMTA2
8922,CFLAR-AS1
8923,DDX11-AS1
8924,TEAD2
8925,FAHD2CP
8926,ZNF280C
8927,ZNF286B
8928,SLCO3A1
8929,PDE4A
8930,ECE1
8931,TRIM39
8932,CBWD2
8933,HSCB
8934,PPARG
8935,TBX15
8936,MYOM3
8937,RAVER1
8938,ZNF524
8939,GNG2
8940,ZNF526
8941,GPT2
8942,MRPL11
8943,LOC101928069
8944,LOC101929089
8945,LOC102724301
8946,TOP1MT
8947,CCND1
8948,THEM4
8949,CATSPER1
8950,TADA1
8951,DNTTIP1
8952,CCNI
8953,BAMBI
8954,TBL2
8955,TFPI2
8956,ZNF217
8957,DYNLT3
8958,SLC16A2
8959,MYO1F
8960,MYLK
8961,FHAD1
8962,PRRT2
8963,CACNB3
8964,SERINC4
8965,CHMP2B
8966,VAV2
8967,SFXN1
8968,ZNF574
8969,GAREM1
8970,FAM160B2
8971,STXBP5
8972,SPTY2D1
8973,MTFMT
8974,POC5
8975,CDIP1
8976,MIR5047
8977,BTN2A1
8978,WARS2
8979,CDC42EP2
8980,SMO
8981,DDX18
8982,SLCO2A1
8983,TRAIP
8984,LMO4
8985,SGK1
8986,SRSF4
8987,SDCBP
8988,LAMA1
8989,IFNGR2
8990,RTN2
8991,KIF2C
8992,CCDC85A
8993,ARHGEF7
8994,CPSF4
8995,EBP
8996,BIRC3
8997,CDK12
8998,CDCA7L
8999,CCDC82
9000,ZFHX4
9001,TXNDC15
9002,GTF3C4
9003,PNMA2
9004,PRICKLE3
9005,SNAPIN
9006,SHC2
9007,DCTN6
9008,LAMC3
9009,SEC22A
9010,FCRLB
9011,MIR4435-2HG
9012,BCL2
9013,MTFP1
9014,ZNF581
9015,PBDC1
9016,CEP152
9017,RAB8B
9018,SYT17
9019,C9orf78
9020,VPS54
9021,HMGXB3
9022,SCLY
9023,CDKL3
9024,FLJ42351
9025,RXYLT1
9026,TSPAN6
9027,COG1
9028,MAPK11
9029,EFNA2
9030,PROSER2
9031,LINC01137
9032,LOC100506746
9033,EFEMP2
9034,GNG12-AS1
9035,LOC100506136
9036,NAPA-AS1
9037,UBL7-AS1
9038,PPP1R26-AS1
9039,DEPDC1
9040,ZBTB47
9041,MAP2K5
9042,DACT3
9043,USP43
9044,IQCK
9045,EDF1
9046,TSPEAR
9047,ALG14
9048,ZNF597
9049,NUDT10
9050,CXorf38
9051,ZDHHC15
9052,PELI3
9053,NLRP11
9054,NIFK-AS1
9055,TIGAR
9056,ASPHD2
9057,SALL4
9058,CCDC136
9059,JPH2
9060,PLPPR2
9061,GOPC
9062,PCDH9
9063,ANAPC1
9064,AFAP1L2
9065,TBC1D9
9066,GDE1
9067,PAXBP1
9068,ALMS1
9069,PHF21A
9070,SLC25A37
9071,ZZEF1
9072,SNX13
9073,FKBP11
9074,FAR2P1
9075,SUCLG1
9076,EXO1
9077,PEX11A
9078,MED26
9079,RGS9
9080,HSPA8
9081,PYGO2
9082,SPTSSA
9083,ARMC9
9084,ECM2
9085,SPP1
9086,SUOX
9087,ABHD8
9088,RAB6D
9089,LOC401010
9090,ZCCHC14
9091,CRNKL1
9092,THEM6
9093,ZNF771
9094,FRMD4B
9095,OTX1
9096,RRM1
9097,CHI3L2
9098,DIAPH1
9099,HM13-AS1
9100,ZNRF3-AS1
9101,EPN2-IT1
9102,STARD13-AS
9103,ST3GAL6-AS1
9104,FRMD6-AS2
9105,P4HA2-AS1
9106,FAM155A-IT1
9107,ANKRD44-IT1
9108,ERI3-IT1
9109,ALMS1-IT1
9110,PRICKLE2-AS3
9111,ARRB2
9112,C4orf46
9113,ARMCX4
9114,GLB1
9115,TTLL3
9116,LOC100652768
9117,LOC100507373
9118,NDRG3
9119,PSMC3IP
9120,BOLA3-AS1
9121,SMARCAD1
9122,UQCRB
9123,NABP1
9124,NFU1
9125,MND1
9126,PDE10A
9127,SAP30L-AS1
9128,LOC100506023
9129,URI1
9130,LOC646626
9131,FAAHP1
9132,PM20D2
9133,SIN3A
9134,SLC4A7
9135,MGC72080
9136,MRPS31P5
9137,LINC01089
9138,TOB2P1
9139,SNORA16A
9140,FAM13A-AS1
9141,RPL13P5
9142,HTR7P1
9143,PDE6D
9144,LOC101927765
9145,LOC101928673
9146,SNORD44
9147,RNF126P1
9148,SNHG6
9149,DLEU1
9150,SETD1A
9151,MIAT
9152,SMG1P2
9153,LOC100505984
9154,NXPE3
9155,SEPTIN8
9156,NUP205
9157,LOC100288637
9158,IRAIN
9159,MIR210HG
9160,TPTE2P5
9161,LINC00943
9162,KLK2
9163,C5orf56
9164,NRP1
9165,ZNF554
9166,TMEM185A
9167,SLC38A1
9168,SCAP
9169,LOC100506124
9170,NAV3
9171,MYSM1
9172,TCTN3
9173,P4HA2
9174,ACOT2
9175,E2F5
9176,ADSS
9177,PRKCSH
9178,PTOV1-AS2
9179,UBLCP1
9180,OSCP1
9181,PI4KA
9182,AMOTL1
9183,CENPBD1
9184,CAVIN3
9185,CEP112
9186,PPP1R35
9187,PHF10
9188,LRP4-AS1
9189,C18orf21
9190,EDN1
9191,SMARCD1
9192,HIST1H2BF
9193,HOXB3
9194,POLR2L
9195,EEF1B2
9196,CNTROB
9197,WDFY2
9198,KHDC4
9199,TENT5B
9200,TMEM123
9201,KLHL29
9202,PRPSAP2
9203,ZNF726
9204,ADAM23
9205,TNFSF9
9206,PPIG
9207,RNMT
9208,RETREG2
9209,MUL1
9210,MTCL1
9211,KIAA0355
9212,ZHX1
9213,LUZP6+MTPN
9214,H3F3AP4-1
9215,HEBP1
9216,CRLF3
9217,TMEM40
9218,TMEM140
9219,ATP6V1D
9220,SAR1B
9221,KLHL5
9222,SCNM1
9223,ISCU
9224,VPS41
9225,BMP8A
9226,ANKRD29
9227,TTBK2
9228,FMO4
9229,GSC
9230,LINC00645
9231,LOC100507577
9232,HMGN3-AS1
9233,MIR4461
9234,CARD8-AS1
9235,STAG3L4
9236,STAG3L2
9237,STAG3L3
9238,LOC100506472
9239,ANKRD20A5P
9240,PCAT19-1
9241,ADPGK-AS1
9242,LOC100506990
9243,KLHDC3
9244,ENTPD3-AS1
9245,TGFB2-AS1
9246,LOC400684
9247,MORF4L2-AS1
9248,LINC01239
9249,CHRAC1
9250,SNHG29
9251,TNRC6C-AS1
9252,LOXL1-AS1
9253,SRP14-AS1
9254,RAD51-AS1
9255,IQCH-AS1
9256,LARGE-AS1
9257,LOC729987
9258,LINC00648
9259,ZNF629
9260,SHB
9261,FBXO32
9262,CBLB
9263,TRAF3IP2
9264,FAM110B
9265,DCTPP1
9266,DECR2-1
9267,H2AFX
9268,PRB3
9269,CEP126
9270,MOB2
9271,TMEM231
9272,UBE2F
9273,CDK5RAP2
9274,MIR4649
9275,FAM171B
9276,EIF4E2
9277,YJU2
9278,GADD45B
9279,SRBD1
9280,IFT172
9281,RBM17
9282,UBASH3B
9283,TNS4
9284,DISP1
9285,ADRB2
9286,BAIAP3
9287,TEX9
9288,DHX32
9289,ZNF532
9290,MIR4691
9291,MIR3064
9292,MIR4755
9293,SLC26A2
9294,SLC25A12
9295,UGCG
9296,LINC01545
9297,ATP2B1
9298,ATP2B4
9299,IER2
9300,VPS26A
9301,RPS19BP1
9302,ATP5MPL
9303,NR1I2
9304,SMC5-AS1
9305,MBOAT4
9306,TLCD4-RWDD3
9307,DPP9-AS1
9308,LETM2
9309,HTR2B
9310,ASS1
9311,ASL
9312,ARSB
9313,AR
9314,COL1A1
9315,ALDOA
9316,GCSHP3
9317,MCRIP1
9318,TRAPPC13
9319,TNRC6C
9320,HGSNAT
9321,NUAK2
9322,SPATA17
9323,IFT43
9324,USP3
9325,TM7SF3
9326,IER5
9327,FANCL
9328,PLEKHJ1
9329,GPN2
9330,VPS37C
9331,STARD3NL
9332,HELB
9333,ARMC10
9334,MRPS5
9335,FGF13
9336,MRPS21
9337,LUZP1
9338,RPL34
9339,FBXO21
9340,PCDHA6
9341,TP53RK
9342,ASIC3
9343,TPP1
9344,TOR1A
9345,FBXW5
9346,ERAP2
9347,NCAPG
9348,NEIL2
9349,FAM218A
9350,MEIS1-AS3
9351,FAM169A
9352,CLCN6
9353,POLD3
9354,FN3KRP
9355,ASIC1
9356,PKI55
9357,ALOX12
9358,TUBB2A
9359,COL4A4
9360,PRRC1
9361,SLC25A30
9362,MGAT1
9363,ME1
9364,VGF
