,gene
1659,OVCA2
1660,FAM210B
1661,DTD1
1662,B3GALNT1
1663,RPL7
1664,SNORD81
1665,SNORA48
1666,SNORD80
1667,SNORD79
1668,SNORD78
1669,SNORD76
1670,CCDC12
1671,PRTG
1672,P2RX5
1673,CPEB3
1674,TAX1BP3
1675,PET100
1676,STRBP
1677,NEDD4
1678,RGS12
1679,STMN1
1680,MEF2A
1681,MDFI
1682,LAMP1
1683,KRT7
1684,KLC1
1685,UBIAD1
1686,PRRC2B
1687,EMID1
1688,HSD11B1L
1689,WDR4
1690,C7orf57
1691,ZNF839
1692,PPP2R2B
1693,OSTC
1694,CASP8
1695,SLC35F3
1696,WDR66
1697,HNRNPK
1698,TRIM7
1699,CFAP36
1700,TBXAS1
1701,PITPNM3
1702,LAS1L
1703,FLJ23867
1704,OTUD5
1705,BEX2
1706,MAMLD1
1707,SH3TC1
1708,USP18
1709,CCNJ
1710,TRMT13
1711,DDX56
1712,DNAJC10
1713,TMEM237
1714,CREB1
1715,APTX
1716,TRPM4
1717,CCDC107
1718,COX5A
1719,SPAG1
1720,RAB9A
1721,RAB28
1722,SP100
1723,TIGD1
1724,SP1
1725,SNX1
1726,AGO1
1727,CIZ1
1728,ARHGAP44
1729,SUPT7L
1730,CD2AP
1731,CDK20
1732,TRIL
1733,SGSM2
1734,COL4A1
1735,TPX2
1736,SRGAP3
1737,RABGAP1
1738,ARL2BP
1739,SEC61B
1740,DNAJB2
1741,PRDX5
1742,RERE
1743,TECPR2
1744,TRIM29
1745,PRKAG1
1746,ASB3
1747,ATF7
1748,PLRG1
1749,ZNF821
1750,SLC16A4
1751,MCM3AP
1752,HDAC1
1753,SAC3D1
1754,TRA2A
1755,PDE4DIP
1756,ERLIN2
1757,PHC2
1758,NR2C1
1759,TPT1
1760,TRPC3
1761,TRIP6
1762,DUSP8
1763,DUSP5
1764,DUSP2
1765,TPR
1766,PRRX2
1767,SS18L2
1768,RSL24D1
1769,TCEAL9
1770,PDS5B
1771,POP1
1772,FRYL
1773,GPN3
1774,IP6K2
1775,PCLO
1776,NUDCD1
1777,UIMC1
1778,TAOK3
1779,CNKSR2
1780,DDX43
1781,LGR4
1782,MYNN
1783,H2AFY2
1784,NOP10
1785,TNFRSF19
1786,XRCC4
1787,FEZ1
1788,MRPS25
1789,INF2
1790,POLR1E
1791,ATG3
1792,MYD88
1793,DDAH1
1794,SYNC
1795,KIRREL3
1796,PHPT1
1797,ADNP
1798,GIT1
1799,ZBTB43
1800,SLC35A2
1801,GNB1
1802,XKR9
1803,IQGAP2
1804,PTGES3
1805,NPL
1806,BROX
1807,TRMT10B
1808,EXD3
1809,PTTG1IP
1810,NTMT1
1811,SPATA13
1812,CENPU
1813,CLYBL
1814,CBWD5
1815,ANKRD10
1816,UFM1
1817,CALML4
1818,RGS20
1819,ZDHHC20
1820,KCTD20
1821,TBC1D32
1822,SEPTIN7-AS1
1823,SLC35F5
1824,C6orf201
1825,CENPW
1826,PARP11
1827,FAM214A
1828,NUP43
1829,FRMD5
1830,TMEM14B
1831,TMEM217
1832,RNF217
1833,ZNF213
1834,MRS2
1835,C11orf98
1836,LYRM4
1837,SLC25A44
1838,C12orf43
1839,ULK3
1840,MPZL3
1841,TRIM62
1842,VPS35
1843,CRYZ
1844,SOX13
1845,MRPS35
1846,MICA-1
1847,ANAPC4
1848,SLC43A1
1849,CA12
1850,PLOD2
1851,RRM2
1852,MLF1
1853,GAPDH
1854,DOCK1
1855,ANAPC11
1856,RBM12
1857,HIST1H2AH
1858,B3GALT6
1859,PGAM5
1860,NRG4
1861,TAF8
1862,SLC38A10
1863,POLR1B
1864,LOC284581
1865,DTNA
1866,EXOC7
1867,C2CD3
1868,ZNF512
1869,DICER1
1870,MEI4
1871,OBSCN
1872,TPM3
1873,SVIL-AS1
1874,SDHD
1875,DNAAF5
1876,LZTFL1
1877,SPHK1
1878,NCAM1
1879,EIF6
1880,RPS3A
1881,NFKB2
1882,IDH3B
1883,FAM217B
1884,RO60
1885,AGAP9
1886,DHX35
1887,IGF2
1888,CLP1
1889,ZNF317
1890,MAN2B1
1891,MCIDAS
1892,SERPINB6
1893,BCL2L13
1894,SLC2A8
1895,ETF1
1896,ARHGAP12
1897,PACSIN2
1898,WDR44
1899,PIP5K1A
1900,PML
1901,PLCG1
1902,HYAL3
1903,HIST1H4E
1904,HTATIP2
1905,CHERP
1906,PDLIM5
1907,MAP7D3
1908,SERTAD4-AS1
1909,SERTAD4
1910,PCID2
1911,RBM4B
1912,RPP40
1913,IFT22
1914,DPF3
1915,PIK3CA
1916,SERPINE2
1917,PHYH
1918,PFKFB2
1919,SLC1A3
1920,COL11A1
1921,NDOR1
1922,KCTD19
1923,IKZF5
1924,CCDC120
1925,PAF1
1926,ZNF195
1927,MMP3
1928,CHD1
1929,RCC1
1930,JAG2
1931,CDX2
1932,DNMT1
1933,PPP1R9A
1934,ZMYND11
1935,PDHX
1936,LCORL
1937,ABL2
1938,LIG1
1939,SCAF8
1940,RCAN1
1941,THOC7
1942,HELLS
1943,TRIP10
1944,CBLL1
1945,PIGG
1946,CCSER2
1947,STK33
1948,ZFYVE16
1949,ADAP1
1950,AMZ2
1951,SUMF1
1952,SOX6
1953,WDR1
1954,UBXN4
1955,DNTTIP2
1956,HEG1
1957,CADPS2
1958,WDR60
1959,ESYT2
1960,OSBP
1961,SLC22A18
1962,AURKAP1
1963,DHRS4L2
1964,LCA5
1965,MICOS10
1966,TTC13
1967,ZNF268
1968,MTF2
1969,MBD5
1970,GDI2
1971,IFNAR1
1972,GCNT2
1973,GCNT1
1974,IGF1
1975,AFAP1
1976,ACACA
1977,GINS3
1978,TOMM40L
1979,VTA1
1980,MAP7D1
1981,MAPK3
1982,ANKRD12
1983,DLC1
1984,NAF1
1985,PRR29
1986,ESM1
1987,RPS27A
1988,TMEM243
1989,NOL12
1990,ADD3
1991,MFSD11
1992,PLEKHF1
1993,PPDPF
1994,DHRS11-1
1995,FAM222A
1996,ZNF587
1997,LIMA1
1998,DDX47
1999,NCF2
2000,KLC2
2001,ALDH4A1
2002,RBMS3
2003,RAP1GAP
2004,AXIN1
2005,SERINC2
2006,GPR161
2007,ZNF607
2008,CFAP57
2009,SLC43A3
2010,MLH1
2011,HERC4
2012,DDX31
2013,MRPL49
2014,DHX30
2015,OSBPL1A
2016,C3orf52
2017,NFS1
2018,PSCA
2019,SERINC3
2020,SECISBP2
2021,FAM107B
2022,RAD17
2023,MITF
2024,MSANTD4
2025,CLIP2
2026,RNF122
2027,CYSTM1
2028,HOOK3
2029,NHEJ1
2030,EFCAB2
2031,C2orf88
2032,TUBGCP5
2033,NIFK
2034,ARFGAP2
2035,PEAK1
2036,IQCA1
2037,RNF144B
2038,PPA2
2039,UBAC2
2040,SERBP1
2041,TBC1D15
2042,SNORA12
2043,SNORA9
2044,PSMG3-AS1
2045,CSNK1A1P1
2046,KDM2A
2047,NMNAT1
2048,LINC00662
2049,FLVCR1-DT
2050,SAE1
2051,LINC00518
2052,ZNF484
2053,SRP19
2054,HSD3B7
2055,ARSA
2056,BCAT1
2057,APBA2
2058,IFI16
2059,PLCL2
2060,PHF14
2061,PPIP5K1
2062,MAFF
2063,NPAS1
2064,NOVA1
2065,XCL1
2066,PRPSAP1
2067,NME2
2068,ALOX5AP
2069,AKR1B1
2070,ALCAM
2071,TIMM9
2072,CLDN18
2073,CYP24A1
2074,RBM20
2075,EIF2AK1
2076,ATG4D
2077,AJUBA
2078,FBXL20
2079,NLGN4X
2080,CXCL14
2081,HMGN1
2082,ADCY3
2083,CDK5R2
2084,TOP3B
2085,ACOX1
2086,FUBP3
2087,RAB11FIP5
2088,CAMSAP1
2089,ST13
2090,MBD2
2091,MBD4
2092,TANK
2093,OSTM1
2094,STOML2
2095,IARS
2096,LINC01139
2097,ELAC2
2098,PHF8
2099,EPB41L5
2100,PARN
2101,MCM2
2102,NEB
2103,SETMAR
2104,KIFC3
2105,KARS
2106,PEX14
2107,INSIG1
2108,KIF2A
2109,KCNAB3
2110,TTLL5
2111,HDAC9
2112,MMADHC
2113,PNPLA8
2114,GEMIN4
2115,P4HA1
2116,HMCES
2117,PTK2
2118,G0S2
2119,BICRA
2120,RIMS2
2121,BRPF3
2122,CLINT1
2123,LRRC14
2124,ZNF777
2125,DEPDC5
2126,INTU
2127,RRP7A
2128,CPAMD8
2129,ZNF670
2130,KIF13A
2131,SMNDC1
2132,SAP18
2133,SIGMAR1
2134,NET1
2135,STAG1
2136,TASOR
2137,TBC1D24
2138,HOXB6
2139,EP300
2140,CCND2
2141,EIF2B1
2142,NUPR1
2143,ZNF568
2144,PHACTR2
2145,MTX3
2146,STK25
2147,CRYAB
2148,PCBD1
2149,GPI
2150,IFIT3
2151,DLD
2152,FKBP9P1
2153,ARHGDIA
2154,P4HTM
2155,TMEM132A
2156,GGT7
2157,RAB39B
2158,PDE12
2159,LOC439994
2160,KIF4B
2161,AKR1E2
2162,ITGA10
2163,MORC4
2164,GNRH1
2165,GLRB
2166,RAPGEFL1
2167,CLTB
2168,GGCX
2169,PVRIG
2170,SPATA5L1
2171,MXD3
2172,TASOR2
2173,NAT1
2174,RNF169
2175,ISCA2
2176,STIM1
2177,LTF
2178,C6orf99
2179,PRKAB1
2180,ATXN3
2181,ZNF275
2182,LIMS2
2183,UQCR10
2184,NUDC
2185,HIVEP2
2186,ZNF112
2187,DPP7
2188,ABT1
2189,BNIP1
2190,GABRB3
2191,ARPC1A
2192,YAF2
2193,PCSK6
2194,ANKLE1
2195,MGST1
2196,PANK1
2197,MUC4-5
2198,TRAF5
2199,TTC21A
2200,PANK4
2201,YWHAZ
2202,SYNGR1
2203,CHRDL1
2204,SEPTIN3
2205,AP1B1
2206,MRPL24
2207,TIGD2
2208,ATXN2L
2209,HSF2
2210,ADGRG2
2211,HILPDA
2212,FBXO11
2213,BAG4
2214,JAM2
2215,UEVLD
2216,PKIB
2217,ZNF678
2218,SYAP1
2219,MFNG
2220,LOC389765
2221,SRP72
2222,TRIO
2223,SOX12
2224,ATE1
2225,KMT2B
2226,ZNF787
2227,RAPGEF6
2228,GSDME
2229,GLRX5
2230,MAP2K4
2231,TOMM5
2232,ZNF879
2233,USP8
2234,USP10
2235,NPEPPS
2236,USP14
2237,TBX19
2238,ZSCAN9
2239,SEC11A
2240,TSSC4
2241,TTC39A
2242,RFTN1
2243,PHLDB1
2244,CEP68
2245,PASK
2246,DNAJC15
2247,PRELID1
2248,DROSHA
2249,TFDP2
2250,VIM-AS1
2251,AMT
2252,MOCS1
2253,SMPD4
2254,ZNF667
2255,TTC3P1
2256,ZFAND1
2257,ZNF436-AS1
2258,ERMP1
2259,GRSF1
2260,CDKN1C
2261,CACNA1G
2262,ZFAND6
2263,MIOS
2264,MAFG-DT
2265,RNF216P1
2266,BREA2-1
2267,LOC148413
2268,ZMIZ1-AS1
2269,BRD3OS
2270,SEPTIN9
2271,LOC727924
2272,LINC00667
2273,POLE3
2274,RBM12B-AS1
2275,PRORSD1P
2276,FLJ26850
2277,PIP5K1P1
2278,GNN
2279,STX8
2280,SNHG17
2281,ZNF529
2282,LOC654342
2283,LOC728743
2284,LINC00847
2285,ERC1
2286,NOP56
2287,LINC01138
2288,NORAD
2289,LOC100272216
2290,LOC100272217
2291,ADAM9-1
2292,LINC00910
2293,TMPO-AS1
2294,RAB13
2295,NVL
2296,RAB4A
2297,MOK
2298,ZNF142
2299,CEP76
2300,SNX22
2301,VPS51
2302,PIK3R2
2303,KHDRBS1
2304,ONECUT1
2305,PLEKHH3
2306,GHRLOS
2307,ZNF138
2308,SP2-AS1
2309,SZRD1
2310,TNFSF13
2311,HINT1
2312,NHLRC3
2313,KLF7
2314,PTK7
2315,ITGA2
2316,JPH3
2317,HPS4
2318,SERAC1
2319,LRRC6
2320,MMP19
2321,TYSND1
2322,ATG12
2323,QARS
2324,DCAF7
2325,CDK2AP2
2326,LYST
2327,TARS2
2328,LOC100287072
2329,FAM92A
2330,NUDCD2
2331,VCL
2332,MRPL10
2333,TMEM170A
2334,UBALD1
2335,ZG16B
2336,IFI27L1
2337,FAN1
2338,TNIK
2339,NOC4L
2340,ZNF462
2341,ZNF552
2342,MOB3B
2343,TLE6
2344,INIP
2345,ZNF71
2346,RN7SK
2347,PCTP
2348,SLTM
2349,PTCD2
2350,SLC4A5
2351,MALAT1
2352,TPT1-AS1
2353,BCL6
2354,PMS1
2355,REXO4
2356,APBB1
2357,PMP22
2358,EML3
2359,ERBB3
2360,ENG
2361,NDRG4
2362,BCL11B
2363,BCL11A
2364,SPINDOC
2365,TRMT1L
2366,CSMD1
2367,ZNF658
2368,TAMM41
2369,FAM53B
2370,ARFGEF1
2371,RFC2
2372,MAP3K10
2373,MVK
2374,L1CAM
2375,ALK
2376,SAMD12
2377,MECOM
2378,SENP7
2379,LIG4
2380,GPER1
2381,FUT2
2382,TBL1X
2383,XPO6
2384,BCOR
2385,PARK7
2386,MPPED2
2387,GPX1
2388,ADAM12
2389,TK1
2390,KRT81
2391,KRT33B
2392,KRT15
2393,TMBIM4
2394,EXOSC1
2395,PELO
2396,EXOSC3
2397,NEIL3
2398,OGDHL
2399,CRTC3
2400,CACNA2D1
2401,PPP2R1B
2402,TSPAN3
2403,TRIP12
2404,NDC1
2405,ASB9
2406,EIF2B3
2407,CD47
2408,PSMB6
2409,MCM3
2410,MIGA1
2411,GHR
2412,GRAMD2B
2413,RAB35
2414,TMED1
2415,GLIPR1
2416,SPINK5
2417,SHF
2418,SEMA4F
2419,SKP1
2420,FERMT2
2421,UQCR11
2422,ADIRF
2423,YWHAQ
2424,CKAP4
2425,PKIA
2426,STIP1
2427,MLLT11
2428,ERP29
2429,PSMF1
2430,TOMM34
2431,CCL27
2432,EHD1
2433,MARCH8
2434,ARID1A
2435,PAXIP1-AS2
2436,IMPDH1
2437,STIM2
2438,ZNF664
2439,TMEM135
2440,CNDP2
2441,AMPH
2442,TMEM150A
2443,LOC100130700
2444,LOC284412
2445,EIF4E3
2446,SARNP
2447,RPL13AP6
2448,RETREG3
2449,ZNF487
2450,PLCD1
2451,HSPG2
2452,FLJ12825
2453,LOC100268168
2454,LOC645166
2455,CRYM-AS1
2456,RPS10P7
2457,RPL19P12
2458,C6orf52
2459,PSMB2
2460,ANLN
2461,PRAME
2462,PPIE
2463,ACAA2
2464,TSNAX
2465,PIP4K2A
2466,CD2BP2
2467,CFAP410
2468,KRAS
2469,XBP1
2470,LUC7L3
2471,VPS72
2472,SERPINI1
2473,DDX3X
2474,DHX38
2475,PFN1
2476,IDE
2477,KRIT1
2478,STOML1
2479,FUCA2
2480,FBXO24
2481,ROPN1L
2482,MRPS24
2483,REPS1
2484,ATAD3B
2485,HDAC10
2486,ARMCX5
2487,EGLN2
2488,IFFO1
2489,SRXN1
2490,ZNF628
2491,GTF2I
2492,PNPT1
2493,UNC5B-AS1
2494,HENMT1
2495,TACC2
2496,UBE2A
2497,FUT8
2498,PLA2G6
2499,ANXA9
2500,FOXD2
2501,FKBP2
2502,TXN
2503,TXNRD1
2504,FHL3
2505,RBBP4
2506,TAGLN2
2507,ZNF37BP
2508,GLG1
2509,HCG11
2510,URB1-AS1
2511,LINC00589
2512,TRIB2
2513,RAB11B-AS1
2514,HNRNPU
2515,RPS15AP10
2516,OLMALINC
2517,OIP5-AS1
2518,ZNRD1ASP-10
2519,LMCD1-AS1
2520,USP27X-AS1
2521,AFMID
2522,ATP5PF
2523,NPTXR
2524,SEC61G
2525,SKIV2L
2526,UBE2C
2527,ITGB3BP
2528,NOMO1
2529,BMS1P4
2530,ACD
2531,AMIGO1
2532,MTA3
2533,ARID1B
2534,AHRR
2535,ODF2L
2536,NLN
2537,KRI1
2538,USP31
2539,ZNF503
2540,GRAMD1B
2541,CCDC71
2542,GATAD2B
2543,LRRC47
2544,SLC12A5
2545,ABAT
2546,RAB22A
2547,LRRC19
2548,CASD1
2549,TTYH1
2550,ABCB9
2551,NRIP3
2552,AKIP1
2553,ZNF503-AS2
2554,SRP14
2555,SRP54
2556,SRM
2557,ITGAV
2558,ITGAE
2559,SLC6A8
2560,ACO1
2561,ITGA9
2562,DLG5-AS1
2563,KNSTRN
2564,MYL12B
2565,LIMK1
2566,TSPAN17
2567,FLAD1
2568,GRPEL1
2569,SLC25A34
2570,FAM214B
2571,SPPL2A
2572,CEP63
2573,RELT
2574,BEND3P3
2575,ACVR1
2576,C7orf25
2577,RHD
2578,MDK
2579,FAM104A
2580,TMEM254
2581,ATPAF1
2582,ILRUN
2583,PHF1
2584,AHI1
2585,ZNF248
2586,TBC1D2
2587,LINC00857
2588,RAB29
2589,CREB3L4
2590,NIBAN2
2591,AIDA
2592,C14orf132
2593,CKAP2
2594,PROM2
2595,CXorf40A
2596,MID2
2597,MGAT4A
2598,MLYCD
2599,PTGR1
2600,HARS2
2601,RBM34
2602,HABP4
2603,ADNP2
2604,FZD4
2605,GRHPR
2606,KDM1A
2607,ZNF507
2608,ECE2
2609,SIRT5
2610,ZNF844
2611,FHL1
2612,GLRX
2613,UCN
2614,GM2A
2615,ZNF605
2616,CDK17
2617,CDK16
2618,HMOX1
2619,CAV1
2620,PFN2
2621,UBXN1
2622,CEP104
2623,ALDH16A1
2624,FANCC
2625,CA2
2626,ARNTL
2627,RUVBL1
2628,CASK
2629,ZBTB21
2630,ATXN7L1
2631,RNF150
2632,PHYKPL
2633,ZSCAN32
2634,PRXL2C
2635,C4orf48
2636,DAP
2637,PRKRA
2638,USB1
2639,TRIQK
2640,C3orf18
2641,TUBGCP3
2642,MBD3
2643,SMAP1
2644,KIAA1586
2645,ABR
2646,HMOX2
2647,FAM120B-1
2648,NPHP1
2649,HSD17B3
2650,HPS1
2651,IDUA
2652,SMAD5
2653,EIF2S1
2654,FASN
2655,ANXA3
2656,HNRNPM
2657,PTK2B
2658,PPP4R1
2659,RCE1
2660,REC8
2661,THOC1
2662,WDR75
2663,NR1D2
2664,F2RL2
2665,E2F2
2666,DUSP3
2667,RILPL2
2668,MED13
2669,ZNF117
2670,CTTN
2671,TSC22D3
2672,KIAA1211
2673,IGSF9
2674,SHROOM3
2675,SH3RF1
2676,UVSSA
2677,ZNF8
2678,ABHD11
2679,KDM6A
2680,UGGT1
2681,PPP1R37
2682,WRNIP1
2683,POPDC2
2684,SNX16
2685,EID2B
2686,CLSTN2
2687,PBLD
2688,OLFM2
2689,RBKS
2690,SPHK2
2691,AIFM1
2692,SGMS1
2693,NFX1
2694,CTBP1-AS
2695,LOC100506142
2696,MARVELD1
2697,C1orf116
2698,SPIRE1
2699,NTF3
2700,MDM2
2701,MIR647
2702,PDLIM3
2703,POLR3E
2704,R3HCC1L
2705,WDR27
2706,CDC16
2707,TCAF1
2708,SLK
2709,CLSTN3
2710,UBXN2A
2711,FAM133A
2712,BCDIN3D
2713,WARS
2714,SCAI
2715,DNAJC24
2716,DNMBP-AS1
2717,TP53BP1
2718,LEMD2
2719,CACNA1A
2720,PTPRC
2721,POLR2H
2722,STAU2
2723,ANKRD50
2724,DMAC2
2725,KLHL13
2726,NOP14
2727,KIF16B
2728,MAP4K2
2729,RAB27A
2730,PSPH
2731,PKP2
2732,ZNF354A
2733,FAM118A
2734,TAPBPL
2735,MAGI1
2736,TRMT61B
2737,RBM23
2738,RNF114
2739,ST8SIA1
2740,GID8
2741,DHRS7B
2742,MMACHC
2743,DDX27
2744,TMCO3
2745,TXNL4B
2746,SH2B1
2747,PNISR
2748,PRPF40A
2749,OXR1
2750,C1orf159
2751,TYMSOS
2752,ATP11C
2753,KANK2
2754,SEC31B
2755,C2CD2
2756,AURKAIP1
2757,KBTBD2
2758,TMEM117
2759,TEFM
2760,TBC1D17
2761,MEX3B
2762,PLXNA1
2763,NARS2
2764,MSANTD2
2765,VPS37B
2766,SETD3
2767,PPCS
2768,METTL25
2769,IPO4
2770,TRIOBP
2771,DYRK1A
2772,HSPBAP1
2773,CHD6
2774,ACAD11
2775,HORMAD1
2776,ADGRB2
2777,ANKRD17
2778,LOXL4
2779,C1orf54
2780,SH3TC2
2781,ZC2HC1C
2782,SON
2783,ASCC2
2784,SLC12A8
2785,ZFYVE19
2786,MFSD2A
2787,OGFOD2
2788,ZNF644
2789,FASTKD1
2790,ABRAXAS2
2791,EVA1A
2792,DYNC2H1
2793,RHOC
2794,TMEM176B
2795,FAM124A
2796,EDA2R
2797,PITRM1
2798,PES1
2799,PAFAH1B2
2800,ATF6
2801,LCMT2
2802,ARL6IP4
2803,C2CD5
2804,AP3M1
2805,AP4E1
2806,VPS13B
2807,KIAA0753
2808,ZNF623
2809,JAKMIP2
2810,OGFR
2811,TTF1
2812,RIPOR2
2813,DOCK4
2814,CPEB2
2815,UBE2D3
2816,PRX
2817,RTN4RL2
2818,GDPD1
2819,UBALD2
2820,BCL9L
2821,SLC26A11
2822,TENT2
2823,RUNX1
2824,GRB10
2825,INTS6L
2826,CABP7
2827,TMEM229B
2828,CMC1
2829,PRR34-AS1
2830,CKLF
2831,ZNF283
2832,IFT88
2833,ADRM1
2834,MFSD12
2835,ADAT2
2836,LRP5L
2837,ZFAND2A
2838,ZNF227
2839,OLFML2A
2840,C1QTNF6
2841,COQ6
2842,DDX51
2843,ST3GAL3
2844,DTWD2
2845,STARD5
2846,CNNM2
2847,CNNM3
2848,ZSCAN2
2849,ANKS6
2850,FRMD3
2851,ACSF3
2852,UBR1
2853,NUDT8
2854,ACBD4
2855,EIF4ENIF1
2856,FNTA
2857,SINHCAF
2858,POLD4
2859,MSH6
2860,GLI3
2861,UTP18
2862,CDC40
2863,ZNF593
2864,PHYHIP
2865,SNX19
2866,CYSRT1
2867,FUOM
2868,GAS6
2869,PALM2
2870,PSMC2
2871,WHRN
2872,ZNF674
2873,OBSL1
2874,MTRNR2L7
2875,RPH3AL-1
2876,MTRNR2L9
2877,C1orf21
2878,LMAN2L
2879,ARID4A
2880,BHLHE41
2881,FAM117A
2882,MIR877
2883,VAMP4
2884,AIF1L
2885,MRPL45P2
2886,LOC100132891
2887,CARD8
2888,ABHD16A-1
2889,FAM3A
2890,ELF2
2891,SMC2
2892,GNL3L
2893,STK31
2894,MFSD14A
2895,EHMT2-1
2896,SMIM3
2897,STK17A
2898,IRF3
2899,LOC100289561
2900,HNRNPH1
2901,AGFG1
2902,NSMF
2903,SPATA22
2904,SYCP3
2905,OGN
2906,TNKS2
2907,PCBP4
2908,MPP7
2909,PIGY+PYURF
2910,TRAF3IP3
2911,PPP1R16A
2912,METTL17
2913,WNT10A
2914,COX6C
2915,COPA
2916,DSTYK
2917,PANX1
2918,AMMECR1
2919,PNRC2
2920,INO80D
2921,NCAPG2
2922,CPPED1
2923,SCRIB-1
2924,XXYLT1
2925,RETSAT
2926,POFUT1
2927,TTC9
2928,ANKHD1-1
2929,ZFYVE26
2930,SLC2A4RG
2931,TKFC
2932,NOC2L
2933,CHTF8
2934,RAI2
2935,FAAP100
2936,EFHC1
2937,HOXB-AS3
2938,RAB17
2939,DHX9
2940,GK5
2941,FAM114A1
2942,SPATA3-AS1
2943,OGFOD3
2944,PANDAR
2945,NTHL1
2946,NUBP1
2947,RFXANK
2948,ATP13A2
2949,FLT4
2950,STRADA
2951,UBXN11
2952,PRDM1
2953,IGSF11
2954,NACC2
2955,NAXE
2956,DDIAS
2957,SNRPD2
2958,RPP38
2959,P4HA3
2960,KIF9
2961,SULT1A1
2962,SLC35E2A
2963,RABGGTA
2964,SCFD1
2965,PPFIBP1
2966,ABI1
2967,DCTN1
2968,MAOA
2969,WWP2
2970,ZNF106
2971,SAMD9
2972,RSRP1
2973,CEACAM19
2974,ZNF764
2975,ANAPC15
2976,ASH2L
2977,PSMG1
2978,SPRTN
2979,OCLN
2980,FGFR1
2981,DNM2
2982,MTRNR2L5
2983,MTRNR2L4
2984,MTRNR2L3
2985,MTRNR2L2
2986,CFAP46
2987,HSD17B7
2988,NKIRAS1
2989,GATAD2A
2990,FBXL12
2991,SLC39A10
2992,PAPPA2
2993,SIPA1
2994,TNNT2
2995,SPDL1
2996,PXK
2997,SNRK
2998,ANKMY2
2999,CHCHD3
3000,NUP62CL
3001,MTMR8
3002,PDXP
3003,CTNNBIP1
3004,COQ8A
3005,SLIT2
3006,STARD8
3007,TMCC1
3008,ZNF519
3009,ZNF133
3010,ACTN1
3011,ZSWIM7
3012,ARIH2
3013,CDIPT
3014,PPT2-1
3015,NPC2
3016,RNASEH2A
3017,USP15
3018,HIF1AN
3019,ULK4
3020,CZIB
3021,MREG
3022,RNF20
3023,ZNF26
3024,PLAG1
3025,ING4
3026,ZNF12
3027,IKZF2
3028,SEPTIN6-1
3029,ZNF396
3030,FAM43A
3031,INPP1
3032,ENPP2
3033,GUK1
3034,GUSB
3035,ZNF160
3036,IL31RA
3037,C12orf42
3038,CD22
3039,AMN1
3040,PAQR6
3041,NCOA5
3042,NDE1
3043,GPATCH11
3044,TTI2
3045,KIF18B
3046,LONP1
3047,AKT1S1
3048,TTPAL
3049,PTER
3050,PDXDC1-1
3051,COPS7A
3052,ZC3H18
3053,NOXO1
3054,NRG3
3055,COMTD1
3056,LYPD1
3057,ATP6V1C2
3058,TEX261
3059,L3HYPDH
3060,CEP295
3061,DPP3
3062,MAPK1IP1L
3063,COQ10A
3064,GBE1
3065,OSBPL3
3066,TMEM209
3067,SPRYD3
3068,ZNF566
3069,RUFY1
3070,LRP11
3071,ORAI2
3072,ACSF2
3073,PXN
3074,RAB11FIP1
3075,SLC35B4
3076,LOC644656
3077,NBEAL1
3078,SNCA
3079,SCMH1
3080,PPP1R3D
3081,KIN
3082,CCNE2
3083,PKD1L1
3084,LIG3
3085,MTFR1L
3086,WDR13
3087,PIGV
3088,CMTM6
3089,NMRK1
3090,NSUN5
3091,ASB6
3092,TTC12
3093,PET117
3094,C1orf56
3095,TMEM127
3096,ODR4
3097,TRNAU1AP
3098,NME1
3099,ARID5A
3100,GANC
3101,MYOT
3102,CTR9
3103,ZNHIT2
3104,ZNRD2
3105,RNF138
3106,EBAG9
3107,AQP1
3108,CCZ1B
3109,ZNF155
3110,MSRB3
3111,ZNF189
3112,COX18
3113,ARL4A
3114,CCDC80
3115,BID
3116,KCNRG
3117,FMC1
3118,GLRX2
3119,CES2
3120,NANOS1
3121,TSPAN9
3122,ARMC4
3123,SCN5A
3124,COPE
3125,PRDM10
3126,NFIL3
3127,ZFP64
3128,HIBCH
3129,INSC
3130,PFKM
3131,ALKBH2
3132,SNORD14A
3133,SNORD14B
3134,WASHC2C
3135,TLK1
3136,ACAD10
3137,BBX
3138,FAM200A
3139,ZSCAN25
3140,MIR600HG
3141,WDR20
3142,ADRA2C
3143,ADRA2A
3144,ADRA1B
3145,MRM2
3146,ADORA2B
3147,ADORA1
3148,ACY1
3149,SLC22A5
3150,SORT1
3151,EFNA5
3152,TNC
3153,RBBP7
3154,GCLM
3155,RCN2
3156,EDNRA
3157,TJP2
3158,RBX1
3159,RAPGEF2
3160,ADAMTS3
3161,LIMD1
3162,KSR1
3163,UBL4A
3164,HSD17B8
3165,SOWAHC
3166,VPS33A
3167,MYL2
3168,PMS2
3169,DYNC1LI2
3170,DMPK
3171,DAXX
3172,FTL
3173,FGFR2
3174,NME7
3175,SERTM1
3176,SLC25A22
3177,EIF4G3
3178,RPL37
3179,DDX11L2
3180,ZNF252P
3181,DTX2P1-UPK3BP1-PMS2P11
3182,ZNF815P
3183,EXOSC7
3184,WASF2
3185,COPB2
3186,ECD
3187,ZNF577
3188,PMS2P4
3189,MZF1-AS1
3190,TBRG1
3191,KATNA1
3192,WT1-AS
3193,CTPS2
3194,AP4S1
3195,LINC00294
3196,ERBB2
3197,HBS1L
3198,PPID
3199,BUD31
3200,CAPZB
3201,SYNJ2
3202,ZFP36L1
3203,EIF2B5
3204,IER3
3205,KIAA0513
3206,ZMYND10
