protein_name,median_melting_point,transcript_reg,nontranscr_reg
MATR3,45.27,False,False
MAU2,55.67,False,False
MAVS,54.489999999999995,False,False
MAX,52.17,False,False
MAZ,50.52,False,False
MB21D2,61.515,False,False
MBD1,48.394999999999996,False,False
MBD2,46.51,False,False
MBD3,47.18,False,False
MBD6,60.31,False,False
MBIP,46.45,False,False
MBLAC1,55.07,False,False
MBLAC2,55.68,False,False
MBLL,53.66,False,False
MBNL1,51.91,False,False
MBNL2,50.13,False,False
MBNL3,50.5,False,False
MBOAT2,48.07,False,False
MBOAT7,51.974999999999994,False,False
MBP,55.64,False,False
MBTD1,45.76,False,False
MBTPS1,49.15,False,False
MCAM,55.16,False,False
MCART1,50.34,False,False
MCAT,52.519999999999996,False,False
MCC,54.48,False,False
MCCC1,49.76,False,False
MCCC2,50.815,False,False
MCEE,60.63,False,False
MCF2,49.61,False,False
MCL1,51.035,False,True
MCM10,58.43,True,False
MCM2,48.82,True,False
MCM3,51.11,False,False
MCM3AP,54.46,False,False
MCM4,49.06,False,False
MCM5,50.37,True,False
MCM6,49.61,False,False
MCM7,47.98,False,False
MCM8,50.1,False,False
MCM9,46.7,False,False
MCMBP,49.59,False,False
MCOLN1,53.25,False,False
MCTS1,53.75,False,False
MCU,51.25,False,False
MCUR1,55.01,False,False
MDC1,49.81,False,False
MDH1,56.45,False,False
MDH2,57.32,False,False
MDK,50.88,False,False
MDN1,46.72,False,False
MDP-1,51.4,False,False
ME1,58.155,False,False
ME2,51.48,False,False
ME3,67.88499999999999,False,False
MEAF6,61.0,False,False
MECP2,50.465,False,False
MECR,51.63,False,False
MED1,48.49,False,False
MED10,54.06,False,False
MED12,45.89,False,False
MED13,48.455,False,False
MED13L,60.94,False,False
MED14,48.04,False,False
MED15,49.11,False,False
MED16,48.09,False,False
MED17,47.254999999999995,False,False
MED18,53.335,False,False
MED20,51.48,False,False
MED21,59.31,False,False
MED22,52.120000000000005,False,False
MED23,47.45,False,False
MED24,47.23,False,False
MED25,48.03,False,False
MED26,50.8,False,True
MED27,47.06,False,False
MED28,47.985,False,False
MED29,49.55,False,False
MED30,48.27,False,False
MED30S,54.959999999999994,False,False
MED31,48.7,False,False
MED4,48.775000000000006,False,False
MED6,47.525000000000006,False,False
MED7,58.965,False,False
MED8,48.4,False,False
MED9,52.17,False,True
MEF2A,52.915,False,False
MEF2BNB,60.94,False,False
MEF2C,50.295,False,False
MEF2D,52.22,False,False
MEGF9,60.98,False,False
MEIS1,46.83,False,False
MEIS2,48.95,False,False
MELK,45.6,False,False
MEMO1,51.73,False,False
MEN1,45.565,False,False
MEPCE,48.375,False,False
MERTK,47.48,False,False
MESDC1,54.894999999999996,False,False
MESDC2,52.63,False,False
MET,48.675,False,False
METAP1,51.15,False,False
METAP1D,59.96,False,False
METAP2,55.435,False,False
METT10D,48.77,False,False
METT11D1,48.86,False,False
METT5D1,47.41,False,False
METTL1,51.72,False,False
METTL10,48.73,False,False
METTL11A,48.01,False,False
METTL13,49.019999999999996,False,False
METTL14,53.795,False,True
METTL15,50.685,False,False
METTL16,52.45,False,False
METTL18,48.905,False,False
METTL21A,57.269999999999996,False,False
METTL25,61.185,False,False
METTL2A,46.785,False,False
METTL2B,46.86,False,False
METTL3,50.24,False,False
METTL5,66.925,False,False
METTL6,50.879999999999995,False,False
METTL7A,52.86,False,False
METTL7B,50.4,False,False
METTL8,46.74,False,False
METTL9,47.755,False,False
MEX3B,53.35,False,False
MEX3C,57.46,False,False
MEX3D,51.17,False,False
MFAP3,53.504999999999995,False,False
MFF,49.67,False,False
MFGE8,52.68,False,False
MFHAS1,53.95,False,False
MFI2,54.84,False,False
MFN1,50.11,False,False
MFN2,48.96,False,False
MFSD1,50.19,False,False
MFSD10,52.665,False,False
MFSD5,51.68,False,False
MFSD9,50.86,False,False
MGA,44.68,False,False
MGAT1,50.6,False,False
MGAT2,51.15,False,False
MGAT4A,50.84,False,False
MGAT4B,50.62,False,False
MGAT5,51.86,False,False
MGC16169,47.07,False,False
MGC3196,50.51,False,False
MGC3207,51.05,False,False
MGC52424,48.74,False,False
MGEA5,50.29,False,False
MGLL,54.37,False,False
MGME1,51.665,False,False
MGMT,49.87,False,False
MGRN1,50.394999999999996,False,False
MGST1,49.98,False,False
MGST2,50.66,False,False
MGST3,52.33,False,False
MIA2,49.14,False,False
MIA3,49.52,False,False
MIB1,47.955,False,False
MICA,49.81,False,False
MICAL1,48.11,False,False
MICAL2,48.71,False,False
MICAL3,49.13,False,True
MICALL1,49.07,False,False
MICALL2,49.72,False,False
MICB,53.085,False,False
MICU1,58.62,False,False
MICU2,49.650000000000006,False,False
MID1,51.73,False,False
MID1IP1,48.67,False,False
MIEN1,66.10499999999999,False,False
MIER1,49.84,False,False
MIER2,51.48,False,False
MIER3,51.075,False,False
MIF,68.9,False,False
MIF4GD,51.68,False,False
MIG12,45.635000000000005,False,False
MIIP,48.7,False,False
MINA,50.629999999999995,False,False
MINK1,49.87,False,False
MINPP1,53.19,False,False
MIOS,57.79,False,False
MIPEP,49.83,False,False
MIPOL1,51.68,False,False
MIS12,51.33,False,False
MIS18A,55.655,False,False
MIS18BP1,67.81,False,False
MITD1,50.325,False,False
MIXL1,46.95,False,False
MKI67,49.82,True,False
MKI67IP,49.845,False,False
MKL1,55.09,False,False
MKL2,50.269999999999996,False,False
MKLN1,49.735,False,False
MKNK1,50.42,False,False
MKRN2,46.53,False,False
MLEC,51.49,False,False
MLF2,48.23,False,False
MLH1,44.235,False,False
MLH3,55.38,False,False
MLK4,62.96,False,False
MLKL,48.71,False,False
MLL2,48.695,False,False
MLL3,55.135000000000005,False,False
MLL5,61.64,False,False
MLLT1,48.93,False,False
MLLT11,52.665000000000006,False,False
MLLT3,58.629999999999995,False,False
MLLT4,50.13,False,False
MLPH,69.275,False,False
MLST8,54.675,False,False
MLTK,55.2,False,False
MLX,49.364999999999995,False,False
MLXIP,57.325,False,False
MLXIPL,48.415,False,False
MLYCD,51.9,False,False
MMAA,50.62,False,False
MMAB,55.95,False,False
MMACHC,47.06,False,False
MMADHC,47.58,False,False
MMGT1,49.94,False,False
MMP15,50.92,False,False
MMS19,47.22,False,False
MMS22L,51.665,False,False
MMTAG2,51.93,False,False
MNAT1,52.34,False,False
MND1,51.03,False,False
MNF1,60.765,False,False
MNS1,54.14,False,False
MNT,48.81,False,False
MNX1,56.49,False,False
MOB1A,58.965,False,False
MOB2,48.55,False,False
MOB3A,53.760000000000005,False,False
MOB3B,51.36,False,False
MOB4,61.555,False,False
MOBKL1B,51.88,False,False
MOBKL3,50.16,False,False
MOCOS,51.650000000000006,False,False
MOCS1,51.27,False,False
MOCS2,52.370000000000005,False,False
MOCS3,47.61,False,False
MOGS,53.22,False,False
MON1A,52.48,False,False
MON1B,50.93,False,False
MON2,48.835,False,False
MORC2,46.129999999999995,False,False
MORC3,45.96,False,False
MORC4,60.415000000000006,False,False
MORF4L1,48.77,False,False
MORF4L2,50.19,False,False
MORG1,47.165,False,False
MOSC1,51.44,False,False
MOSC2,50.11,False,False
MOSPD1,51.05,False,False
MOSPD2,49.705,False,False
MOSPD3,46.9,False,False
MOV10,49.43,False,False
MPC1,46.65,False,False
MPC2,54.38,False,False
MPDU1,52.55,False,False
MPDZ,49.955,False,False
MPG,50.485,False,False
MPHOSPH10,51.025000000000006,False,True
MPHOSPH8,48.0,False,False
MPI,49.85,False,False
MPLKIP,47.43,False,False
MPP1,47.65,False,False
MPP2,49.225,False,False
MPP5,48.42,False,False
MPP6,49.94,False,False
MPP7,47.5,False,False
MPRIP,60.22,False,False
MPST,50.1,False,False
MPV17L,51.4,False,False
MPV17L2,53.59,False,False
MPZ,50.36,False,False
MPZL1,50.07,False,False
MRC1,69.82,False,False
MRC2,56.19,False,False
MRCL3,50.24,False,False
MRE11A,51.76,False,False
MRFAP1,52.71,False,False
MRGBP,56.07,False,False
MRI1,55.005,False,False
MRM1,50.620000000000005,False,False
MROH1,50.24,False,False
MRP63,49.489999999999995,False,False
MRPL1,47.33,False,False
MRPL10,49.91,False,False
MRPL11,49.26,False,False
MRPL12,50.24,False,False
MRPL13,49.45,False,False
MRPL14,49.735,False,False
MRPL15,49.44,False,False
MRPL16,50.155,False,False
MRPL17,49.584999999999994,False,False
MRPL18,49.785,False,False
MRPL19,47.5,False,False
MRPL2,50.105000000000004,False,False
MRPL21,49.19,False,False
MRPL22,49.57,False,False
MRPL23,49.57,False,False
MRPL24,49.86,False,False
MRPL27,49.74,False,False
MRPL28,49.69,False,False
MRPL3,48.53,False,False
MRPL32,50.14,False,False
MRPL33,49.98,False,False
MRPL34,49.96,False,False
MRPL37,50.22,False,False
MRPL38,49.5,False,False
MRPL39,50.9,False,False
MRPL4,50.4,False,False
MRPL40,50.53,False,False
MRPL41,49.56,False,False
MRPL42,50.41,False,False
MRPL43,49.85,False,False
MRPL44,48.44,False,False
MRPL45,47.86,False,False
MRPL46,49.05,False,False
MRPL47,49.54,False,False
MRPL48,49.32,False,False
MRPL49,51.61,False,False
MRPL50,50.16,False,False
MRPL51,49.91,False,False
MRPL53,50.58,False,False
MRPL54,50.26,False,False
MRPL55,50.045,False,False
MRPL9,49.59,False,False
MRPS10,49.644999999999996,False,False
MRPS11,48.73,False,False
MRPS12,49.595,False,False
MRPS14,49.17,False,False
MRPS15,49.28,False,False
MRPS16,48.89,False,False
MRPS17,48.095,False,False
MRPS18A,50.105000000000004,False,False
MRPS18B,48.995,False,False
MRPS18C,49.22,False,False
MRPS2,48.885000000000005,False,False
MRPS21,49.09,False,False
MRPS22,47.92,False,False
MRPS23,49.95,False,False
MRPS24,48.85,False,False
MRPS25,48.47,False,False
MRPS26,48.6,False,False
MRPS27,48.94,False,False
MRPS28,50.64,False,False
MRPS30,49.61,False,False
MRPS31,48.41,False,False
MRPS33,48.51,False,False
MRPS34,49.46,False,False
MRPS35,48.34,False,False
MRPS36,51.41,False,False
MRPS5,48.93,False,False
MRPS6,48.754999999999995,False,False
MRPS7,48.33,False,False
MRPS9,48.11,False,False
MRRF,49.69,False,True
MRS2,51.05,False,False
MRTO4,50.31,False,True
MSANTD2,47.87,False,False
MSH2,47.65,False,False
MSH3,49.235,False,False
MSH6,45.71,False,False
MSI2,50.24,False,False
MSL1,48.055,False,False
MSMO1,57.465,False,False
MSN,54.965,False,False
MSRA,47.120000000000005,False,False
MSRB2,53.04,False,False
MST1,50.95,False,False
MST4,49.335,False,False
MSTO1,50.1,False,False
MT-ATP8,48.31,False,False
MT-CO2,49.61,False,False
MTA1,47.05,False,False
MTA2,46.54,False,False
MTA3,45.575,False,False
MTBP,50.47,False,True
MTCH1,51.16,False,False
MTCH2,52.78,False,False
MTERFD1,48.84,False,False
MTERFD2,48.33,False,False
MTERFD3,45.685,False,False
MTF1,53.765,False,False
MTF2,42.92,False,False
MTFMT,48.25,False,False
MTFP1,58.13,False,False
MTFR1,51.6,False,False
MTFR1L,52.0,False,False
MTFR2,48.255,False,False
MTG1,48.55,False,False
MTHFD1,49.36,False,False
MTHFD1L,49.58,False,False
MTHFD2,51.43,False,False
MTHFR,50.19,False,False
MTHFS,49.48,False,False
MTHFSD,51.04,False,False
MTIF2,45.33,False,False
MTIF3,51.785,False,False
MTM1,51.565,False,False
MTMR1,48.64,False,False
MTMR10,48.77,False,False
MTMR12,57.76,False,False
MTMR14,51.66,False,False
MTMR2,51.37,False,False
MTMR3,50.16,False,False
MTMR4,47.7,False,False
MTMR6,48.83,False,False
MTMR9,51.150000000000006,False,False
MTO1,47.35,False,False
MTOR,50.025000000000006,False,False
MTPAP,48.129999999999995,False,False
MTPN,59.67,False,False
MTR,46.77,False,False
MTRF1,47.769999999999996,False,False
MTRF1L,49.54,False,False
MTRR,49.3,False,False
MTSS1,51.92,False,False
MTSS1L,51.575,False,False
MTTP,52.15,False,False
MTUS1,49.96,False,False
MTX1,51.2,False,False
MTX2,49.44,False,False
MTX3,50.26,False,False
MUL1,49.97,False,False
MUT,49.74,False,False
MUTED,51.5,False,False
MUTYH,46.6,False,False
MVB12A,50.565,False,False
MVB12B,51.43,False,False
MVD,51.78,False,False
MVK,51.605,False,False
MVP,50.77,False,False
MXRA7,53.06,False,False
MXRA8,50.765,False,False
MYADM,50.76,False,False
MYBBP1A,47.29,False,False
MYBL2,50.84,True,False
MYCBP,51.1,False,False
MYCBP2,47.97,False,False
MYD88,46.075,False,False
MYEF2,63.83,False,False
MYF6,56.06,False,False
MYH1,50.985,False,False
MYH10,55.44,False,False
MYH11,53.33,False,False
MYH14,50.03,False,False
MYH9,52.76,False,False
MYL12A,59.105,False,False
MYL3,48.95,False,False
MYL6,49.83,False,False
MYL6B,51.46,False,False
MYL9,58.97,False,False
MYLK,50.085,False,False
MYO10,53.435,False,False
MYO15B,50.175,False,False
MYO18A,48.41,False,False
MYO19,48.769999999999996,False,False
MYO1B,48.26,False,False
MYO1C,46.55,False,False
MYO1D,48.83,False,False
MYO1E,48.285,False,False
MYO5A,57.94499999999999,False,False
MYO5B,47.31,False,False
MYO5C,48.93,False,False
MYO6,50.084999999999994,False,False
MYO9A,56.795,False,False
MYO9B,47.61,False,False
MYOF,59.45,False,False
MYSM1,46.23,False,False
MYST1,43.63,False,False
MYST2,47.21,False,False
MZT1,65.41499999999999,False,False
MZT2A,63.09,False,False
MZT2B,61.795,False,False
N-PAC,50.26,False,False
N4BP1,48.48,False,False
N6AMT1,52.95,False,True
N6AMT2,48.11,False,False
NAA10,52.075,False,False
NAA11,48.54,False,False
NAA15,52.370000000000005,False,False
NAA16,47.959999999999994,False,False
NAA20,51.92,False,False
NAA25,51.51,False,False
NAA30,51.845,False,False
NAA35,49.46,False,False
NAA40,44.95,False,False
NAA50,52.01,False,False
NAAA,54.28,False,False
NAALAD2,50.43,False,False
NAALADL1,51.675,False,False
NAB1,51.92,False,False
NAB2,45.025,False,False
NACC1,47.72,False,False
NACC2,51.98,False,False
NADK,61.425,False,False
NADKD1,53.29,False,False
NADSYN1,51.85,False,False
NAE1,50.45,False,False
NAF1,50.475,False,False
NAG,47.09,False,False
NAGA,54.38,False,False
NAGK,55.3,False,False
NAGLU,52.459999999999994,False,False
NAGPA,51.82,False,False
NAMPT,56.2,False,False
NANP,50.05,False,False
NANS,52.69,False,False
NAP1L1,53.17,False,False
NAP1L4,53.07,False,False
NAPA,52.41,False,False
NAPB,51.63,False,False
NAPG,48.39,False,False
NAPRT1,61.61,False,False
NARF,49.92,False,False
NARFL,51.95,False,False
NARG1,51.59,False,False
NARG1L,48.98,False,False
NARG2,57.355000000000004,False,False
NARS,51.49,False,False
NARS2,47.77,False,False
NASP,50.21,False,False
NAT1,47.41,False,False
NAT10,49.84,False,True
NAT12,49.75,False,False
NAT13,50.97,False,False
NAT14,49.47,False,False
NAT5,50.55,False,False
NAT6,46.13,False,False
NAT9,46.11,False,False
NAV2,46.2,False,False
NBAS,44.55,False,False
NBEA,51.84,False,False
NBEAL1,50.02,False,False
NBEAL2,47.81,False,False
NBN,47.17,False,False
NBR2,54.17,False,False
NCAPD2,46.96,False,False
NCAPD3,47.53,False,False
NCAPG,46.79,False,False
NCAPG2,46.83,False,False
NCAPH,47.215,True,False
NCAPH2,50.86,False,True
NCBP1,49.97,False,False
NCBP2,50.8,False,False
NCDN,48.03,False,False
NCEH1,58.185,False,False
NCK1,47.67,False,False
NCK2,48.02,False,False
NCKAP1,50.46,False,False
NCKAP5,58.23,False,False
NCKIPSD,46.93,False,False
NCL,49.86,True,False
NCLN,50.81,False,False
NCOA1,53.36,False,False
NCOA2,50.480000000000004,False,False
NCOA3,47.75,False,False
NCOA4,45.97,False,False
NCOA5,48.92,False,False
NCOA6,48.48,False,False
NCOA7,49.465,False,False
NCOR1,45.675,False,False
NCOR2,46.620000000000005,False,False
NCR3LG1,56.385000000000005,False,False
NCRNA00153,49.269999999999996,False,False
NCS1,53.17,False,False
NCSTN,53.385000000000005,False,False
ND1,51.47,False,False
ND2,55.61,False,False
ND3,52.27,False,False
ND4,53.13,False,False
ND5,52.19,False,False
NDC80,45.85,False,False
NDE1,51.5,False,False
NDEL1,50.26,False,False
NDFIP2,51.53,False,False
NDNL2,48.89,False,False
NDOR1,53.03,False,False
NDRG1,50.93,False,False
NDRG2,52.91,False,False
NDRG3,50.79,False,False
NDRG4,54.49,False,False
NDST2,48.79,False,False
NDUFA10,48.54,False,False
NDUFA11,51.12,False,False
NDUFA12,49.15,False,False
NDUFA13,51.620000000000005,False,False
NDUFA2,55.39,False,False
NDUFA3,51.52,False,False
NDUFA4,50.0,False,False
NDUFA5,52.015,False,False
NDUFA6,48.620000000000005,False,False
NDUFA7,50.445,False,False
NDUFA8,51.71,False,False
NDUFA9,50.345,False,False
NDUFAB1,50.68,False,False
NDUFAF1,52.09,False,False
NDUFAF2,53.85,False,False
NDUFAF3,52.57,False,False
NDUFAF4,53.7,False,False
NDUFAF5,50.23,False,False
NDUFAF7,51.525000000000006,False,False
NDUFB1,50.53,False,False
NDUFB10,52.11,False,False
NDUFB3,51.92,False,False
NDUFB4,46.61,False,False
NDUFB5,52.265,False,False
NDUFB6,51.004999999999995,False,False
NDUFB7,52.275000000000006,False,False
NDUFB8,50.855000000000004,False,False
NDUFB9,52.3,False,False
NDUFC2,51.66,False,False
NDUFS1,49.99,False,False
NDUFS2,50.47,False,False
NDUFS3,50.510000000000005,False,False
NDUFS4,50.209999999999994,False,False
NDUFS5,51.26,False,False
NDUFS6,50.62,False,False
NDUFS7,50.67,False,False
NDUFS8,50.25,False,False
NDUFV1,51.67,False,False
NDUFV2,52.370000000000005,False,False
NDUFV3,50.58,False,False
NEBL,51.69,False,False
NECAP1,51.64,False,False
NECAP2,50.81,False,False
NEDD1,52.8,False,False
NEDD4,48.45,False,False
NEDD4L,47.54,False,False
NEDD8,51.82,False,False
NEDD8-MDP1,59.85,False,False
NEDD9,48.879999999999995,False,False
NEFL,65.01,False,False
NEK3,51.265,False,False
NEK4,54.41,False,False
NEK7,48.525000000000006,False,True
NEK9,49.26,False,False
NELFA,50.47,False,False
NELFB,52.455,False,False
NELFCD,48.395,False,False
NELFE,50.739999999999995,False,False
NEMF,49.295,False,False
NENF,52.26,False,False
NEO1,59.19,False,False
NES,45.93,False,False
NEU1,52.6,False,False
NEU3,48.74,False,False
NF1,49.01,False,False
NF2,50.04,False,False
NFAT5,47.97,False,True
NFATC1,45.36,False,False
NFATC2,46.97,False,False
NFATC2IP,49.23,False,False
NFATC3,48.785,False,False
NFE2,45.59,False,False
NFE2L2,67.69,False,False
NFIC,66.24,False,False
NFKB1,47.04,False,False
NFKB2,46.87,False,False
NFKBIA,50.58,False,False
NFKBIB,50.644999999999996,False,False
NFKBIE,51.575,False,False
NFRKB,44.51,False,True
NFS1,52.06,False,False
NFU1,51.29,False,False
NFX1,48.96,False,False
NFXL1,49.98,False,False
NFYA,60.22,False,False
NFYB,51.45,False,False
NFYC,53.04,False,False
NGDN,50.05,False,True
NGEF,45.525000000000006,False,False
NGLY1,48.16,False,False
NGRN,50.77,False,True
NHEJ1,53.31,False,False
NHLRC2,50.21,False,False
NHLRC3,49.96,False,False
NHP2,52.44,False,False
NHP2L1,50.2,False,False
NHSL1,48.730000000000004,False,False
NIBP,48.97,False,False
NID1,51.07,False,False
NIF3L1,62.255,False,False
NIP7,50.864999999999995,False,False
NIPA1,54.23,False,False
NIPA2,51.27,False,False
NIPAL3,51.74,False,False
NIPBL,44.72,False,False
NIPSNAP1,51.84,False,False
NIPSNAP3A,58.955,False,False
NISCH,48.99,False,False
NIT1,63.72,False,False
NIT2,53.55,False,False
NKAP,47.69,False,False
NKIRAS1,46.27,False,False
NKIRAS2,47.74,False,False
NKRF,43.73,False,False
NLE1,52.87,False,False
NLGN2,57.65,False,False
NLK,49.3,False,False
NLN,52.24,False,True
NLRP2,49.46,False,False
NLRP7,48.38,False,False
NLRX1,50.305,False,False
NMD3,49.735,False,False
NME1,62.92,False,False
NME2,65.13499999999999,False,False
NME2P1,66.8,False,False
NME3,62.09,False,False
NME4,54.79,False,True
NME6,55.16,False,False
NME7,47.91,False,False
NMI,52.56,False,False
NMNAT1,53.63,False,False
NMNAT3,49.82,False,False
NMRAL1,48.855,False,False
NMRK1,51.98,False,False
NMT1,51.59,False,False
NMT2,50.364999999999995,False,False
NMU,49.43,False,False
NNMT,54.07,False,False
NNT,51.66,False,False
NO66,52.77,False,False
NOA1,51.66,False,False
NOB1,48.99,False,False
NOC2L,50.225,False,True
NOC3L,50.035,False,False
NOC4L,46.15,False,False
NOL11,54.32,False,False
NOL3,65.245,False,False
NOL5A,52.09,False,False
NOL6,51.8,False,False
NOL7,52.769999999999996,True,False
NOL9,44.59,False,False
NOLC1,53.62,False,False
NOM1,44.03,False,False
NOMO1,52.644999999999996,False,False
NOMO2,51.14,False,False
NONO,46.44,False,False
NOP10,51.375,False,False
NOP14,45.76,False,False
NOP16,55.21,False,False
NOP2,53.16,False,False
NOP5/NOP58,48.67,False,False
NOP56,51.55,False,False
NOP58,54.144999999999996,False,False
NOP9,46.54,False,False
NOS1AP,50.08,False,False
NOSIP,47.11,False,False
NOTCH1,52.53,False,False
NOTCH2,44.93,False,False
NOTUM,51.36,False,False
NOVA1,54.1,False,False
NOVA2,51.58,False,False
NPAT,63.53,False,False
NPC1,50.7,False,False
NPC1L1,51.72,False,False
NPDC1,50.54,False,False
NPEPL1,49.44,False,False
NPEPPS,53.855000000000004,False,False
NPLOC4,50.88,False,False
NPM1,52.84,False,True
NPM3,53.18,False,False
NPRL3,51.38,False,False
NPTN,56.5,False,True
NPTX1,62.98,False,False
NQO1,50.405,False,False
NQO2,52.24,False,False
NR1H2,44.379999999999995,False,False
NR2C1,47.825,False,False
NR2C2,49.65,False,False
NR2C2AP,50.39,False,False
NR2F2,48.370000000000005,False,False
NR2F6,47.1,False,False
NR3C1,46.02,False,False
NR5A1,47.095,False,False
NR6A1,45.91,False,False
NRAS,56.76,False,False
NRBF2,50.69,False,False
NRBP1,49.73,False,False
NRBP2,52.44,False,False
NRCAM,63.57,False,False
NRD1,50.02,False,False
NRF1,48.55,False,False
NRM,51.44,False,False
NRP1,61.06,False,False
NRP2,53.16,False,False
NRSN2,51.13,False,False
NSDHL,51.32,False,False
NSF,48.06,False,False
NSFL1C,50.28,False,False
NSL1,49.79,False,False
NSMAF,50.875,False,False
NSMCE1,49.03,False,False
NSMCE2,49.34,False,False
NSMCE4A,48.78,False,False
NSRP1,56.1,False,False
NSUN2,47.25,False,False
NSUN4,49.83,False,False
NSUN5,47.06,False,False
NSUN6,49.86,False,False
NT5C,57.19,False,False
NT5C1B,50.03,False,False
NT5C2,54.22,False,False
NT5C3,49.22,False,False
NT5C3A,49.370000000000005,False,False
NT5C3B,50.515,False,False
NT5C3L,48.49,False,False
NT5DC1,53.77,False,False
NT5DC2,51.42,False,False
NT5DC3,52.29,False,False
NTAN1,50.47,False,False
NTHL1,48.724999999999994,False,False
NTMT1,47.705,False,False
NTPCR,47.480000000000004,False,False
NTRK1,47.22,False,False
NUB1,47.58,False,False
NUBP1,52.36,False,False
NUBP2,50.97,False,False
NUBPL,53.22,False,False
NUCB1,53.83,False,False
NUDC,50.75,False,False
NUDCD1,50.18,False,False
NUDCD2,47.02,False,False
NUDCD3,49.46,False,False
NUDT1,51.92,False,False
NUDT10,52.7,False,False
NUDT11,50.36,False,False
NUDT12,50.41,False,False
NUDT13,51.12,False,True
NUDT14,54.9,False,False
NUDT15,50.105000000000004,False,True
NUDT16,57.09,False,False
NUDT16L1,50.2,False,False
NUDT18,53.1,False,False
NUDT19,52.97,False,False
NUDT2,49.66,False,False
NUDT21,52.35,False,False
NUDT22,50.215,False,False
NUDT3,53.38,False,False
NUDT4,50.57,False,False
NUDT5,55.9,False,False
NUDT7,57.29,False,False
NUDT8,50.09,False,False
NUDT9,49.96,False,False
NUF2,46.32,True,False
NUFIP1,46.41,False,True
NUFIP2,50.795,False,False
NUMA1,51.16,False,False
NUMB,50.5,False,False
NUMBL,52.31,False,False
NUP107,47.24,False,False
NUP133,47.88,False,False
NUP153,50.58,False,False
NUP155,49.93,False,False
NUP160,48.04,False,False
NUP188,47.3,False,False
NUP205,49.03,False,False
NUP210,52.19,False,False
NUP214,50.67,False,False
NUP35,51.0,False,False
NUP37,53.91,False,False
NUP43,55.93,False,False
NUP50,52.85,False,False
NUP54,50.28,False,False
NUP62,50.22,False,False
NUP85,53.17,False,False
NUP88,48.84,False,False
NUP93,46.86,False,False
NUP98,48.02,False,False
NUPL1,58.84,False,False
NUPL2,52.79,False,False
NUS1,54.56999999999999,False,False
NUSAP1,51.875,True,False
NUTF2,65.035,False,False
NVL,50.81999999999999,False,False
NXF1,49.43,False,False
NXN,51.08,False,False
NXT1,48.805,False,False
OARD1,48.435,False,False
OAS1,51.025,False,False
OAS3,48.24,False,False
OAT,52.96,False,False
OBSCN,51.28,False,False
OBSL1,46.37,False,False
OCIAD1,50.71,False,False
OCRL,49.68,False,False
ODF2,50.150000000000006,False,False
ODR4,52.34,False,False
OFD1,48.665,False,False
OGDH,49.615,False,False
OGDHL,48.98,False,False
OGFOD1,51.62,False,False
OGFOD2,48.37,False,False
OGFOD3,50.42,False,False
OGFR,46.23,False,False
OGT,47.77,False,True
OIP5,54.35,False,False
OLA1,50.18,False,False
OLIG2,44.535,False,False
OMA1,50.42,False,False
OPA1,49.96,False,False
OPA3,51.52,False,False
OPHN1,57.79,False,False
OPLAH,50.315,False,False
OPTN,53.79,False,False
ORAI1,51.29,False,True
ORAOV1,50.19,False,False
ORC2,48.025000000000006,False,False
ORC2L,45.81,False,False
ORC3,48.165000000000006,False,False
ORC3L,45.49,False,False
ORC4,48.68,False,False
ORC4L,46.18,False,False
ORC5,47.72,False,False
ORC5L,44.95,False,False
ORC6,45.71,False,True
ORC6L,44.47,False,False
ORM1,52.03,False,False
ORM2,52.2,False,False
ORMDL1,51.56,False,False
ORMDL2,50.595,False,False
ORMDL3,51.525,False,False
OS9,51.47,False,False
OSBP,51.12,False,False
OSBPL10,47.12,False,False
OSBPL11,47.535,False,False
OSBPL1A,54.17,False,False
OSBPL2,47.21,False,False
OSBPL3,45.7,False,False
OSBPL6,45.02,False,False
OSBPL8,47.53,False,False
OSBPL9,46.86,False,False
OSCP1,55.125,False,False
OSGEP,52.32,False,False
OSGEPL1,49.875,False,False
OSGIN1,46.555,False,False
OSMR,48.355000000000004,False,False
OSTBETA,50.55,False,False
OSTC,51.22,False,False
OSTF1,48.13,False,False
OSTM1,50.47,False,False
OTC,52.57,False,False
OTUB1,51.93,False,False
OTUB2,52.32,False,False
OTUD3,46.09,False,False
OTUD4,50.12,False,False
OTUD5,51.94,False,False
OTUD6B,47.35,False,False
OTUD7B,47.98,False,False
OTX1,45.355000000000004,False,False
OVCA2,48.91,False,False
OXA1L,50.93,False,False
OXCT1,51.285,False,False
OXLD1,53.29,False,False
OXNAD1,51.8,False,False
OXR1,52.21,False,False
OXSM,61.19,False,False
OXSR1,46.35,False,False
P2RX4,53.32,False,False
P2RY11,52.63,False,False
P4HA1,51.34,False,True
P4HA2,51.4,False,False
P4HB,52.47,False,False
P76,51.39,False,False
PA2G4,50.12,False,False
PAAF1,49.955,False,False
PABPC1,50.845,False,False
PABPC4,50.21,False,False
PABPN1,49.43,False,False
PACRGL,52.425,False,False
PACS1,49.15,False,False
PACS2,50.74,False,False
PACSIN2,48.63,False,False
PACSIN3,48.31,False,False
PADI2,55.61,False,False
PADI3,50.26,False,False
PAF1,46.19,False,False
PAFAH1B1,55.43,False,False
PAFAH1B2,48.31,False,False
PAFAH1B3,48.59,False,False
PAFAH2,51.16,False,False
PAGE4,50.86,False,False
PAH,48.92,False,False
PAICS,69.77,False,True
PAIP1,51.53,False,False
PAIP2,50.22,False,False
PAIP2B,51.85,False,False
