protein_name,median_melting_point,transcript_reg,nontranscr_reg
CTDSP2,48.0,False,False
CTDSPL2,48.63,False,False
CTF8,46.57,False,False
CTGF,50.81,False,False
CTH,52.25,False,False
CTIF,55.3,False,False
CTNNA1,52.72,False,False
CTNNAL1,47.17,False,False
CTNNB1,51.325,False,False
CTNNBIP1,52.05,False,False
CTNNBL1,45.49,False,False
CTNND1,47.36,False,False
CTPS,49.95,False,False
CTPS1,52.285,False,False
CTPS2,54.19,False,False
CTR9,47.31,False,False
CTSA,52.51,False,False
CTSB,52.39,False,False
CTSC,59.775,False,False
CTSD,52.34,False,False
CTSH,53.43,False,False
CTSL1,51.56,False,False
CTSL2,50.92,False,False
CTSS,54.94,False,False
CTSZ,54.3,False,False
CTTNBP2,53.73,False,True
CTTNBP2NL,49.07,False,False
CTU1,51.095,False,False
CTU2,51.315,False,False
CUEDC1,69.06,False,False
CUEDC2,52.04,False,False
CUGBP1,46.44,False,False
CUL1,52.52,False,False
CUL2,52.27,False,False
CUL3,52.95,False,False
CUL4A,49.53,False,False
CUL4B,52.81,False,False
CUL5,53.2,False,False
CUL7,45.925,False,False
CUL9,47.49,False,False
CUTA,63.49,False,False
CUTC,53.81,False,False
CUX1,50.59,False,False
CWC22,44.855000000000004,False,False
CWC25,49.11,False,False
CWC27,51.614999999999995,False,False
CWF19L1,49.27,False,False
CWF19L2,48.36,False,False
CXCL5,52.95,False,False
CXORF15,50.96,False,False
CXORF26,49.74,False,False
CXORF38,49.88,False,False
CXORF56,49.04,False,False
CXXC1,45.235,False,False
CXorf38,54.53,False,False
CXorf40A,53.72,False,False
CXorf48,45.07,False,False
CXorf56,55.955,False,False
CYB5A,49.82,False,False
CYB5B,56.485,False,False
CYB5R1,52.14,False,False
CYB5R2,57.19,False,False
CYB5R3,53.3,False,False
CYB5R4,51.035,False,False
CYBA,51.56,False,False
CYBASC3,50.51,False,False
CYC1,52.69,False,False
CYCS,50.92,False,False
CYFIP1,50.21,False,False
CYFIP2,53.370000000000005,False,False
CYHR1,53.56,False,False
CYLD,53.785,False,True
CYP11B1,52.08,False,False
CYP19A1,48.815,False,False
CYP1A1,50.67,False,False
CYP20A1,52.27,False,False
CYP24,49.495000000000005,False,False
CYP27A1,49.24,False,False
CYP2J2,56.980000000000004,False,False
CYP2S1,52.165,False,False
CYP2W1,51.14,False,False
CYP4F11,51.23,False,False
CYP4F12,51.83,False,False
CYP4F2,51.09,False,False
CYP4F3,51.96,False,False
CYP4X1,58.37,False,False
CYP51A1,46.77,False,False
CYP8B1,46.99,False,False
CYR61,57.28,False,False
CYTB,52.515,False,False
CYTH1,50.730000000000004,False,False
CYTH2,52.22,False,False
CYTH3,51.11,False,False
CYTSA,50.3,False,False
D2HGDH,55.480000000000004,False,False
DAAM1,48.98,False,False
DAB2,48.45,False,False
DAB2IP,50.425,False,False
DAD1,52.25,False,False
DAG1,55.61,False,False
DAGLA,50.515,False,False
DAGLB,51.93,False,False
DAK,52.17,False,False
DAP,59.235,False,False
DAP3,49.13,False,False
DAPK3,48.79,False,False
DARS,50.52,False,False
DARS2,50.22,False,False
DAXX,47.91,False,False
DAZAP1,52.38,False,False
DAZAP2,49.665,False,False
DBF4,43.09,True,False
DBN1,47.870000000000005,False,False
DBNDD1,61.44,False,False
DBNL,48.36,False,False
DBR1,53.63,False,False
DBT,50.47,False,False
DCAF10,56.11,False,False
DCAF11,52.42,False,False
DCAF12,49.705,False,False
DCAF13,54.935,False,False
DCAF15,57.97,False,False
DCAF16,52.23,False,False
DCAF5,53.12,False,False
DCAF6,57.56,False,False
DCAF7,54.685,False,False
DCAF8,53.335,False,False
DCAKD,48.02,False,False
DCD,57.325,False,False
DCDC2,46.06,False,False
DCK,53.19,False,False
DCLK2,49.25,False,False
DCLRE1C,57.43,False,False
DCP1A,49.334999999999994,False,False
DCP1B,52.495000000000005,False,False
DCP2,45.11,False,False
DCPS,56.16,False,False
DCTD,57.095,False,False
DCTN1,48.56,False,True
DCTN2,49.67,False,False
DCTN3,49.32,False,False
DCTN4,50.504999999999995,False,False
DCTN5,52.25,False,False
DCTN6,51.055,False,False
DCTPP1,60.025000000000006,False,False
DCUN1D1,50.56,False,False
DCUN1D3,46.345,False,False
DCUN1D4,47.69,False,False
DCUN1D5,45.24,False,False
DCXR,52.96,False,False
DDA1,49.84,False,False
DDAH1,54.46,False,False
DDAH2,55.43,False,False
DDB1,57.7,False,False
DDB2,51.8,False,False
DDC,52.13,False,False
DDHD1,48.41,False,False
DDHD2,51.91,False,False
DDI2,51.44,False,False
DDIT4,45.46,False,False
DDO,51.135000000000005,False,False
DDOST,51.71,False,False
DDR1,49.73,False,False
DDRGK1,50.27,False,False
DDT,64.88,False,False
DDX1,49.42,False,False
DDX10,48.61,False,False
DDX11,49.54,False,False
DDX11L8,48.93,False,False
DDX17,49.05,False,False
DDX18,50.19,False,True
DDX19A,48.82,False,False
DDX19B,51.745000000000005,False,False
DDX20,47.39,False,False
DDX21,49.82,False,True
DDX23,50.495,False,False
DDX24,47.445,False,False
DDX27,50.254999999999995,False,True
DDX28,46.81,False,False
DDX39,46.16,False,False
DDX39A,48.18,False,False
DDX39B,53.894999999999996,False,False
DDX3X,47.29,False,False
DDX3Y,46.03,False,False
DDX41,46.230000000000004,False,False
DDX42,47.79,False,False
DDX46,48.39,False,False
DDX47,49.91,False,False
DDX49,51.63,False,False
DDX5,48.394999999999996,False,False
DDX50,53.879999999999995,False,False
DDX52,49.78,False,False
DDX54,49.5,False,False
DDX55,49.06,False,False
DDX56,51.2,False,False
DDX58,46.31,False,False
DDX59,49.28,False,False
DDX6,50.4,False,False
DECR1,53.86,False,False
DECR2,50.405,False,False
DEF6,45.730000000000004,False,False
DEF8,48.29,False,False
DEGS1,51.27,False,False
DEK,48.18,False,False
DENND1A,48.33,False,False
DENND1B,52.71,False,False
DENND2C,48.43,False,False
DENND3,49.61,False,False
DENND4A,47.56999999999999,False,True
DENND4B,51.26,False,False
DENND4C,48.61,False,False
DENND5B,48.565,False,False
DENND6A,50.08,False,False
DENR,54.64,False,False
DEPDC7,47.51,False,True
DERA,52.71,False,False
DERL1,51.195,False,False
DERL2,51.69,False,False
DES,49.69,False,False
DESI1,49.16,False,True
DFFA,51.66,False,False
DFFB,53.18,False,False
DFNA5,51.13,False,False
DGAT1,51.42,False,False
DGCR14,46.54,False,False
DGCR2,50.695,False,False
DGCR6,49.62,False,False
DGCR6L,47.535,False,False
DGCR8,48.56,False,False
DGKA,45.24,False,False
DGKD,52.7,False,False
DGKE,49.05,False,False
DGKK,45.32,False,False
DGKQ,49.045,False,False
DGKZ,49.635,False,False
DGUOK,54.11,False,False
DHCR24,49.66,False,False
DHCR7,49.56,False,False
DHDDS,51.95,False,False
DHFR,46.03,False,False
DHODH,52.04,False,False
DHPS,53.45,False,False
DHRS1,49.175,False,False
DHRS11,52.43,False,False
DHRS13,47.91,False,False
DHRS2,50.54,False,False
DHRS3,51.23,False,False
DHRS4,51.42,False,False
DHRS7,52.36,False,False
DHRS7B,49.63,False,False
DHTKD1,49.2,False,False
DHX15,55.7,False,False
DHX16,49.63,False,False
DHX29,50.480000000000004,False,False
DHX30,49.92,False,False
DHX32,46.315,False,False
DHX34,46.885000000000005,False,False
DHX35,47.245000000000005,False,False
DHX36,49.74,False,False
DHX37,46.245000000000005,False,False
DHX38,49.19,False,False
DHX40,48.61,False,False
DHX57,50.4,False,False
DHX8,48.175,False,False
DHX9,49.54,False,False
DIABLO,63.095,False,False
DIAPH1,48.61,False,False
DIAPH2,47.945,False,False
DIAPH3,56.45,False,False
DICER1,48.47,False,False
DIDO1,48.41,False,False
DIEXF,47.8,False,False
DIMT1,55.02,False,False
DIMT1L,50.91,False,False
DIP2A,50.17,False,False
DIP2B,52.75,False,False
DIP2C,58.739999999999995,False,False
DIS3,46.26,False,False
DIS3L,48.005,False,False
DIS3L2,49.59,False,False
DJ-1,52.53,False,False
DKC1,51.735,False,False
DKFZP586J0619,44.77,False,False
DKFZP686O24166,51.36,False,False
DKFZP761E198,47.34,False,False
DKFZp564L232,45.46,False,False
DKFZp566H1924,49.61,False,False
DKFZp686L0695,50.455,False,False
DKFZp686N07218,52.28,False,False
DKFZp762C0813,47.24,False,False
DKFZp779C2259,51.56,False,False
DKFZp781D08126,49.49,False,False
DKFZp781D1416,53.07,False,False
DKK1,49.35,False,False
DLAT,53.87,False,False
DLC1,48.95,False,False
DLD,52.7,False,False
DLG1,50.29,False,False
DLG2,50.04,False,False
DLG3,51.44,False,False
DLG5,53.230000000000004,False,False
DLGAP4,53.46,False,False
DLGAP5,48.86,True,False
DLK1,50.61,False,False
DMAP1,46.959999999999994,False,False
DMD,48.54,False,False
DMTF1,58.21,False,False
DMWD,50.31,False,False
DMXL1,48.07,False,False
DMXL2,49.29,False,False
DNA2,46.37,False,False
DNAAF2,56.45,False,False
DNAH1,53.77,False,False
DNAH17,54.0,False,False
DNAJA1,50.68,False,False
DNAJA2,50.34,False,False
DNAJA3,47.63,False,False
DNAJB1,47.33,False,False
DNAJB11,50.980000000000004,False,False
DNAJB12,48.79,False,False
DNAJB14,48.69,False,False
DNAJB2,48.62,False,False
DNAJB4,47.75,False,False
DNAJB6,45.82,False,False
DNAJC1,50.74,False,False
DNAJC10,50.99,False,False
DNAJC11,50.14,False,False
DNAJC12,50.94,False,False
DNAJC13,49.845,False,False
DNAJC14,68.68,False,False
DNAJC16,50.115,False,False
DNAJC17,50.44,False,False
DNAJC19,51.16,False,False
DNAJC2,47.66,False,False
DNAJC21,49.72,False,False
DNAJC24,62.2,False,False
DNAJC25,49.254999999999995,False,False
DNAJC3,50.91,False,False
DNAJC6,50.99,False,False
DNAJC7,47.97,False,False
DNAJC8,49.93,False,False
DNAJC9,52.25,False,False
DNAL1,52.44,False,False
DNAL4,53.27,False,False
DNASE1L1,51.09,False,False
DNLZ,50.62,False,False
DNM1,48.22,False,False
DNM1L,49.94,False,False
DNM2,49.18,False,False
DNM3,67.78,False,False
DNMBP,46.53,False,True
DNMT1,51.18,False,False
DNMT3A,45.035,False,False
DNMT3B,42.78,False,False
DNPEP,66.78,False,False
DNPH1,55.525000000000006,False,False
DNTTIP1,43.59,False,True
DNTTIP2,49.73,False,True
DOCK1,48.38,False,False
DOCK10,52.379999999999995,False,False
DOCK11,46.47,False,False
DOCK4,46.614999999999995,False,False
DOCK5,48.77,False,False
DOCK6,49.75,False,False
DOCK7,45.78,False,False
DOCK8,44.42,False,False
DOCK9,51.82,False,False
DOHH,46.7,False,False
DOK1,49.92,False,False
DOK3,49.78,False,False
DOLK,51.3,False,False
DOLPP1,51.8,False,False
DOM3Z,51.379999999999995,False,False
DONSON,49.88,False,False
DOPEY2,50.35,False,False
DOS,51.64,False,False
DOT1L,68.9,False,False
DPCD,50.47,False,False
DPF2,46.79,False,False
DPH1,53.935,False,False
DPH2,52.28,False,True
DPH5,52.59,False,False
DPM1,49.05,False,False
DPM3,60.695,False,False
DPP3,51.88,False,False
DPP7,63.48,False,False
DPP8,51.74,False,False
DPP9,50.0,False,False
DPY19L1,50.52,False,False
DPY19L3,50.89,False,False
DPY19L4,50.78,False,False
DPYD,53.375,False,False
DPYSL2,52.68,False,False
DPYSL3,60.54,False,False
DPYSL4,55.56,False,False
DPYSL5,52.48,False,False
DQX1,50.31,False,False
DR1,51.46,False,False
DRAP1,55.72,False,False
DRG1,52.54,False,False
DRG2,50.5,False,False
DSC1,55.95,False,False
DSC2,50.709999999999994,False,False
DSCC1,47.519999999999996,False,False
DSCR3,52.8,False,False
DSG1,53.71,False,False
DSG2,51.19,False,False
DSN1,48.99,True,False
DSP,49.3,False,False
DST,49.87,False,False
DSTN,51.64,False,False
DSTYK,49.55,False,False
DTD1,69.73,False,False
DTD2,60.05,False,False
DTL,47.96,True,False
DTNA,49.47,False,False
DTNB,48.43,False,False
DTNBP1,51.75,False,True
DTWD1,49.78,False,True
DTWD2,48.57,False,False
DTX2,50.29,False,False
DTX3L,46.349999999999994,False,False
DTYMK,50.4,False,False
DUS1L,47.51,False,False
DUS2L,49.19,False,False
DUS3L,48.81,False,False
DUS4L,55.45,False,False
DUSP1,48.39,False,False
DUSP12,48.94,False,False
DUSP19,49.57,False,True
DUSP22,51.28,False,False
DUSP23,56.44,False,False
DUSP3,52.52,False,False
DUSP4,47.255,False,False
DUSP6,44.93,False,False
DUSP9,44.84,False,False
DUT,54.89,False,False
DVL1,50.71,False,False
DVL2,44.81,False,False
DVL3,53.04,False,True
DYM,50.25,False,False
DYNC1H1,49.99,False,False
DYNC1I2,51.87,False,False
DYNC1LI1,50.33,False,False
DYNC1LI2,50.16,False,False
DYNC2LI1,46.82,False,False
DYNLL1,54.525000000000006,False,False
DYNLL2,56.14,False,False
DYNLRB1,50.565,False,False
DYNLT1,50.355000000000004,False,False
DYNLT3,59.185,False,False
DYRK1A,50.1,False,False
DYSF,49.62,False,True
E2F3,54.74,False,False
E2F4,50.8,False,False
E2F5,54.69,False,False
E2F6,45.86,False,False
E2F7,54.21,False,False
E4F1,54.47,False,False
EAF1,47.24,False,True
EAPP,48.03,False,False
EARS2,47.26,False,False
EBAG9,51.95,False,False
EBF1,55.03,False,False
EBNA1BP2,52.59,False,True
EBP,50.66,False,False
ECD,49.13,False,False
ECE1,54.815,False,False
ECE2,47.745000000000005,False,False
ECH1,51.33,False,False
ECHDC1,67.73,False,False
ECHS1,51.91,False,False
ECI1,54.19,False,False
ECI2,52.709999999999994,False,False
ECM1,52.36,False,False
ECM29,49.915000000000006,False,False
ECSIT,51.78,False,False
ECT2,46.975,False,False
EDC3,48.345,False,False
EDC4,47.28,False,False
EDD1,44.55,False,False
EDEM1,50.96,False,False
EDEM3,51.315,False,False
EDRF1,49.37,False,False
EED,48.595,False,False
EEF1A1,50.27,False,False
EEF1A2,55.14,False,False
EEF1B2,49.52,False,False
EEF1D,49.615,False,False
EEF1E1,46.965,False,False
EEF1G,49.4,False,False
EEF2,55.63,False,False
EEF2K,46.41,False,False
EEFSEC,47.67,False,False
EEPD1,48.625,False,False
EFCAB14,62.49,False,False
EFCAB4B,49.45,False,False
EFHA1,49.88,False,False
EFHD1,48.63,False,False
EFHD2,51.17,False,False
EFNB1,51.4,False,False
EFNB2,52.58,False,False
EFNB3,53.99,False,False
EFR3A,49.565,False,False
EFTUD1,48.68,False,False
EFTUD2,60.68,False,False
EGFL7,49.76,False,False
EGFR,50.175,False,False
EGLN1,49.82,False,False
EGR1,49.57,False,False
EHBP1,46.43,False,False
EHBP1L1,48.465,False,False
EHD1,49.65,False,False
EHD2,47.25,False,False
EHD3,50.62,False,False
EHD4,48.15,False,False
EHHADH,50.13,False,False
EHMT1,46.585,False,False
EHMT2,46.739999999999995,False,False
EI24,51.1,False,False
EID2,60.315,False,False
EIF1,52.39,False,False
EIF1AD,50.89,False,False
EIF1AP1,51.0,False,False
EIF1AX,58.69,False,False
EIF1AY,60.625,False,False
EIF1B,52.769999999999996,False,False
EIF2A,51.28,False,False
EIF2AK1,53.94,False,False
EIF2AK2,45.045,False,False
EIF2AK3,48.93,False,False
EIF2AK4,47.915,False,False
EIF2B1,56.37,False,False
EIF2B2,54.2,False,False
EIF2B3,49.86,False,False
EIF2B4,49.18,False,False
EIF2B5,50.07,False,False
EIF2C1,49.37,False,False
EIF2C2,48.84,False,False
EIF2C3,47.825,False,False
EIF2D,47.12,False,False
EIF2S1,53.2,False,False
EIF2S2,52.58,False,False
EIF2S3,53.27,False,False
EIF3A,49.38,False,True
EIF3B,48.74,False,False
EIF3C,48.68,False,False
EIF3D,48.54,False,False
EIF3E,47.8,False,False
EIF3F,49.0,False,False
EIF3G,49.33,False,False
EIF3H,49.7,False,False
EIF3I,48.73,False,False
EIF3J,52.21,False,False
EIF3K,51.38,False,False
EIF3L,51.55,False,False
EIF3M,49.13,False,False
EIF3S3,56.19,False,False
EIF4A1,49.07,False,False
EIF4A2,54.53,False,False
EIF4A3,50.05,False,False
EIF4B,51.92,False,False
EIF4E,50.58,False,False
EIF4E2,49.52,False,False
EIF4E3,50.785,False,False
EIF4EBP2,55.86,False,False
EIF4ENIF1,47.93,False,False
EIF4G1,47.77,False,False
EIF4G2,48.71,False,False
EIF4G3,47.69,False,False
EIF4H,50.64,False,False
EIF5,51.2,False,False
EIF5A,48.58,False,False
EIF5A2,68.7,False,False
EIF5AL1,54.46,False,False
EIF5B,50.69,False,False
EIF6,58.17,False,False
ELAC1,50.49,False,False
ELAC2,52.75,False,False
ELAVL1,47.855,False,False
ELF1,43.915,False,False
ELF2,48.54,False,False
ELF3,57.2,False,False
ELK1,53.05,False,False
ELL,46.04,False,False
ELL2,44.14,False,False
ELMO1,48.45,False,False
ELMO2,47.585,False,False
ELMO3,56.36,False,False
ELMOD2,51.28,False,False
ELMSAN1,43.02,False,False
ELOF1,56.629999999999995,False,False
ELOVL1,50.58,False,False
ELOVL2,50.89,False,False
ELOVL5,50.96,False,False
ELOVL6,51.35,False,False
ELP2,51.1,False,False
ELP3,49.67,False,False
ELP4,50.894999999999996,False,False
ELP5,64.62,False,False
ELP6,65.74,False,False
EMB,59.02,False,False
EMC1,56.265,False,False
EMC10,50.14,False,False
EMC2,53.295,False,False
EMC3,50.4,False,False
EMC4,55.825,False,False
EMC6,54.35,False,False
EMC7,56.795,False,False
EMC8,49.24,False,False
EMC9,57.875,False,False
EMD,49.54,False,False
EMG1,52.95,False,True
EML1,53.94,False,False
EML2,51.23,False,False
EML3,49.260000000000005,False,False
EML4,49.24,False,False
EMR2,50.96,False,False
EMSY,55.44,False,False
ENAH,58.96,False,False
ENC1,46.735,False,False
ENDOD1,51.78,False,False
ENDOG,50.09,False,False
ENDOV,52.7,False,False
ENGASE,53.2,False,False
ENO1,54.585,False,False
ENO2,55.55,False,False
ENO3,53.4,False,True
ENOPH1,49.44,False,False
ENOSF1,51.09,False,False
ENPP1,59.8,False,False
ENPP4,61.4,False,False
ENSA,53.02,False,False
ENTHD2,52.375,False,False
ENTPD2,49.34,False,False
ENTPD3,52.85,False,False
ENTPD4,51.06,False,False
ENTPD5,51.445,False,False
ENTPD6,50.67,False,False
ENTPD7,50.73,False,False
ENY2,51.480000000000004,False,False
EOGT,50.724999999999994,False,False
EP300,49.83,False,False
EP400,46.03,False,False
EPB41,50.43,False,True
EPB41L1,49.12,False,False
EPB41L2,52.525,False,False
EPB41L3,54.64,False,False
EPB41L5,49.04,False,False
EPB49,50.12,False,False
EPC1,45.95,False,False
EPC2,46.06,False,False
EPCAM,51.56,False,False
EPG5,49.745000000000005,False,False
EPHA2,48.144999999999996,False,False
EPHA4,52.43,False,False
EPHA7,53.36,False,False
EPHB2,56.38,False,False
EPHB4,47.44,False,False
EPHB6,53.18,False,False
EPHX1,54.855000000000004,False,False
EPHX2,54.905,False,False
EPM2A,51.155,False,False
EPM2AIP1,49.81,False,False
EPN1,50.1,False,False
EPN2,53.6,False,False
EPPK1,48.745,False,False
EPRS,47.415,False,False
EPS15,49.68,False,False
EPS15L1,49.04,False,False
EPS8,49.68,False,False
EPS8L1,47.54,False,False
EPS8L2,49.135000000000005,False,False
EPS8L3,47.72,False,False
ERAL1,46.42,False,False
ERAP1,50.925,False,False
ERAP2,52.25,False,False
ERBB2,47.44,False,False
ERBB2IP,48.415,False,False
ERBB3,47.94,False,False
ERC1,48.25,False,False
ERCC1,48.68,False,False
ERCC2,48.02,False,False
ERCC3,45.855000000000004,False,False
ERCC4,49.22,False,False
ERCC5,49.68,False,False
ERCC6L,45.93,False,False
ERCC8,51.88,False,False
ERF,44.894999999999996,False,False
ERGIC1,51.83,False,False
ERGIC2,51.185,False,False
ERGIC3,51.43,False,False
ERH,63.57,False,False
ERI1,47.62,False,False
ERI3,50.88,False,True
ERICH1,48.834999999999994,False,False
ERLEC1,55.05,False,False
ERLIN1,50.17,False,False
ERLIN2,50.41,False,False
ERMAP,51.66,False,False
ERMP1,54.715,False,False
ERN1,49.03,False,False
ERO1L,51.85,False,False
ERP27,51.72,False,False
ERP29,52.42,False,False
ERP44,54.995000000000005,False,False
ERRFI1,50.63,False,False
ESAM,53.2,False,False
ESD,54.65,False,False
ESF1,44.34,False,False
ESPL1,48.349999999999994,False,False
ESPN,50.61,False,False
ESRRA,49.57,False,True
ESYT1,52.209999999999994,False,False
ESYT2,52.39,False,False
ETF1,50.65,False,False
ETFA,51.91,False,False
ETFB,51.31,False,False
ETFDH,52.19,False,False
ETHE1,55.87,False,False
ETNK1,51.39,False,False
ETNK2,48.14,False,False
ETV6,57.57,False,False
EURL,54.67,False,False
EVC2,63.09,False,False
EVI5,49.075,False,False
EVL,53.44,False,False
EVPL,46.97,False,False
EWSR1,52.7,False,False
EXD2,49.44,False,False
EXDL2,47.55,False,False
EXOC1,48.34,False,False
EXOC2,48.41,False,False
EXOC3,48.04,False,False
EXOC4,48.14,False,False
EXOC5,48.23,False,False
EXOC6,47.42,False,False
EXOC6B,48.22,False,False
EXOC7,47.85,False,False
EXOC8,48.15,False,False
EXOG,50.135,False,False
EXOSC1,49.82,False,False
EXOSC10,43.89,False,False
EXOSC2,55.64,False,False
EXOSC3,51.15,False,False
EXOSC4,59.18,False,False
EXOSC5,56.18,False,False
EXOSC6,56.76,False,False
EXOSC7,61.47,False,False
EXOSC8,56.51,False,False
EXOSC9,62.39,False,False
EXT1,51.48,False,False
EXT2,50.47,False,False
EXTL2,49.95,False,False
EYA3,45.83,False,True
EYA4,49.605000000000004,False,False
EZH2,45.85,False,False
EZR,51.36,False,False
F10,50.96,False,False
F11,50.88,False,False
F11R,60.24,False,False
F2,51.5,False,False
F2R,50.31,False,False
F5,51.21,False,False
F8A1,50.095,False,False
FAAH,50.864999999999995,False,False
FAAP100,54.17,False,False
FAAP24,51.075,False,False
FABP1,51.695,False,False
FABP5,53.95,False,False
FADD,52.845,False,False
FADS1,49.23,False,False
FADS2,49.11,False,False
FADS3,51.435,False,False
FAF1,51.87,False,False
FAF2,48.745000000000005,False,False
FAH,67.69,False,True
FAHD1,63.47,False,False
FAHD2A,52.33,False,False
FAIM,51.18,False,False
FAM101B,53.46,False,False
FAM102A,52.504999999999995,False,False
FAM102B,48.27,False,False
FAM103A1,52.2,False,False
FAM105B,48.18,False,False
FAM107B,52.625,False,False
FAM109A,49.67,False,False
FAM111B,54.89,False,False
FAM114A1,51.62,False,False
FAM114A2,50.26,False,False
FAM115A,47.43,False,False
FAM115C,44.54,False,False
FAM117A,50.71,False,False
FAM117B,48.72,False,True
FAM118A,47.52,False,False
FAM118B,48.08,False,False
FAM119A,51.17,False,False
FAM120A,49.629999999999995,False,False
FAM120B,49.035,False,False
FAM120C,48.695,False,False
FAM122A,56.7,False,False
FAM122B,59.045,False,False
FAM125B,49.010000000000005,False,False
FAM126A,49.53,False,False
FAM126B,54.89,False,False
FAM127A,48.045,False,False
FAM127B,49.58,False,False
FAM128A,50.87,False,False
FAM129A,48.11,False,False
FAM129B,50.87,False,False
FAM134A,54.46,False,False
FAM134C,57.33,False,False
FAM135A,50.555,False,False
FAM136A,51.875,False,False
FAM158A,52.13,False,False
FAM160A2,49.3,False,False
FAM160B1,50.28,False,False
FAM160B2,48.0,False,False
FAM161A,65.83,False,False
FAM162A,50.05,False,False
FAM164A,50.4,False,False
FAM168A,49.89,False,False
FAM169A,52.36,False,False
FAM171A1,50.11,False,False
FAM172A,50.849999999999994,False,False
FAM175A,51.59,False,False
FAM175B,53.53,False,False
FAM176A,50.93,False,False
FAM177A1,55.455,False,False
FAM185A,57.83,False,False
FAM188A,53.760000000000005,False,False
FAM18B2,51.705,False,False
FAM193A,53.58,False,False
FAM195A,50.93,False,False
FAM203A,48.825,False,False
FAM206A,53.2,False,True
FAM207A,54.985,False,False
FAM208A,56.72,False,False
FAM20B,50.39,False,False
FAM210A,52.53,False,False
FAM213B,57.7,False,False
FAM219A,56.57,False,False
FAM219B,63.14,False,False
FAM21A,46.58,False,False
FAM21B,48.825,False,False
FAM21C,47.34,False,False
FAM222B,56.09,False,False
FAM29A,46.38,False,False
FAM32A,53.765,False,False
FAM3A,51.144999999999996,False,True
FAM3B,51.17,False,False
FAM3C,51.58,False,False
FAM40A,49.34,False,False
FAM44B,51.41,False,False
FAM45A,48.34,False,False
FAM46C,53.06,False,False
FAM48A,44.54,False,False
FAM49B,52.83,False,False
FAM50A,48.29,False,False
FAM54A,45.42,False,False
FAM54B,47.4,False,False
FAM60A,44.84,False,False
FAM62A,47.36,False,False
FAM62B,49.5,False,False
FAM63A,51.245,False,False
FAM63B,47.43,False,False
FAM65A,48.38,False,False
FAM69A,51.18,False,False
FAM69B,54.11,False,False
FAM73A,47.48,False,False
FAM73B,44.92,False,False
FAM76A,49.25,False,False
FAM76B,51.51,False,False
FAM78A,49.24,False,False
FAM82A1,48.34,False,False
FAM82A2,48.98,False,False
FAM82B,51.19,False,False
FAM83A,45.55,False,False
FAM83D,48.29,True,False
FAM83G,47.975,False,False
FAM83H,45.085,False,False
FAM84B,53.14,False,False
FAM86A,51.84,False,False
FAM8A1,50.77,False,False
FAM91A1,50.67,False,False
FAM92A1,49.34,False,False
FAM96A,58.834999999999994,False,False
FAM96B,47.56,False,False
FAM98A,49.965,False,False
FAM98B,49.35,False,False
FAM98C,50.215,False,False
FANCA,45.04,False,False
FANCB,53.01,False,False
FANCD2,45.4,False,False
FANCE,48.635,False,False
FANCG,47.075,False,False
FANCI,46.49,False,False
FAR1,51.315,False,False
FARP1,48.91,False,False
FARP2,48.61,False,False
FARS2,46.885000000000005,False,False
FARSA,48.86,False,False
FARSB,49.08,False,False
FAS,51.34,False,False
FASN,50.61,False,False
FASTKD1,46.254999999999995,False,False
FASTKD2,49.09,False,False
FASTKD3,48.36,False,False
FASTKD5,46.45,False,False
FAT1,50.120000000000005,False,False
FAU,54.315,False,False
FBF1,68.28,False,False
FBL,51.01,False,False
FBLIM1,50.65,False,False
FBLL1,47.98,False,False
FBLN1,51.69,False,False
FBRS,64.66,False,False
FBRSL1,51.875,False,False
FBXL11,49.1,False,False
FBXL12,47.425,False,False
FBXL15,47.045,False,False
FBXL17,49.04,False,False
FBXL18,52.11,False,False
FBXL19,49.879999999999995,False,False
FBXL20,50.44,False,False
FBXL4,49.52,False,False
FBXL8,51.1,False,False
FBXO17,46.81,False,False
FBXO18,49.52,False,False
FBXO2,50.03,False,False
FBXO21,49.46,False,False
FBXO22,50.83,False,False
FBXO28,48.51,False,False
FBXO3,50.73,False,False
FBXO30,49.34,False,False
FBXO31,46.44,False,False
FBXO33,49.19,False,False
FBXO38,49.30500000000001,False,True
FBXO4,50.5,False,False
FBXO42,52.665,False,False
FBXO44,55.77,False,False
FBXO45,48.165000000000006,False,False
FBXO46,47.49,False,False
FBXO5,50.18,False,False
FBXO6,49.510000000000005,False,False
FBXO7,46.98,False,False
FBXO9,48.55,False,False
FBXW11,47.47,False,False
FBXW2,50.61,False,False
FBXW5,51.62,False,False
FBXW8,48.1,False,False
FBXW9,52.68,False,False
FCGR2A,54.64,False,False
FCHO1,51.915,False,False
FCHO2,49.29,False,False
FCHSD1,49.36,False,False
FCHSD2,48.730000000000004,False,True
FDFT1,50.73,False,False
FDPS,49.53,False,False
FDX1,51.42,False,False
FDX1L,50.23,False,False
FDXR,48.99,False,False
FECH,51.36,False,False
FEM1A,54.64,False,False
FEM1B,50.21,False,False
FEN1,47.77,False,False
FER,45.94,False,False
FERMT1,48.5,False,False
FERMT2,52.38,False,False
FERMT3,49.01,False,False
FEZ2,48.19,False,False
FGA,51.09,False,False
FGB,51.19,False,False
FGD1,63.055,False,False
FGD4,50.5,False,False
FGD6,55.93,False,False
FGF13,50.47,False,False
FGF2,57.14,False,False
FGFR1,49.76,False,False
FGFR1OP,49.3,False,False
FGFR1OP2,46.86,False,False
FGFR4,48.33,False,False
