,well_plate,ENSG,in_firstbatch,in_secondbatch,is_variable,is_variable_comp,is_dianaccd,is_newccd
1205,D08_6722,ENSG00000136720,False,True,True,True,False,False
1206,D08_6724,ENSG00000112941,False,True,True,True,False,True
1207,D08_6725,ENSG00000080031,False,True,True,True,False,False
1208,D08_6731,ENSG00000184979,False,True,True,True,False,False
1209,D08_6734,ENSG00000213930,False,True,True,True,False,False
1210,D08_6735,ENSG00000135046,False,True,True,True,False,False
1211,D08_6736,ENSG00000110092,True,True,True,True,False,False
1212,D08_6745,ENSG00000008130,False,True,True,False,False,False
1213,D08_75836284,ENSG00000169740,True,False,True,True,True,False
1214,D09_55185977,ENSG00000142945,True,False,True,True,True,True
1215,D09_55195978,ENSG00000115808,True,False,True,True,False,False
1216,D09_55205980,ENSG00000149489,True,False,True,True,False,False
1217,D09_55215982,ENSG00000158458,True,False,True,False,True,False
1218,D09_55225983,ENSG00000169612,True,False,True,True,False,False
1219,D09_55235979,ENSG00000180035,True,False,True,False,False,False
1220,D09_55245981,ENSG00000118007,True,False,True,True,True,True
1221,D09_55335984,ENSG00000075415,True,True,True,False,False,False
1222,D09_55345985,ENSG00000111786,True,False,True,False,True,False
1223,D09_55365987,ENSG00000172465,True,False,True,True,False,False
1224,D09_55375988,ENSG00000005381,True,False,True,True,False,False
1225,D09_55385989,ENSG00000128710,True,False,True,False,False,False
1226,D09_55395990,ENSG00000168032,True,False,True,False,False,False
1227,D09_55405991,ENSG00000129103,True,False,True,True,True,False
1228,D09_6717,ENSG00000095002,False,True,True,True,False,False
1229,D09_6718,ENSG00000133114,False,True,True,True,False,False
1230,D09_6719,ENSG00000186684,False,True,True,True,False,False
1231,D09_6720,ENSG00000136243,True,True,True,True,False,False
1232,D09_6721,ENSG00000244038,False,True,True,True,False,False
1233,D09_6722,ENSG00000150457,False,True,True,True,False,False
1234,D09_6724,ENSG00000135778,False,True,True,True,False,False
1235,D09_6725,ENSG00000116514,False,True,True,True,False,False
1236,D09_6731,ENSG00000130717,False,True,True,True,False,False
1237,D09_6734,ENSG00000127884,False,True,True,True,False,False
1238,D09_6735,ENSG00000169239,True,True,True,True,False,False
1239,D09_6736,ENSG00000162402,False,True,True,True,False,False
1240,D09_6745,ENSG00000161267,False,True,True,False,False,False
1241,D09_75836284,ENSG00000163235,True,False,True,True,False,False
1242,D10_55195978,ENSG00000189184,True,False,True,True,False,False
1243,D10_55205980,ENSG00000130818,True,False,True,False,True,False
1244,D10_55215982,ENSG00000149761,True,False,True,True,False,False
1245,D10_55225983,ENSG00000129691,True,False,True,True,True,False
1246,D10_55235979,ENSG00000071282,True,False,True,True,False,False
1247,D10_55245981,ENSG00000099364,True,False,True,True,False,False
1248,D10_55335984,ENSG00000143889,True,False,True,True,False,False
1249,D10_55345985,ENSG00000138182,True,False,True,True,True,True
1250,D10_55355986,ENSG00000165716,True,False,True,True,False,False
1251,D10_55365987,ENSG00000138152,True,False,True,True,True,True
1252,D10_55375988,ENSG00000144485,True,False,True,True,False,False
1253,D10_55385989,ENSG00000123096,True,False,True,False,False,False
1254,D10_55405991,ENSG00000102024,True,True,True,False,False,False
1255,D10_6717,ENSG00000085231,False,True,True,True,False,False
1256,D10_6718,ENSG00000135387,False,True,True,True,False,True
1257,D10_6719,ENSG00000196497,False,True,True,True,False,False
1258,D10_6720,ENSG00000071564,True,True,True,True,False,False
1259,D10_6721,ENSG00000124406,False,True,True,True,False,False
1260,D10_6722,ENSG00000172456,False,True,True,True,False,True
1261,D10_6724,ENSG00000142102,False,True,True,True,False,False
1262,D10_6725,ENSG00000115350,False,True,True,True,False,False
1263,D10_6731,ENSG00000153786,False,True,True,True,False,False
1264,D10_6734,ENSG00000079785,False,True,True,True,False,False
1265,D10_6735,ENSG00000156738,False,True,True,True,False,False
1266,D10_6736,ENSG00000101577,False,True,True,True,False,False
1267,D10_6745,ENSG00000112367,False,True,True,False,False,False
1268,D10_75836284,ENSG00000090376,True,False,True,True,False,False
1269,D11_55185977,ENSG00000114739,True,False,True,True,False,False
1270,D11_55195978,ENSG00000010539,True,False,True,False,False,False
1271,D11_55205980,ENSG00000204764,True,False,True,False,False,False
1272,D11_55215982,ENSG00000139684,True,False,True,True,False,False
1273,D11_55225983,ENSG00000204311,True,False,True,True,False,False
1274,D11_55235979,ENSG00000121413,True,False,True,True,False,False
1275,D11_55245981,ENSG00000251664,True,False,True,True,False,False
1276,D11_55335984,ENSG00000159069,True,False,True,False,False,False
1277,D11_55345985,ENSG00000158042,True,False,True,True,False,False
1278,D11_55365987,ENSG00000071127,True,False,True,True,False,True
1279,D11_55375988,ENSG00000152601,True,False,True,True,False,False
1280,D11_55385989,ENSG00000198768,True,False,True,True,False,False
1281,D11_55395990,ENSG00000151702,True,False,True,True,True,True
1282,D11_55405991,ENSG00000100968,True,False,True,True,False,False
1283,D11_6717,ENSG00000078177,False,True,True,True,False,False
1284,D11_6718,ENSG00000143434,False,True,True,True,False,False
1285,D11_6719,ENSG00000168918,True,True,True,True,False,False
1286,D11_6722,ENSG00000131844,False,True,True,True,False,False
1287,D11_6724,ENSG00000065154,False,True,True,True,False,False
1288,D11_6725,ENSG00000137168,False,True,True,False,False,False
1289,D11_6731,ENSG00000136247,False,True,True,True,False,False
1290,D11_6734,ENSG00000001630,False,True,True,True,False,False
1291,D11_6735,ENSG00000183943,True,True,True,True,False,False
1292,D11_6736,ENSG00000174444,True,True,True,True,False,True
1293,D11_75836284,ENSG00000115234,True,False,True,True,False,False
1294,D12_55185977,ENSG00000122786,True,False,True,True,True,True
1295,D12_55195978,ENSG00000095380,True,False,True,True,False,False
1296,D12_55205980,ENSG00000124541,True,False,True,True,True,False
1297,D12_55215982,ENSG00000177951,True,False,True,True,False,False
1298,D12_55225983,ENSG00000189144,True,False,True,True,False,False
1299,D12_55235979,ENSG00000165046,True,False,True,True,True,True
1300,D12_55245981,ENSG00000155034,True,False,True,True,False,False
1301,D12_55335984,ENSG00000152078,True,False,True,True,False,False
1302,D12_55355986,ENSG00000136930,True,True,True,True,False,False
1303,D12_55365987,ENSG00000101470,True,False,True,True,True,True
1304,D12_55375988,ENSG00000071564,True,True,True,False,False,False
1305,D12_55385989,ENSG00000080815,True,True,True,True,False,False
1306,D12_55395990,ENSG00000185668,True,False,True,False,False,False
1307,D12_55405991,ENSG00000178127,True,False,True,True,False,False
1308,D12_6717,ENSG00000120699,False,True,True,False,False,False
1309,D12_6718,ENSG00000150394,False,True,True,False,False,False
1310,D12_6719,ENSG00000168916,False,True,True,False,False,False
1311,D12_6720,ENSG00000163686,False,True,True,False,False,False
1312,D12_6721,ENSG00000143776,False,True,True,True,False,False
1313,D12_6722,ENSG00000154928,False,True,True,True,False,False
1314,D12_6724,ENSG00000167792,False,True,True,True,False,False
1315,D12_6725,ENSG00000101911,False,True,True,True,False,False
1316,D12_6731,ENSG00000139131,False,True,True,True,False,False
1317,D12_6734,ENSG00000087095,False,True,True,True,False,False
1318,D12_6735,ENSG00000066230,False,True,True,False,False,False
1319,D12_6736,ENSG00000143772,False,True,True,True,False,True
1320,D12_75836284,ENSG00000167984,True,False,True,True,False,False
1321,E01_55185977,ENSG00000136367,True,False,True,True,True,True
1322,E01_55195978,ENSG00000153147,True,False,True,True,False,False
1323,E01_55205980,ENSG00000085662,True,True,True,True,False,False
1324,E01_55235979,ENSG00000163393,True,False,True,True,False,False
1325,E01_55245981,ENSG00000175395,True,False,True,True,False,False
1326,E01_55335984,ENSG00000106333,True,False,True,False,False,False
1327,E01_55345985,ENSG00000187514,True,False,True,True,True,False
1328,E01_55365987,ENSG00000163207,True,False,True,True,False,False
1329,E01_55375988,ENSG00000162441,True,False,True,True,False,False
1330,E01_55385989,ENSG00000178307,True,False,True,True,False,False
1331,E01_55395990,ENSG00000142632,True,False,True,False,False,False
1332,E01_55405991,ENSG00000102362,True,False,True,True,True,True
1333,E01_6717,ENSG00000120616,False,True,True,True,False,False
1334,E01_6718,ENSG00000155093,False,True,True,True,False,False
1335,E01_6719,ENSG00000181433,False,True,True,True,False,False
1336,E01_6720,ENSG00000136108,True,True,True,True,False,True
1337,E01_6721,ENSG00000104823,False,True,True,True,False,False
1338,E01_6722,ENSG00000115641,False,True,True,True,False,False
1339,E01_6724,ENSG00000181019,False,True,True,False,False,False
1340,E01_6725,ENSG00000161980,False,True,True,True,False,False
1341,E01_6731,ENSG00000103194,False,True,True,True,False,False
1342,E01_6734,ENSG00000133606,False,True,True,True,False,False
1343,E01_6735,ENSG00000169679,False,True,True,True,False,False
1344,E01_6736,ENSG00000174165,False,True,True,True,False,False
1345,E01_6745,ENSG00000103423,True,True,True,True,False,False
1346,E01_75836284,ENSG00000196365,True,False,True,True,False,False
1347,E01_75846286,ENSG00000154274,True,False,True,True,False,False
1348,E02_55185977,ENSG00000100348,True,False,True,True,False,False
1349,E02_55195978,ENSG00000127863,True,False,True,False,False,False
1350,E02_55205980,ENSG00000139618,True,False,True,True,True,False
1351,E02_55215982,ENSG00000183166,True,False,True,True,False,False
1352,E02_55225983,ENSG00000137601,True,False,True,True,False,False
1353,E02_55235979,ENSG00000119705,True,True,True,True,True,True
1354,E02_55245981,ENSG00000111875,True,False,True,True,False,True
1355,E02_55335984,ENSG00000173581,True,False,True,False,False,False
1356,E02_55345985,ENSG00000017483,True,False,True,True,False,True
1357,E02_55355986,ENSG00000157227,True,True,True,False,False,False
1358,E02_55365987,ENSG00000101057,True,False,True,True,True,True
1359,E02_55375988,ENSG00000029153,True,False,True,True,False,False
1360,E02_55385989,ENSG00000132341,True,False,True,True,False,False
1361,E02_55395990,ENSG00000145934,True,False,True,False,False,False
1362,E02_55405991,ENSG00000171320,True,False,True,True,True,True
1363,E02_6717,ENSG00000108883,False,True,True,True,False,False
1364,E02_6718,ENSG00000136463,False,True,True,True,False,False
1365,E02_6719,ENSG00000198863,False,True,True,True,False,False
1366,E02_6720,ENSG00000097021,True,True,True,True,False,False
1367,E02_6721,ENSG00000176597,False,True,True,True,False,True
1368,E02_6722,ENSG00000130035,True,True,True,True,False,False
1369,E02_6724,ENSG00000170485,False,True,True,True,False,False
1370,E02_6725,ENSG00000205808,False,True,False,False,False,False
1371,E02_6731,ENSG00000177054,False,True,True,False,False,False
1372,E02_6734,ENSG00000101557,False,True,True,True,False,False
1373,E02_6735,ENSG00000170734,False,True,True,True,False,False
1374,E02_6736,ENSG00000142731,True,True,True,False,False,False
1375,E02_6745,ENSG00000155850,False,True,True,False,False,False
1376,E02_75846286,ENSG00000119004,True,False,True,True,False,False
1377,E03_55185977,ENSG00000100345,True,False,True,True,False,False
1378,E03_55195978,ENSG00000172375,True,False,True,True,False,False
1379,E03_55205980,ENSG00000188167,True,False,True,True,True,True
1380,E03_55215982,ENSG00000072756,True,False,True,True,False,False
1381,E03_55225983,ENSG00000166477,True,False,True,True,False,False
1382,E03_55235979,ENSG00000148334,True,False,True,True,False,False
1383,E03_55245981,ENSG00000137802,True,False,True,True,False,False
1384,E03_55335984,ENSG00000177058,True,False,True,False,False,False
1385,E03_55345985,ENSG00000130309,True,False,True,True,False,False
1386,E03_55355986,ENSG00000164074,True,False,True,True,False,False
1387,E03_55365987,ENSG00000143669,True,False,True,True,True,False
1388,E03_55375988,ENSG00000160446,True,False,True,True,True,False
1389,E03_55385989,ENSG00000198816,True,False,True,False,False,False
1390,E03_55395990,ENSG00000132849,True,False,True,True,False,False
1391,E03_55405991,ENSG00000112972,True,False,True,True,False,False
1392,E03_6717,ENSG00000105613,True,True,True,True,False,False
1393,E03_6718,ENSG00000162757,True,True,True,False,False,False
1394,E03_6719,ENSG00000196455,True,True,True,True,False,False
1395,E03_6720,ENSG00000120738,True,True,True,True,False,False
1396,E03_6721,ENSG00000173786,False,True,True,True,False,False
1397,E03_6722,ENSG00000108786,False,True,True,True,False,False
1398,E03_6724,ENSG00000124588,False,True,True,True,False,False
1399,E03_6725,ENSG00000138398,False,True,True,True,False,False
1400,E03_6731,ENSG00000123124,False,True,True,True,False,False
1401,E03_6734,ENSG00000090060,False,True,True,True,False,True
1402,E03_6735,ENSG00000167114,False,True,True,True,False,False
1403,E03_6736,ENSG00000159231,False,True,False,False,False,False
1404,E03_6745,ENSG00000100416,False,True,True,True,False,False
1405,E03_75836284,ENSG00000130035,True,True,True,False,False,False
1406,E03_75846286,ENSG00000135899,True,False,True,True,False,False
1407,E04_55195978,ENSG00000172260,True,False,True,False,False,False
1408,E04_55205980,ENSG00000116991,True,False,True,True,True,False
1409,E04_55225983,ENSG00000166510,True,False,True,True,False,True
1410,E04_55235979,ENSG00000136819,True,False,True,True,False,False
1411,E04_55245981,ENSG00000143384,True,False,True,True,False,False
1412,E04_55335984,ENSG00000151718,True,False,True,False,False,False
1413,E04_55355986,ENSG00000185024,True,False,True,True,True,False
1414,E04_55365987,ENSG00000127528,True,False,True,False,False,False
1415,E04_55375988,ENSG00000167644,True,False,True,True,False,False
1416,E04_55385989,ENSG00000095319,True,False,True,True,False,False
1417,E04_55395990,ENSG00000067082,True,False,True,True,False,False
1418,E04_55405991,ENSG00000118971,True,False,True,True,True,False
1419,E04_6717,ENSG00000092439,False,True,True,False,False,False
1420,E04_6718,ENSG00000145743,False,True,True,True,False,False
1421,E04_6719,ENSG00000172345,False,True,True,True,False,False
1422,E04_6720,ENSG00000163781,True,True,True,True,False,False
1423,E04_6721,ENSG00000119772,False,True,True,True,False,False
1424,E04_6722,ENSG00000171766,False,True,True,True,False,False
1425,E04_6724,ENSG00000164494,False,True,True,True,False,False
1426,E04_6725,ENSG00000163902,False,True,True,True,False,False
1427,E04_6731,ENSG00000143499,False,True,True,True,False,False
1428,E04_6734,ENSG00000163565,True,True,True,True,False,False
1429,E04_6735,ENSG00000085511,False,True,True,True,False,False
1430,E04_6736,ENSG00000111716,True,True,True,True,False,False
1431,E04_6745,ENSG00000272398,False,True,True,False,False,False
1432,E04_75836284,ENSG00000117174,True,False,True,True,False,False
1433,E05_55185977,ENSG00000120265,True,False,True,True,False,False
1434,E05_55195978,ENSG00000166794,True,False,True,False,False,False
1435,E05_55205980,ENSG00000141552,True,True,True,True,False,False
1436,E05_55215982,ENSG00000243660,True,False,True,False,False,False
1437,E05_55225983,ENSG00000158806,True,False,True,True,False,False
1438,E05_55235979,ENSG00000148356,True,True,True,True,False,False
1439,E05_55245981,ENSG00000170689,True,False,True,False,False,False
1440,E05_55335984,ENSG00000197355,True,False,True,False,False,False
1441,E05_55345985,ENSG00000125355,True,False,True,True,True,True
1442,E05_55355986,ENSG00000178685,True,True,True,True,False,False
1443,E05_55365987,ENSG00000167646,True,False,True,True,False,False
1444,E05_55375988,ENSG00000204315,True,False,True,False,True,False
1445,E05_55385989,ENSG00000105193,True,False,True,True,False,False
1446,E05_55395990,ENSG00000166823,True,False,True,True,False,False
1447,E05_55405991,ENSG00000183696,True,False,True,True,False,False
1448,E05_6717,ENSG00000104951,False,True,True,True,False,False
1449,E05_6718,ENSG00000128928,False,True,True,True,False,False
1450,E05_6719,ENSG00000185728,False,True,True,True,False,False
1451,E05_6720,ENSG00000111641,True,True,True,True,False,False
1452,E05_6721,ENSG00000160226,False,True,True,False,False,False
1453,E05_6722,ENSG00000069956,False,True,True,True,False,True
1454,E05_6724,ENSG00000011405,False,True,True,True,False,False
1455,E05_6725,ENSG00000100034,False,True,True,False,False,False
1456,E05_6731,ENSG00000068650,False,True,True,True,False,False
1457,E05_6734,ENSG00000147155,False,True,True,True,False,False
1458,E05_6735,ENSG00000117676,False,True,True,True,False,False
1459,E05_6736,ENSG00000126106,False,True,True,False,False,False
1460,E05_6745,ENSG00000105671,False,True,True,True,False,False
1461,E05_75836284,ENSG00000135439,True,False,True,False,True,False
1462,E05_75846286,ENSG00000196990,True,False,True,True,False,False
1463,E06_55185977,ENSG00000172818,True,False,True,True,True,True
1464,E06_55195978,ENSG00000164251,True,True,True,False,False,False
1465,E06_55205980,ENSG00000105613,True,True,True,True,False,False
1466,E06_55215982,ENSG00000180834,True,False,True,True,False,False
1467,E06_55225983,ENSG00000125149,True,False,True,True,False,False
1468,E06_55235979,ENSG00000165698,True,False,True,True,False,False
1469,E06_55245981,ENSG00000074201,True,False,True,True,False,False
1470,E06_55335984,ENSG00000196482,True,False,True,False,False,False
1471,E06_55345985,ENSG00000104886,True,False,True,True,False,False
1472,E06_55355986,ENSG00000172171,True,False,True,True,False,False
1473,E06_55365987,ENSG00000134884,True,False,True,True,False,False
1474,E06_55375988,ENSG00000006118,True,False,True,False,False,False
1475,E06_55385989,ENSG00000007237,True,False,True,True,False,False
1476,E06_55395990,ENSG00000115935,True,False,True,True,False,False
1477,E06_55405991,ENSG00000178878,True,False,True,True,False,False
1478,E06_6717,ENSG00000113924,False,True,True,True,False,False
1479,E06_6718,ENSG00000163382,True,True,True,True,False,False
1480,E06_6719,ENSG00000204536,True,True,True,True,False,False
1481,E06_6720,ENSG00000105486,True,True,True,True,False,False
1482,E06_6721,ENSG00000160471,False,True,True,True,False,False
1483,E06_6722,ENSG00000198130,False,True,True,True,False,False
1484,E06_6724,ENSG00000149782,False,True,True,True,False,False
1485,E06_6725,ENSG00000115241,False,True,True,True,False,True
1486,E06_6731,ENSG00000138074,False,True,True,True,False,False
1487,E06_6734,ENSG00000164258,False,True,True,True,False,False
1488,E06_6735,ENSG00000185909,True,True,True,True,False,False
1489,E06_6736,ENSG00000010810,True,True,True,True,False,False
1490,E06_6745,ENSG00000133131,False,True,True,False,False,False
1491,E06_75836284,ENSG00000102172,True,False,True,True,False,False
1492,E06_75846286,ENSG00000101224,True,False,True,True,True,True
1493,E07_55185977,ENSG00000088325,True,False,True,True,True,True
1494,E07_55195978,ENSG00000143797,True,True,True,False,False,False
1495,E07_55205980,ENSG00000103653,True,False,True,True,False,False
1496,E07_55215982,ENSG00000183876,True,False,True,True,False,False
1497,E07_55225983,ENSG00000205363,True,False,True,True,False,False
1498,E07_55235979,ENSG00000266714,True,False,True,True,False,False
1499,E07_55245981,ENSG00000143476,True,False,True,True,True,False
1500,E07_55335984,ENSG00000051596,True,False,True,False,False,False
1501,E07_55345985,ENSG00000120800,True,True,True,False,False,False
1502,E07_55355986,ENSG00000184967,True,False,True,False,False,False
1503,E07_55365987,ENSG00000087510,True,False,True,True,True,False
1504,E07_55375988,ENSG00000164171,True,False,True,True,True,True
1505,E07_55385989,ENSG00000129173,True,True,True,True,False,False
1506,E07_55395990,ENSG00000133216,True,False,True,True,False,False
1507,E07_55405991,ENSG00000257591,True,False,True,True,False,False
1508,E07_6717,ENSG00000090932,False,True,True,True,False,False
1509,E07_6718,ENSG00000146918,False,True,True,True,False,False
1510,E07_6719,ENSG00000165832,True,True,True,False,False,False
1511,E07_6720,ENSG00000157227,True,True,True,True,False,False
1512,E07_6721,ENSG00000181192,False,True,True,True,False,False
1513,E07_6722,ENSG00000205629,False,True,True,True,False,False
1514,E07_6724,ENSG00000141027,False,True,True,True,False,False
1515,E07_6725,ENSG00000110958,False,True,True,True,False,False
1516,E07_6731,ENSG00000009335,False,True,True,True,False,False
1517,E07_6734,ENSG00000058056,False,True,True,True,False,False
1518,E07_6736,ENSG00000136643,False,True,True,True,False,True
1519,E07_6745,ENSG00000141756,False,True,True,True,False,False
1520,E07_75836284,ENSG00000180543,True,True,True,True,False,False
1521,E08_55185977,ENSG00000124762,True,True,True,False,False,False
1522,E08_55195978,ENSG00000121690,True,False,True,True,True,True
1523,E08_55205980,ENSG00000152382,True,False,True,True,False,False
1524,E08_55215982,ENSG00000119929,True,False,True,True,False,False
1525,E08_55225983,ENSG00000007545,True,False,True,True,False,False
1526,E08_55235979,ENSG00000175691,True,False,True,True,False,False
1527,E08_55245981,ENSG00000153779,True,False,True,True,False,False
1528,E08_55335984,ENSG00000105738,True,False,True,True,False,False
1529,E08_55345985,ENSG00000119632,True,False,True,True,False,False
1530,E08_55355986,ENSG00000164548,True,False,True,True,False,False
1531,E08_55365987,ENSG00000152784,True,False,True,True,False,False
1532,E08_55375988,ENSG00000163602,True,False,True,True,False,False
1533,E08_55385989,ENSG00000167555,True,False,True,True,False,False
1534,E08_55395990,ENSG00000105576,True,False,True,True,True,False
1535,E08_55405991,ENSG00000150756,True,False,True,True,False,False
1536,E08_6717,ENSG00000104447,True,True,False,False,False,False
1537,E08_6718,ENSG00000128564,False,True,True,True,False,False
1538,E08_6719,ENSG00000180902,False,True,True,True,False,False
1539,E08_6720,ENSG00000136930,True,True,True,True,False,False
1540,E08_6721,ENSG00000105669,False,True,True,True,False,False
1541,E08_6722,ENSG00000118058,False,True,True,True,False,False
1542,E08_6724,ENSG00000040199,False,True,True,False,False,False
1543,E08_6725,ENSG00000131791,False,True,True,True,False,True
1544,E08_6731,ENSG00000075415,True,True,True,True,False,False
1545,E08_6734,ENSG00000122952,True,True,True,True,False,True
1546,E08_6735,ENSG00000139044,False,True,True,True,False,False
1547,E08_6736,ENSG00000134744,True,True,True,True,False,False
1548,E08_6745,ENSG00000103037,False,True,True,True,False,False
1549,E08_75836284,ENSG00000166321,True,False,True,True,True,True
1550,E09_55185977,ENSG00000196132,True,False,True,False,False,False
1551,E09_55195978,ENSG00000141750,True,False,True,True,False,False
1552,E09_55205980,ENSG00000148704,True,False,True,True,True,False
1553,E09_55215982,ENSG00000136159,True,False,True,True,True,True
1554,E09_55225983,ENSG00000167461,True,False,True,True,False,False
1555,E09_55245981,ENSG00000118960,True,False,True,True,False,False
1556,E09_55335984,ENSG00000132768,True,False,True,False,True,False
1557,E09_55345985,ENSG00000101191,True,False,True,True,False,False
1558,E09_55365987,ENSG00000186603,True,False,True,True,False,False
1559,E09_55375988,ENSG00000019144,True,False,True,True,True,True
1560,E09_55385989,ENSG00000105642,True,False,True,True,False,False
1561,E09_55395990,ENSG00000162624,True,False,True,True,False,False
1562,E09_55405991,ENSG00000153936,True,False,True,True,False,False
1563,E09_6717,ENSG00000023608,False,True,True,True,False,True
1564,E09_6718,ENSG00000157654,False,True,True,True,False,False
1565,E09_6719,ENSG00000177666,True,True,True,True,False,False
1566,E09_6720,ENSG00000138346,True,True,True,True,False,False
1567,E09_6721,ENSG00000144677,False,True,True,True,False,False
1568,E09_6722,ENSG00000173486,False,True,True,True,False,False
1569,E09_6724,ENSG00000164329,False,True,True,True,False,False
1570,E09_6725,ENSG00000151692,False,True,True,True,False,False
1571,E09_6731,ENSG00000180011,False,True,True,True,False,False
1572,E09_6734,ENSG00000108439,False,True,True,True,False,False
1573,E09_6735,ENSG00000120820,False,True,True,True,False,False
1574,E09_6736,ENSG00000105204,True,True,True,False,True,False
1575,E09_6745,ENSG00000164692,False,True,True,True,False,False
1576,E09_75836284,ENSG00000104756,True,False,True,True,False,False
1577,E10_55185977,ENSG00000137337,True,True,True,False,False,False
1578,E10_55195978,ENSG00000143028,True,False,True,True,False,False
1579,E10_55205980,ENSG00000171488,True,False,True,True,False,False
1580,E10_55215982,ENSG00000177830,True,False,True,True,False,False
1581,E10_55225983,ENSG00000006071,True,False,True,True,False,False
1582,E10_55235979,ENSG00000119125,True,False,True,True,True,False
1583,E10_55245981,ENSG00000164111,True,False,True,True,False,False
1584,E10_55335984,ENSG00000106031,True,False,True,True,False,False
1585,E10_55345985,ENSG00000172243,True,False,True,True,False,False
1586,E10_55355986,ENSG00000184216,True,True,True,True,False,False
1587,E10_55365987,ENSG00000111328,True,False,True,False,False,False
1588,E10_55375988,ENSG00000144857,True,False,True,True,False,False
1589,E10_55385989,ENSG00000166963,True,False,True,True,False,False
1590,E10_55395990,ENSG00000185730,True,False,False,False,False,False
1591,E10_55405991,ENSG00000122557,True,False,True,True,False,False
1592,E10_6717,ENSG00000066583,False,True,True,True,False,False
1593,E10_6718,ENSG00000159674,False,True,True,True,False,False
1594,E10_6719,ENSG00000129173,True,True,True,True,False,False
1595,E10_6720,ENSG00000153162,True,True,True,True,False,False
1596,E10_6721,ENSG00000071967,False,True,True,True,False,False
1597,E10_6722,ENSG00000100605,False,True,True,True,False,False
1598,E10_6724,ENSG00000152256,False,True,True,True,False,False
1599,E10_6725,ENSG00000147535,False,True,True,True,False,False
1600,E10_6731,ENSG00000088826,False,True,True,True,False,False
1601,E10_6734,ENSG00000138035,False,True,True,True,False,False
1602,E10_6735,ENSG00000173267,False,True,True,True,False,False
1603,E10_6736,ENSG00000118523,False,True,True,True,False,False
1604,E10_6745,ENSG00000127564,False,True,True,True,False,True
1605,E10_75836284,ENSG00000162069,True,False,True,False,True,False
1606,E11_55185977,ENSG00000143621,True,False,True,True,False,False
1607,E11_55195978,ENSG00000140374,True,True,True,False,False,False
1608,E11_55205980,ENSG00000112667,True,False,True,False,False,False
1609,E11_55215982,ENSG00000170473,True,False,True,False,True,False
1610,E11_55225983,ENSG00000153237,True,False,True,True,False,False
1611,E11_55335984,ENSG00000124201,True,False,True,True,False,False
1612,E11_55345985,ENSG00000011426,True,False,True,True,True,True
1613,E11_55365987,ENSG00000107554,True,False,True,True,True,False
1614,E11_55375988,ENSG00000183615,True,True,False,False,False,False
1615,E11_55385989,ENSG00000185324,True,False,True,False,True,False
1616,E11_6718,ENSG00000124299,False,True,True,True,False,False
1617,E11_6719,ENSG00000273706,False,True,True,True,False,False
1618,E11_6720,ENSG00000169016,True,True,True,True,False,False
1619,E11_6721,ENSG00000164885,False,True,True,False,False,False
1620,E11_6722,ENSG00000257365,False,True,True,True,False,False
1621,E11_6724,ENSG00000156873,False,True,True,True,False,False
1622,E11_6725,ENSG00000099817,False,True,True,True,False,False
1623,E11_6731,ENSG00000084090,False,True,True,True,False,False
1624,E11_6734,ENSG00000130175,False,True,True,True,False,False
1625,E11_6735,ENSG00000171155,False,True,True,True,False,False
1626,E11_6736,ENSG00000136715,False,True,True,True,False,False
1627,E11_75836284,ENSG00000105063,True,False,True,True,True,False
1628,E12_55185977,ENSG00000138623,True,False,True,False,False,False
1629,E12_55195978,ENSG00000084072,True,True,True,False,False,False
1630,E12_55205980,ENSG00000084623,True,True,True,True,False,False
1631,E12_55215982,ENSG00000137494,True,False,True,True,False,False
1632,E12_55225983,ENSG00000100519,True,False,True,True,False,False
1633,E12_55235979,ENSG00000178404,True,False,True,False,False,False
1634,E12_55245981,ENSG00000160282,True,False,True,True,False,False
1635,E12_55335984,ENSG00000183617,True,False,True,True,False,False
1636,E12_55345985,ENSG00000135373,True,True,True,True,False,False
1637,E12_55355986,ENSG00000183291,True,False,True,True,False,False
1638,E12_55365987,ENSG00000143379,True,False,True,True,False,False
1639,E12_55375988,ENSG00000134152,True,False,True,False,True,False
1640,E12_55385989,ENSG00000143554,True,False,True,True,False,False
1641,E12_55395990,ENSG00000203697,True,False,True,True,True,False
1642,E12_6718,ENSG00000130830,False,True,True,True,False,False
1643,E12_6719,ENSG00000183578,False,True,True,True,False,False
1644,E12_6720,ENSG00000074047,True,True,True,True,False,False
1645,E12_6721,ENSG00000074410,False,True,True,True,False,False
1646,E12_6722,ENSG00000148634,False,True,True,True,False,False
1647,E12_6724,ENSG00000065989,False,True,True,True,False,False
1648,E12_6725,ENSG00000162407,False,True,True,True,False,False
1649,E12_6731,ENSG00000175567,False,True,True,True,False,False
1650,E12_6734,ENSG00000150768,False,True,True,True,False,True
1651,E12_6735,ENSG00000115392,False,True,True,True,False,False
1652,E12_75836284,ENSG00000162946,True,True,True,True,False,False
1653,F01_55185977,ENSG00000133433,True,False,True,True,False,False
1654,F01_55195978,ENSG00000182325,True,False,True,False,True,False
1655,F01_55205980,ENSG00000053372,True,False,True,True,False,False
1656,F01_55215982,ENSG00000138095,True,False,True,False,False,False
1657,F01_55225983,ENSG00000111641,True,True,True,True,False,False
1658,F01_55235979,ENSG00000084207,True,True,True,True,False,False
1659,F01_55245981,ENSG00000174963,True,False,True,True,False,False
1660,F01_55335984,ENSG00000158717,True,False,True,False,False,False
