,well_plate,variability_compartment_p,variability_compartment_adj_p
128,H09_6731,1.5727869673352227e-30,3.602234010273918e-29
129,E06_55185977,7.529790955982398e-21,4.760359367087177e-20
130,B07_55205980,9.318052979400769e-23,7.602948852879815e-22
131,C11_75836284,2.0998098498797264e-30,4.756442113264165e-29
132,C06_6720,2.3109297980327013e-21,1.563170389291032e-20
133,C07_6722,6.81580460806096e-30,1.4468346204591192e-28
134,C10_6717,2.59244943962716e-18,1.1511710011677747e-17
135,E03_55185977,3.1165323656430654e-30,6.838038661087431e-29
136,D09_55395990,5.780983856920566e-28,9.317375833592345e-27
137,E02_6735,3.8181508074524234e-30,8.307659798548564e-29
138,C10_6722,5.103420906983155e-30,1.1012423130688444e-28
139,C05_55355986,3.492967415983722e-20,2.0044259171721972e-19
140,F01_6719,5.329677925209277e-30,1.140638447764051e-28
141,E06_6735,7.134557544448937e-31,1.7409653970613246e-29
142,C06_55405991,8.868786195073486e-30,1.8674516738174895e-28
143,D01_55405991,1.6720069887920628e-32,5.062857034011802e-31
144,C09_55405991,1.024202351024409e-29,2.1223748718450255e-28
145,H07_55365987,1.541402479140148e-32,4.734825732982266e-31
146,H01_75846286,1.2743310710494748e-29,2.6199042728426603e-28
147,E09_6722,1.3164522713501255e-29,2.6853569378868578e-28
148,D02_55335984,7.12582438938993e-07,1.02963627452668e-06
149,B01_6731,1.5410240172395383e-29,3.0950874684711034e-28
150,H06_55245981,6.897231549452653e-25,7.410975957045628e-24
151,C05_55395990,2.026360109462479e-29,4.0082017013685856e-28
152,G04_55395990,5.3942538700293734e-18,2.3089175171551957e-17
153,B09_55375988,2.994435733791459e-29,5.834680373827984e-28
154,F06_55375988,2.208959051947992e-30,4.9295658843044504e-29
155,F02_6721,7.005012811592235e-25,7.454705870328344e-24
156,E08_6722,4.614982595471606e-29,8.860087909394386e-28
157,G10_55345985,4.7844143693094215e-29,9.118325487786057e-28
158,D01_6731,4.900042875164791e-29,9.204325141766381e-28
159,H09_55345985,8.297768663630994e-26,1.0076964642204895e-24
160,A03_55205980,5.290291617734091e-29,9.866393867074078e-28
161,G02_55205980,5.918006124551659e-29,1.0951444193027503e-27
162,A10_6722,9.167035171143023e-27,1.2211800424415528e-25
163,E10_6722,6.634557298663509e-29,1.2113866508259037e-27
164,D04_6721,6.731531594066206e-29,1.22055756889631e-27
165,G11_55355986,7.185223140934215e-29,1.293835697998568e-27
166,A12_55185977,8.38403738092313e-29,1.499364493259609e-27
167,A06_75846286,8.834995430341775e-29,1.5692634740559437e-27
168,C08_6734,9.709451390972162e-29,1.7129309176911023e-27
169,H03_6721,6.727710915612629e-22,4.825838791391367e-21
170,D10_6731,1.40227746429898e-28,2.4572795028755953e-27
171,D06_6720,1.8177744037091862e-28,3.1641393120564567e-27
172,E10_55245981,7.033004915608936e-33,2.186092361268444e-31
173,B09_55405991,1.9903737219126486e-28,3.441632972128428e-27
174,D07_6734,3.3666237035878345e-17,1.335904937700279e-16
175,H05_55205980,2.331657107658184e-27,3.3267522995057483e-26
176,B02_6735,2.1857645237607173e-28,3.754625770749495e-27
177,E09_6721,2.3030510459854095e-28,3.930239399390787e-27
178,H02_75846286,4.538473646165861e-36,2.1160633375248327e-34
179,D05_55395990,4.402077878321594e-28,7.367836756601078e-27
180,D12_6722,5.461358184444387e-28,8.912253887240184e-27
181,C09_55385989,5.6914184756142964e-28,9.229996049583186e-27
182,C04_6734,6.0062180106671995e-28,9.621003206044207e-27
183,D01_6722,6.397239654104169e-28,1.0123147113252113e-26
184,G03_6718,6.728494042644899e-28,1.0583191533340861e-26
185,B04_6735,1.1112990807314827e-27,1.716924201059113e-26
186,H10_55195978,1.109736518909984e-27,1.716924201059113e-26
187,H11_55185977,1.1213812112155165e-27,1.722309613225714e-26
188,H01_6734,1.2214640511656988e-27,1.8542108358102555e-26
189,A11_55355986,4.7800659080336246e-24,4.50568667360137e-23
190,D04_55405991,1.4440249391602697e-27,2.1544852092271223e-26
191,E07_6725,1.4361203416295733e-27,2.1544852092271223e-26
192,F11_6722,3.300871722211082e-29,6.384130419772693e-28
193,E10_6721,1.5335714400352588e-27,2.275088085188671e-26
194,H06_6719,1.5551747907490848e-27,2.2941024738112206e-26
195,H07_6718,5.453011563334772e-17,2.118722201170698e-16
196,A11_55405991,1.6093807450912721e-27,2.3607264749625345e-26
197,G10_55205980,4.257291666619568e-18,1.8434143518314582e-17
198,G08_55215982,1.9580783426440427e-27,2.840301418135331e-26
199,D04_55205980,2.194322783064543e-27,3.165401539547802e-26
200,E08_55385989,2.239328744725104e-27,3.212575468394091e-26
201,B06_55395990,2.694520816689717e-25,3.1130061293702883e-24
202,F09_6734,1.30083721856172e-30,3.005739803243054e-29
203,G07_55345985,2.6240877229632078e-27,3.723637524270074e-26
204,C12_55385989,2.6579314659593832e-27,3.7512751662810535e-26
205,A11_55185977,2.727367786485267e-27,3.8285791884478666e-26
206,E04_6721,1.811326254870959e-29,3.6102082835634155e-28
207,G10_6736,6.607250530480846e-19,3.1538448144580417e-18
208,E10_6736,3.2612939571469735e-27,4.5536034877597585e-26
209,A01_6725,4.3529903336251185e-27,5.981925137418519e-26
210,A04_6722,7.684008831724491e-27,1.0395309357322616e-25
211,A06_55405991,5.423123713230287e-27,7.374883341273061e-26
212,F02_6735,1.4636851006438223e-29,2.962544029287612e-28
213,D09_6722,6.095831526571939e-25,6.604239052232087e-24
214,C01_55405991,7.850893430587677e-25,8.26559788196146e-24
215,F06_55405991,2.4848243331595997e-28,4.2129067103115035e-27
216,E08_55205980,8.697402115541573e-27,1.1705627280246932e-25
217,A03_6722,1.0621690482242124e-26,1.4006683762188983e-25
218,F07_55345985,3.3703978904502675e-27,4.656142270881295e-26
219,H03_75846286,3.635927047731553e-23,3.175052013922102e-22
220,H08_55405991,1.1370773424897303e-26,1.477069124995366e-25
221,G12_55195978,1.358498321665136e-26,1.7559599593404305e-25
222,D05_75846286,1.4423192320503744e-26,1.8551209432923782e-25
223,G05_55335984,1.290458421773701e-22,1.0210263452276161e-21
224,F04_6719,6.1633033589542925e-28,9.812429920871743e-27
225,G04_55235979,1.841742578918545e-12,4.3128160300953545e-12
226,D03_6734,2.29680349983375e-13,5.867860996150608e-13
227,G12_6731,3.493488893612085e-24,3.3878705441199533e-23
228,B01_55405991,5.265813184275644e-25,5.8506545634654065e-24
229,D12_6731,2.844368694219089e-26,3.64051306892453e-25
230,H02_55395990,2.965551884650211e-26,3.7771004735715612e-25
231,C02_6721,5.524195325564376e-19,2.6909839543001094e-18
232,F05_55375988,3.642737653086245e-26,4.594776817491877e-25
233,F03_6734,1.062606667557623e-25,1.2785557645128818e-24
234,C07_6725,7.53480439807745e-15,2.248385632386311e-14
235,B07_55345985,5.784589878070044e-26,7.192173415067088e-25
236,C04_6720,3.550913574327927e-23,3.1112199136141673e-22
237,F05_6717,7.769383645513286e-16,2.561346047782221e-15
238,A02_55345985,6.331794194238366e-26,7.798261623186968e-25
239,C01_6718,4.466967907696249e-28,7.428823698722868e-27
240,D04_55385989,1.0476215420480578e-25,1.266361039947907e-24
241,C08_55405991,8.502467911165043e-24,7.762218082535639e-23
242,D08_6725,1.6756763310552674e-25,1.9797243893146168e-24
243,A06_6734,1.8017388569666783e-25,2.119072142135134e-24
244,F10_55375988,5.8310411433220945e-25,6.370229466616732e-24
245,C03_6722,6.618825538197163e-26,8.11349928649427e-25
246,D04_6722,2.7149497573757523e-25,3.122790227536603e-24
247,B11_6736,2.7962659451154807e-25,3.2022150801300525e-24
248,E04_6734,2.9450903081301785e-25,3.357917377523099e-24
249,E02_6722,3.0604318392086103e-25,3.4742554487711656e-24
250,A07_55375988,8.699580608965701e-18,3.640161052886129e-17
251,G02_75846286,1.6649891457376447e-18,7.534292304195824e-18
252,C08_6745,4.206823506816721e-25,4.734489731163129e-24
253,D03_6721,1.4201547311655296e-25,1.693161645238903e-24
254,C07_6721,4.668439367070996e-25,5.209100507445457e-24
255,F11_55245981,6.497784662494434e-19,3.1072739475774665e-18
256,G08_55235979,5.42749889270162e-25,6.0047455969677674e-24
257,E04_6718,1.4580027049392312e-15,4.625571157468205e-15
258,G09_55385989,5.749413889316942e-25,6.3267073257652966e-24
259,H10_55355986,5.922446212785748e-25,6.443127942326495e-24
260,A11_55195978,6.935132114559223e-25,7.421159816030382e-24
261,A05_55395990,4.4319006889693396e-17,1.7348864616040397e-16
262,A07_75846286,8.746698224341259e-25,9.171738579821297e-24
263,C01_55365987,9.72547842695236e-25,1.0157289669109044e-23
264,F05_6725,1.6794832470466967e-22,1.2973759639168416e-21
265,C07_6736,1.022731702861142e-24,1.0638854486734826e-23
266,F09_55385989,1.3301539307408116e-24,1.3727398866261896e-23
267,F04_6734,3.58437099803938e-24,3.4534290316903397e-23
268,H03_55365987,5.319261046020276e-21,3.437769948306668e-20
269,B03_6735,1.0044474658902032e-29,2.0980898667514566e-28
270,B12_6722,1.7207315629099996e-24,1.7688307522669324e-23
271,B11_55205980,4.527944528640084e-23,3.901803024514607e-22
272,D08_55405991,3.498648884036606e-28,5.893530474980373e-27
273,G01_6721,1.7938234075124595e-24,1.8295597332089967e-23
274,E01_6719,3.4651191721768302e-18,1.520575824967009e-17
275,F01_55385989,2.1396034706004707e-24,2.1653118843945072e-23
276,F04_55195978,2.2997046464649238e-09,4.051638887935166e-09
277,H11_6731,2.502430946762597e-24,2.5227209274120237e-23
278,H06_55345985,1.7111252441626788e-16,6.086850153281682e-16
279,G05_55355986,2.739678607464657e-24,2.751269555419315e-23
280,D02_6724,2.7867537921519966e-24,2.777180973782009e-23
281,E03_55365987,2.96912035814913e-24,2.936505020881583e-23
282,H10_6721,3.0015959587685737e-24,2.957421527677263e-23
283,H01_55405991,3.139240075156012e-24,3.081411968508401e-23
284,C06_55345985,1.8988021951246636e-22,1.4581683916089696e-21
285,D05_6734,3.4191933671330204e-24,3.331161896113551e-23
286,H05_55185977,3.503351386106425e-24,3.3878705441199533e-23
287,F12_55395990,3.74849867350834e-24,3.585102577483617e-23
288,B01_55365987,5.2248072106919785e-20,2.8841377647181302e-19
289,A08_55345985,4.250458908133404e-24,4.050346061728583e-23
290,A08_6721,4.424498133501657e-24,4.200859864208301e-23
291,C05_6724,5.966571389385687e-22,4.339475737517e-21
292,G03_6717,4.747111244765008e-24,4.4908360362613893e-23
293,H01_6724,2.2121038746991017e-23,1.9712638965322028e-22
294,F05_55365987,5.1731196836474024e-24,4.858638666907687e-23
295,B07_6720,7.010111719989113e-24,6.513666085726539e-23
296,F06_6734,7.389245440575976e-24,6.841602782036835e-23
297,E06_6719,1.4105981329954062e-20,8.62546071487355e-20
298,A12_6722,7.624914369180081e-24,7.034859158278867e-23
299,E07_55375988,8.37064543842989e-24,7.668686049031734e-23
300,F06_6719,6.996202306014211e-22,5.004680608494001e-21
301,F07_55405991,1.02985196010483e-23,9.369141002904917e-23
302,A07_55365987,1.1412368273069314e-20,7.040632511376475e-20
303,C08_6718,1.0706002790583711e-23,9.706032391046553e-23
304,H02_6721,1.3508952956656942e-23,1.2204801442848193e-22
305,F10_55355986,5.812761234222058e-20,3.168500956691815e-19
306,F07_6718,1.0254074233413227e-20,6.420476696269049e-20
307,E03_55345985,1.6787239177723458e-23,1.5114303963115844e-22
308,D12_55365987,1.707899323032882e-23,1.532414134858713e-22
309,G09_6722,3.641583036629134e-24,3.495651951705393e-23
310,C08_55355986,2.265229363810288e-23,2.0117394111934222e-22
311,H06_6717,3.484395771465435e-23,3.063217966093014e-22
312,H01_6725,3.7636496721965394e-23,3.2756297647017216e-22
313,B02_6719,2.761620442683465e-10,5.198695728800668e-10
314,E08_6735,3.967771764668247e-23,3.441811321444782e-22
315,E09_55345985,4.1979347476884036e-23,3.6294064987464975e-22
316,G08_55345985,4.592280074456932e-23,3.9442247613181085e-22
317,A05_6736,4.706436740546128e-23,4.0290184687101446e-22
318,C05_6735,9.019495482512577e-27,1.2076873181969405e-25
319,B02_6734,5.062728810590443e-23,4.305793135000536e-22
320,F01_55395990,5.167856893875328e-23,4.380933230489767e-22
321,D11_55345985,5.706382270407475e-23,4.806246486462554e-22
322,C04_6736,5.769587662885827e-23,4.843856394789355e-22
323,D05_6725,5.835679468415707e-23,4.883640734626093e-22
324,G03_6721,5.878683659993687e-23,4.903911513176842e-22
325,D10_6736,6.013597258865609e-23,5.000478484999396e-22
326,E01_55205980,6.091473251092888e-23,5.049154494794772e-22
327,D02_6731,8.452647021832522e-22,5.955691238503531e-21
328,G04_6724,7.696956999967926e-23,6.359732508517802e-22
329,C03_6734,7.847864210610467e-23,6.463966389244142e-22
330,A06_55345985,7.808859731020734e-20,4.186639169957933e-19
331,B03_6724,8.570504023229528e-23,7.014917242837711e-22
332,A08_6745,2.574499579637266e-16,8.962691203243867e-16
333,F06_6735,2.137078316470788e-23,1.910928590515489e-22
334,B06_75846286,1.2351315124135328e-22,9.86216629636616e-22
335,C12_6722,9.476426433342996e-23,7.70808393067245e-22
336,G06_55405991,9.625821020052917e-23,7.805285305390735e-22
337,H10_6717,1.148865025454627e-22,9.201492581171876e-22
338,C09_6721,2.471243984647095e-22,1.881171441374217e-21
339,F04_6735,6.630937672175792e-25,7.154288538037601e-24
340,C07_55375988,1.2798400498893665e-22,1.0159617261993056e-21
341,A11_55345985,1.280166250170707e-22,1.0159617261993056e-21
342,G05_6719,3.7422390068294473e-16,1.2806010546306275e-15
343,F07_6745,1.3114313865050265e-22,1.0344856042793425e-21
344,A11_6731,1.4407383806678322e-22,1.1330626240734065e-21
345,B06_6721,1.467181019837804e-22,1.1503932861250771e-21
346,D06_55345985,1.4821914499384321e-22,1.1586831963440857e-21
347,F10_55395990,1.5230122148492687e-22,1.187040266558639e-21
348,D04_6745,1.5491286431878935e-22,1.2038020498105922e-21
349,A01_55195978,1.6712307726851558e-22,1.2948319131990924e-21
350,B10_55365987,1.7565868888432903e-22,1.3529346214660269e-21
351,H11_55195978,4.105944516778089e-18,1.7897531107358248e-17
352,B10_6734,3.233290424578101e-20,1.863602935667422e-19
353,G03_55205980,2.1247791650057635e-22,1.6269203518563193e-21
354,D05_55405991,2.287931758304705e-22,1.7467221698636215e-21
355,F10_55195978,5.126962041316789e-14,1.4150632018898664e-13
356,D06_55395990,2.773527646368382e-22,2.105139733915071e-21
357,A07_6721,3.5546279572889153e-22,2.6824085538963464e-21
358,H06_55385989,4.791964410419609e-23,4.0888297632698036e-22
359,D02_6736,3.585317853696765e-22,2.6977708691649146e-21
360,D01_55345985,5.135718630209897e-21,3.327384948753856e-20
361,B01_6736,3.763828453467239e-22,2.823952900000851e-21
362,B01_6721,4.0884743409930286e-22,3.050001858380799e-21
363,B11_6734,4.128184715611616e-22,3.0708519351743386e-21
364,B06_55375988,4.653554847017778e-22,3.442048641802668e-21
365,B11_55355986,4.753519342052877e-22,3.506056215282504e-21
366,A08_55355986,5.775563083129605e-22,4.21938408660578e-21
367,G10_6731,5.78529108772451e-22,4.21938408660578e-21
368,C07_55405991,6.112401586290193e-22,4.433189039389915e-21
369,C04_55345985,6.151537529532104e-22,4.4492145400577076e-21
370,H05_55215982,6.355744882378788e-22,4.5842126762129876e-21
371,H10_55215982,4.329204343835158e-22,3.211236517543636e-21
372,A05_55345985,6.907897940667087e-15,2.0730221908446013e-14
373,B03_6734,5.309143930480158e-22,3.9048379725306174e-21
374,E02_75846286,7.210160059812185e-22,5.143641507150168e-21
375,F07_55385989,7.993969817024959e-24,7.349385631074707e-23
376,G04_55345985,7.812370609697677e-22,5.5580653029756504e-21
377,D08_6734,8.320969514792011e-23,6.8320916362018685e-22
378,G11_55395990,8.152275490511015e-22,5.7841280722076795e-21
379,B06_55385989,8.358982189910475e-22,5.914716124080284e-21
380,F04_6725,8.462510338892418e-22,5.955691238503531e-21
381,E03_55405991,9.137908349641457e-22,6.413730833578991e-21
382,E06_6724,3.5063494664783446e-17,1.3850345623260148e-16
383,B02_6720,1.247631392695085e-21,8.710068359162746e-21
384,G06_6719,1.2788949008467203e-21,8.904518896295432e-21
385,G03_6735,1.3891114121825527e-21,9.646196535129376e-21
386,D12_6721,1.4110085310078007e-21,9.755379187289881e-21
387,D06_6722,7.685750551689741e-15,2.2855916503942957e-14
388,H10_6722,6.08182500743569e-26,7.525898149011652e-25
389,F06_55235979,1.8619008100183253e-21,1.2726238259051957e-20
390,C09_6722,1.9794761994125028e-21,1.3459407178817823e-20
391,H07_55185977,6.036299040047755e-15,1.8262777281071482e-14
392,A07_55405991,4.293987347255224e-25,4.811845907160253e-24
393,E12_6721,2.2131864425985147e-21,1.500942805616811e-20
394,B12_55215982,2.537683808538526e-21,1.7121169054506697e-20
395,A04_55215982,2.56445985953077e-21,1.7257228590811444e-20
396,H05_55225983,2.6158058888656042e-21,1.755750430804137e-20
397,D07_55365987,8.885447578038255e-21,5.59033822319467e-20
398,C02_6725,5.581123076195513e-23,4.715958689950319e-22
399,F03_6721,2.7751608227867588e-21,1.8579345918708274e-20
400,E04_55205980,2.8479245046125107e-21,1.9017726039752596e-20
401,H02_55225983,2.9414280976976154e-21,1.95421597025152e-20
402,F06_6725,3.2396032211317988e-21,2.14685380973988e-20
403,D11_6722,3.2797853434048505e-21,2.1679796282607758e-20
404,C02_6722,3.420487899009786e-21,2.2552762384632706e-20
405,H03_6724,3.441822828393057e-21,2.2636270541396152e-20
406,B10_6721,3.5365143718021048e-22,2.676475079645013e-21
407,F10_55345985,3.611109242676602e-21,2.3689965408614595e-20
408,C04_55385989,3.665573940886686e-21,2.3987001402644453e-20
409,D01_55205980,3.830937318196358e-21,2.5006443344526726e-20
410,A12_6721,1.258943699411093e-16,4.590924579835703e-16
411,E04_6722,4.210517545398886e-21,2.7415614241986266e-20
412,F02_75846286,5.711515373580263e-22,4.188979393375861e-21
413,G03_6734,9.002667311907603e-28,1.4075427755323804e-26
414,H02_55215982,5.031577175239078e-21,3.268021891678914e-20
415,B02_6721,5.430109505636046e-21,3.500744671411288e-20
416,F03_55395990,5.449714471959332e-21,3.5047301690359154e-20
417,B06_55405991,5.491019548837794e-21,3.522617209340413e-20
418,D05_6731,5.684121138051562e-21,3.63755889496388e-20
419,G09_6720,1.58356892513844e-13,4.1346984635364667e-13
420,H09_6734,8.296854200258285e-26,1.0076964642204895e-24
421,C10_6721,5.9667019631256615e-21,3.7997704452978295e-20
422,E03_6720,1.5186602706985444e-21,1.0462327089165963e-20
423,H08_55345985,7.218577467606481e-21,4.574685866000127e-20
424,F07_55395990,1.2212542091768516e-15,3.902931138507662e-15
425,F06_55385989,8.113433568350707e-21,5.1169504944356755e-20
426,E05_55405991,1.756243980412781e-24,1.798256091316773e-23
427,D03_6724,9.808399253278455e-21,6.156185204401453e-20
428,F03_6736,1.7415817538749743e-13,4.5291533459836233e-13
429,D06_6719,1.1175223888646808e-20,6.947264184108766e-20
430,H01_6721,1.1390155040013942e-20,7.040632511376475e-20
431,C04_6721,1.138284405867567e-20,7.040632511376475e-20
432,H02_6724,1.1692235388890696e-20,7.183159200092614e-20
433,F04_6717,2.1274372909629044e-17,8.598666821523442e-17
434,H04_6736,1.476782114813299e-20,9.009060985461504e-20
435,C09_6718,1.5916203610018392e-11,3.35295674635768e-11
436,A10_6731,1.5462499162436138e-20,9.410859047347496e-20
437,H04_6731,1.625590049051717e-20,9.870733995521007e-20
438,C01_55185977,1.6484734929781462e-20,9.98646006999058e-20
439,E05_6720,1.0440308363770017e-17,4.3338068581563617e-17
440,H03_6719,1.7315378731442207e-20,1.0441213364386975e-19
441,D05_6724,1.7287958328458984e-20,1.0441213364386975e-19
442,C04_6718,1.7642624927093688e-20,1.0614030802912816e-19
