,well_plate,variability_compartment_p,variability_compartment_adj_p
443,H11_75836284,1.8246573525767717e-20,1.0952138730064255e-19
444,G05_55225983,1.8880362975960677e-20,1.1295658180330147e-19
445,A04_6721,2.004485756435652e-20,1.1949114863135818e-19
446,D08_55365987,2.0920673641546332e-20,1.2358343637574088e-19
447,D07_55405991,2.114807976487345e-20,1.2464477712434441e-19
448,A01_6721,2.2055333473595953e-20,1.2969926959360145e-19
449,G02_6734,2.2684322185583225e-20,1.327999220326408e-19
450,G01_6719,2.4568308422454112e-20,1.4318717252461537e-19
451,H09_6722,8.911853741837529e-15,2.632222864246356e-14
452,B01_55185977,1.5979118156658086e-13,4.167979770932494e-13
453,G09_55345985,2.5783729656545136e-20,1.495479484282245e-19
454,A11_6736,2.5831529965962944e-20,1.495479484282245e-19
455,A01_6722,2.8136169836898653e-24,2.7932904731613073e-23
456,F04_6721,1.0512330134419306e-20,6.56643396673895e-20
457,B02_6722,3.116248362773981e-20,1.8001160343369168e-19
458,E08_6725,4.008983108457918e-19,1.982472518216595e-18
459,G04_6717,3.347505113340786e-20,1.925184108134976e-19
460,A12_6734,3.6292465686205494e-20,2.078062015497424e-19
461,H10_55405991,3.638557932215649e-20,2.0788347398282405e-19
462,C02_55405991,3.713947736358706e-20,2.1117784432780266e-19
463,A08_55205980,3.707370699076438e-20,2.1117784432780266e-19
464,F10_55405991,3.720482895089591e-20,2.1117784432780266e-19
465,F01_6724,1.3774191914509866e-31,3.6327692008874e-30
466,B01_6725,3.775726705991054e-20,2.1384864271892933e-19
467,C09_55395990,3.960192250611461e-20,2.233274722753029e-19
468,D05_55365987,4.0574769195021406e-20,2.2832052234526055e-19
469,E09_6717,3.7387891220171647e-14,1.0440618607044725e-13
470,H10_55245981,5.40109366658586e-14,1.4828870203423428e-13
471,E10_55375988,1.219326336141229e-27,1.8542108358102555e-26
472,E04_6725,4.6998547718918946e-20,2.61648631330698e-19
473,A01_55215982,4.814059770799173e-20,2.6743638428843914e-19
474,D10_6721,5.001655999327548e-20,2.7668058928483535e-19
475,B05_55395990,5.502781308074356e-24,5.131343569779337e-23
476,C05_6719,1.664126091866834e-16,5.927739735149118e-16
477,G05_6731,5.240871465154366e-20,2.8869019821768037e-19
478,A08_55245981,5.449607013863697e-20,2.989269729663469e-19
479,B03_6725,5.505021578716903e-20,3.013335711117366e-19
480,C07_6718,5.577299215012591e-20,3.0465121862757064e-19
481,B10_55405991,6.069327933803023e-20,3.301461507324936e-19
482,C03_6720,2.829987098956827e-15,8.765238808275535e-15
483,F08_55375988,6.448285853136022e-20,3.493044473555633e-19
484,G04_6721,6.784704321576812e-20,3.66767349557703e-19
485,H03_6718,7.233395622122942e-20,3.902147927554339e-19
486,A03_6731,7.540868110316833e-20,4.051277085604373e-19
487,C12_55185977,2.0453002463215537e-20,1.2164644517415892e-19
488,B05_55385989,8.090066356972968e-20,4.328517061077135e-19
489,F01_6745,8.933913494813146e-20,4.770234792424769e-19
490,H01_55205980,9.328907757443557e-20,4.97097513360921e-19
491,F10_6721,1.0437814638845152e-19,5.550536460697493e-19
492,F02_6745,1.0952230125191076e-19,5.788719201796336e-19
493,D10_55365987,1.1064854504423562e-19,5.836431335565641e-19
494,E05_6735,1.1148739211943484e-19,5.86882219402912e-19
495,A03_55345985,1.5394286120203479e-16,5.513646235919243e-16
496,D12_55195978,1.2499438850503324e-19,6.553420650334173e-19
497,G07_6731,1.2683668780475896e-19,6.636685207579673e-19
498,E05_55365987,1.3259326804770331e-19,6.896434718576759e-19
499,E01_55345985,1.3656676176634224e-19,7.088982405008341e-19
500,E03_6722,2.454857925779103e-17,9.815672349478159e-17
501,B05_6734,1.4384734431646865e-19,7.452091587505946e-19
502,F03_6720,2.47516768147864e-13,6.286636980876196e-13
503,G08_6718,1.5588079289749582e-19,8.059500005056665e-19
504,F03_55405991,1.5709040715132569e-19,8.105989191148446e-19
505,E08_55395990,3.331075533588354e-24,3.2574674974528815e-23
506,F05_6718,1.6691535132973905e-19,8.595975982681433e-19
507,G06_75846286,1.9636494733222906e-21,1.3386654764607052e-20
508,D02_6721,4.237388799871957e-20,2.3793165927883183e-19
509,A08_6720,1.78900649035544e-19,9.19507076046861e-19
510,E10_55385989,5.352662465635811e-19,2.612299382761701e-18
511,F09_6719,1.8369358992460613e-19,9.422867648195414e-19
512,C12_55345985,1.8423432763725407e-19,9.432075087468047e-19
513,E06_55375988,1.8516543668801237e-19,9.46119286090803e-19
514,D05_6721,1.9304907775941603e-19,9.84474886777022e-19
515,F11_6718,4.274976873629807e-17,1.6759706632203344e-16
516,G06_6725,1.9682709480450543e-19,1.0017846872018786e-18
517,C08_6722,2.0562615538053226e-19,1.0445328632267893e-18
518,G09_6731,2.128282739529153e-19,1.0790186860020618e-18
519,F04_55235979,2.1737102255604406e-19,1.0999142246004476e-18
520,D09_6725,2.0648037363229956e-24,2.097744185034763e-23
521,H08_55245981,2.2801876599559685e-19,1.1515609245928499e-18
522,C07_55355986,1.0428047084365922e-16,3.8348775967999187e-16
523,D03_6719,2.3266882662464785e-19,1.1727766531215359e-18
524,A02_6721,2.879116628346797e-21,1.917697325666706e-20
525,A10_6734,2.467814335326151e-19,1.23912754414165e-18
526,G07_6724,2.514176119778548e-19,1.2599834642498634e-18
527,H02_6735,1.105446372310334e-22,8.88098608646856e-22
528,B11_6722,1.854243155352909e-18,8.332924059598012e-18
529,H06_6720,8.003232899651011e-09,1.3455531938820856e-08
530,G07_6718,2.6363848282481126e-18,1.1686928330315487e-17
531,B04_6718,1.2786522795733035e-11,2.7320467282863303e-11
532,F02_55395990,4.712724120674552e-13,1.1543079436286355e-12
533,E06_55395990,3.1592283452112133e-19,1.580219388763693e-18
534,B05_55225983,3.2692209260930128e-19,1.6321101028735864e-18
535,H05_6722,3.508191756571704e-19,1.7414237027393002e-18
536,B04_6720,1.700038801465151e-18,7.666323507125231e-18
537,D10_55385989,2.1008256539687903e-14,5.994815062855204e-14
538,C07_6731,4.212850932384791e-19,2.0793485414851962e-18
539,H11_6717,8.308904205879439e-12,1.8184869137930608e-11
540,G07_55405991,2.2751861165651754e-25,2.6639062557630823e-24
541,D11_75836284,4.936919569916311e-19,2.4229881573405052e-18
542,H02_6734,5.250708940075544e-19,2.5673410192017313e-18
543,B06_6722,3.008174422237486e-13,7.559522056267637e-13
544,H02_55195978,5.7029637874279515e-19,2.767739488656948e-18
545,F02_6718,5.752777831827108e-19,2.7867352354175473e-18
546,C08_55365987,5.8337078791271745e-19,2.82070579118538e-18
547,E02_55345985,6.071666950681145e-19,2.9303368591919536e-18
548,C08_55395990,6.113566647650487e-19,2.9451148555379002e-18
549,F09_6722,8.084602969821097e-16,2.6619039538717386e-15
550,A01_55395990,6.289592341094279e-19,3.0243325234985568e-18
551,E01_6735,6.390892468134181e-19,3.0673934254224902e-18
552,D10_55375988,6.628044820569277e-19,3.1579972676106532e-18
553,F09_55395990,6.876394952292495e-19,3.264412221897401e-18
554,C12_6731,7.118382305510429e-19,3.3670464129869076e-18
555,H11_55205980,7.117610260263457e-19,3.3670464129869076e-18
556,D12_55205980,1.1433275315295387e-20,7.040632511376475e-20
557,D10_55345985,7.2069691444874585e-19,3.4027841656883823e-18
558,B06_6734,7.396389752819701e-19,3.485915820327119e-18
559,D09_6731,4.8261760076868475e-09,8.241429402269691e-09
560,B11_6731,8.250955051938852e-19,3.881665520831052e-18
561,B07_6734,8.38600026257369e-19,3.938101921866889e-18
562,E01_75846286,9.075281389604225e-19,4.2465160767485005e-18
563,G06_55195978,9.193637607317222e-19,4.289509041987222e-18
564,A12_6731,1.009075513734764e-18,4.6880714703940716e-18
565,A02_6720,8.043716170929712e-17,3.0003061317567825e-16
566,A05_6722,1.0536666931267095e-18,4.8778789641025505e-18
567,E12_6731,1.1404455999337423e-18,5.260960179199649e-18
568,G02_6735,1.1841547638647196e-20,7.257812414203717e-20
569,B12_6731,5.21499606110896e-19,2.554663173650187e-18
570,C06_6734,1.221160048488139e-18,5.623366643037973e-18
571,A07_75836284,1.357886356657504e-18,6.2310040021665084e-18
572,C10_6731,5.172933852490615e-17,2.0128957211405361e-16
573,H08_55395990,1.4919429962124653e-18,6.822177168320047e-18
574,E06_6721,1.5670645608307952e-18,7.153156587988122e-18
575,F02_6724,1.615402863489959e-18,7.348113025387253e-18
576,D07_55395990,1.6219272999887607e-18,7.36496031351418e-18
577,F01_6734,5.7879439803335295e-21,3.694944188912187e-20
578,F02_55215982,1.662520223031386e-18,7.534292304195824e-18
579,H05_6725,1.6873744584900187e-18,7.622378392936745e-18
580,A09_6722,1.8421982521451815e-18,8.293068338536326e-18
581,E03_6719,1.908278804096041e-18,8.561023981949764e-18
582,B08_55225983,2.0836933310714203e-18,9.331943889240959e-18
583,H07_6721,1.5863581973261011e-21,1.0899950666364343e-20
584,B03_6721,2.266866075762457e-18,1.0117585168915856e-17
585,F10_6718,3.367336911666344e-13,8.429642067460043e-13
586,E04_6724,6.740444313809038e-21,4.28206815166798e-20
587,G12_55395990,1.6335161525967528e-14,4.702437347773011e-14
588,C05_55235979,2.3652737125529445e-20,1.3815950030147065e-19
589,E09_55395990,2.5837885797166077e-18,1.1492797242998403e-17
590,F05_55195978,2.9479581072034704e-18,1.3045963759166545e-17
591,F04_55385989,3.3065046907495976e-27,4.592172206142127e-26
592,C01_6745,3.007540187315689e-18,1.3287119169342241e-17
593,A02_6719,4.5734119089364395e-20,2.5515338662891117e-19
594,F08_6734,3.3322551527893658e-18,1.4696821290427423e-17
595,F12_55345985,3.3544880272234733e-18,1.476992957686423e-17
596,F05_55205980,3.411336422586829e-18,1.499494848379497e-17
597,E12_55345985,3.556622521132579e-18,1.558110973603551e-17
598,F09_6731,1.465622830050706e-11,3.1010868794670936e-11
599,C04_55395990,3.911597415879547e-18,1.710750561618341e-17
600,A03_6720,4.0394898428195234e-18,1.7637304313715344e-17
601,E02_6721,7.275661168710858e-15,2.1760310780646107e-14
602,E01_6725,4.125909413146647e-18,1.795458246287649e-17
603,C10_6745,1.3461199399204869e-08,2.2132992211161153e-08
604,H03_6734,3.5863507117074896e-16,1.232100224772139e-15
605,D06_6734,4.716398448810336e-18,2.0354572479080638e-17
606,B07_75846286,4.7860769051815e-18,2.0621199338991578e-17
607,G02_6719,4.856244879776803e-18,2.085469635048887e-17
608,C12_55235979,9.075555439065218e-15,2.677545226146812e-14
609,C05_6725,5.1310420721289355e-18,2.1998605665564286e-17
610,E04_6735,6.418482244408746e-17,2.446519290533027e-16
611,H01_6735,9.35354331611113e-17,3.4690485224951935e-16
612,F02_55345985,1.349163982398793e-10,2.613254568281341e-10
613,G11_55205980,5.842443023724539e-18,2.4966642774050364e-17
614,G02_6724,6.0129484995534246e-18,2.565328191557842e-17
615,G07_6721,3.3960033170223727e-19,1.6921688283865297e-18
616,A03_6745,6.077170968384505e-18,2.5884981074146724e-17
617,E02_6724,6.101054664909742e-18,2.5944387182539635e-17
618,F05_55355986,2.2395709966243592e-20,1.3140494094800454e-19
619,D09_6721,6.379592665781969e-18,2.7084742195701988e-17
620,D03_55365987,6.486806933052406e-18,2.7468784443361012e-17
621,D05_6720,6.491091536405111e-18,2.7468784443361012e-17
622,F03_6725,6.754051955000731e-18,2.8489223997587896e-17
623,E01_6734,7.158082004033674e-18,3.014476147182568e-17
624,D08_6722,2.394671904865103e-10,4.534074215810576e-10
625,C01_6722,1.7663383142763453e-15,5.5632199500308055e-15
626,E11_6718,3.770983161641102e-12,8.55433278457421e-12
627,G01_6724,3.918616424566261e-15,1.2022923013563463e-14
628,G02_55345985,8.519870802089344e-18,3.582187224517758e-17
629,B07_6725,8.535007693611685e-18,3.582782168491979e-17
630,B04_55405991,8.691023334013482e-18,3.640161052886129e-17
631,D03_55385989,8.943148705215562e-18,3.736089803090853e-17
632,A01_6720,9.18332792193601e-18,3.830298594916122e-17
633,B12_6717,2.340859898847219e-10,4.4354028997751004e-10
634,A06_6721,1.0259740381500683e-17,4.265634098104822e-17
635,E11_6722,1.0179010698611908e-18,4.720674411025878e-18
636,A07_55345985,1.2368808683598373e-17,5.1261840433135477e-17
637,F10_6717,2.814621155267546e-09,4.918993197057271e-09
638,H07_6720,1.2783207408339678e-17,5.2895332081101266e-17
639,A02_6722,1.312836758496542e-17,5.423760722206442e-17
640,E04_55375988,1.382034659645477e-17,5.691628543114102e-17
641,F09_6720,1.3892194068126962e-17,5.712207671162126e-17
642,B05_55355986,1.396508736128568e-17,5.73315143086744e-17
643,B04_55395990,1.428176303599656e-17,5.85395342024914e-17
644,F03_6719,1.5037642820624558e-17,6.15411996938099e-17
645,F08_75836284,1.5299507182601497e-17,6.251488772108374e-17
646,A10_6721,1.8325976154324876e-17,7.46476189375074e-17
647,E03_6725,1.8418994179288507e-17,7.490964766685715e-17
648,H08_6722,1.8607490656433396e-17,7.555856625808336e-17
649,B01_6722,2.035970980722103e-17,8.254534519666787e-17
650,F05_6736,3.576819206015094e-05,4.669537473452705e-05
651,A01_55335984,0.11297018830619876,0.12203771686697765
652,F06_6722,2.2444860135475595e-17,9.057732583265344e-17
653,B09_75836284,2.2981646694557465e-17,9.24577496448221e-17
654,F05_55215982,2.296399851034836e-17,9.24577496448221e-17
655,B03_55375988,2.007718454792248e-14,5.754284177236619e-14
656,A09_6721,2.3704371442004563e-17,9.494699741429943e-17
657,F12_6721,3.7880950249457725e-16,1.294596349493902e-15
658,F08_55205980,3.860480810254924e-16,1.3176098556307984e-15
659,B01_6734,2.0579222845492715e-16,7.280806348181772e-16
660,D02_6734,2.5684181268249402e-20,1.4935723227483116e-19
661,G08_6736,7.0235834703208455e-25,7.454705870328344e-24
662,F07_6717,2.2141442062936995e-12,5.152522747444607e-12
663,G01_6734,5.276992781776694e-24,4.93843302982758e-23
664,E09_6745,3.1071115554449656e-17,1.238575308590352e-16
665,A12_6736,6.144280272596453e-10,1.1203013821054006e-09
666,C06_55395990,3.2118426560810086e-17,1.27837213033956e-16
667,G05_6725,3.224798568567269e-17,1.2815751997761247e-16
668,E02_55185977,3.431553015142143e-17,1.3596031748916747e-16
669,D11_55405991,3.472570122899299e-17,1.3737697864984953e-16
670,G04_6725,2.5408279058055923e-18,1.1320992597369286e-17
671,C08_6731,4.149142140955299e-18,1.7995697890422402e-17
672,F05_6719,1.826734850708562e-13,4.722380886336689e-13
673,H04_6718,4.1224759835580563e-17,1.6234969521975995e-16
674,E07_55195978,4.193159764789193e-17,1.6488464075097264e-16
675,B07_55195978,4.206523547224916e-17,1.6516139822262038e-16
676,F08_6745,2.076578366219398e-16,7.336868896074221e-16
677,H02_75836284,4.5787694460560904e-17,1.789695662223421e-16
678,E03_6734,3.2829681466816713e-23,2.8958884564141364e-22
679,E07_6717,4.923679510710316e-17,1.9216333635971053e-16
680,C03_55355986,4.9653701590369903e-17,1.9350121619769526e-16
681,H02_55355986,6.814939142779512e-10,1.2373995898329142e-09
682,H02_6718,1.5209273205919087e-06,2.1454031518452045e-06
683,D10_55245981,5.473562966167112e-17,2.1235472369483402e-16
684,A04_55395990,1.1441492847975657e-24,1.185465786748589e-23
685,E07_6722,5.660815817885091e-17,2.189687422295996e-16
686,G07_55375988,2.114342688774818e-16,7.45013327987996e-16
687,B06_6717,1.320278331431203e-11,2.814078957850507e-11
688,G09_6721,4.595870412311491e-16,1.5543805241638993e-15
689,G05_55395990,5.846324958783046e-17,2.2580997732814396e-16
690,F01_55225983,1.2910311690974748e-18,5.934652081889976e-18
691,E02_55405991,5.982983275197964e-17,2.3074696206117996e-16
692,E06_55245981,6.012919099240211e-17,2.312184354656287e-16
693,G11_6731,6.008387299657374e-17,2.312184354656287e-16
694,E06_75836284,6.059405424863126e-17,2.3232169697970076e-16
695,F05_6735,6.189314593135559e-17,2.3660761936569464e-16
696,E10_55365987,6.499033285063782e-17,2.4736116482946846e-16
697,E08_6736,6.629386190206453e-17,2.519552742740764e-16
698,D06_6721,6.886701596401178e-17,2.6135432947970167e-16
699,D05_6718,6.903296568271095e-17,2.6160388011256645e-16
700,F08_6720,7.017424764295492e-17,2.6554342115326854e-16
701,B09_55345985,7.056077814823664e-17,2.662343811344594e-16
702,C07_55385989,7.229483627061459e-17,2.7199109150226905e-16
703,A12_75836284,7.225232879831376e-17,2.7199109150226905e-16
704,E02_6720,7.407337184754383e-17,2.7828140128624017e-16
705,D04_6731,7.517448520106925e-17,2.820123288218273e-16
706,G01_6722,7.797963147102694e-17,2.9211595089074795e-16
707,E12_6722,7.901184463437087e-17,2.955586337254188e-16
708,B08_6734,7.997374713975836e-17,2.987288323060216e-16
709,E11_6731,8.845925039515013e-17,3.2901296692555125e-16
710,E09_55405991,9.234513510214967e-17,3.4297745057142645e-16
711,C04_6719,9.677566342790737e-17,3.5841313079470377e-16
712,E10_6734,1.0009525704185986e-16,3.6965872155063096e-16
713,G08_6722,1.0027692082328984e-16,3.6980655405312115e-16
714,E02_55335984,1.0174184212854655e-16,3.746797599402469e-16
715,A04_6735,5.586951553101974e-17,2.1643220334049338e-16
716,C02_55375988,1.0499653563048154e-16,3.8557799512121983e-16
717,E10_55345985,1.0824894850000346e-16,3.9696348951335536e-16
718,C03_6719,3.74013337842701e-16,1.2806010546306275e-15
719,A04_55345985,1.159092607294102e-16,4.244587373976018e-16
720,H05_55405991,5.26261559225814e-38,2.9871063720404353e-36
721,F02_6717,4.140235679017409e-18,1.798694735093919e-17
722,C06_6736,0.00026559898548146024,0.00032819638007197953
723,C01_6734,6.751167042411027e-18,2.8489223997587896e-17
724,E10_6719,1.2582872527490937e-16,4.590924579835703e-16
725,D03_55405991,1.3024698152451676e-16,4.736418784965366e-16
726,E06_55405991,1.3348156480548617e-16,4.847292986190882e-16
727,H04_6722,1.4482900891227198e-16,5.2375144358717745e-16
728,F12_6731,1.4932195378702674e-16,5.385077642789045e-16
729,A01_6745,1.5017119385388363e-16,5.408234305551588e-16
730,C06_6735,1.5060840132157043e-16,5.414586135103503e-16
731,D07_55375988,1.528326827024353e-16,5.481402946923881e-16
732,A10_75836284,1.5800815967734437e-16,5.651497327637618e-16
733,E04_6720,1.6184746004465048e-16,5.780899017463508e-16
734,D09_6720,1.6317258957734092e-16,5.820268188339306e-16
735,F01_6721,1.0835390720065523e-19,5.73858117040387e-19
736,B09_6722,1.7397864883742353e-16,6.180384382510379e-16
737,C04_6722,6.471708818275976e-19,3.1004828852327657e-18
738,A02_6736,3.694314193804694e-14,1.032746719488657e-13
739,D08_55345985,1.928280033539187e-16,6.831396428182927e-16
740,C05_55225983,2.1060925246032498e-16,7.431091326674439e-16
741,B07_55355986,2.1754174332200168e-16,7.655006628217606e-16
742,A02_6731,2.2007806230508524e-16,7.723438449980881e-16
743,A05_55225983,2.238810358010344e-16,7.846354154046992e-16
744,A01_6717,7.5949947866170335e-06,1.028554532565201e-05
745,F03_6717,2.3709476183118816e-17,9.494699741429943e-17
746,H03_55395990,2.359021695540186e-16,8.245522954558803e-16
747,H11_55375988,2.4048864212983854e-16,8.394596852954659e-16
748,B10_6731,2.4656388098727214e-16,8.59517080450958e-16
749,H08_55235979,2.584735439644269e-16,8.98634385207881e-16
750,C10_6719,2.6031815295443545e-16,9.038440124521688e-16
751,E10_6731,2.6597232851518834e-16,9.222493356615629e-16
752,F05_55405991,2.768265110115908e-24,2.7693257480891325e-23
753,C06_6725,2.9314279699481683e-16,1.0151138500709108e-15
754,B09_6745,2.992985690536881e-16,1.0350577003962645e-15
755,B01_55195978,4.7388281100141866e-14,1.3134904665867348e-13
756,D09_55365987,1.4123069064709212e-21,9.755379187289881e-21
757,F07_6721,6.107473325402776e-14,1.671552709918936e-13
758,A03_75846286,8.209871024579224e-09,1.3785191797541064e-08
759,B10_55355986,3.2345763556102093e-16,1.1171268339283408e-15
760,B08_6725,3.2502230928219267e-16,1.1210478857804557e-15
761,G03_6725,3.321952428456737e-16,1.1442767533905726e-15
762,D01_75836284,8.695004455006097e-07,1.250146290309522e-06
763,H07_55405991,3.7292259643112096e-16,1.279501838740679e-15
764,F04_6720,2.5037820701862803e-10,4.73722825018578e-10
765,H04_55395990,3.95454036303793e-16,1.3479510297509183e-15
766,A04_55355986,3.962651651309844e-16,1.34895481897914e-15
767,C11_6721,4.135322263740092e-16,1.4059018789876797e-15
768,F07_6735,4.2379656588626277e-16,1.4389243608960106e-15
769,E11_55385989,1.4900197369897255e-16,5.380970308824582e-16
770,F07_6722,4.471717913486018e-16,1.5143522013115424e-15
771,A03_6721,5.09509892989969e-16,1.7209965466970362e-15
772,F05_6721,1.11091974998055e-18,5.1338256056623295e-18
773,C12_6721,5.115546020154469e-16,1.7256706277291108e-15
774,G06_6717,5.169121735648201e-16,1.7414937873261228e-15
775,B11_55235979,5.301228618744217e-16,1.7836994746831377e-15
776,F07_6736,5.37718538287743e-16,1.8069280610930468e-15
777,G03_55355986,5.480899764176494e-16,1.839412504404219e-15
778,C04_55355986,5.537993639900361e-16,1.856187598688042e-15
779,G03_6724,5.810835453237277e-16,1.9426493429452665e-15
780,G08_6731,6.094252772156991e-16,2.032195911634981e-15
781,G11_55245981,6.173311622152313e-16,2.0533142223490048e-15
782,A06_6722,6.366477254662262e-16,2.1148692254355172e-15
783,H11_6736,6.388301784507761e-16,2.1194226123697287e-15
784,B04_6719,6.296396167634927e-15,1.8983707152072513e-14
785,B04_6731,8.227303176243593e-12,1.8021383047963108e-11
786,E05_6722,2.1820759334165985e-16,7.668102640848908e-16
787,E09_55215982,1.3058599445158204e-19,6.819200630261614e-19
788,H09_55365987,6.773145242832132e-16,2.2442490138368904e-15
789,A08_55375988,7.084369425140417e-16,2.3443965233259352e-15
790,F04_55355986,7.252702840670115e-16,2.3970641920240092e-15
791,D09_55375988,8.275071383596468e-16,2.7211853126662942e-15
792,H03_6717,8.544416270911152e-16,2.806222752622518e-15
793,G06_6735,8.640046441773558e-16,2.8309280297328637e-15
794,C07_55235979,8.750705048430697e-16,2.863169283390044e-15
795,F02_6725,8.843478941320701e-16,2.8899028179960387e-15
796,E07_6724,9.268132700522813e-16,3.0248868101331332e-15
797,B02_6725,8.641323782830687e-16,2.8309280297328637e-15
798,H04_6745,9.565994516934821e-16,3.1121096585094095e-15
799,A11_55235979,9.571137708858888e-16,3.1121096585094095e-15
800,H01_55395990,9.604100802841352e-16,3.1189436811217376e-15
801,C08_6721,9.76082094255695e-16,3.165901053542385e-15
802,F10_6725,9.788185381704348e-16,3.170837721045912e-15
803,D04_6720,1.0056994165750271e-15,3.253880020665918e-15
804,C06_55385989,6.387567336710277e-17,2.4382950754606045e-16
805,E05_6719,1.0839097581965838e-15,3.495739546519589e-15
806,D11_55375988,1.0969671788269767e-15,3.5316662193800693e-15
807,E07_6718,1.2091452195716868e-19,6.352269956341398e-19
808,H07_55215982,1.1306536863056436e-15,3.6356364223448716e-15
809,D03_6736,1.1393363165213865e-15,3.659049351091439e-15
810,E06_55365987,1.146445096735488e-15,3.677356446654004e-15
811,B06_55345985,1.1664152150200172e-15,3.732242801981942e-15
812,C07_6720,4.872368350809972e-08,7.636106701059327e-08
813,E11_75836284,6.382905370849737e-13,1.5528258565011717e-12
814,B06_6736,1.2644725830003967e-15,4.036109919577061e-15
815,D03_55225983,1.3287044059472475e-15,4.2307892730832475e-15
816,H09_55245981,1.32814826318146e-15,4.2307892730832475e-15
817,E10_55405991,1.3670155491171264e-27,2.0631662420490275e-26
818,G03_55225983,1.4526841667896343e-15,4.619924920204306e-15
819,H07_6725,1.456911407032884e-15,4.625571157468205e-15
820,B02_55205980,1.4805565236295957e-15,4.685737070541666e-15
821,D06_6717,3.2157560444989878e-12,7.358754629436333e-12
822,G04_6720,1.6924662562836248e-15,5.343445459681432e-15
823,C07_55345985,1.7221175831912412e-15,5.430493973082525e-15
824,G04_6735,1.8349973781645776e-15,5.772503800467123e-15
825,G02_6721,1.864898219908558e-15,5.859505718629657e-15
826,E10_6745,1.935162456128841e-15,6.0729677559524085e-15
827,F07_55375988,1.9767915348828195e-15,6.196161701775561e-15
828,D10_6720,9.319683123586147e-09,1.5588528273980417e-08
829,F03_55245981,2.0037265339010116e-15,6.273057529994654e-15
830,D02_6719,2.013277042034808e-15,6.2954088104824954e-15
831,E01_55365987,2.101787868935891e-15,6.556473268568233e-15
832,G10_6720,5.933518437632222e-14,1.6256470766692268e-13
833,C09_6717,2.35371946430258e-15,7.33360563400243e-15
834,F12_55215982,3.6001993377595344e-13,8.935475732785308e-13
835,E08_6719,2.4767649663809e-15,7.698611103833965e-15
836,H06_55375988,2.304360608765684e-16,8.065262130679894e-16
837,H06_6734,2.617868626509893e-15,8.127532679925483e-15
838,F10_6745,0.5615120768228309,0.5834094837184287
839,E08_55355986,2.8699970587026435e-15,8.878628341555216e-15
840,B12_55195978,1.2895773828613324e-16,4.696076076221672e-16
841,C06_55365987,3.785067891759298e-26,4.751352050665157e-25
842,G12_6734,6.03874581146727e-17,2.3187007814325064e-16
843,G11_6734,3.173317003704438e-15,9.805361771209808e-15
844,B08_55345985,3.378461721339657e-15,1.0414596876526381e-14
845,F01_6718,2.3714517186190757e-15,7.380048197037433e-15
846,A01_55365987,1.371212986327162e-10,2.6520274868890516e-10
847,B01_55235979,3.634674794391176e-15,1.1191197981315283e-14
848,F12_55195978,3.713963894094303e-15,1.1421860691967285e-14
849,F11_55345985,3.757283645599848e-15,1.1541491292542592e-14
850,D02_55215982,3.2048467248992845e-10,6.007074514509714e-10
851,H04_55245981,3.5329531254028844e-13,8.793651678195359e-13
852,D09_6717,1.5724807826506834e-10,3.027837259218978e-10
853,G02_55385989,4.006447075733559e-15,1.2277973374108362e-14
854,B02_55375988,4.045006394044627e-15,1.23816080830604e-14
855,A09_6731,1.3412157088907898e-17,5.532249946151425e-17
856,H11_6734,7.255684655835174e-20,3.906101574512503e-19
857,G09_55395990,1.3108401995341146e-19,6.831544433100945e-19
858,B11_55395990,5.154685047809091e-15,1.5686343426374753e-14
859,H03_55345985,5.191295883870432e-09,8.84179618577019e-09
860,C04_55375988,4.643442816607341e-15,1.418015110428277e-14
861,A12_55345985,4.9097306293196186e-15,1.4975825552749444e-14
862,B04_55225983,4.993134988418106e-15,1.5212456773348513e-14
863,B12_55205980,5.2990282284607596e-15,1.6106825034355114e-14
864,D11_55385989,5.751716905433163e-15,1.7462480046611614e-14
865,C01_6720,5.779919470554234e-15,1.7527723272493735e-14
866,B07_6735,5.839101753598155e-15,1.7686652759448704e-14
867,D06_6745,1.109866013897566e-07,1.6926753284384022e-07
868,D05_55205980,6.199768032287611e-15,1.8713981887055436e-14
869,G04_6722,6.330015939296464e-15,1.904109633352888e-14
870,B04_6721,1.527992400748759e-14,4.413261237118374e-14
871,E07_55395990,6.80382865337522e-15,2.0442803928610703e-14
872,B03_55395990,1.0981563025284004e-22,8.849648475005103e-22
873,D03_55245981,6.926818561892926e-15,2.0740737689337647e-14
874,H06_55215982,1.0844691814174136e-15,3.495739546519589e-15
875,G08_6725,1.9065846839805733e-16,6.763712785153908e-16
876,E09_55225983,7.54909224420222e-15,2.250077608403196e-14
877,D02_55395990,2.7689567610050354e-11,5.6927134669166514e-11
878,A11_75836284,3.87089903609477e-26,4.835845637915525e-25
879,A10_55385989,8.675125282933259e-15,2.5671206424211586e-14
880,D04_55355986,7.968945665995345e-15,2.3671123019242143e-14
881,G06_55245981,8.120047684905679e-15,2.4092550574191737e-14
882,D10_75836284,8.409854710633988e-15,2.4924098353536143e-14
883,F03_55225983,8.681606768509701e-15,2.5671206424211586e-14
884,B10_6745,0.01284882227132909,0.014579867427396895
885,E02_55355986,9.140297152160505e-15,2.693602242019309e-14
886,D09_6724,2.576531018003546e-17,1.0286425822641069e-16
887,E09_75836284,9.838440631370305e-15,2.896073110316558e-14
888,F08_6719,9.949597821803422e-15,2.9253188788305486e-14
