gene,ptm_count
TM4SF18,0
TRAPPC13,0
ERICH1,0
SMIM17,0
FAIM2,0
DYRK3,0
PPP1R36,0
ALKBH1,0
ABCC10,0
HAUS7,0
HNF4A,0
THAP12,0
ZBED9,0
SIGLEC1,0
TPRN,0
PRR19,0
CLTRN,0
V9GYY9,0
ATXN1,0
SHISA8,0
TRBV20OR9-2,0
ZNF713,0
PALM2-AKAP2,0
NPIPB12,0
NAMPT,0
NLGN4Y,0
SSU72P8,0
C2orf91,0
ABCA4,0
FARS2,0
ABCG8,0
UBA2,0
ZNF266,0
LAPTM4B,0
F2Z2N1,0
ZNF236,0
AXL,0
UBE2O,0
VEZT,0
LARS2,0
BNIP1,0
SYCP2,0
FSCN3,0
KRTAP10-9,0
SSU72P4,0
LOC105371045,0
H0YBP7,0
MYO3A,0
RNASEH2A,0
PRSS2,0
C4B,0
KIR3DP1,0
CACHD1,0
GSR,0
TAF11L3,0
ZNF625-ZNF20,0
VWA5B2,0
E9PLD3,0
A0A1W2PPV4,0
LRP2BP,0
SLC9A9,0
EXOSC2,0
PDZRN3,0
COX17,0
PDXP,0
WNT2B,0
TPH1,0
ACP7,0
KLHL35,0
RBM42,0
PROCR,0
TENM3,0
ZNF45,0
CXorf40A,0
PDK2,0
KIAA0753,0
SLURP2,0
PLXNB3,0
HOXA4,0
NAT8L,0
OR4N2,0
ZNF587B,0
VSIG4,0
MEIOC,0
C3AR1,0
NOP14,0
XKRX,0
C16orf72,0
MED13,0
ATP5MF,0
SENP1,0
PDZK1,0
A0A096LNG9,0
UCKL1,0
ICOSLG,0
M0R2N4,0
ALOX12B,0
M0R036,0
K7EPI3,0
CC2D1A,0
FMOD,0
H3BNX3,0
TRNP1,0
H3BMM0,0
CYP27A1,0
TMEM155,0
OR4F17,0
M0R2T5,0
GLIS1,0
C3orf49,0
PRAMEF25,0
KDM1A,0
SNTB1,0
SPACA6,0
A0A1B0GUH1,0
TAF11L4,0
A0A3B3IT38,0
A0A2R8Y2Y2,0
CLRN1,0
PRAM1,0
SASH1,0
RAB19,0
FAM160A2,0
OPN5,0
LYAR,0
TTC37,0
MYO1B,0
CD200R1L,0
RNF216,0
PCMTD2,0
RBMXL1,0
ZC3H8,0
CPZ,0
MRPL37,0
UBE2U,0
NANOGNB,0
LTK,0
ATG3,0
ISCU,0
TAOK1,0
KLK15,0
RAB6A,0
KIAA0513,0
NBPF6,0
XKR9,0
CXCL8,0
PRR36,0
MGAT4B,0
KCNC4,0
HMGCR,0
A0A1B0GUZ9,0
SMC2,0
CTSW,0
KHNYN,0
SLC25A28,0
TRBV7-9,0
FBXO6,0
PDCD2,0
ADGRE1,0
C1orf167,0
MED21,0
RNF170,0
TRIM11,0
CNOT4,0
L3MBTL3,0
NODAL,0
OR51F2,0
OBSL1,0
PRCC,0
CCL7,0
HFM1,0
TMEM198,0
IFT81,0
CXCL17,0
WNT5A,0
ST8SIA3,0
REG4,0
ZNF790,0
FAM171B,0
TBC1D21,0
NSDHL,0
U3KQA8,0
DHX40,0
ROBO3,0
IQCF1,0
HSD17B14,0
IRS4,0
POLE2,0
STK32C,0
KRT81,0
MAP2K2,0
IZUMO2,0
ADCYAP1R1,0
GORAB,0
HIF1A,3
ZNF133,0
A0A0B4J2C4,0
C4BPA,0
PRKD3,0
ADGRF1,0
ADGRF4,0
CLPS,0
ZDHHC2,0
TRIP6,0
C2orf68,0
PSMD5,0
CD5,0
C1orf112,0
YAP1,0
BLOC1S3,0
ADGRG7,0
NOTCH3,0
SLC34A2,0
CREB3L2,0
NCOA2,0
C18orf21,0
TMA16,0
HDGFL3,0
EID1,0
HTR4,0
PTGR2,0
G3V318,0
NRXN2,0
NDUFA12,0
EFTUD2,0
EZR,0
IGHA1,0
RNF175,0
BCORL1,0
MID1,0
C22orf39,0
SYCP1,0
ATG10,0
FAM53C,0
SAMD5,0
OAF,0
MAPK8IP1,0
SETMAR,0
MET,0
BCL10,0
PRSS3,0
OLIG2,0
SPRR3,0
SLC7A4,0
ARPC4-TTLL3,0
PALMD,0
MIGA2,0
AK5,0
TXN2,0
MROH2A,0
PEX11G,0
THUMPD1,0
ARHGAP29,0
FSCN1,0
GPX8,0
GSG1L,0
LRCOL1,0
CLEC4C,0
CLBA1,0
ACTR3C,0
RBMY1F,0
FRAS1,0
GATD3B,0
ZNHIT2,0
AHSG,0
MBTPS2,0
SELENOV,0
A0A087WWL8,0
RABGGTB,0
TNFRSF13B,0
IGSF10,0
DPPA4,0
ASB18,0
PMIS2,0
RHEBL1,0
FAM160B1,0
REEP3,0
FGF8,0
SLC25A39,0
SH2B2,0
PTEN,0
HSCB,0
TTI2,0
ZNF581,0
LPA,0
SNRNP27,0
SIPA1L3,0
AGAP6,0
PER2,0
BMPR1B,0
RAB43,0
SAMD15,0
G3V5I3,0
IQCA1L,0
LIX1,0
NFKBID,0
FAM71F1,0
SYT4,0
ZNF24,0
BTG3,0
RASA1,0
NDUFC2,0
CFHR4,0
FBXO25,0
NPTN,0
BHLHE23,0
COL1A2,0
MAP2,0
ARAP2,0
ZNF160,0
EAF2,0
FHL2,0
RSPH14,0
TRAJ12,0
CALM2,0
HSD17B1,0
ADD1,0
SHMT1,0
MTFR2,0
ASZ1,0
TMEM178B,0
TRBV2,0
OVCH1,0
NR4A2,0
FAM111A,0
ARHGEF12,0
KRT16,0
SEC14L6,0
TCEAL8,0
GLT6D1,0
ZNF200,0
PPP1CA,0
DNAJC5B,0
EML4,0
NCOA7,0
SRSF2,0
MED31,0
A0A3F2YNX1,0
SUPT20H,0
HTD2,0
ARNT,0
C6orf106,0
KCTD21,0
ZNF628,0
HELT,0
TMEM38B,0
NINL,0
DUSP15,0
NFKB1,0
HPSE,0
CEP44,0
CAPSL,0
C1orf198,0
ARSE,0
NRSN2,0
KLHL32,0
EDC4,0
A0A1W2PP11,0
CTBP2,0
PPP4C,0
FAM189A1,0
HGFAC,0
H3BUT2,0
EP300,0
HHLA3,0
NHEJ1,0
AGR3,0
CNDP1,0
SEMA6D,0
MYEOV,0
ASMT,0
CPSF1,0
SYNJ2BP-COX16,0
LZTFL1,0
ZNF256,0
GMNN,0
ZNF564,0
RAD52,0
ADGRE5,0
CLSTN1,0
CELF6,0
GAMT,0
ABHD17A,0
NXPE1,0
ACBD5,0
TDRD6,0
LRIT3,0
FAM217B,0
NEIL2,0
POLRMT,0
TMEM132A,0
RWDD1,0
PDCD7,0
HERPUD1,0
FAM19A5,0
GRM3,0
NARS2,0
MC5R,0
SRP68,0
ZNF514,0
METRNL,0
PLGLB1,0
CDK12,0
TPP2,0
CDHR4,0
RHEX,0
EPHX3,0
LYG2,0
SIRT7,0
RILPL1,0
GRK4,0
PBK,0
PLEKHN1,0
POLE,0
VPS26B,0
FAM207A,0
COL28A1,0
HAT1,0
SLC35C2,0
A0A3B3ITT6,0
TRBV4-1,0
ECM2,0
PUDP,0
SLC4A1,0
MAMLD1,0
WBP1,0
BMT2,0
ZSCAN26,0
SELENOK,0
MPPED2,0
CELA2B,0
ZNF670-ZNF695,0
FAHD2A,0
WNT10A,0
SPATA2L,0
VLDLR,0
RADX,0
LY6K,0
SRL,0
TXNDC2,0
KLK5,0
IER3IP1,0
IGF2BP3,0
SULT1A1,0
HAPLN3,0
GTF2H1,0
CCNL1,0
FAM71E2,0
TMED4,0
CNOT6,0
INCENP,0
CHMP7,0
SERINC4,0
TRAJ16,0
TSLP,0
DEDD2,0
CABYR,0
ZNF318,0
PRKCD,0
SDK2,0
SH3PXD2B,0
EPHA3,0
MAGEA4,0
KLHL8,0
BLOC1S2,0
MRPS35,0
TOM1L2,0
A0A3B3ISV5,0
PDE1C,0
COMMD10,0
PATE4,0
TIMP1,0
NCBP2,0
PSMB2,0
C20orf204,0
N4BP2L1,0
ZFP69B,0
GCA,0
FAM78B,0
GPR173,0
NFKB2,0
ZNF432,0
UCMA,0
GDPD3,0
NDUFAF1,0
MPP7,0
FOSB,0
TSPOAP1,0
HUNK,0
RAB26,0
PSG7,0
ESYT2,0
CD300E,0
ATP11C,0
DHRS7C,0
H3BUA1,0
ACSS3,0
SLCO1C1,0
RBAK-RBAKDN,0
HBB,0
F5H423,0
TMEM245,0
EIF4E,0
FAM9B,0
H0YAA0,0
ZNF34,0
NGDN,0
STARD13,0
EP400,0
IL13,0
CCL13,0
ZNF627,0
MS4A15,0
SPRYD3,0
SPINK14,0
DENND2A,0
COQ4,0
TMEM120B,0
C5AR1,0
PRR11,0
KNTC1,0
FRMPD3,0
EOGT,0
F5H6K3,0
RHBDL3,0
SART3,0
NTN4,0
CLP1,0
CWF19L1,0
HR,0
EYS,0
PDHX,0
CDHR2,0
MC1R,0
MYBPH,0
MMADHC,0
RDH5,0
STARD3,0
TAS2R31,0
NUBP1,0
FZD10,0
C12orf4,0
DUSP11,0
FEM1B,0
SLC18A1,0
SNRPF,0
YIPF7,0
CAB39,0
IGHJ2,0
VIT,0
AOC3,1
PKD2L1,0
FXYD1,0
ADGRE3,0
GTF2B,0
CDK15,0
OSGEP,0
EEPD1,0
CALR3,0
FOXL1,0
HGF,0
TMED10,0
TRAJ5,0
AFAP1,0
LONRF3,0
FBXL8,0
SH3GLB1,0
NUP210L,0
AHI1,0
COIL,0
C8orf59,0
RPL29,0
ASIC1,0
WDR43,0
BRD1,0
H7BZU6,0
ZNF695,0
DRP2,0
RASSF3,0
PNO1,0
UCHL3,0
ZNF491,0
SAMD1,0
SAMD9,0
WDCP,0
H0YGN5,0
AIM2,0
COL19A1,0
WFS1,0
MSRB2,0
USP22,0
TMEM156,0
MANBAL,0
TRAF2,0
PPP1R3A,0
ZBED5,0
IQCE,0
RAB29,0
MPZL3,0
ZNF468,0
TRMT112,0
C16orf46,0
LIPT2,0
DGCR2,0
RPL3L,0
TTC1,0
FCGR1A,0
VEZF1,0
IP6K3,0
ESCO1,0
ZNF786,0
ZNF362,0
CPSF3,0
MSLN,0
KPTN,0
PSG6,0
SNX33,0
ERO1B,0
C12orf49,0
H3BMH7,0
ARHGAP36,0
ZNF479,0
MIOX,0
A0A087WUV0,0
UBFD1,0
BEST2,0
HLA-G,0
PREP,0
FAM171A1,0
MC2R,0
HPS1,0
ZNF12,0
RPS6KB2,0
SCGB1A1,0
WFDC3,0
RNF165,0
DNAH17,0
NAGPA,0
CFAP74,0
SCUBE1,0
TBR1,0
PDE8A,0
SMARCC2,0
POLR2H,0
CSMD3,0
HLA-DRB3,0
HES2,0
ERH,0
TEK,0
PPP1R32,0
KLRC1,0
SAXO2,0
ADAMTS1,0
HTATIP2,0
DONSON,0
GNA15,0
KIF26B,0
SUSD3,0
ZMAT4,0
M0R233,0
GARNL3,0
ASB15,0
RIC3,0
FGF2,0
PIAS3,0
CDC42EP1,0
TRPM3,0
BET1L,0
GJB7,0
STAG1,0
GPR137C,0
PHLPP1,0
MOCS2,1
PSMG1,0
OR51E2,0
ZNF134,0
BLOC1S5,0
ASB7,0
AARS,0
SART1,0
HTR3A,0
A0A1B0GWB0,0
TUBE1,0
MEX3D,0
CHRNB4,0
FLVCR1,0
MRPL21,0
E7ESA3,0
CYP2R1,0
MRGPRX3,0
BTBD18,0
KRTAP10-4,0
SOS2,0
A0A0B4J269,0
CD83,0
THUMPD2,0
KIAA1328,0
B3GNT5,0
RCAN3,0
CDC23,0
CD177,0
KIF13B,0
RAB31,0
J3QRK9,0
TBC1D10C,0
SCRN1,0
PRR30,0
POLH,0
IGHE,0
ZNF274,0
RAB35,0
NBPF20,0
SPHK1,0
SUPT6H,0
PARD6G,0
C5orf51,0
ADCY10,0
TTC23L,0
SOX10,0
PHACTR2,0
ABHD8,0
BRPF1,0
AHSP,0
TMEM120A,0
PSME1,0
ADAMTS19,0
OTUD7A,0
JAM3,0
WASHC5,0
LAMB2,0
SMG9,0
CAND1,0
A0A2R8YD15,0
SPNS1,0
GTF2H5,0
SLC27A6,0
DDO,0
ATP8B3,0
CTHRC1,0
FAM185A,0
EML5,0
DKK2,0
LSM12,0
SLC4A7,0
KIAA2012,0
SAFB2,0
TLDC2,0
SLFN13,0
BORA,0
ARID3B,0
HPN,0
SIPA1L1,0
RC3H2,0
RBM28,0
ICE1,0
TMX2-CTNND1,0
NUDCD1,0
MRPL54,0
HSPB6,0
WNK4,0
ZNF567,0
SDHA,0
OLA1,0
LEUTX,0
YPEL1,0
TEFM,0
SKAP2,0
ZNF728,0
RNF215,0
DUSP12,0
MRPL34,0
SIGLEC8,0
FAM126A,0
PKP2,0
KIAA1755,0
KRT34,0
RBM4,0
CORO6,0
CABLES1,0
PHYHIP,0
HDAC1,0
RAVER2,0
MEGF6,0
CEACAM19,0
CYLC1,0
ELAVL4,0
TERF1,0
TMEM138,0
PIGU,0
TAS2R1,0
CNIH4,0
DEDD,0
FRMPD2,0
ZNF391,0
SCO1,0
LRRC4B,0
ZNF44,0
TAS2R30,0
PDZRN4,0
SOD3,0
SLX4IP,0
EDA,0
CLPX,0
OR4C3,0
SRSF4,0
FCAMR,0
TRAF3IP1,0
E9PLZ0,0
ZNF365,0
KDM8,0
ADGRA2,0
STX4,0
ARHGEF5,0
PSMF1,0
NMRK1,0
FGF13,0
NFE2,0
IRX3,0
ZNF217,0
DCST1,0
NRSN1,0
HGD,0
A0A3B3IU32,0
PARD3B,0
VGLL1,0
TCEANC,0
IKZF4,0
E9PI62,0
RBM48,0
CDC37L1,0
IL12A,0
PPCDC,0
CYP26A1,0
ARHGDIG,0
EIF2AK1,0
LDLRAD4,0
PTGFR,0
TWSG1,0
EEF2K,0
BCL2L10,0
ADGRD2,0
UBE2V1,0
ZDHHC7,0
MS4A4E,0
UBE3C,0
C17orf58,0
CABP2,0
GLTP,0
CEBPZ,0
CYP8B1,0
SEC14L5,0
CDX1,0
STAB1,0
HSD3B1,0
A0A2R8Y7U2,0
MAP3K8,0
MCM3AP,0
RAET1G,0
VPS4B,0
EIF3C,0
MTFMT,0
D6R8Y8,0
SNCG,0
A0A0J9YYD9,0
DCTN4,0
ATP13A5,0
HOXA3,0
LRRC8C,0
ANP32E,0
PARG,0
SAMD13,0
TRBV6-6,0
SVOPL,0
BNIPL,0
A0A3B3ITY5,0
ERICH6,0
NOC4L,0
BNIP3,0
MTFR1,0
CTPS2,0
TRAJ36,0
HAL,0
BAG3,0
HDDC2,0
NAT16,0
ZNF691,0
CREBRF,0
PANK3,0
SPINK6,0
TMX3,0
CAMSAP2,0
ZBTB44,0
A0A0G2JQD3,0
CASP12,0
GBA2,0
MRPL39,0
STK17B,0
CHST8,0
SDHC,0
PLEKHG6,0
VPREB3,0
ARID2,0
CHCHD6,0
MT1G,0
KBTBD12,0
COL22A1,0
ANAPC4,0
CLEC4E,0
SLC22A1,0
TCP11,0
SLCO2A1,0
NT5C1B,0
H0Y858,0
ARHGEF37,0
PSPH,0
SPATA13,0
AKAP3,0
ATP6V0E1,0
PRKCA,0
RGS14,0
C1orf127,0
PQLC3,0
PPEF1,0
OAS2,0
CHD1,0
PDE12,0
TRAJ52,0
MCOLN1,0
ZMYND10,0
RBM5,0
SNTN,0
PHETA1,0
GPALPP1,0
CMTM5,0
H7C3D4,0
EPAS1,0
FHL5,0
NHSL2,0
H0YJX3,0
MOV10L1,0
ASTN1,0
KYAT1,0
SPAG17,0
SLC26A10,0
ZNF121,0
H3BUX3,0
CCN4,0
TMEM177,0
H0Y3Z8,0
CYREN,0
ARID5A,0
CSMD2,0
DEPDC1B,0
ZNF91,0
VAV3,0
HOMER2,0
BCHE,0
PSD,0
NXF3,0
CYB561D1,0
ZDHHC24,0
SUPT4H1,0
OPN4,0
ANXA8,0
AMBN,0
NPM2,0
C8B,0
KIF26A,0
MLF2,0
TNFSF8,0
ZNF593,0
FLI1,0
SLC35A5,0
BRD7,0
WDFY2,0
TRGJP2,0
SELENOM,0
PTCD3,0
DHFR2,0
MBD4,0
FOXL2NB,0
CENPS,0
ZNF90,0
SPINK5,0
SZRD1,0
GGT2,0
EPHB6,0
WDR77,0
CASQ1,0
CCDC103,0
M0R381,0
NKAIN4,0
RADIL,0
CTSK,0
TBC1D10A,0
SLAMF7,0
PPIAL4F,0
TRIM67,0
CDADC1,0
FAM83E,0
MARC1,0
MRPL43,0
CCDC171,0
GPR157,0
TCAF2C,0
XPNPEP2,0
VPS13A,0
PARD6A,0
AVPR1A,0
PRMT2,0
ADRA2C,0
PUM3,0
MYL3,0
CNGB3,0
CCDC42,0
PPP1R27,0
CYB5D2,0
OR2I1P,0
CSGALNACT1,0
YIPF5,0
IGLJ3,0
PTCRA,0
TRAJ33,0
SLC22A2,0
LRRC3B,0
GOLGA7B,0
RTCA,0
GPT2,0
PTPMT1,0
MAGEA2,0
USP39,0
CCDC175,0
RTRAF,0
USP17L11,0
TRAJ44,0
ST8SIA6,0
TRAJ30,0
SYS1-DBNDD2,0
MLX,0
ATF3,0
P4HA3,0
ZCCHC14,0
MUC17,0
AMHR2,0
RUFY4,0
TMEM184B,0
TXLNB,0
RNF126,0
LOC102724657,0
EMILIN1,0
ZCCHC24,0
STOML1,0
GJA10,0
FBXL3,0
ANO6,0
A0A1W2PNV4,0
AASDH,1
DHRS12,0
RSL24D1,0
ERI2,0
HDAC3,0
ITIH1,0
ZNF563,0
GGCT,0
MMACHC,0
DENND4A,0
HMHB1,0
TSPAN16,0
ZNF880,0
CCDC146,0
RNF212,0
PRSS57,0
SMYD4,0
SHCBP1,0
SGMS1,0
GPC5,0
M0R1X1,0
ERAL1,0
A0A2R8Y4P6,0
P3H1,0
SORCS3,0
CACFD1,0
C11orf65,0
GAA,0
CNBD1,0
SLC7A11,0
GINM1,0
IL5,0
UACA,0
TMEM123,0
MFSD2B,0
SLC30A9,0
SLC2A3,0
CFAP46,0
SLC20A2,0
H0YIZ8,0
ADH4,0
SEMA3F,0
UTS2,0
C9orf64,0
LHX4,0
NLGN2,0
RNF112,0
SYNGR2,0
GPN2,0
KCNN4,0
PSMD10,0
OXLD1,0
TRAJ49,0
NOL11,0
ZNF319,0
DEC1,0
GPR142,0
MSI2,0
H0Y8X5,0
CCRL2,0
SIM2,0
TNFRSF9,0
PIDD1,0
IRF9,0
BMPR1A,0
MESD,0
LSM5,0
BTBD19,0
C20orf27,0
QRSL1,0
MROH5,0
UBAC2,0
A2M,0
GALNT8,0
TRIM73,0
ZNF658,0
DOC2B,0
LTF,0
PPDPF,0
PEX12,0
STX2,0
DAGLA,0
A0A1B0GVE6,0
ZNF692,0
FGA,0
DYDC1,0
DDX27,0
KREMEN1,0
ATXN10,0
KCND1,0
FCER1A,0
HEY2,0
GIPR,0
A0A0D9SG52,0
FPGT,0
PPP1R14D,0
H0Y8G0,0
TRAJ53,0
APOOL,0
A0A1B0GWH9,0
VASH1,0
SPZ1,0
CCDC191,0
STK10,0
THNSL2,0
DRD3,0
CAMLG,0
KLHL18,0
LRRC45,0
STMND1,0
SLC16A12,0
MRPL1,0
CXorf65,0
CRYBA2,0
ZMIZ2,0
CASD1,0
NAGS,0
SEZ6L,0
KCTD3,0
ENOX2,0
SERPINA2,0
RPL17-C18orf32,0
KRTAP10-12,0
CERS3,0
ZNF578,0
ATP5PB,0
NPTXR,0
C1QTNF4,0
VRK2,0
A0A286YEZ7,0
ZNF688,0
AFG3L2,0
MIEN1,0
K7EP34,0
LPXN,0
SLC2A5,0
RPA2,0
BLOC1S1,0
OLFM2,0
IFRD2,0
WDR88,0
ATXN7L2,0
A0A0U1RQK1,0
SNRPD1,0
ZP3,0
KIAA1324,0
PAK2,0
ANO1,0
TRAJ1,0
MT2A,0
KLF11,0
ATAD5,0
ZNF185,0
CHD7,0
CBS,0
BCL6,0
SLC16A8,0
ALAD,0
ZNF784,0
ZBED3,0
ACAT1,0
ST20-MTHFS,0
PRRX1,0
MTMR3,0
MT1H,0
C17orf100,0
GALNT17,0
ERFE,0
NPAT,0
C20orf96,0
KLK6,0
NFYB,0
BRCA2,0
MOCS1,0
SLC6A19,0
PDE6G,0
RAB38,0
SMYD1,0
MFRP,0
UTP6,0
PI4KA,0
KIAA1671,0
SLC5A9,0
STOML2,0
DIPK1A,0
CAPN11,0
PDIA2,0
USP5,0
PRRG1,0
C5orf49,0
ANKRD34A,0
ZNF443,0
PKHD1L1,0
USP43,0
PDGFB,0
TMEM249,0
GPR108,0
SYNGR4,0
M0R2D5,0
NPAS1,0
MSL2,0
C9orf116,0
CENPC,0
PLG,0
TAS2R46,0
NCAM2,0
CCDC47,0
CCL25,0
CMTM4,0
SFXN4,0
TAF1A,0
A0A2R8Y455,0
U3KQK6,0
H3BMM5,0
CALHM6,0
KLK3,0
K7ERI8,0
FBXL13,0
TXNL1,0
CALCB,0
TENT2,0
PRICKLE1,0
GOLGA8Q,0
UBL5,0
SH3BP2,0
EVC,0
WNT4,0
TGIF2-C20orf24,0
VIP,0
BPIFC,0
LCP2,0
TDRKH,0
PCSK1,0
EIF3B,0
CCS,0
EPPIN,0
NSG1,0
FCGR3A,0
HCN1,0
ZDHHC11,0
AGAP2,0
PLCXD2,0
A0A1B0GWD3,0
ANGPT2,0
TTC25,0
H7C3V1,0
IDI1,0
CIART,0
SSR4,0
K7ESF4,0
ADAM11,0
POFUT2,0
A0A286YEX6,0
ZNF526,0
STX18,0
KRTAP9-6,0
MBLAC1,0
MICALL1,0
CNMD,0
FBXL22,0
OR4F5,0
ARID4A,0
GCHFR,0
M0R384,0
LRRC8D,0
CCDC126,0
K9J7I2,0
TRAPPC10,0
POMC,0
ZNF407,0
CD72,0
TNIP2,0
SELPLG,0
CXXC4,0
SLC25A11,0
LYRM7,0
MAGEA3,0
DDIAS,0
COX7C,0
ZNF322,0
SLC16A6,0
PSIP1,0
SOBP,0
PPEF2,0
WNT10B,0
KATNA1,0
ACOD1,0
IVNS1ABP,0
DOCK11,0
MCHR1,0
DUSP3,0
KCNN3,0
ZNF579,0
CRTC3,0
TMED5,0
RPS16,0
SP110,0
TMPRSS3,0
CABLES2,0
JMJD1C,0
TRIM49,0
ZMYM1,0
ANKFN1,0
TRAJ45,0
ITGBL1,0
ETV5,0
NUDT9,0
AGO2,0
TM4SF4,0
IQCM,0
I3L521,0
ARL4A,0
SCML2,0
REELD1,0
LRFN5,0
CLEC19A,0
ZNF768,0
FXYD3,0
IGKV1D-8,0
ZDHHC14,0
FAM151B,0
ADGRA3,0
RAB24,0
ITPKA,0
ORMDL2,0
SHE,0
A0A0D9SFB2,0
GVQW3,0
HS2ST1,0
ABCD1,0
KCNK1,0
ATF5,0
PAX2,0
TRAJ7,0
PON1,0
SCN1B,0
OSBP,0
SYN2,0
TMEM214,0
PNPLA3,0
TRAJ47,0
KRT10,0
TRMT1L,0
SLC22A5,0
IPPK,0
PTP4A3,0
PIP4K2A,0
NT5DC1,0
ALOX15,0
PAX1,0
SLC38A11,0
MCIDAS,0
COMMD7,0
DHX35,0
PRKCG,0
A0A087X0B3,0
LGR4,0
ZNF326,0
WDR46,0
RTF1,0
HAUS3,0
MN1,0
SAA2-SAA4,0
PDILT,0
HAPLN2,0
ZNF654,0
SLC6A7,0
A0A286YES4,0
SRRM4,0
CABCOCO1,0
GRXCR2,0
KCNH7,0
CLYBL,0
NAF1,0
FBXW10,0
HMMR,0
LACTB,0
COX19,0
DYNLL1,0
ARHGEF28,0
TMEM210,0
RALBP1,0
ZNF229,0
MYPN,0
SYT1,0
SIAH1,0
SKOR1,0
MDH1B,0
ZNF813,0
ZBTB32,0
PAPOLG,0
ALG2,0
PRDM9,0
ZNF230,0
KLF17,0
GLRB,0
KIF2A,0
V9GYS6,0
TRAJ39,0
HVCN1,0
MANEA,0
M0QXG2,0
H0YHR6,0
MRPS11,0
A0A087WYE7,0
FAM120C,0
CLDN18,0
CRAMP1,0
LRRTM2,0
CBX5,0
SKA3,0
BIRC3,0
CNN3,0
MALL,0
RNF227,0
MTUS2,0
HS6ST3,0
SNORC,0
ICAM5,0
M0R1W7,0
GABBR2,0
ATP5PD,0
TNFRSF10B,0
PTP4A1,0
YWHAQ,0
SETDB2,0
FABP12,0
TRNT1,0
DNAH1,0
MED12L,0
SMPD2,0
DTL,0
SNAP25,0
PTPRR,0
COQ3,0
RFXANK,0
HESX1,0
TNFRSF8,0
NEXN,0
PMPCA,0
SLC35F6,0
POTEC,0
DCAF5,0
CTDSP1,0
NETO1,0
SOS1,0
ITPKC,0
MRPL20,0
WDR87,0
ULK4,0
DOCK1,0
KRT78,0
OGFOD2,0
DDX58,0
AS3MT,0
ACO2,0
CPA1,0
NTMT1,0
STPG1,0
AGO3,0
CNRIP1,0
MINAR1,0
HYAL3,0
SH3BGRL3,0
IGFALS,0
MOXD1,0
ZPBP2,0
SC5D,0
FMNL2,0
OR10C1,0
ZFP2,0
A0A0G2JLL6,0
FAM92B,0
SYCE1L,0
CALML4,0
SMCO1,0
RNF150,0
A0A1W2PRQ8,0
F2RL1,0
NKPD1,0
SMAP1,0
K7EQS6,0
ZNF749,0
H0YJ60,0
IL5RA,0
TWF2,0
ZNF485,0
CCDC174,0
SLC20A1,0
IGKJ5,0
DAPK1,0
PRELID1,0
FABP6,0
SFTPA2,0
ABCC1,0
CSH2,0
J3KR12,0
CCDC181,0
MAD2L1,0
TOR3A,0
TAS1R1,0
OXCT1,0
GPR78,0
KANTR,0
CYTL1,0
TCAP,0
TAGLN3,0
NCDN,0
OPTC,0
SIGLEC15,0
FAM47E-STBD1,0
WTIP,0
SF3A1,0
RNF149,0
PYROXD1,0
ZNF442,0
RBM24,0
PLA2G4B,0
GJA5,0
POTEI,0
MSANTD2,0
THBS2,0
E9PJ82,0
CSF3R,0
CENPX,0
PGP,0
CLDN6,0
PDLIM4,0
ATOX1,0
RER1,0
RBM38,0
CPD,0
GPRC5D,0
A0A286YF50,0
NPIPB13,0
ACTL6B,0
CNTFR,0
VIRMA,0
TRAJ20,0
ZNF41,0
SMARCAD1,0
KIF17,0
INHBE,0
ZNF551,0
EMC2,0
HAX1,0
BNIP2,0
ITPRIP,0
ZC3HAV1,0
UQCC2,0
PGM2,0
LRRC59,0
CKMT2,0
FPGS,0
TNPO3,0
THEM6,0
AHCTF1,0
NCOA1,0
H0YEW9,0
CASP6,0
NKX6-1,0
MORN5,0
A0A1B0GUX3,0
SMIM12,0
FGF5,0
ANKRD34B,0
MID2,0
MGP,0
NRF1,0
MMP11,0
LARS,0
SETD1A,0
LIMK1,0
UBE3B,0
CSPG5,0
BDNF,0
UGT2A3,0
H2AFY,0
CCDC27,0
PPP1CB,0
CSTA,0
PTMS,0
BCL2L11,0
PFDN4,0
SGPL1,0
ABO,0
DCAF15,0
PAQR8,0
GSTT2,0
H7C1K3,0
MAF,0
RNF187,0
GOLGA3,0
NHS,0
VCX,0
BAIAP2L2,0
SIGLEC7,0
SPOCK2,0
RBP1,0
MRPS14,0
WIF1,0
UNC80,0
ACSS1,0
DMRT1,0
NEDD4,0
A0A0X1KG70,0
PGM5,0
PPP1R9A,0
HIKESHI,0
CFHR1,0
STON1-GTF2A1L,0
HELB,0
HDDC3,0
CCR9,0
TNS4,0
ERF,0
EXOSC10,0
CDK3,0
PDCD5,0
SFSWAP,0
C6orf141,0
CFI,0
A0A2R8Y837,0
IL18RAP,0
SDHAF2,0
RAB4A,0
UXT,0
NDUFA4L2,0
GPR143,0
VSNL1,0
DDX3Y,0
OIP5,0
SRPX2,0
IL11,0
CIDEB,0
MTRF1L,0
ATP5PO,0
TMEM263,0
K7EK78,0
APOL5,0
INSR,0
K7EP35,0
SORD,0
PAGE5,0
C9orf153,0
H3BT36,0
ACAP3,0
CR2,0
TMPRSS11D,0
TRGJP,0
QSOX1,0
RAB9A,0
MBNL3,0
CBLN1,0
NBR1,0
SLC1A3,0
NCAPG2,0
SLC6A12,0
RESF1,0
STEAP2,0
NWD1,0
CCNT1,0
ART3,0
ETV6,0
FST,0
SPIN2A,0
