,well_plate,variability_compartment_p,variability_compartment_adj_p
125,F01_55345985,3.010430706258293e-47,7.860234574040404e-44
126,A08_55405991,8.331728852251494e-25,2.175414403322865e-21
127,G07_6721,5.086783346206788e-58,1.3281591316945923e-54
128,D01_55335984,8.471999520076698e-43,2.212039074692026e-39
129,C01_6718,1.7804227072148276e-36,4.648683688537915e-33
130,D07_6721,8.283708760270881e-39,2.1628763573067272e-35
131,H08_55215982,1.3165603580007591e-46,3.437539094739982e-43
132,H10_55245981,1.115041294479993e-32,2.911372819887262e-29
133,B11_55195978,7.717807103914965e-41,2.0151194348321973e-37
134,F06_55245981,2.1744102152668946e-52,5.677385072061862e-49
135,C04_55335984,3.397704325387072e-44,8.871405993585645e-41
136,H11_55225983,4.088151401896109e-55,1.067416331035074e-51
137,H05_55205980,4.161433790309729e-50,1.0865503626498702e-46
138,F04_6724,4.531452211404642e-55,1.183162172397752e-51
139,A07_75846286,5.0067273513788734e-55,1.3072565114450239e-51
140,B01_6721,7.241226813829795e-29,1.8906843210909595e-25
141,B05_55225983,6.766136874620904e-55,1.766638337963518e-51
142,E03_55245981,3.7170073848241017e-41,9.70510628177573e-38
143,C10_6725,1.0370370815488735e-46,2.7077038199241087e-43
144,H09_6722,3.34723812276778e-41,8.739638738546673e-38
145,C03_6725,4.411028540073519e-55,1.1517195518131959e-51
146,D12_6721,2.284829910145002e-54,5.9656908953886e-51
147,H05_55225983,2.589386771293412e-54,6.760888859847099e-51
148,D10_6722,1.7454630932651504e-44,4.5574041365153077e-41
149,H06_55405991,4.0514410801786805e-54,1.0578312660346535e-50
150,H07_55365987,4.151512238401882e-38,1.0839598454467313e-34
151,B04_6724,5.460436275376799e-54,1.4257199115008822e-50
152,E03_6734,1.3867882600865984e-32,3.620904147086108e-29
153,D12_6722,7.178213538361683e-54,1.8742315548662354e-50
154,F08_55245981,8.198245127473185e-54,2.1405618027832485e-50
155,E05_55205980,9.036555314502592e-51,2.359444592616627e-47
156,F04_55395990,1.993613423228037e-39,5.2053246480484054e-36
157,E02_55385989,6.461666082186789e-45,1.6871410140589705e-41
158,E09_55345985,1.1569371540373226e-53,3.0207629091914494e-50
159,F09_6734,1.1548466142891458e-49,3.0153045099089597e-46
160,E07_6725,2.089654973108665e-53,5.456089134786724e-50
161,F01_6722,5.758451304952464e-46,1.5035316357230883e-42
162,E01_55405991,2.38812812988949e-53,6.235402547141459e-50
163,E04_6718,1.1056891422712284e-27,2.8869543504701775e-24
164,B05_6745,1.5544979852632338e-38,4.0587942395223035e-35
165,E01_6721,5.572228024103441e-53,1.4549087370934083e-49
166,E12_55335984,6.620093008356966e-53,1.728506284482004e-49
167,C06_6725,6.988121869540571e-53,1.8245986201370433e-49
168,F12_55385989,2.511898668144051e-38,6.558567422524117e-35
169,H09_55215982,4.53976022821048e-49,1.1853313955857564e-45
170,C06_6720,3.0501310795400577e-34,7.96389224867909e-31
171,F10_6725,1.7740401945751416e-52,4.632018948035694e-49
172,H11_55195978,2.316020902384211e-44,6.047130576125174e-41
173,F12_6722,2.7555712236013127e-52,7.194796464823028e-49
174,D05_6721,4.529621859574734e-52,1.1826842675349631e-48
175,H03_6721,5.947450109846824e-48,1.5528792236810057e-44
176,F05_6725,1.1285446561744015e-47,2.946630097271362e-44
177,B03_55405991,5.910104039204018e-52,1.543128164636169e-48
178,E02_6734,7.437187201543261e-42,1.9418495783229454e-38
179,B04_55365987,4.32103811687008e-34,1.128223052314778e-30
180,A02_55225983,1.0932051556635406e-51,2.8543586614375045e-48
181,D09_55225983,1.9481220648093352e-58,5.0865467112171744e-55
182,E08_55245981,2.297476952426067e-41,5.998712322784461e-38
183,E01_55195978,2.1226839457590372e-41,5.542327782376846e-38
184,C01_55205980,7.878210257904981e-18,2.0570006983389905e-14
185,D03_55395990,1.732555013200424e-51,4.523701139466307e-48
186,H07_6720,1.815272961402553e-51,4.739677702222066e-48
187,F08_55215982,2.1919422024915892e-51,5.72316109070554e-48
188,G05_55335984,1.3997452490803104e-35,3.6547348453486903e-32
189,E06_55395990,2.8112813518427875e-51,7.340255609661518e-48
190,F08_6725,1.1559559317509483e-41,3.018200937801726e-38
191,B05_55395990,2.7677483802752215e-42,7.226591020898604e-39
192,A01_55405991,4.2785528558154414e-51,1.1171301506534117e-47
193,A03_55215982,3.7161440070895214e-33,9.70285200251074e-30
194,C07_6722,1.1667726394175233e-46,3.0464433615191532e-43
195,A01_55185977,2.995300818653979e-06,0.007820730437505538
196,D08_55245981,6.86041427896356e-51,1.7912541682373854e-47
197,A04_6721,7.009746458561028e-51,1.8302448003302843e-47
198,F05_6721,1.3612108021774488e-44,3.5541214044853186e-41
199,F02_75846286,4.574684806285774e-45,1.1944502029212154e-41
200,D02_6721,1.1893520958503992e-27,3.1053983222653925e-24
201,E09_55225983,8.559559635744749e-51,2.234901020892954e-47
202,B07_55405991,2.1649554215708085e-44,5.652698605721381e-41
203,G04_55335984,1.0490989201192188e-50,2.7391972804312804e-47
204,E07_6722,1.1076242310371316e-50,2.8920068672379507e-47
205,D04_55405991,1.1946144286894275e-50,3.119138273308095e-47
206,F03_6722,9.253768276963383e-52,2.4161588971151395e-48
207,B02_6722,1.2269699652657503e-50,3.203618579308874e-47
208,E01_55335984,1.2298234647620985e-50,3.211069066493839e-47
209,F10_6722,1.3534460645926128e-50,3.5338476746513117e-47
210,H02_55335984,5.593492448046571e-49,1.4604608781849597e-45
211,D02_55225983,1.616184768174761e-50,4.219858429704301e-47
212,D02_55345985,3.9149387455540367e-50,1.022190506464159e-46
213,A05_6722,1.7790232069442141e-50,4.645029593331343e-47
214,H11_55215982,1.792938918351547e-50,4.681363515815889e-47
215,B09_55405991,2.055810324372339e-50,5.367720756936177e-47
216,D02_6735,2.342741888175945e-50,6.116899070027393e-47
217,C01_55335984,3.661403163016983e-50,9.559923658637344e-47
218,D06_6725,5.224395469518922e-49,1.3640896570913907e-45
219,D02_6722,5.291322743113599e-50,1.3815643682269607e-46
220,B01_55225983,1.7673429346684778e-60,4.6145324024193954e-57
221,C12_55195978,7.047110288641359e-50,1.8400004963642586e-46
222,E10_6722,8.279673608977669e-50,2.1618227793040695e-46
223,B08_55245981,8.406907869467921e-50,2.1950436447180742e-46
224,F11_55345985,4.597988432733125e-16,1.2005347797866188e-12
225,G04_6724,1.060013186074884e-49,2.767694428841522e-46
226,B06_6725,3.6912959350259237e-47,9.637973686352686e-44
227,D07_6734,2.1247916989700697e-29,5.547831126010851e-26
228,D05_6718,2.758747972349178e-49,7.203090955803704e-46
229,B05_55215982,2.718144628605033e-32,7.09707562528774e-29
230,E04_6725,3.097964639768771e-49,8.08878567443626e-46
231,C04_55385989,3.324238928609821e-49,8.679587842600243e-46
232,D08_6718,1.528912470170196e-38,3.991990459614382e-35
233,C10_55405991,3.7539520536090987e-41,9.801568811973357e-38
234,A02_6734,2.1951276686820972e-45,5.7314783429289555e-42
235,D04_6735,5.8292495925380016e-49,1.5220170686116722e-45
236,G03_6718,7.822007468384229e-49,2.042326149995122e-45
237,A08_6722,8.164154167074962e-49,2.1316606530232725e-45
238,E12_6722,8.45864296183587e-49,2.2085516773353454e-45
239,C03_6718,8.558762909086038e-24,2.2346929955623648e-20
240,C02_6721,1.348656806642173e-32,3.5213429221427135e-29
241,G03_6717,2.574019432057752e-48,6.720764737102791e-45
242,B03_55215982,1.8365622042659423e-45,4.795263915338375e-42
243,C09_6722,2.918243104314268e-48,7.619532745364554e-45
244,E09_6721,3.013471707895101e-48,7.868174629314109e-45
245,A05_55215982,3.1722420340763576e-48,8.28272395097337e-45
246,H03_55355986,4.431316223000814e-32,1.1570166658255126e-28
247,H08_6721,3.242268990076342e-48,8.465564333089329e-45
248,F01_6735,3.4123171822780914e-48,8.909560162928096e-45
249,C01_6722,6.650887302063997e-40,1.7365466745689097e-36
250,G08_6736,2.91807621958149e-45,7.61909700932727e-42
251,A07_75836284,4.507422872341507e-48,1.1768881119683675e-44
252,A05_75836284,8.556567426505132e-27,2.23411975506049e-23
253,B12_6731,1.264910066661604e-41,3.302680184053448e-38
254,D08_55205980,5.0118385944969414e-48,1.3085910570231513e-44
255,G05_6719,4.1516836067881966e-38,1.084004589732398e-34
256,B12_6734,6.781987292695431e-48,1.770776882122777e-44
257,F05_6734,7.762343106308836e-48,2.026747785057237e-44
258,E08_55385989,9.598307636043676e-48,2.5061181237710034e-44
259,B06_55215982,1.118459059669923e-47,2.920296604798169e-44
260,B12_6722,1.155568833973007e-47,3.0171902255035213e-44
261,E09_6725,1.3055034979615216e-47,3.408669633177533e-44
262,G01_6722,1.3463591457633488e-47,3.5153437295881036e-44
263,F02_55345985,1.6753358375352258e-42,4.3743018718044744e-39
264,D02_6725,2.831857776817483e-47,7.393980655270449e-44
265,D06_75846286,3.0119428483851027e-47,7.864182777133503e-44
266,F01_6724,1.0636224200095716e-51,2.777118138644991e-48
267,H11_6731,7.004668423621519e-47,1.8289189254075786e-43
268,C07_55395990,7.045742625230061e-47,1.839643399447569e-43
269,B11_55395990,2.175941053378966e-19,5.68138209037248e-16
270,H02_75846286,8.769111448377415e-48,2.289614999171343e-44
271,B02_6720,1.6391112855460901e-46,4.279719566560841e-43
272,B09_75836284,1.7117986750943228e-46,4.469506340671277e-43
273,D03_6724,1.7358340091887629e-46,4.53226259799186e-43
274,H06_55195978,1.9316137534718235e-46,5.043443510314931e-43
275,C04_6736,1.9455444360825407e-46,5.079816522611514e-43
276,G02_55225983,2.0826847390116925e-41,5.437889853559529e-38
277,H02_6725,2.0301811239813583e-46,5.300802914715326e-43
278,E01_6731,2.1048673401361347e-46,5.495808625095447e-43
279,C01_6721,2.6761921660958626e-46,6.987537745676297e-43
280,C01_6745,2.870099429959085e-46,7.49382961162317e-43
281,F05_55355986,2.847696281818138e-30,7.435334991827158e-27
282,E02_6735,3.941344472125319e-46,1.0290850416719208e-42
283,F03_6735,4.2379256598864195e-46,1.1065223897963441e-42
284,C04_55395990,5.974468386503565e-46,1.559933695716081e-42
285,H10_55355986,6.216865740651367e-46,1.6232236448840717e-42
286,A10_55375988,9.415597588595154e-42,2.458412530382195e-38
287,B04_6718,7.639497356997271e-28,1.9946727599119874e-24
288,F04_55385989,4.8054709902165974e-35,1.2547084755455537e-31
289,D03_6745,2.2497617651572038e-34,5.874127968825459e-31
290,C10_6721,1.136646697693428e-45,2.967784527677541e-42
291,C05_6720,1.1894965561775445e-45,3.1057755081795685e-42
292,A08_6731,6.098245003354866e-25,1.5922517703759554e-21
293,C03_55355986,1.3046813118917248e-45,3.4065229053492935e-42
294,D04_6721,1.3540123952328636e-45,3.535326363953007e-42
295,C06_6724,1.3714914761245942e-45,3.5809642441613156e-42
296,G03_75846286,5.797479209684611e-54,1.5137218216486518e-50
297,B01_6720,1.7784547382939806e-45,4.643545321685583e-42
298,A04_6731,6.189930257985462e-47,1.616190790360004e-43
299,C03_6721,1.866809201240391e-45,4.874238824438661e-42
300,F09_6722,5.950622284831784e-37,1.5537074785695787e-33
301,A03_6722,2.2000410836894448e-45,5.74430726951314e-42
302,G06_55345985,4.130944847435524e-40,1.0785896996654153e-36
303,C02_6725,1.4694199713077407e-46,3.836655545084511e-43
304,D05_75846286,2.8821046169132025e-45,7.525175154760372e-42
305,F04_6736,4.645058572995254e-45,1.2128247934090608e-41
306,F10_55355986,3.4498655057375065e-21,9.00759883548063e-18
307,E03_6719,3.192695681225031e-45,8.336128423678555e-42
308,G02_75846286,7.65104724879456e-34,1.9976884366602595e-30
309,H05_75846286,3.597262289930658e-45,9.392451839008948e-42
310,A05_6725,3.843884141005829e-45,1.003638149216622e-41
311,G05_75846286,9.69011389072577e-39,2.5300887368684986e-35
312,F07_55405991,4.5132887241084455e-45,1.178419685864715e-41
313,G01_6719,4.7109916938817754e-45,1.2300399312725316e-41
314,E11_75836284,4.3530705542676635e-45,1.1365867217192869e-41
315,G06_6722,6.127658753898415e-45,1.5999317006428762e-41
316,C10_55365987,7.125492378676142e-45,1.8604660600723407e-41
317,A06_75846286,7.492513299209388e-45,1.956295222423571e-41
318,H10_6722,2.8405755480843196e-31,7.416742756048158e-28
319,G02_55365987,9.579818108500355e-45,2.501290508129443e-41
320,B04_6720,1.8186863823995441e-35,4.74859014444521e-32
321,D06_6734,1.0047928885208248e-44,2.6235142319278734e-41
322,E07_6718,9.247635485997196e-37,2.414557625393868e-33
323,A11_6736,1.2873660830108553e-44,3.361312842741343e-41
324,C09_55345985,3.6657524320992086e-42,9.571279600211033e-39
325,C04_6725,1.4361358280429803e-44,3.7497506470202215e-41
326,A10_55195978,1.669936239440262e-44,4.3602035211785245e-41
327,C02_6724,1.8557119059389808e-44,4.845263786406679e-41
328,H01_55225983,2.0119591425783608e-44,5.2532253212721e-41
329,F08_6745,6.961457151972437e-31,1.8176364623800034e-27
330,B06_6722,4.419439042631108e-22,1.1539155340309822e-18
331,E09_6722,2.0872019076009598e-44,5.449684180746105e-41
332,B08_55385989,7.844196316745557e-32,2.0481196583022647e-28
333,H10_55405991,2.1712399853151488e-44,5.669107601657854e-41
334,F06_6725,2.2302305772223452e-44,5.823132037127543e-41
335,F01_55225983,3.7042786149251404e-40,9.671871463569541e-37
336,B01_6731,2.522272308547146e-44,6.585652997616598e-41
337,E07_75836284,2.9045372498779033e-44,7.583746759431206e-41
338,F05_55375988,3.290438408064462e-44,8.59133468345631e-41
339,H01_6734,3.326632067573385e-44,8.685836328434109e-41
340,C04_6734,3.474970953788507e-44,9.073149160341792e-41
341,E08_55395990,1.420546454341082e-27,3.709046792284565e-24
342,G09_55405991,4.229276801339487e-44,1.1042641728297401e-40
343,F07_6717,7.992809577184846e-29,2.086922580602963e-25
344,F10_55405991,4.692450384008427e-44,1.2251987952646003e-40
345,H10_55335984,5.14404225099346e-44,1.3431094317343924e-40
346,G12_55395990,3.118971887636773e-28,8.143635598619614e-25
347,C05_6724,1.8479322175108298e-33,4.8249510199207764e-30
348,C09_55245981,5.012268180046089e-37,1.3087032218100338e-33
349,C12_55385989,7.513452393735093e-44,1.961762420004233e-40
350,C03_6720,4.296966440476754e-31,1.1219379376084805e-27
351,H06_55245981,3.921296515019126e-41,1.0238505200714939e-37
352,H05_55335984,7.08861584439942e-39,1.8508375969726886e-35
353,H01_55405991,1.3478051830307183e-43,3.5191193328932058e-40
354,C04_6719,1.5143674122058308e-43,3.954013313269424e-40
355,C06_6735,1.579774615626906e-43,4.124791521401852e-40
356,H01_6722,2.42021159576476e-45,6.319172476541788e-42
357,E10_55335984,2.518934141694239e-43,6.576937043963658e-40
358,G08_6722,2.5192626091145705e-43,6.5777946723981434e-40
359,C11_55215982,2.522963416725119e-43,6.587457481069286e-40
360,H01_75836284,2.6246035288168495e-43,6.852839813740794e-40
361,D08_55225983,5.6931144693815337e-33,1.4864721879555184e-29
362,H02_6735,2.059110771291777e-40,5.37633822384283e-37
363,D03_6722,3.727802295988447e-42,9.733291794825835e-39
364,H04_6721,1.5819553898138964e-38,4.1304855228040835e-35
365,D08_6721,2.552071928479864e-41,6.663459805260926e-38
366,F07_55385989,1.754395066333139e-17,4.5807255181958263e-14
367,C04_6718,4.042356666607827e-43,1.0554593256513037e-39
368,E05_6725,4.296434169819441e-43,1.121798961739856e-39
369,A07_6735,4.4165919051005414e-43,1.1531721464217513e-39
370,C04_55345985,4.966548550830765e-43,1.2967658266219128e-39
371,C04_6721,5.688403752261176e-43,1.485242219715393e-39
372,E02_55365987,1.3845418773229338e-16,3.61503884169018e-13
373,D05_55335984,7.93471233025006e-17,2.0717533894282909e-13
374,B06_55405991,7.1062177308879935e-43,1.855433449534855e-39
375,H05_6724,1.3365084464460233e-27,3.489623553670567e-24
376,G02_55395990,5.560958424123646e-24,1.451966244538684e-20
377,F06_6722,9.325246415896238e-43,2.4348218391905078e-39
378,F02_6718,1.1217442218298026e-42,2.9288741631976146e-39
379,D06_6718,1.1635241578417457e-42,3.037961576124798e-39
380,B10_6721,1.232627473392378e-35,3.218390333027499e-32
381,D05_6734,8.767879899532837e-22,2.289293441768024e-18
382,F10_55375988,1.1078685956813784e-07,0.0002892644903324079
383,G01_55335984,1.3101626325639926e-42,3.420834633624585e-39
384,H05_55215982,1.360554386030278e-42,3.552407501925056e-39
385,A08_6721,1.5663149341963797e-42,4.0896482931867476e-39
386,E02_55245981,5.89151891956625e-45,1.538275589898748e-41
387,G12_55225983,2.8335726370232102e-42,7.398458155267602e-39
388,D12_55195978,2.907758332513466e-42,7.59215700619266e-39
389,E08_55375988,7.771226300419623e-14,2.0290671870395635e-10
390,A11_75836284,3.0129276264622867e-38,7.86675403269303e-35
391,F02_6745,3.2751080671544213e-42,8.551307163340194e-39
392,G04_6717,3.399347975061553e-42,8.875697562885714e-39
393,A02_6731,3.443504421904175e-42,8.9909900455918e-39
394,C08_6721,3.9723792664173166e-42,1.0371882264615614e-38
395,C07_6721,4.0578174546244534e-42,1.0594961374024448e-38
396,D05_6724,4.094525768946683e-42,1.069080678271979e-38
397,D09_6724,2.2329115921368802e-38,5.830132167069394e-35
398,H04_6722,5.048067523032844e-42,1.3180504302638756e-38
399,B06_55345985,6.18688429125785e-42,1.6153954884474247e-38
400,G12_55235979,3.8647331315874446e-13,1.0090818206574819e-09
401,C04_6722,3.311956463603832e-35,8.647518326469605e-32
402,D01_6722,7.649304073587388e-42,1.997233293613667e-38
403,B11_6718,2.4337086102001225e-17,6.35441318123252e-14
404,F04_6725,9.418491639981505e-42,2.4591681671991706e-38
405,E05_55385989,1.308338452306757e-41,3.416071698972943e-38
406,G04_55395990,6.159065129953931e-18,1.6081319054309715e-14
407,E04_55335984,1.5687503151781077e-41,4.096007072930039e-38
408,B04_6721,7.34829928067951e-34,1.91864094218542e-30
409,F11_6722,8.613888404393236e-44,2.249086262387074e-40
410,D11_6722,1.7360151710320464e-41,4.532735611564673e-38
411,H01_6721,1.989334953538693e-41,5.194153563689528e-38
412,E09_55205980,1.3595442865811338e-26,3.54977013226334e-23
413,G07_55405991,3.177668030396214e-42,8.296891227364516e-39
414,D07_55395990,3.0894426778653596e-41,8.066534831906454e-38
415,A08_6725,1.6159145091614795e-36,4.219152783420623e-33
416,F01_75846286,1.4123670413439757e-42,3.687690344949121e-39
417,E04_55405991,1.5004245916229581e-35,3.9176086087275436e-32
418,G02_55335984,4.0808662968252886e-41,1.0655141901010828e-37
419,A02_6722,4.335930037781046e-41,1.1321113328646312e-37
420,B11_55365987,6.457621436483884e-17,1.6860849570659422e-13
421,E01_6719,1.2561339120357597e-26,3.2797656443253685e-23
422,G09_55365987,3.7886604013694695e-29,9.892192307975685e-26
423,E02_6724,5.366276149693126e-41,1.401134702684875e-37
424,B02_55345985,5.431131656505745e-41,1.41806847551365e-37
425,C03_6731,6.012517079360963e-41,1.5698682094211475e-37
426,H07_6722,5.886141227799984e-35,1.536871474578576e-31
427,E05_55245981,6.693939669580542e-41,1.7477876477274796e-37
428,B04_6722,4.181121225936527e-41,1.0916907520920273e-37
429,F10_6734,2.1355725965593595e-35,5.575980049616487e-32
430,D01_6731,7.948477953050822e-41,2.0753475935415694e-37
431,C08_6717,1.499148560607716e-20,3.9142768917467467e-17
432,F11_55225983,9.115657565461352e-41,2.380098190341959e-37
433,H05_55405991,6.078560316869847e-90,1.587112098734717e-86
434,E06_55225983,1.3135630228411667e-40,3.429713052638286e-37
435,F03_6721,1.319507585106195e-40,3.4452343047122754e-37
436,G10_6736,2.718425281884754e-23,7.097808411001093e-20
437,G04_6722,1.5129641617393973e-40,3.950349426301566e-37
438,A06_6734,1.884943004899488e-40,4.921586185792563e-37
439,C08_6718,1.9069024863962023e-40,4.9789223919804844e-37
440,B01_55405991,1.6780930244873608e-42,4.381500886936499e-39
441,D01_55355986,2.127442467006833e-40,5.554752281354841e-37
442,C10_6717,4.3127909360047395e-29,1.1260697133908374e-25
443,A11_55345985,2.3875311387731002e-40,6.233843803336565e-37
444,F08_55365987,2.444946193685548e-11,6.383754511712966e-08
445,G07_6724,3.1390346482950416e-40,8.196019466698354e-37
446,F05_55405991,6.045716990354796e-34,1.5785367061816373e-30
447,C03_6719,1.670196005210914e-30,4.360881769605697e-27
448,F03_55385989,1.571306456480111e-38,4.1026811578695694e-35
449,B08_55225983,4.343229617877777e-40,1.1340172532278875e-36
450,A09_55365987,1.072337711889068e-32,2.7998737657423565e-29
451,B01_6736,4.052740095952609e-30,1.0581704390532263e-26
452,G09_6725,5.700268923660705e-40,1.48834021596781e-36
453,F03_6725,5.909648650217267e-40,1.5430092625717287e-36
454,H08_6722,6.005467677467936e-40,1.568027610586878e-36
455,H02_6721,6.099840963699387e-40,1.5926684756219098e-36
456,D08_55375988,1.9408640943266837e-22,5.067596150286971e-19
457,F06_75836284,5.33682383484385e-44,1.3934447032777292e-40
458,G02_55205980,8.420939360079325e-40,2.1987072669167118e-36
459,D02_6720,1.8395697078714712e-34,4.803116507252411e-31
460,G03_6734,3.2452097747868606e-34,8.473242721968494e-31
461,H06_55225983,9.955669140603109e-40,2.5994252126114718e-36
462,D03_6719,1.4031110125307512e-39,3.6635228537177916e-36
463,B11_55225983,1.4195679750102204e-39,3.7064919827516855e-36
464,F07_55345985,8.747066986725346e-31,2.2838591902339878e-27
465,C07_55335984,1.6115127213847794e-39,4.207659715535659e-36
466,A09_6731,2.969075177075474e-29,7.752255287344063e-26
467,C10_55355986,6.144313427359279e-18,1.6042802358835077e-14
468,E01_6734,1.957857253014228e-39,5.111965287620149e-36
469,G08_55375988,2.065165534164662e-39,5.3921472097039323e-36
470,B08_6734,2.0672953913537125e-39,5.397708266824543e-36
471,C07_6718,2.1754623842039406e-39,5.6801322851564885e-36
472,F05_55335984,2.4814953789773142e-39,6.479184434509768e-36
473,H11_55335984,2.749235692245905e-39,7.178254392454058e-36
474,G09_55395990,1.0146053679193349e-22,2.6491346156373836e-19
475,D07_55385989,1.8051568531421317e-23,4.713264543554106e-20
476,A08_55245981,3.04223987520946e-39,7.9432883141719e-36
477,F12_55395990,3.0562624689623465e-39,7.979901306460687e-36
478,E11_55225983,7.552278306342994e-31,1.9718998657861557e-27
479,B09_55215982,3.5041708284377255e-39,9.149390033050901e-36
480,G06_6734,4.269421537353147e-39,1.1147459634029067e-35
481,A06_6722,4.8654624820836877e-39,1.2703722540720507e-35
482,C12_55345985,4.962877998307411e-39,1.2958074453580651e-35
483,A04_55335984,5.223309502489532e-39,1.3638061111000166e-35
484,F12_6721,9.486346328338163e-32,2.4768850263290945e-28
485,C05_6725,5.6992529188374215e-39,1.4880749371084508e-35
486,F02_6720,6.334351731378644e-39,1.6538992370629638e-35
487,F03_55225983,8.835975833466478e-39,2.3070732901180974e-35
488,B09_6722,9.514429266933009e-39,2.4842174815962085e-35
489,C08_6722,9.612978940177344e-39,2.5099488012803047e-35
490,D04_6731,1.3902230451639175e-38,3.629872370922989e-35
491,A12_55235979,1.6791918537230716e-34,4.38436993007094e-31
492,A08_55395990,1.4371770776569312e-38,3.7524693497622474e-35
493,E03_55185977,1.4936353824852135e-38,3.8998819836688924e-35
494,H11_6722,1.7364103395011073e-38,4.5337673964373915e-35
495,A04_55225983,1.7730828332905904e-38,4.6295192777217316e-35
496,A09_55215982,6.553960548558817e-26,1.711239099228707e-22
497,F02_6717,2.2336985510633774e-36,5.8321869168264786e-33
498,H08_55375988,2.370719049685332e-38,6.189947438728401e-35
499,G11_55225983,2.391217489968491e-38,6.24346886630773e-35
500,H05_6721,2.488388532229804e-38,6.497182457652018e-35
501,E06_6722,1.0911883877391798e-30,2.8490928803869987e-27
502,F07_6734,1.7754578889476142e-24,4.635720548042221e-21
503,E06_6724,9.007981236969637e-35,2.351983900972772e-31
504,C05_55385989,2.8387734660512346e-38,7.412037519859773e-35
505,G07_55195978,3.061051580286472e-38,7.992405676127978e-35
506,C04_55405991,3.107261239342187e-38,8.11305909592245e-35
507,G01_6721,3.16650803597103e-38,8.26775248192036e-35
508,A04_55395990,4.6815484175821525e-29,1.2223522918307e-25
509,B10_55365987,3.2128079339205097e-38,8.388641515466451e-35
510,C10_6745,6.382783287845566e-10,1.6665447164564773e-06
511,C02_55395990,1.623640076190865e-29,4.2393242389343484e-26
512,C02_6722,4.748399383884075e-38,1.2398070791321318e-34
513,B09_6721,4.948572044948741e-38,1.2920721609361163e-34
514,C11_55335984,1.9297772683716836e-36,5.038648447718466e-33
515,F10_6718,5.404046834920731e-23,1.410996628597803e-19
516,G07_6718,5.0962236943457465e-39,1.3306240065936744e-35
517,B06_6717,7.583898391264916e-21,1.9801558699592696e-17
518,F08_6721,5.95420411464416e-38,1.5546426943335902e-34
519,H06_75846286,3.076601888675507e-39,8.033007531331748e-36
520,A07_6725,6.353749860030677e-38,1.65896408845401e-34
521,B03_75846286,6.365496356562978e-38,1.6620310986985936e-34
522,C10_6720,7.698759735475352e-38,2.0101461669326144e-34
523,A07_55405991,5.975561412790238e-24,1.5602190848795312e-20
524,G01_6735,8.242465829876156e-38,2.1521078281806643e-34
525,A03_6745,8.409134539567666e-38,2.1956250282811174e-34
526,H01_6717,1.7333871186101602e-29,4.5258737666911285e-26
527,G11_55355986,9.539660719163083e-38,2.490805413773481e-34
528,G03_55355986,1.0164672095487035e-37,2.653995884131665e-34
529,E01_6725,1.089066820878153e-37,2.843553469312857e-34
530,E03_6724,1.1468841271210914e-37,2.99451445591317e-34
531,H09_6734,3.652489924856348e-37,9.536651193799925e-34
532,F06_55215982,1.242917290141865e-37,3.245257044560409e-34
533,G04_55405991,5.495035922892948e-33,1.4347538794673488e-29
534,E02_55205980,1.5852081361964239e-37,4.138978443608863e-34
535,B03_6725,1.6221657857949736e-37,4.235474866710676e-34
536,B04_55375988,2.0279471068908564e-20,5.294969896092026e-17
537,E04_55225983,1.8089038352462402e-37,4.7230479138279334e-34
538,A02_55365987,2.0301261241366917e-19,5.300659310120902e-16
539,E01_55205980,1.9756571806201395e-37,5.158440898599185e-34
540,A09_6717,1.9789038610703403e-37,5.166917981254658e-34
541,H06_55365987,7.354024886465658e-16,1.9201358978561833e-12
542,H09_55185977,2.451178414667447e-37,6.400026840696704e-34
543,G01_75846286,1.9093796518387828e-36,4.985390270951062e-33
544,B11_6734,2.892065407948387e-37,7.5511827801532384e-34
545,D03_55225983,3.095211605791813e-37,8.081597502722423e-34
546,E04_55235979,2.624437466497628e-29,6.852406225025307e-26
547,B11_55245981,2.5160135877029184e-24,6.56931147749232e-21
548,F10_55245981,4.149554295307079e-37,1.0834486265046783e-33
549,G07_55215982,5.024932762172443e-37,1.3120099442032249e-33
550,D02_6719,5.342116158699916e-37,1.394826529036548e-33
551,F03_55335984,5.6162289776820076e-37,1.4663973860727722e-33
552,H07_6734,6.381451372848035e-37,1.6661969534506218e-33
553,H03_6719,6.748393957998373e-37,1.762005662433375e-33
554,G10_6725,6.897761808101561e-37,1.8010056080953175e-33
555,D06_55405991,9.37350921005783e-17,2.4474232547461e-13
556,B06_6721,7.347294465663091e-37,1.918378584984633e-33
557,H11_6717,8.206826797361135e-22,2.1428024767909925e-18
558,B07_6720,7.939592572309349e-37,2.073027620629971e-33
559,B09_55345985,8.039472590497705e-37,2.0991062933789506e-33
560,G07_55225983,9.255181150774283e-37,2.4165277984671655e-33
561,G03_6731,5.176924741175378e-26,1.351695049920891e-22
562,G03_6725,9.661739263756109e-37,2.52268012176672e-33
563,F04_55245981,6.83703021956048e-28,1.7851485903272413e-24
564,E01_6736,1.1028659650922263e-36,2.879583034855803e-33
565,H07_55225983,1.108445960454487e-36,2.8941524027466656e-33
566,F01_6731,1.1521779151786686e-36,3.008336536531504e-33
567,H09_55335984,7.906587188103287e-22,2.0644099148137683e-18
568,G08_6731,1.1833886571035167e-36,3.089827783697282e-33
569,E04_6724,9.839644011093259e-40,2.5691310512964498e-36
570,A02_6719,6.013408404255206e-34,1.5701009343510343e-30
