,well_plate,result,var_cell,var_nuc,var_cyto,var_mt,wp_cell_levene_gtvariability_adj,wp_nuc_levene_gtvariability_adj,wp_cyto_levene_gtvariability_adj
56,A01_55215982,NA,328020.5147907076,115796.14330222503,99864.93293243286,22964.53404619338,3.899199216227509e-33,2.2262014905513164e-13,2.814635840827875e-16
57,F03_55335984,NA,837883.7266420947,220494.0993173177,417493.6439885855,21141.25878069556,5.253019553051487e-33,4.8738551380336605e-24,1.2648087974761626e-16
58,E10_55405991,NA,601536.0589114303,138962.23574405475,277887.85989973816,18227.08455855947,1.3570786047742007e-32,4.3222703920833585e-30,1.0741837854176899e-14
59,C06_55385989,NA,2593232.5454242877,238064.19887232024,1778118.6094314533,22387.3747418138,2.4212889475261954e-32,1.0041855792137161e-25,1.1753411149087043e-24
60,E09_55385989,NA,401055.9813647634,36643.273027839,262304.209820233,19890.354501224912,2.503523056705293e-32,0.09815457628308151,2.7599006192393236e-28
61,F05_55225983,NA,1623694.4180325994,234126.5019604577,1113698.692135846,31131.698348966733,3.126935550062027e-32,5.790691641842244e-14,5.7327377338777506e-24
62,F04_55395990,NA,362597.0007665321,142230.10981371687,102040.09681893646,18116.26982789438,3.215810000057847e-32,7.99817666832884e-21,1.1478745727708723e-12
63,G11_55395990,NA,215214.7634717591,40641.54949327665,107533.46929102283,13841.888871403784,4.47095228518583e-32,4.980318014856396e-12,4.5474647655352665e-15
64,F11_55225983,NA,779869.9896747774,147107.4912072248,413200.60876816866,29414.22065288225,6.103279360634481e-32,2.8776658640866983e-15,2.9355727539288996e-23
65,E06_55395990,NA,196521.04040629277,27675.23337825876,121636.63622434651,13481.442158581622,7.6685468842749e-32,0.003697099019876855,2.3098593553928835e-25
66,C01_6718,TP,502163.85438320274,301686.4491262578,102436.78902826871,9478.501463480885,7.687837330551102e-32,5.171456512429668e-33,0.00011180921170684544
67,F02_55335984,NA,626401.0178203676,240251.16573532647,200702.89663663958,28242.12744504321,8.458240548883651e-32,6.198690860163583e-23,7.370826535944296e-10
68,E03_55245981,NA,470498.58005804353,173348.79190521137,142397.6519267954,19646.94392062201,1.001129349698524e-31,3.275701664933922e-23,1.5543156407806004e-16
69,B06_55215982,NA,1283677.4106010136,323668.8742404672,660730.3229202183,31000.33482232477,1.0307132325513722e-31,1.8251641319608805e-15,9.328095456752579e-21
70,C07_55215982,NA,539430.9625548926,99091.58423416046,276178.24941740267,19708.709934232254,1.0952671430012593e-31,1.7104186253468773e-10,2.447430383368196e-28
71,D09_55225983,NA,2829959.8512159297,791718.3103221861,1360831.0382027093,31339.147941072326,1.9212276260631698e-31,3.641022110644414e-33,8.950747307279827e-11
72,D05_6722,TP,21349.314586411772,9040.609146399736,4010.314238058242,958.8397409950132,4.6671440826972115e-31,2.1641110904050705e-20,2.1909713081450298e-14
73,F06_55245981,NA,476731.7908239125,161511.73077460204,228558.13179775796,19064.649427323126,5.691326708901466e-31,7.974464543795934e-24,9.636217169990938e-07
74,A02_55225983,NA,352078.5595434004,102137.29306967526,190063.66723631768,28541.518552277386,7.323773161792891e-31,1.6012544767780144e-10,2.68954400580261e-08
75,A12_55405991,NA,147738.23663645607,18218.614532703097,82898.71546150702,7680.928506651279,7.638752408334773e-31,0.00010074217282726481,1.3356810144275116e-24
76,E09_55225983,NA,1389749.4462536497,292211.86650837894,859786.292467866,34894.85549489699,7.785371588214132e-31,8.60759835478951e-23,7.325033045320289e-13
77,B03_55215982,NA,550670.3876222412,62665.764446711924,398904.10316650436,16847.479651112557,8.163014871208533e-31,9.333140710084767e-11,8.004793867744222e-20
78,B09_55405991,NA,923832.0444716739,126782.92352355704,647425.6877152042,18255.304510759095,1.1858737526334854e-30,5.965763607225619e-19,1.3175488923937549e-20
79,F03_6722,TP,17648.352458714005,1274.7411013017083,12232.202672245388,785.2466642987442,1.7460229963648144e-30,0.008132100525502721,2.3098593553928835e-25
80,G07_55225983,NA,394509.0052754541,147798.08732853847,129323.45074556129,29200.389221986974,3.671794774349496e-30,1.528483769087101e-11,2.0896988673297417e-16
81,G07_55365987,NA,187140.8541816497,62393.578591516314,71714.87438324513,26552.976134164273,3.7742770687721566e-30,1.0227889769720103e-06,3.203940708093072e-05
82,C05_6724,TP,115527.57113580994,24169.07295177484,58711.492879749254,3426.7767292466565,8.979868649357438e-30,6.202802945130052e-10,2.125521473186323e-19
83,H05_6724,TP,260740.34989105593,92548.73089458064,63340.493329372955,4527.831577980078,1.3129505130765496e-29,2.275588876256642e-19,1.6354449352788604e-24
84,A09_55405991,NA,151466.03981931432,66243.82604351452,51160.79165346101,9845.323727600504,1.3129505130765496e-29,1.752500208957998e-11,9.228732508602153e-15
85,G07_55215982,NA,1155946.5829352601,155961.88000086212,747992.8099533368,28821.373075283966,1.716008729380441e-29,1.2550388022803004e-16,1.7145239030918574e-19
86,A11_6736,TP,88595.71336571425,13664.182832750525,49216.03765983899,2288.5345283412066,1.9151576867749444e-29,4.163420634914369e-06,3.626301948058367e-30
87,B11_55195978,NA,461439.9555547379,167731.2724484156,166479.12793906944,39394.9730043519,1.9507774073083072e-29,1.7557743304193132e-15,3.114230877419647e-07
88,F01_55345985,NA,1019256.0042419637,118806.79641264882,697568.8883207403,44467.50225217283,5.830337380720849e-29,1.2171636653661042e-08,2.1680174187755754e-18
89,G09_55365987,NA,613465.4850127874,205728.62297395116,257808.205457244,26456.583892895625,6.08420933028807e-29,1.1433468134171702e-21,1.3840962582962992e-08
90,E02_55245981,NA,675339.3430248854,194359.60895304082,370134.06004997,24963.52531649391,9.428935791737852e-29,7.730242099593434e-21,6.766509530445116e-11
91,F10_6717,TP,118196.59557426006,18051.374002706314,63080.601138821374,1662.7701017761767,1.5962415030492353e-28,3.3319741312712016e-17,1.5008354050020783e-21
92,C05_55385989,NA,2354603.5429866165,296704.9380296359,1190251.5802218048,13240.575071198493,1.8134460537013974e-28,2.4260993590883607e-16,7.912667701382304e-28
93,G02_55225983,NA,479124.74264212407,101386.3629322523,243574.94994411257,27523.208593129675,2.219061562127992e-28,1.3854664904431555e-05,1.0802631441965239e-21
94,G04_55335984,NA,348086.39318200614,77729.79656701117,202271.1851645975,15828.474233823183,9.892934139891873e-28,3.3012864646968824e-11,3.6035480980386624e-14
95,D08_55225983,NA,529283.1454504966,138543.5211283589,292032.2568455897,29278.8906885382,1.1094693661170774e-27,1.4469807122673283e-17,1.8132994685067638e-10
96,A12_55195978,NA,424201.8190386875,243767.83991726834,95880.35800378924,44255.99624186886,1.1340668704788319e-27,1.0362546568216625e-21,1.0
97,H08_55215982,NA,255040.1413756506,104945.32990133479,103976.27132125753,20279.47046915384,1.151852087079456e-27,5.0537000294510645e-17,0.003361675191358993
98,D04_55405991,NA,203286.60547069978,44076.13103187416,107431.71395940418,15942.324653371807,2.0086041723108584e-27,1.5695905682147766e-05,3.599648548606917e-14
99,D03_55395990,NA,76976.6202731838,23903.905435134762,27563.123744287834,6753.240345363499,2.1478435915066612e-27,2.871705411092101e-14,1.0515174751420015e-06
100,E05_55385989,NA,517538.96791606146,83631.26236968995,324777.32402507996,16193.78835788087,3.595460504536207e-27,2.324282883012643e-11,9.879464851334482e-21
101,G04_6724,TP,30324.419712339277,12242.54868151749,7481.362894796973,2210.232892863118,4.7801613062438356e-27,1.614585454915981e-10,2.006078785328165e-11
102,H06_75846286,NA,154350.74039710953,12450.55421100322,107136.5938967497,18159.7940809057,5.246931682022725e-27,0.03514341372367981,3.5560220859422024e-19
103,D03_55405991,NA,349232.4310251561,74536.92715287642,212413.24349539308,14095.785282469824,5.246931682022725e-27,1.8373286813663297e-10,3.298157894687621e-14
104,C10_55365987,NA,384556.2190016871,95916.09446502838,216410.70354762426,24400.135022515165,6.2269197240023744e-27,2.2521011135926877e-09,1.7601131203884345e-13
105,D05_55405991,NA,265265.76482616714,48376.667796493166,143438.55000524814,16813.630824365762,6.512991905193183e-27,0.00041655847329957876,5.073554896874338e-18
106,D03_6736,TP,26079.57616672467,6406.53008937102,9972.536341535144,1564.1545072372517,1.1903947574084793e-26,1.412973532371154e-09,4.924380285977376e-16
107,A10_6722,TP,21336.46416466587,4264.551157534115,8966.277942476994,2122.860936270816,1.2416612663359663e-26,0.02391104363355133,6.986160797817939e-18
108,F06_55335984,NA,646706.3754369684,253859.96712549476,248889.2422210186,25012.338702086327,1.405392686091727e-26,2.4900302410192376e-17,1.9292255636718997e-16
109,D06_6720,TP,41350.44807182023,4100.475653294788,24228.075600480213,1366.8721730268896,1.455089885362969e-26,0.00022450181297805754,1.6797906230393109e-25
110,F03_55405991,NA,2059923.9294359756,276391.2300032404,1435125.9577320276,26259.22207845022,1.4784520075225233e-26,8.616197554563764e-28,5.926534936645951e-14
111,C11_55395990,NA,155362.99319538215,47674.36197956848,55935.33190003011,16786.505644706016,1.6105935890696828e-26,1.4126662256691683e-06,2.6215593008145548e-12
112,E06_55405991,NA,328860.6672080415,68620.666674233,169813.51236781283,15597.22705087811,1.623835183764221e-26,2.3795652875825314e-10,4.0959452384856654e-15
113,F10_55225983,NA,3451368.8768057385,548441.7959111409,2042014.8656948514,38046.47403455379,1.6313201268472645e-26,1.7635212663060766e-26,3.1540607641648066e-17
114,F09_55245981,NA,581276.5580250217,124986.17398333622,326180.0335635441,22622.834455541466,2.1551401010191135e-26,3.954654580344932e-15,1.487111714258847e-14
115,H07_55225983,NA,248326.96863245513,60415.086274152156,144146.70597654293,25093.26670744302,2.333328580042467e-26,0.0002744227514579555,1.4134238005347306e-13
116,F05_6734,TP,40209.94156005381,23305.014869379273,7055.749274629277,2532.645584793108,2.686358456341482e-26,8.435126187737616e-22,0.0032778191968522528
117,H01_55225983,NA,944347.8151764681,92792.77534781634,624954.7586394353,33958.1474015846,2.780215933575528e-26,0.04869431769702033,5.3170905848472606e-20
118,H04_55395990,NA,1477364.3535827547,156765.03812628507,973935.4003464854,16735.52819261934,3.5381281966995573e-26,2.176688915397931e-13,4.840287537098198e-19
119,D03_6724,TP,31201.806085448887,12544.098735698644,7644.609915796507,2381.272341081536,3.669713585866217e-26,2.5649644830912998e-11,2.3470106767068493e-11
120,E04_75846286,NA,1713.7333874022024,226.68263255148918,1074.5185529163107,25405.675599124876,3.785906764644423e-26,8.017800239426469e-37,1.3026707554782747e-29
121,A08_6725,TP,111454.68183537635,52529.77281301518,32853.53656974944,3238.069498885516,3.785906764644423e-26,1.0678808878445395e-20,4.003159805761804e-05
122,C10_55235979,NA,1325202.4239662248,172132.22398291307,955742.8468108958,46416.77341651668,3.796376827901207e-26,1.2074725139469642e-06,4.113456406868009e-20
123,H03_55405991,NA,523423.9067469536,73760.35959502019,345247.641707236,24068.231074372292,4.2651754370699205e-26,7.632269529875082e-09,6.680675505881967e-15
124,D01_55335984,NA,257680.77000758078,72415.34306594623,85992.00773438135,33297.14511387813,4.983849601946471e-26,8.513483857887322e-07,2.9074004457574207e-09
125,C12_55225983,NA,1441170.0961373183,235912.33722801195,936135.6177544398,38391.85307122048,6.853374083736048e-26,6.16568698529718e-17,1.3840175802148287e-12
126,A07_75836284,NA,211895.6921200337,31862.02257553544,124339.38756517504,22834.405235061695,8.575031995463797e-26,0.04734218944700168,4.359916076449994e-15
127,F07_55355986,NA,302825.5407497832,29406.57012767562,203815.3341274348,20789.331962419546,9.333572672138642e-26,0.4217077460635043,5.597457795938722e-20
128,C01_6720,TP,86467.0814051563,25937.822065668945,30294.11913573269,1168.8329385955997,9.333572672138642e-26,2.947967366657008e-19,1.6445108130040182e-15
129,G11_55195978,NA,917167.2340663273,325597.3412743813,407887.2662553401,47471.24804426664,9.653456789510784e-26,6.54638134929864e-20,0.0006065122922793312
130,F04_75836284,NA,2505.5701469891324,394.70081399034115,1621.660608603683,35372.10340926145,1.052905349564206e-25,1.6017016068633197e-37,1.0162003526804215e-28
131,F04_55405991,NA,250542.607838028,72439.65167316436,106615.57531254759,14119.712227683165,1.1689865000274913e-25,4.181586044093639e-18,6.970002620886813e-10
132,G11_55245981,NA,594528.6099457657,48375.471994204316,465012.824933995,24805.022970576058,1.7435801983527695e-25,0.014947717294537803,6.746763158202564e-21
133,A07_55215982,NA,515553.66441212257,151689.5607551629,253327.32717869084,15466.409606051839,1.7923995208657415e-25,4.86373273019109e-31,1.0612976907860556e-05
134,F08_6725,TP,29671.462154413744,16757.69776869579,3248.6664521355424,768.1813266765287,1.8252919649460915e-25,2.060226328876874e-21,6.520831793409731e-12
135,H10_6717,TP,319620.7750523482,69669.48420706493,156314.29632137544,1137.7744823328092,1.8835623644078762e-25,1.8944693300905887e-14,1.0236120742121762e-22
136,E12_55335984,NA,708009.4525027305,67500.26116805949,514744.5549306106,22546.601388317504,2.0521273775396518e-25,1.6321925117400625e-09,1.997831774139575e-15
137,E02_75846286,NA,60598.72083242321,7608.34465316723,37134.845608184434,9454.329933583533,2.0521273775396518e-25,0.06615812779197017,5.481246970099732e-16
138,G07_55405991,NA,106888.52166047448,27442.886990022253,58102.80630523012,14632.114978738917,2.4644827359861645e-25,0.0023336589671805325,1.065392054364356e-09
139,F01_6724,TP,61768.65346227369,22552.60614661682,17862.354594482753,3611.8155573051326,2.808434269836578e-25,1.3543625243240556e-15,1.5411733830555995e-14
140,B07_6720,TP,28494.19680989057,2690.07348511325,17726.803322982163,1130.7974616527856,2.985288010595074e-25,0.00021311138190705797,5.597457795938722e-20
141,C02_6720,TP,28072.333037831373,4643.908244204888,13937.737429954142,1829.0426352208997,3.213175858893572e-25,0.0002648752598462228,3.0377559768276334e-19
142,A05_6717,TP,111329.19061880591,25447.552214977855,43095.009790829994,4191.703133304443,3.806480877488689e-25,1.9578494976618923e-10,5.500350841467662e-22
143,C05_55395990,NA,63761.88317579007,19398.91167953769,24353.673176007276,12848.37500473637,4.670338363808551e-25,0.02166807659349869,0.0008702081664278097
144,H10_75836284,NA,3626.027282280741,959.5116718016014,1905.0445915911373,45934.804938816465,4.735602000605895e-25,2.0346366069185403e-34,1.261229499003721e-31
145,H06_55405991,NA,4269603.3140777685,371564.40782159293,2911557.418976192,36009.46034809172,5.082139883545174e-25,1.684450308514533e-23,4.990391823246193e-20
146,F02_6719,TP,65491.30909195332,8692.008345082695,33570.770294381284,2900.2185254073115,5.388812114351047e-25,2.120324150166775e-06,6.979851949547031e-20
147,C10_55245981,NA,194770.84680459808,66208.38785192346,68146.41000239358,19895.985583112433,7.477032778681055e-25,1.096165717216169e-09,7.934478100303697e-10
148,C06_55365987,NA,242939.04196234842,159065.64815242714,47613.84216352705,24082.390849170413,8.343119905960909e-25,5.490304240582767e-19,0.13144650511058498
149,C09_55245981,NA,3574551.774116211,566381.2056233588,2324166.022705256,30904.494057263673,9.296501737183426e-25,3.6953415509736854e-27,5.926534936645951e-14
150,C11_55205980,NA,593927.1799707352,51484.2400407674,415332.6860352217,29270.481447860922,1.455630614963319e-24,0.016906992510162228,2.298162780205118e-18
151,D01_55405991,NA,265831.1391618818,89429.05176639548,122815.80949387974,15738.511683622148,1.6254420312174079e-24,3.1326862878020395e-22,1.1754196866391726e-06
152,E09_55345985,NA,432459.1190919646,75435.12229638122,264933.1012758097,21216.224772057765,2.151703697444546e-24,8.203149959462918e-12,8.392944615466726e-10
153,E07_55245981,NA,347482.24061060214,84557.84043252244,167797.91677020796,19392.300440137362,2.7704128806323374e-24,6.1532993059211e-09,5.629823352083984e-16
154,F01_55405991,NA,5248612.068451852,256396.1355470424,4059258.227797707,1342931.5018512376,2.788846270569218e-24,0.39645428333934946,6.746763158202564e-21
155,E10_55215982,NA,172913.02562013245,83918.5208386607,33969.47334755439,17798.734279760098,4.694050299342217e-24,1.0016206587218228e-12,0.007974106489746943
156,C02_55215982,NA,143169.12653731834,35446.887782078025,78112.37169511033,18369.755275861353,5.1426175313842224e-24,2.8693375519242207e-06,0.00016921471988931742
157,F10_55405991,NA,903875.8769477811,72834.58696130088,642999.0150656308,24351.76738985074,5.1583576883878564e-24,1.6375578776152816e-05,1.6565505137690849e-18
158,H03_55355986,NA,1610710.3063821187,583999.1016096335,835355.3149691194,30509.169723649742,6.651463011439245e-24,8.93554875407147e-26,1.0897218815997898e-05
159,H06_55385989,NA,569137.1434747783,58940.92208622,369846.6879287196,18368.93690183502,7.823042594613067e-24,3.131523224301793e-07,1.1748952660140189e-16
160,E03_55225983,NA,389535.11602846725,160395.14928864499,115768.60261187867,24436.259175487958,9.61623203107525e-24,3.2600653055280132e-18,0.0009825569718970547
161,H08_55395990,NA,456120.31959704804,102174.1162063088,239751.52585530182,15849.694312494476,9.75527013603932e-24,9.862217638805751e-12,2.019797828584816e-13
162,E11_55225983,NA,446063.0480080264,75939.94072271754,277368.4881079759,36716.22114501445,1.0334118878908759e-23,0.00016426820487712576,1.167599695451653e-09
163,B03_75836284,NA,2573.8816538122373,216.67332319444347,2033.1820430553794,33842.93457086272,1.0591695142307486e-23,1.9524438272190595e-34,1.1383182114765074e-25
164,B05_55225983,NA,1101444.3639068494,341427.48119519645,471983.0934807116,44988.41913823166,1.3507643166456868e-23,5.0537000294510645e-17,2.1802308456724671e-10
165,B01_55225983,NA,658011.9201841237,111108.26162188215,388658.10774064076,33479.65821742982,1.47412961331319e-23,1.8768504308092656e-11,2.4394201507284887e-11
166,H05_55215982,NA,521654.2327989119,83449.99734394453,340945.0228470101,31309.101103268047,1.5341652014216392e-23,1.6584090177595652e-06,3.6057412905116966e-12
167,A08_6720,TP,21523.469450279415,3907.1231675957633,12649.60612450174,729.5261144678361,1.6997636060886503e-23,1.6652336294596186e-16,1.904617374052853e-09
168,G03_55375988,NA,268724.3915892856,101909.34809454533,115845.21826229837,25599.683614491154,1.9256563717061233e-23,1.6331080854042559e-21,0.5162249592922229
169,C05_6719,TP,46194.179167072194,31294.96764324055,2464.2263889319133,5215.9984952547475,2.0432016309657396e-23,1.2148118621719429e-18,0.0001626949854971757
170,H08_6717,TP,793852.7713390535,118166.20371055747,387645.3152211531,1460.8870469205654,2.0568876108174923e-23,4.8603896023197024e-15,2.15551863065854e-24
171,B08_55395990,NA,191826.77371691735,89245.37646532,56882.13464456997,20392.399189437023,2.1148523836387563e-23,8.291318916032554e-15,0.014096582094379563
172,C03_55355986,NA,618995.4632261975,111610.18738980735,388964.731585186,29283.927607453912,2.2071568964516643e-23,0.000450292888963565,2.0978790431799377e-14
173,G10_55335984,NA,687579.3671552882,145858.8991987708,295954.2728186159,58401.863743631875,3.553868612689755e-23,1.0771208809840535e-05,3.440512113368384e-14
174,C12_55345985,NA,224906.7487645337,33768.349504457416,125910.47063594658,19270.109834960876,4.0347962590686986e-23,0.00412331410678907,2.3470106767068493e-11
175,C09_55215982,NA,771562.557162422,298675.02255836164,325140.81096281996,25060.317149486687,4.259864276810492e-23,8.042547124866963e-27,0.0028768807772817087
