Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
MAGMAS	51.34	medium	51.29	0.6	TRUE	0.98
MAGOH	49.5	medium	49.16	0.49	TRUE	0.99
MAGT1	51.08	medium	50.95	0.53	TRUE	1
MAK10	49.69	medium	49.36	0.45	TRUE	1
MALT1	47.46	medium	47.01	0.36	TRUE	1
MAML1	47.79	medium	47.34	0.45	TRUE	0.94
MAN1A1	51.26	medium	51.17	0.52	TRUE	1
MAN1A2	50.53	medium	50.27	0.47	TRUE	1
MAN1B1	49.98	medium	49.67	0.46	TRUE	1
MAN2A1	51.84	medium	51.94	0.52	TRUE	0.99
MAN2A2	50.71	medium	50.49	0.52	TRUE	0.99
MAN2B1		non-melter		0.81	TRUE	0.3
MAN2B2	51.91	medium	52.01	0.59	TRUE	0.99
MAN2C1	51.25	medium	51.15	0.52	TRUE	0.99
MANBA	51.1	medium	50.96	0.58	TRUE	0.97
MANEAL	50.79	medium	50.58	0.5	TRUE	1
MANSC1		non-melter		0.68	TRUE	0.45
MAOA	52.72	medium	53.13	0.55	TRUE	0.98
MAOB	52.64	medium	53.03	0.56	TRUE	1
MAP1B	52.42	medium	52.7	0.54	TRUE	0.99
MAP1D	51.21	medium	51.1	0.51	TRUE	1
MAP1S	48.86	medium	48.52	0.45	TRUE	0.98
MAP2K1	50.5	medium	50.25	0.46	TRUE	1
MAP2K2	49.67	medium	49.34	0.46	TRUE	0.99
MAP2K3	46.6	non-stable	45.97	0.34	TRUE	0.99
MAP2K4	49.21	medium	48.89	0.41	TRUE	0.99
MAP2K5	47.13	non-stable	46.62	0.34	TRUE	1
MAP2K6	51.56	medium	51.56	0.53	TRUE	0.14
MAP2K7	47.5	medium	47.07	0.36	TRUE	0.99
MAP3K1	47.2	medium	46.7	0.36	TRUE	1
MAP3K11	47.1	medium	46.57	0.37	TRUE	0.99
MAP3K2	50.12	medium	49.85	0.52	TRUE	0.97
MAP3K4	48.68	medium	48.31	0.42	TRUE	0.98
MAP3K7	48.31	medium	47.9	0.41	TRUE	0.99
MAP3K7IP1	47.4	medium	46.93	0.37	TRUE	0.99
MAP4		non-melter		0.85	TRUE	0.09
MAP4K2	48.05	medium	47.64	0.39	TRUE	1
MAP4K3	48.24	medium	47.84	0.41	TRUE	1
MAP4K4	49.18	medium	48.87	0.42	TRUE	1
MAP4K5	49.19	medium	48.87	0.42	TRUE	1
MAP7D2	50.08	medium	49.81	0.59	TRUE	0.92
MAPK1	52.56	medium	52.9	0.56	TRUE	0.98
MAPK12	48.65	medium	48.27	0.41	TRUE	0.95
MAPK13	50.5	medium	50.24	0.51	TRUE	0.98
MAPK14	46.87	medium	46.29	0.36	TRUE	1
MAPK3	49.82	medium	49.49	0.47	TRUE	0.99
MAPK9	49.72	medium	49.4	0.45	TRUE	0.99
MAPKAPK2	49.49	medium	49.16	0.44	TRUE	0.99
MAPKAPK3	49.08	medium	48.75	0.42	TRUE	1
MAPKSP1		non-melter		0.83	TRUE	0.49
MAPRE1	50.81	medium	50.6	0.49	TRUE	0.98
MAPRE2	44.28	non-stable	43.24	0.26	TRUE	1
MAPT		non-melter		0.79	TRUE	0.39
MARCH5	51.9	medium	52	0.64	TRUE	0.97
MARCKS		non-melter		0.78	TRUE	0.27
MARCKSL1	50.68	stable	50.45	0.65	TRUE	0.83
MARK2	46.95	medium	46.38	0.36	TRUE	1
MARS	46.87	non-stable	46.28	0.34	TRUE	1
MARS2	52.74	medium	53.17	0.54	TRUE	1
MARVELD2		non-melter		0.84	TRUE	0.24
MASTL	45.34	non-stable	44.48	0.3	TRUE	1
MAT1A	51.1	medium	50.96	0.55	TRUE	0.98
MAT2A	50.36	medium	50.11	0.53	TRUE	0.99
MAT2B	51.38	medium	51.34	0.53	TRUE	1
MATN3	50.72	medium	50.5	0.54	TRUE	0.99
MATR3	45.16	non-stable	44.31	0.3	TRUE	0.99
MAX	50.58	stable	50.33	0.7	TRUE	0.84
MAZ	51.63	stable	51.66	0.66	TRUE	0.71
MBD1	48.78	medium	48.42	0.44	TRUE	1
MBD2	46.83	non-stable	46.23	0.35	TRUE	1
MBD3	47.48	medium	47.03	0.41	TRUE	0.99
MBIP	46.45	medium	45.82	0.36	TRUE	0.99
MBNL1	49.9	medium	49.58	0.48	TRUE	0.99
MBNL2	50.13	medium	49.87	0.53	TRUE	0.97
MBNL3	50.67	medium	50.43	0.59	TRUE	0.92
MBOAT7	52.11	medium	52.24	0.61	TRUE	0.95
MBP		non-melter		1.04	TRUE	0.31
MBTD1	45.89	non-stable	45.1	0.32	TRUE	1
MBTPS1	49.15	medium	48.83	0.45	TRUE	0.98
MCAM		non-melter		1.06	TRUE	0.32
MCART1	50.34	medium	50.09	0.5	TRUE	0.99
MCAT	50.95	medium	50.78	0.55	TRUE	0.98
MCCC1	49.92	medium	49.61	0.44	TRUE	1
MCCC2	49.43	medium	49.1	0.57	TRUE	0.87
MCEE		non-melter		0.83	TRUE	0.2
MCFD2		non-melter		0.73	TRUE	0.46
MCL1	49.93	medium	49.62	0.57	TRUE	0.88
MCM2	48.82	medium	48.46	0.4	TRUE	0.99
MCM3	48.22	medium	47.83	0.39	TRUE	0.99
MCM4	49.14	medium	48.82	0.42	TRUE	1
MCM5	49.7	medium	49.37	0.44	TRUE	1
MCM6	49.61	medium	49.27	0.43	TRUE	1
MCM7	49.03	medium	48.71	0.42	TRUE	1
MCM9	46.7	non-stable	46.09	0.35	TRUE	1
MCTS1	52.54	medium	52.87	0.56	TRUE	0.99
MDC1	51.67	medium	51.73	0.55	TRUE	0.95
MDH1	53.51	medium	55.42	0.58	TRUE	0.98
MDH2	54.91	medium	58.9	0.64	TRUE	0.94
MDN1	46.72	non-stable	46.12	0.33	TRUE	1
MDP-1	50.88	medium	50.7	0.61	TRUE	0.98
ME2	49.09	medium	48.76	0.44	TRUE	1
MECP2	50.92	medium	50.74	0.59	TRUE	0.96
MECR	51.63	medium	51.66	0.5	TRUE	0.99
MED1	47.94	medium	47.49	0.39	TRUE	0.99
MED10	49.8	medium	49.47	0.57	TRUE	0.89
MED12	46.06	non-stable	45.33	0.31	TRUE	0.99
MED14	48.83	medium	48.49	0.41	TRUE	1
MED15	48.31	medium	47.9	0.39	TRUE	1
MED16	48.09	medium	47.68	0.39	TRUE	1
MED17	46.97	non-stable	46.41	0.35	TRUE	1
MED20	49.75	medium	49.42	0.47	TRUE	0.99
MED23	47.34	medium	46.86	0.36	TRUE	1
MED24	47.87	medium	47.41	0.38	TRUE	1
MED25	47.34	medium	46.85	0.36	TRUE	1
MED26	50.49	medium	50.23	0.58	TRUE	0.94
MED27	47.06	medium	46.54	0.35	TRUE	0.99
MED29	48.88	medium	48.53	0.47	TRUE	0.99
MED30	48	medium	47.57	0.48	TRUE	0.97
MED31	49.43	medium	49.11	0.42	TRUE	1
MED4	48.81	medium	48.46	0.43	TRUE	0.99
MED6	48.56	medium	48.18	0.52	TRUE	0.95
MED7	50.24	medium	49.99	0.49	TRUE	1
MED8	47.39	medium	46.92	0.5	TRUE	0.82
MEF2A	51.33	medium	51.28	0.5	TRUE	1
MEF2D	50.25	medium	50	0.49	TRUE	0.99
MEMO1	51.73	medium	51.81	0.52	TRUE	1
MEN1	46.4	medium	45.73	0.36	TRUE	0.99
MEPCE	48.76	medium	48.39	0.44	TRUE	1
MERTK	47.2	medium	46.69	0.38	TRUE	0.98
MESDC2	51.78	medium	51.86	0.6	TRUE	0.99
MET	48.37	medium	47.97	0.43	TRUE	0.99
METAP1	51.15	medium	51.02	0.53	TRUE	1
METAP2	51.35	medium	51.3	0.65	TRUE	0.95
METT10D	49.09	medium	48.77	0.43	TRUE	1
METT11D1	48.05	medium	47.64	0.38	TRUE	1
METT5D1	47.1	medium	46.58	0.36	TRUE	1
METTL1	51.09	medium	50.95	0.48	TRUE	0.99
METTL11A	48.01	medium	47.58	0.38	TRUE	1
METTL2B	46.86	medium	46.26	0.35	TRUE	1
METTL3	48.8	medium	48.45	0.41	TRUE	0.99
METTL5		non-melter		0.78	TRUE	0.34
METTL7A	52.86	stable	53.36	0.68	TRUE	0.9
METTL7B	50.69	medium	50.46	0.48	TRUE	1
METTL8	46.9	non-stable	46.31	0.33	TRUE	1
METTL9	47.88	medium	47.41	0.4	TRUE	1
MEX3D	46.65	medium	46.02	0.36	TRUE	0.99
MFAP1		non-melter		1.01	TRUE	0.18
MFF	49.67	medium	49.35	0.5	TRUE	0.98
MFI2	50.1	medium	49.82	0.57	TRUE	0.93
MFN1	50.34	medium	50.09	0.46	TRUE	1
MFN2	48.77	medium	48.4	0.45	TRUE	0.99
MFSD1		non-melter		1.02	TRUE	0.02
MFSD10	52.82	medium	53.26	0.63	TRUE	0.94
MFSD11		non-melter		0.74	TRUE	0.65
MFSD5	52.06	medium	52.18	0.58	TRUE	0.99
MFSD9	51.06	medium	50.91	0.54	TRUE	0.95
MGA	44.68	non-stable	43.83	0.29	TRUE	1
MGAT1	50.82	medium	50.61	0.51	TRUE	1
MGAT2	50.24	medium	49.99	0.47	TRUE	1
MGAT4A	50.48	medium	50.23	0.47	TRUE	0.99
MGAT4B	50.62	medium	50.38	0.49	TRUE	1
MGAT5	51.74	medium	51.82	0.53	TRUE	1
MGC16169	46.69	non-stable	46.08	0.34	TRUE	0.98
MGC3196	50.51	medium	50.25	0.47	TRUE	0.99
MGC3207	50.81	medium	50.61	0.48	TRUE	1
MGC52424	48.75	medium	48.38	0.41	TRUE	1
MGEA5	49.85	medium	49.53	0.44	TRUE	0.99
MGMT	49.87	medium	49.55	0.44	TRUE	0.99
MGRN1	51.33	stable	51.28	0.67	TRUE	0.84
MGST1		non-melter		0.89	TRUE	0.19
MGST2	50.66	stable	50.42	0.7	TRUE	0.73
MGST3	52.55	stable	52.88	0.69	TRUE	0.92
MIA2	49.14	medium	48.82	0.45	TRUE	1
MIA3	49.32	medium	48.99	0.45	TRUE	1
MIB1	47.13	medium	46.61	0.36	TRUE	1
MICAL3	49.13	medium	48.8	0.43	TRUE	0.99
MICALL1	49.07	medium	48.74	0.49	TRUE	0.99
MIER1	49.96	medium	49.65	0.44	TRUE	0.98
MIF4GD	50.43	medium	50.18	0.47	TRUE	1
MINA	50.61	medium	50.36	0.49	TRUE	0.99
MINK1	48.89	medium	48.54	0.43	TRUE	0.99
MINPP1	53.19	stable	54.39	0.69	TRUE	0.98
MIPEP	49.47	medium	49.15	0.45	TRUE	1
MIXL1	46.95	medium	46.38	0.37	TRUE	1
MKI67	50.44	medium	50.2	0.54	TRUE	0.97
MKI67IP	49.9	medium	49.59	0.45	TRUE	0.98
MKL1	48.48	medium	48.1	0.43	TRUE	0.97
MKL2	50.13	medium	49.88	0.47	TRUE	0.99
MKLN1	50	medium	49.7	0.47	TRUE	1
MKRN2	45.46	non-stable	44.63	0.29	TRUE	1
MLEC	51.76	medium	51.84	0.54	TRUE	1
MLF2	44.59	non-stable	43.73	0.29	TRUE	1
MLH1	43.82	non-stable	42.76	0.25	TRUE	1
MLKL	48.68	medium	48.3	0.41	TRUE	1
MLL2	48.43	medium	48.04	0.4	TRUE	0.99
MLLT1	48.15	medium	47.74	0.4	TRUE	1
MLLT4	48.98	medium	48.65	0.42	TRUE	1
MLX	47.01	medium	46.48	0.37	TRUE	0.99
MLYCD	52.3	medium	52.47	0.53	TRUE	0.99
MMAB	50.49	stable	50.23	0.67	TRUE	0.91
MMACHC	47.67	medium	47.23	0.41	TRUE	0.99
MMP15	51.17	medium	51.05	0.59	TRUE	0.93
MMS19	47.26	medium	46.76	0.36	TRUE	1
MNAT1	50.44	medium	50.19	0.51	TRUE	0.99
MOBKL1B	52.04	medium	52.15	0.52	TRUE	0.99
MOBKL3	50.16	medium	49.9	0.46	TRUE	1
MOCOS	50.31	medium	50.05	0.48	TRUE	1
MOCS1	51.27	stable	51.18	0.66	TRUE	0.73
MOCS2	50.54	medium	50.29	0.5	TRUE	0.99
MOCS3	47.36	medium	46.89	0.37	TRUE	1
MON1B	50.17	medium	49.91	0.48	TRUE	1
MON2	48.49	medium	48.1	0.4	TRUE	1
MORC2	45.16	non-stable	44.29	0.3	TRUE	1
MORC3	46.11	non-stable	45.41	0.33	TRUE	1
MORF4L1	48.77	medium	48.41	0.42	TRUE	1
MORF4L2	49.89	medium	49.58	0.48	TRUE	0.99
MOSC1	51.67	medium	51.72	0.58	TRUE	0.98
MOSC2	50.11	medium	49.84	0.47	TRUE	1
MOSPD1	51.14	medium	51.01	0.52	TRUE	1
MOSPD2	49.65	medium	49.33	0.44	TRUE	0.99
MOV10	49.15	medium	48.83	0.42	TRUE	1
MPDU1	52.55	medium	52.89	0.6	TRUE	0.77
MPDZ	46.79	medium	46.18	0.36	TRUE	1
MPG	50.73	medium	50.51	0.48	TRUE	1
MPI	49.84	medium	49.52	0.44	TRUE	1
MPP1	46.9	medium	46.31	0.37	TRUE	0.99
MPP5	48.85	medium	48.5	0.45	TRUE	0.99
MPP6	49.99	medium	49.69	0.45	TRUE	1
MPP7	47.78	medium	47.33	0.38	TRUE	1
MPST	49.77	medium	49.44	0.46	TRUE	1
MPV17L	51.44	medium	51.43	0.6	TRUE	0.97
MPZL1		non-melter		0.89	TRUE	0.13
MRAS		non-melter		0.8	TRUE	0.38
MRCL3	50.24	medium	49.99	0.53	TRUE	0.99
MRE11A	48.01	medium	47.58	0.41	TRUE	1
MRM1	50.25	medium	50	0.46	TRUE	1
MRPL1	47.41	medium	46.94	0.35	TRUE	1
MRPL10	50.58	medium	50.33	0.48	TRUE	1
MRPL11	49.13	medium	48.81	0.42	TRUE	1
MRPL12	49.57	medium	49.24	0.51	TRUE	0.94
MRPL13	48.77	medium	48.41	0.4	TRUE	0.99
MRPL14	49.35	medium	49.02	0.43	TRUE	1
MRPL15	49.29	medium	48.96	0.42	TRUE	0.99
MRPL16	50.04	medium	49.76	0.44	TRUE	0.99
MRPL17	49.29	medium	48.96	0.43	TRUE	1
MRPL18	49.64	medium	49.3	0.44	TRUE	1
MRPL19	47.91	medium	47.45	0.38	TRUE	0.99
MRPL2	49.88	medium	49.57	0.44	TRUE	1
MRPL21	49.08	medium	48.75	0.42	TRUE	0.99
MRPL22	49.06	medium	48.73	0.42	TRUE	0.99
MRPL23	48.98	medium	48.64	0.41	TRUE	0.99
MRPL24	49.97	medium	49.66	0.46	TRUE	1
MRPL27	48.6	medium	48.22	0.4	TRUE	0.99
MRPL28	49.66	medium	49.33	0.44	TRUE	1
MRPL3	48.36	medium	47.96	0.39	TRUE	1
MRPL32	48.75	medium	48.37	0.46	TRUE	0.96
MRPL33	49.98	medium	49.68	0.44	TRUE	1
MRPL34	49.65	medium	49.32	0.6	TRUE	0.67
MRPL37	50.57	medium	50.32	0.46	TRUE	1
MRPL38	49.56	medium	49.23	0.43	TRUE	1
MRPL39	50.4	medium	50.15	0.45	TRUE	1
MRPL4	50.4	medium	50.14	0.49	TRUE	1
MRPL40	49.6	medium	49.26	0.44	TRUE	0.98
MRPL41	49.45	medium	49.13	0.42	TRUE	0.99
MRPL42	50.61	medium	50.37	0.54	TRUE	0.98
MRPL43	51.02	medium	50.86	0.48	TRUE	0.99
MRPL44	48.23	medium	47.83	0.39	TRUE	0.99
MRPL45	47.86	medium	47.4	0.38	TRUE	1
MRPL46	49.23	medium	48.91	0.41	TRUE	1
MRPL47	49.6	medium	49.26	0.43	TRUE	1
MRPL48	50.04	medium	49.76	0.45	TRUE	1
MRPL49	48.59	medium	48.22	0.43	TRUE	0.99
MRPL50	50.06	medium	49.78	0.59	TRUE	0.84
MRPL53	50.96	medium	50.79	0.57	TRUE	0.89
MRPL55	49.79	medium	49.46	0.52	TRUE	0.93
MRPL9	48.96	medium	48.63	0.42	TRUE	0.98
MRPS10	50.35	medium	50.1	0.48	TRUE	0.98
MRPS11	48.53	medium	48.15	0.39	TRUE	0.99
MRPS12	49.86	medium	49.54	0.45	TRUE	1
MRPS14	48.78	medium	48.42	0.4	TRUE	1
MRPS15	48.8	medium	48.46	0.4	TRUE	1
MRPS16	48.73	medium	48.35	0.46	TRUE	0.98
MRPS17	48.42	medium	48.02	0.39	TRUE	1
MRPS18A	50.19	medium	49.93	0.47	TRUE	0.99
MRPS18B	48.98	medium	48.65	0.41	TRUE	1
MRPS18C	49.22	medium	48.89	0.46	TRUE	0.97
MRPS2	48.63	medium	48.26	0.39	TRUE	1
MRPS22	47.79	medium	47.34	0.37	TRUE	1
MRPS23	48.5	medium	48.12	0.39	TRUE	1
MRPS24	49.45	medium	49.12	0.43	TRUE	0.99
MRPS25	48.59	medium	48.21	0.39	TRUE	1
MRPS26	47.81	medium	47.35	0.38	TRUE	1
MRPS27	48.94	medium	48.59	0.41	TRUE	1
MRPS28	47.77	medium	47.31	0.37	TRUE	0.98
MRPS30	49.36	medium	49.03	0.42	TRUE	1
MRPS31	49	medium	48.67	0.41	TRUE	1
MRPS33	48.51	medium	48.13	0.39	TRUE	0.99
MRPS34	49.37	medium	49.04	0.42	TRUE	1
MRPS35	48.17	medium	47.76	0.39	TRUE	1
MRPS36		non-melter		0.73	TRUE	0.63
MRPS5	48.28	medium	47.87	0.39	TRUE	1
MRPS6	49	medium	48.67	0.43	TRUE	0.99
MRPS7	48.43	medium	48.05	0.4	TRUE	1
MRPS9	48.06	medium	47.65	0.38	TRUE	1
MRRF	48.84	medium	48.49	0.47	TRUE	0.97
MRS2	51.07	medium	50.92	0.5	TRUE	1
MRTO4	50.33	medium	50.08	0.47	TRUE	0.99
MSH2	47.93	medium	47.48	0.38	TRUE	1
MSH3	48.7	medium	48.33	0.41	TRUE	1
MSH6	46.06	non-stable	45.35	0.31	TRUE	0.99
MSI2	50.89	medium	50.7	0.48	TRUE	0.99
MSRA	47.15	medium	46.63	0.36	TRUE	0.99
MST1	50.95	medium	50.79	0.54	TRUE	1
MSTO1	48.93	medium	48.58	0.41	TRUE	1
MT2A		non-melter		0.75	TRUE	0.38
MTA1	47.01	medium	46.47	0.36	TRUE	1
MTA2	46.54	non-stable	45.9	0.33	TRUE	1
MTA3	45.6	non-stable	44.73	0.3	TRUE	1
MTAP		non-melter		1.06	TRUE	0.22
MTBP	50.47	stable	50.22	0.69	TRUE	0.9
MTCH1	51.41	medium	51.39	0.5	TRUE	1
MTCH2	53.19	medium	54.4	0.56	TRUE	0.98
MTDH		non-melter		1.1	TRUE	0.28
MTERFD1	48.12	medium	47.72	0.38	TRUE	0.99
MTERFD2	47.88	medium	47.42	0.38	TRUE	1
MTFMT	48.59	medium	48.21	0.4	TRUE	1
MTFR1	51.6	medium	51.61	0.57	TRUE	0.78
MTG1	47.4	medium	46.94	0.37	TRUE	1
MTHFD1	49.38	medium	49.05	0.42	TRUE	0.98
MTHFD1L	50.16	medium	49.9	0.45	TRUE	0.99
MTHFD2	51.44	medium	51.44	0.5	TRUE	1
MTHFS	50.14	medium	49.89	0.46	TRUE	1
MTHFSD	51.1	medium	50.96	0.53	TRUE	0.99
MTIF2	44.49	non-stable	43.62	0.27	TRUE	0.99
MTM1	51.71	medium	51.79	0.54	TRUE	0.98
MTMR1	48.38	medium	47.98	0.39	TRUE	1
MTMR10	48.77	medium	48.41	0.41	TRUE	1
MTMR14	49.36	medium	49.03	0.48	TRUE	0.98
MTMR2	50.78	medium	50.57	0.49	TRUE	1
MTMR3	49.82	medium	49.51	0.5	TRUE	0.98
MTMR6	48.54	medium	48.16	0.4	TRUE	1
MTO1	46.83	non-stable	46.23	0.34	TRUE	1
MTP18		non-melter		0.8	TRUE	0.32
MTPAP	48.12	medium	47.72	0.39	TRUE	0.97
MTR	46.77	medium	46.17	0.35	TRUE	1
MTRF1	46.9	non-stable	46.31	0.34	TRUE	1
MTRF1L	49.19	medium	48.87	0.43	TRUE	0.99
MTRR	47.98	medium	47.54	0.38	TRUE	1
MTSS1	51.2	medium	51.09	0.55	TRUE	0.98
MTSS1L	51.17	medium	51.05	0.49	TRUE	1
MTTP	52.24	medium	52.4	0.58	TRUE	1
MTUS1	47.55	medium	47.11	0.38	TRUE	1
MTX1	50.96	medium	50.8	0.47	TRUE	1
MTX2	49.44	medium	49.12	0.43	TRUE	0.99
MTX3	50.3	medium	50.04	0.48	TRUE	1
MUL1	49.97	medium	49.67	0.47	TRUE	1
MUT	48.43	medium	48.05	0.4	TRUE	1
MUTED	50.62	medium	50.38	0.54	TRUE	0.97
MVD	51.78	medium	51.86	0.51	TRUE	0.99
MVK	50.65	medium	50.42	0.48	TRUE	1
MVP	50.77	medium	50.56	0.48	TRUE	1
MXRA7		non-melter		0.81	TRUE	0.22
MXRA8	50.81	medium	50.6	0.55	TRUE	0.98
MYADM		non-melter		0.76	TRUE	0.61
MYBBP1A	47.29	medium	46.8	0.37	TRUE	0.99
MYCBP2	47.46	medium	47.02	0.37	TRUE	0.99
MYD88	46.56	non-stable	45.92	0.34	TRUE	1
MYEF2	44.29	non-stable	43.28	0.25	TRUE	0.99
MYH10	49.41	medium	49.08	0.43	TRUE	1
MYH14	48.78	medium	48.42	0.42	TRUE	1
MYH9	52.76	medium	53.19	0.62	TRUE	0.97
MYL6	49.83	medium	49.52	0.52	TRUE	0.95
MYL6B		non-melter		0.78	TRUE	0.23
MYLK	50.13	medium	49.87	0.5	TRUE	0.97
MYO18A	47.95	medium	47.51	0.38	TRUE	1
MYO1B	48.37	medium	47.97	0.4	TRUE	0.99
MYO1C	47.48	medium	47.04	0.37	TRUE	1
MYO1D	49.26	medium	48.93	0.44	TRUE	1
MYO1E	48.29	medium	47.88	0.38	TRUE	1
MYO5B	47.31	medium	46.83	0.38	TRUE	1
MYO5C	48.93	medium	48.57	0.44	TRUE	0.99
MYO6	50.2	medium	49.94	0.45	TRUE	1
MYO9B	47.77	medium	47.33	0.41	TRUE	1
MYST1	43.63	non-stable	42.6	0.25	TRUE	1
MYST2	47.94	medium	47.5	0.41	TRUE	0.93
N-PAC	50.26	medium	50.01	0.59	TRUE	0.87
N4BP1	48.15	medium	47.74	0.4	TRUE	1
N6AMT2	48.02	medium	47.59	0.4	TRUE	1
NAAA	51.93	stable	52.03	0.69	TRUE	0.88
NAALAD2	54.24	stable	56.7	0.7	TRUE	0.67
NAALADL1	52.71	stable	53.13	0.69	TRUE	0.72
NACA		non-melter		1.07	TRUE	0.41
NACC1	47.72	medium	47.27	0.42	TRUE	0.99
NADK		non-melter		0.84	TRUE	0.24
NADSYN1	50.98	medium	50.82	0.51	TRUE	0.99
NAE1	50.45	medium	50.2	0.47	TRUE	1
NAG	47.09	medium	46.56	0.36	TRUE	1
NAGA	52.16	stable	52.3	0.69	TRUE	0.92
NAGK	52.87	medium	53.38	0.58	TRUE	0.99
NAGLU	51.98	medium	52.09	0.62	TRUE	0.95
NAGPA		non-melter		0.73	TRUE	0.44
NAMPT	52.6	medium	52.97	0.55	TRUE	1
NANP	50.05	medium	49.78	0.48	TRUE	1
NANS	52.69	medium	53.09	0.54	TRUE	0.99
NAP1L1	48.55	medium	48.17	0.39	TRUE	0.99
NAP1L4	50.15	medium	49.89	0.45	TRUE	1
NAPA	51.3	medium	51.23	0.5	TRUE	1
NAPG	48.05	medium	47.64	0.4	TRUE	1
NARF	48.75	medium	48.37	0.43	TRUE	1
NARFL	51.35	medium	51.3	0.53	TRUE	1
NARG1	51.59	medium	51.6	0.5	TRUE	1
NARG1L	48.89	medium	48.54	0.42	TRUE	1
NARS	50.67	medium	50.44	0.46	TRUE	1
NARS2	46.94	medium	46.37	0.36	TRUE	1
NASP	50.21	medium	49.96	0.48	TRUE	0.99
NAT1	45.98	non-stable	45.22	0.31	TRUE	0.99
NAT10	50.05	medium	49.77	0.51	TRUE	0.69
NAT12	49.54	medium	49.21	0.43	TRUE	1
NAT13	50.67	medium	50.44	0.47	TRUE	1
NAT14	49.53	medium	49.19	0.44	TRUE	1
NAT5	50.49	medium	50.23	0.49	TRUE	0.98
NAV2	46.2	non-stable	45.52	0.32	TRUE	0.99
NBEA	51.63	medium	51.65	0.54	TRUE	1
NBEAL1	49.57	medium	49.24	0.45	TRUE	0.99
NBEAL2	48.03	medium	47.6	0.42	TRUE	1
NBN	47.17	medium	46.66	0.37	TRUE	1
NCAPD2	46.93	non-stable	46.36	0.34	TRUE	1
NCAPD3	46.6	non-stable	45.97	0.33	TRUE	0.99
NCAPG	46.79	non-stable	46.19	0.34	TRUE	1
NCAPG2	46.83	medium	46.23	0.35	TRUE	1
NCAPH	47.29	medium	46.81	0.36	TRUE	1
NCBP1	49.55	medium	49.22	0.43	TRUE	1
NCBP2	49.36	medium	49.04	0.42	TRUE	1
NCDN	47.77	medium	47.32	0.37	TRUE	1
NCK1	46.92	medium	46.34	0.38	TRUE	0.99
NCK2	46.68	non-stable	46.08	0.35	TRUE	1
NCKAP1	50.3	medium	50.04	0.46	TRUE	0.99
NCKIPSD	46.93	medium	46.35	0.36	TRUE	0.99
NCL	49.54	medium	49.21	0.43	TRUE	0.99
NCLN	50.64	medium	50.41	0.49	TRUE	0.99
NCOA3	47.02	non-stable	46.49	0.35	TRUE	0.99
NCOA4	45.34	non-stable	44.49	0.31	TRUE	1
NCOA5	48.14	medium	47.74	0.39	TRUE	1
NCOA6	47.1	medium	46.58	0.44	TRUE	0.92
NCOA7	49.78	medium	49.44	0.45	TRUE	0.96
NCOR1	45.38	non-stable	44.55	0.31	TRUE	1
NCOR2	46.63	medium	46.01	0.37	TRUE	0.99
NCSTN	50.44	stable	50.19	0.68	TRUE	0.74
ND3	52.27	medium	52.43	0.61	TRUE	0.99
ND4	53.35	medium	54.98	0.59	TRUE	0.98
ND5	52.19	medium	52.33	0.54	TRUE	0.99
NDC80	45.62	non-stable	44.75	0.31	TRUE	1
NDE1	50.78	medium	50.56	0.63	TRUE	0.78
NDFIP2	52.81	medium	53.25	0.6	TRUE	0.98
NDNL2	48.82	medium	48.47	0.41	TRUE	1
NDOR1	49.02	medium	48.69	0.45	TRUE	1
NDRG1	50.33	medium	50.08	0.46	TRUE	0.99
NDRG2	51.38	medium	51.35	0.5	TRUE	0.99
NDRG3	50.79	medium	50.57	0.48	TRUE	1
NDUFA10	48.89	medium	48.54	0.41	TRUE	1
NDUFA11		non-melter		0.79	TRUE	0.35
NDUFA12	49.52	medium	49.19	0.46	TRUE	1
NDUFA4	50.86	medium	50.67	0.62	TRUE	0.89
NDUFA5	50.69	medium	50.47	0.51	TRUE	0.99
NDUFA6	49.23	medium	48.91	0.41	TRUE	0.99
NDUFA7	50.71	medium	50.49	0.59	TRUE	0.93
NDUFA8	52.08	medium	52.21	0.56	TRUE	1
NDUFA9	50.72	medium	50.5	0.5	TRUE	0.98
NDUFAB1	50.41	medium	50.16	0.54	TRUE	0.98
NDUFAF1	52.68	medium	53.07	0.59	TRUE	0.95
NDUFAF2		non-melter		0.8	TRUE	0.33
NDUFB1	49.42	medium	49.09	0.53	TRUE	0.94
NDUFB10	52.53	medium	52.84	0.55	TRUE	0.99
NDUFB11		non-melter		1.43	TRUE	0.03
NDUFB3	50.89	stable	50.71	0.71	TRUE	0.77
NDUFB5	52.44	medium	52.74	0.55	TRUE	0.99
NDUFB6	51.26	stable	51.17	0.67	TRUE	0.75
NDUFB7	52.31	medium	52.48	0.58	TRUE	0.98
NDUFB8	51.37	stable	51.33	0.68	TRUE	0.89
NDUFB9	52.28	medium	52.44	0.53	TRUE	0.99
NDUFC2	51.97	medium	52.09	0.62	TRUE	0.98
NDUFS1	49.99	medium	49.7	0.45	TRUE	1
NDUFS2	50.53	medium	50.28	0.48	TRUE	1
NDUFS3	50.81	medium	50.6	0.49	TRUE	1
NDUFS4	49.61	medium	49.27	0.55	TRUE	0.85
NDUFS5	51.26	medium	51.17	0.51	TRUE	1
NDUFS6	50.62	stable	50.39	0.71	TRUE	0.54
