Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
MIF4GD	50.44	medium	50.35	0.46	TRUE	1
MIG12	46.18	non-stable	45.59	0.35	TRUE	0.99
MINA	50.8	medium	50.8	0.5	TRUE	0.99
MINK1	49.87	medium	49.59	0.49	TRUE	0.99
MINPP1	52.21	medium	52.69	0.61	TRUE	0.99
MIPEP	49.49	medium	49.15	0.44	TRUE	1
MITD1	49.97	medium	49.71	0.51	TRUE	0.99
MIXL1	46.9	medium	46.33	0.36	TRUE	1
MKI67		non-melter		1.06	TRUE	0.35
MKI67IP	49.79	medium	49.48	0.47	TRUE	0.97
MKL1	47.21	medium	46.64	0.37	TRUE	0.97
MKL2	47.32	medium	46.75	0.38	TRUE	0.97
MKLN1	49.47	medium	49.13	0.44	TRUE	1
MKRN2	45.92	non-stable	45.33	0.31	TRUE	1
MLEC	51.04	medium	51.12	0.5	TRUE	0.99
MLF2	45.26	non-stable	44.67	0.3	TRUE	0.99
MLH1	43.59	non-stable	43.05	0.25	TRUE	1
MLKL	48.71	medium	48.28	0.4	TRUE	1
MLL2	48.89	medium	48.49	0.43	TRUE	0.98
MLLT1	48.9	medium	48.5	0.45	TRUE	0.99
MLLT4	48.95	medium	48.55	0.43	TRUE	0.99
MLX	46.14	medium	45.53	0.38	TRUE	0.95
MLXIPL	48.75	medium	48.34	0.44	TRUE	0.99
MLYCD	51.9	medium	52.33	0.51	TRUE	1
MMAA	50.62	medium	50.57	0.51	TRUE	1
MMAB	51.55	stable	51.89	0.67	TRUE	0.87
MMACHC	45.38	non-stable	44.78	0.3	TRUE	1
MMADHC	47.58	medium	47.03	0.39	TRUE	0.97
MMP15	50.92	medium	50.98	0.61	TRUE	0.94
MMS19	47.22	medium	46.64	0.37	TRUE	1
MNAT1	50.1	medium	49.86	0.48	TRUE	0.99
MND1	47.56	medium	47.01	0.45	TRUE	0.96
MNT	48.31	medium	47.83	0.47	TRUE	0.97
MOBKL1B	51.88	medium	52.31	0.53	TRUE	1
MOBKL3	50.33	medium	50.18	0.47	TRUE	1
MOCOS	50.45	medium	50.36	0.49	TRUE	1
MOCS1		non-melter		0.69	TRUE	0.6
MOCS2	50.8	medium	50.81	0.51	TRUE	1
MOCS3	47.27	medium	46.69	0.36	TRUE	1
MON1B	49.77	medium	49.45	0.46	TRUE	1
MON2	48.89	medium	48.48	0.42	TRUE	0.98
MORC2	43.87	non-stable	43.39	0.25	TRUE	1
MORC3	44.8	non-stable	44.15	0.28	TRUE	1
MORF4L1	48.38	medium	47.92	0.4	TRUE	1
MORF4L2	49.91	medium	49.63	0.48	TRUE	0.99
MORG1	47.57	medium	47.02	0.46	TRUE	0.97
MOSC1	51.44	medium	51.71	0.6	TRUE	0.96
MOSC2	50.25	medium	50.06	0.47	TRUE	1
MOSPD1	50.95	medium	51.02	0.5	TRUE	0.99
MOSPD2	49.76	medium	49.44	0.45	TRUE	1
MOV10	49.3	medium	48.96	0.43	TRUE	1
MPDU1		non-melter		0.74	TRUE	0.69
MPG	50.29	medium	50.13	0.48	TRUE	1
MPHOSPH10	50.85	medium	50.88	0.52	TRUE	0.94
MPHOSPH8	47.67	medium	47.14	0.45	TRUE	0.96
MPI	49.79	medium	49.48	0.44	TRUE	1
MPP1	47.65	medium	47.12	0.38	TRUE	1
MPP5	48.42	medium	47.99	0.43	TRUE	0.99
MPP6	50.2	medium	50	0.47	TRUE	1
MPP7	47.01	medium	46.45	0.35	TRUE	1
MPST	50.29	medium	50.12	0.47	TRUE	1
MPV17L	51.2	medium	51.35	0.55	TRUE	0.99
MPZ		non-melter		0.8	TRUE	0.54
MPZL1		non-melter		0.8	TRUE	0.23
MPZL2		non-melter		1.04	TRUE	0.27
MRCL3	50.03	medium	49.78	0.51	TRUE	0.99
MRE11A	47.85	medium	47.34	0.41	TRUE	1
MRM1	50.47	medium	50.39	0.49	TRUE	0.99
MRP63	49.18	medium	48.78	0.41	TRUE	1
MRPL1	47.33	medium	46.76	0.35	TRUE	1
MRPL10	49.86	medium	49.58	0.44	TRUE	1
MRPL11	49.31	medium	48.98	0.43	TRUE	1
MRPL12	50.15	medium	49.92	0.56	TRUE	0.93
MRPL13	49.53	medium	49.18	0.45	TRUE	0.99
MRPL14	50	medium	49.76	0.46	TRUE	0.99
MRPL15	49.44	medium	49.09	0.42	TRUE	0.99
MRPL16	50.27	medium	50.1	0.45	TRUE	0.99
MRPL17	49.51	medium	49.17	0.45	TRUE	1
MRPL18	49.93	medium	49.67	0.46	TRUE	0.99
MRPL19	48.52	medium	48.09	0.4	TRUE	0.99
MRPL2	50.33	medium	50.18	0.46	TRUE	0.99
MRPL21	49.22	medium	48.83	0.42	TRUE	0.99
MRPL22	49.57	medium	49.23	0.45	TRUE	0.99
MRPL23	49.57	medium	49.24	0.43	TRUE	0.99
MRPL24	49.84	medium	49.55	0.44	TRUE	1
MRPL27	49.91	medium	49.64	0.44	TRUE	1
MRPL28	49.69	medium	49.36	0.45	TRUE	1
MRPL3	48.78	medium	48.36	0.4	TRUE	1
MRPL32	49.92	medium	49.65	0.55	TRUE	0.9
MRPL33	49.98	medium	49.72	0.44	TRUE	0.99
MRPL34	50.2	medium	50	0.61	TRUE	0.69
MRPL37	50.16	medium	49.95	0.45	TRUE	1
MRPL38	49.44	medium	49.09	0.43	TRUE	1
MRPL39	49.93	medium	49.66	0.44	TRUE	1
MRPL4	50.09	medium	49.86	0.49	TRUE	0.99
MRPL40	49.78	medium	49.47	0.44	TRUE	0.99
MRPL41	49.47	medium	49.14	0.42	TRUE	0.99
MRPL42	49.91	medium	49.64	0.5	TRUE	0.98
MRPL43	48.82	medium	48.4	0.4	TRUE	1
MRPL44	48.34	medium	47.87	0.39	TRUE	0.99
MRPL45	47.71	medium	47.19	0.37	TRUE	0.99
MRPL46	48.77	medium	48.35	0.4	TRUE	0.99
MRPL47	49.17	medium	48.77	0.42	TRUE	0.99
MRPL48	49.32	medium	48.98	0.42	TRUE	0.99
MRPL49	49.79	medium	49.48	0.48	TRUE	0.99
MRPL50	50.16	medium	49.95	0.62	TRUE	0.8
MRPL51	50.11	medium	49.88	0.46	TRUE	0.99
MRPL53	50.31	medium	50.15	0.49	TRUE	0.98
MRPL54	50.23	medium	50.03	0.62	TRUE	0.84
MRPL55	50.3	medium	50.14	0.51	TRUE	0.98
MRPL9	49.64	medium	49.31	0.45	TRUE	0.99
MRPS10	48.94	medium	48.54	0.43	TRUE	0.99
MRPS11	48.73	medium	48.3	0.41	TRUE	0.99
MRPS12	49.33	medium	48.99	0.45	TRUE	0.99
MRPS14	48.97	medium	48.56	0.41	TRUE	0.99
MRPS15	49.33	medium	48.99	0.42	TRUE	0.99
MRPS16	48.89	medium	48.48	0.46	TRUE	0.98
MRPS17	48.07	medium	47.57	0.38	TRUE	1
MRPS18A	49.76	medium	49.44	0.45	TRUE	1
MRPS18B	48.86	medium	48.44	0.41	TRUE	1
MRPS2	48.23	medium	47.74	0.39	TRUE	1
MRPS21	49.18	medium	48.79	0.43	TRUE	0.99
MRPS22	47.92	medium	47.41	0.38	TRUE	1
MRPS23	48.43	medium	47.99	0.39	TRUE	1
MRPS24	48.85	medium	48.43	0.41	TRUE	1
MRPS25	48.3	medium	47.83	0.39	TRUE	1
MRPS26	48.6	medium	48.16	0.41	TRUE	1
MRPS27	48.7	medium	48.26	0.4	TRUE	0.99
MRPS28	48.87	medium	48.46	0.41	TRUE	1
MRPS30	49.86	medium	49.58	0.45	TRUE	0.99
MRPS31	48.39	medium	47.94	0.39	TRUE	0.99
MRPS33	48.45	medium	48.01	0.39	TRUE	0.99
MRPS34	49.46	medium	49.11	0.43	TRUE	1
MRPS35	48.34	medium	47.87	0.39	TRUE	1
MRPS36	50.99	stable	51.06	0.71	TRUE	0.77
MRPS5	48.93	medium	48.53	0.41	TRUE	0.99
MRPS6	48.32	medium	47.85	0.4	TRUE	0.99
MRPS7	48.14	medium	47.64	0.38	TRUE	0.99
MRPS9	48.23	medium	47.74	0.39	TRUE	1
MRRF	48.89	medium	48.48	0.45	TRUE	0.98
MRS2	51.03	medium	51.12	0.5	TRUE	1
MRTO4	50.5	medium	50.42	0.48	TRUE	0.99
MSH2	47.64	medium	47.11	0.37	TRUE	1
MSH3	49.11	medium	48.73	0.42	TRUE	0.99
MSH6	45.71	non-stable	45.05	0.3	TRUE	0.99
MSI2	50.21	medium	50	0.47	TRUE	0.99
MSRA	47.09	medium	46.52	0.36	TRUE	1
MST1	50.67	medium	50.64	0.54	TRUE	0.99
MSTO1	49.84	medium	49.54	0.46	TRUE	0.99
MT1E		non-melter		0.75	TRUE	0.46
MTA1	46.72	medium	46.17	0.36	TRUE	1
MTA2	46.33	non-stable	45.78	0.33	TRUE	1
MTA3	45.55	non-stable	44.95	0.29	TRUE	1
MTAP		non-melter		1.05	TRUE	0.28
MTCH1	51.1	medium	51.2	0.5	TRUE	1
MTCH2	52.51	medium	53.02	0.55	TRUE	0.99
MTCP1		non-melter		0.75	TRUE	0.54
MTDH		non-melter		1.07	TRUE	0.4
MTERFD1	48.86	medium	48.44	0.4	TRUE	1
MTERFD2	48.33	medium	47.86	0.39	TRUE	0.99
MTERFD3	45.7	non-stable	45.04	0.31	TRUE	0.99
MTFMT	48	medium	47.49	0.38	TRUE	1
MTFR1	49.13	medium	48.74	0.5	TRUE	0.95
MTG1	48.22	medium	47.73	0.39	TRUE	0.99
MTHFD1	49.22	medium	48.84	0.42	TRUE	0.98
MTHFD1L	49.58	medium	49.25	0.43	TRUE	1
MTHFD2	51.34	medium	51.53	0.5	TRUE	1
MTHFR	49.49	medium	49.15	0.45	TRUE	1
MTHFS	49.17	medium	48.78	0.42	TRUE	1
MTHFSD	50.78	medium	50.77	0.5	TRUE	1
MTIF2	43.71	non-stable	43.16	0.24	TRUE	1
MTM1	51.42	medium	51.68	0.56	TRUE	0.98
MTMR1	48.64	medium	48.2	0.42	TRUE	0.99
MTMR10	48.48	medium	48.05	0.4	TRUE	1
MTMR14	49.16	medium	48.76	0.41	TRUE	1
MTMR2	50.87	medium	50.91	0.51	TRUE	0.98
MTMR3	49.63	medium	49.3	0.47	TRUE	0.97
MTMR6	48.83	medium	48.41	0.43	TRUE	1
MTO1	47.6	medium	47.06	0.37	TRUE	1
MTP18		non-melter		0.76	TRUE	0.21
MTPAP	48.14	medium	47.64	0.39	TRUE	0.98
MTR	46.1	non-stable	45.5	0.32	TRUE	0.99
MTRF1	50.22	medium	50.02	0.53	TRUE	0.98
MTRF1L	49.38	medium	49.03	0.42	TRUE	0.99
MTRR	47.66	medium	47.13	0.39	TRUE	1
MTSS1	52	medium	52.43	0.59	TRUE	0.99
MTSS1L	51.15	medium	51.28	0.51	TRUE	1
MTTP	52.15	medium	52.62	0.57	TRUE	1
MTUS1	49.96	medium	49.7	0.5	TRUE	0.99
MTX1	51.15	medium	51.28	0.49	TRUE	1
MTX2	49.25	medium	48.89	0.42	TRUE	0.99
MTX3	50.22	medium	50.02	0.48	TRUE	0.99
MUL1	49.86	medium	49.57	0.47	TRUE	1
MUT	48.69	medium	48.26	0.41	TRUE	1
MUTED	51.5	medium	51.79	0.58	TRUE	0.98
MVD	51.37	medium	51.59	0.49	TRUE	0.99
MVK	50.87	medium	50.92	0.48	TRUE	1
MVP	51.09	medium	51.19	0.5	TRUE	1
MXRA7		non-melter		1.06	TRUE	0.19
MXRA8	50.19	medium	49.98	0.62	TRUE	0.91
MYADM		non-melter		0.7	TRUE	0.66
MYBBP1A	47.04	medium	46.49	0.36	TRUE	0.99
MYCBP	51.1	stable	51.21	0.72	TRUE	0.8
MYCBP2	48.97	medium	48.57	0.42	TRUE	0.98
MYD88	45.59	non-stable	44.97	0.3	TRUE	1
MYH10	48.42	medium	47.98	0.41	TRUE	0.97
MYH14	48.66	medium	48.22	0.42	TRUE	0.98
MYH9		non-melter		1.1	TRUE	0.26
MYL6	48.67	medium	48.23	0.45	TRUE	0.97
MYL6B		non-melter		0.71	TRUE	0.24
MYLK	50.03	medium	49.79	0.49	TRUE	0.95
MYO18A	48.43	medium	48	0.43	TRUE	0.99
MYO19	48.6	medium	48.16	0.42	TRUE	0.99
MYO1B	47.86	medium	47.35	0.38	TRUE	0.99
MYO1C	46.48	non-stable	45.91	0.34	TRUE	1
MYO1D	48.62	medium	48.18	0.43	TRUE	0.99
MYO1E	48.04	medium	47.55	0.38	TRUE	0.99
MYO5B	46.94	medium	46.38	0.37	TRUE	0.99
MYO5C	48.69	medium	48.25	0.43	TRUE	0.99
MYO6	49.98	medium	49.72	0.47	TRUE	0.99
MYO9B	47.45	medium	46.88	0.37	TRUE	0.99
MYST1	44.24	non-stable	43.7	0.28	TRUE	0.99
MYST2	47.21	medium	46.63	0.39	TRUE	0.97
N-PAC	51.95	medium	52.38	0.58	TRUE	0.7
N4BP1	48.48	medium	48.04	0.43	TRUE	1
NAAA	51.47	medium	51.75	0.64	TRUE	0.82
NAALAD2	50.16	medium	49.94	0.62	TRUE	0.72
NAALADL1		non-melter		0.76	TRUE	0.2
NACA		non-melter		1.06	TRUE	0.38
NACA2		non-melter		1.07	TRUE	0.38
NACC1	47.5	medium	46.93	0.39	TRUE	1
NADK		non-melter		0.82	TRUE	0.2
NADSYN1	51.85	medium	52.27	0.55	TRUE	0.99
NAE1	50.04	medium	49.8	0.45	TRUE	1
NAF1	50.46	medium	50.38	0.51	TRUE	0.99
NAG	47.23	medium	46.66	0.37	TRUE	0.99
NAGA	52.57	stable	53.11	0.69	TRUE	0.82
NAGK	52.59	medium	53.13	0.55	TRUE	0.99
NAGLU	51.12	medium	51.24	0.6	TRUE	0.96
NAGPA		non-melter		0.75	TRUE	0.37
NAMPT	52.67	medium	53.24	0.55	TRUE	1
NANP	49.76	medium	49.44	0.44	TRUE	1
NANS	52.45	medium	52.95	0.53	TRUE	0.99
NAP1L1	49.34	medium	49	0.42	TRUE	1
NAP1L4	49.06	medium	48.67	0.42	TRUE	0.91
NAPA	50.88	medium	50.93	0.49	TRUE	1
NAPG	48	medium	47.49	0.39	TRUE	0.99
NARF	48.03	medium	47.52	0.39	TRUE	1
NARFL	51.03	medium	51.11	0.53	TRUE	0.98
NARG1	51.5	medium	51.8	0.49	TRUE	1
NARG1L	48.98	medium	48.57	0.42	TRUE	1
NARS	50.31	medium	50.16	0.45	TRUE	1
NARS2	47.14	medium	46.58	0.36	TRUE	1
NASP	49.73	medium	49.41	0.45	TRUE	0.99
NAT1	47.7	medium	47.17	0.39	TRUE	0.97
NAT10	49.86	medium	49.56	0.49	TRUE	0.57
NAT12	49.75	medium	49.43	0.43	TRUE	1
NAT13	50.97	medium	51.03	0.48	TRUE	0.99
NAT14	49.41	medium	49.07	0.43	TRUE	0.99
NAT5	50.55	medium	50.49	0.47	TRUE	0.97
NBEA	51.84	medium	52.26	0.55	TRUE	0.99
NBEAL1	49.71	medium	49.38	0.45	TRUE	0.98
NBEAL2	46.6	medium	46.02	0.38	TRUE	0.99
NBN	46.07	non-stable	45.48	0.33	TRUE	1
NCAPD2	46.64	non-stable	46.08	0.33	TRUE	0.99
NCAPD3	47.53	medium	46.96	0.39	TRUE	0.99
NCAPG	46.31	non-stable	45.76	0.33	TRUE	1
NCAPG2	46.5	non-stable	45.94	0.35	TRUE	1
NCAPH	47.14	medium	46.58	0.37	TRUE	1
NCBP1	49.59	medium	49.26	0.44	TRUE	0.99
NCBP2	49.12	medium	48.73	0.41	TRUE	1
NCDN	47.82	medium	47.31	0.37	TRUE	1
NCK1	47.13	medium	46.57	0.38	TRUE	0.99
NCK2	46.13	non-stable	45.53	0.31	TRUE	1
NCKAP1	50.14	medium	49.92	0.46	TRUE	0.99
NCKIPSD	46.82	medium	46.27	0.35	TRUE	1
NCL	49.86	medium	49.58	0.45	TRUE	0.96
NCLN	50.96	medium	51.03	0.51	TRUE	1
NCOA3	47.17	medium	46.6	0.37	TRUE	0.98
NCOA4	46.23	non-stable	45.66	0.34	TRUE	0.99
NCOA5	48	medium	47.48	0.4	TRUE	1
NCOA6	48.48	medium	48.04	0.52	TRUE	0.85
NCOA7	49.14	medium	48.75	0.42	TRUE	0.98
NCOR1	45.97	medium	45.39	0.36	TRUE	0.97
NCOR2	46.77	medium	46.22	0.39	TRUE	0.95
NCRNA00153	49.62	medium	49.29	0.54	TRUE	0.95
NCSTN	55.93	stable	60.51	0.69	TRUE	0.54
ND1	51.53	medium	51.85	0.56	TRUE	0.99
ND2	55.9	stable	60.24	0.73	TRUE	0.95
ND3	51.48	medium	51.77	0.58	TRUE	0.96
ND4	53.13	medium	54.19	0.58	TRUE	0.99
ND5	52.75	medium	53.32	0.57	TRUE	1
NDC80	45.85	non-stable	45.27	0.32	TRUE	1
NDE1	51.85	stable	52.27	0.68	TRUE	0.64
NDEL1	50.26	medium	50.08	0.55	TRUE	0.93
NDFIP2	50.06	medium	49.82	0.59	TRUE	0.73
NDNL2	49.03	medium	48.64	0.43	TRUE	0.99
NDOR1	48.62	medium	48.19	0.43	TRUE	0.99
NDRG1	50.93	medium	51	0.49	TRUE	0.99
NDRG2	51.77	medium	52.17	0.54	TRUE	0.99
NDRG3	50.32	medium	50.17	0.46	TRUE	1
NDUFA10	48.3	medium	47.83	0.4	TRUE	0.99
NDUFA11		non-melter		0.78	TRUE	0.37
NDUFA12	49.26	medium	48.9	0.42	TRUE	0.99
NDUFA13	51.36	medium	51.56	0.53	TRUE	0.99
NDUFA3	52.61	stable	53.15	0.66	TRUE	0.8
NDUFA4	49.84	medium	49.54	0.56	TRUE	0.94
NDUFA5	51.27	medium	51.44	0.53	TRUE	0.99
NDUFA6	48.5	medium	48.06	0.39	TRUE	1
NDUFA7	50.26	medium	50.08	0.62	TRUE	0.9
NDUFA8	51.32	medium	51.51	0.53	TRUE	1
NDUFA9	50.14	medium	49.91	0.45	TRUE	0.99
NDUFAB1	50.44	medium	50.35	0.52	TRUE	0.97
NDUFAF1	51.36	medium	51.56	0.59	TRUE	0.98
NDUFAF2		non-melter		0.78	TRUE	0.26
NDUFB1	50.22	medium	50.02	0.58	TRUE	0.92
NDUFB10	51.9	medium	52.34	0.54	TRUE	1
NDUFB11		non-melter		1.08	TRUE	0.39
NDUFB3		non-melter		0.73	TRUE	0.52
NDUFB5	52.09	medium	52.54	0.54	TRUE	0.99
NDUFB6	52.49	stable	53	0.68	TRUE	0.75
NDUFB7	52.24	medium	52.72	0.58	TRUE	0.95
NDUFB8	51.4	medium	51.64	0.63	TRUE	0.92
NDUFB9	53.09	medium	54	0.55	TRUE	1
NDUFC2	51.84	medium	52.26	0.63	TRUE	0.97
NDUFS1	50.07	medium	49.82	0.45	TRUE	1
NDUFS2	50.47	medium	50.4	0.48	TRUE	1
NDUFS3	50.21	medium	50	0.46	TRUE	0.99
NDUFS4	50.12	medium	49.9	0.6	TRUE	0.86
NDUFS5	51.37	medium	51.58	0.51	TRUE	0.99
NDUFS6	50.51	stable	50.45	0.7	TRUE	0.58
NDUFS7	50.23	medium	50.03	0.45	TRUE	0.99
NDUFS8	50.25	medium	50.07	0.46	TRUE	1
NDUFV1	51.58	medium	51.92	0.5	TRUE	1
NDUFV2	52.08	medium	52.53	0.53	TRUE	1
NDUFV3		non-melter		0.73	TRUE	0.51
NECAP1	50.64	medium	50.59	0.48	TRUE	1
NECAP2	50.52	medium	50.45	0.47	TRUE	1
NEDD1	49.55	medium	49.2	0.5	TRUE	1
NEDD4	48.03	medium	47.52	0.4	TRUE	0.99
NEDD4L	47.19	medium	46.62	0.38	TRUE	0.99
NEDD8	51.82	medium	52.24	0.61	TRUE	0.98
NEDD9	46.15	non-stable	45.55	0.32	TRUE	1
NEK3	50.43	medium	50.34	0.51	TRUE	0.99
NEK7	47.74	medium	47.23	0.44	TRUE	0.96
NEK9	48.94	medium	48.54	0.42	TRUE	0.99
NENF		non-melter		0.76	TRUE	0.47
NES	45.72	medium	45.07	0.36	TRUE	0.93
NEU1	53.22	medium	54.46	0.61	TRUE	0.97
NEU3	49.16	medium	48.77	0.48	TRUE	0.96
NF1	48.38	medium	47.92	0.4	TRUE	0.97
NF2	50.04	medium	49.79	0.5	TRUE	0.98
NFAT5	47.97	medium	47.46	0.4	TRUE	0.99
NFATC2	46.77	medium	46.22	0.36	TRUE	1
NFATC2IP	46.88	medium	46.3	0.36	TRUE	1
NFIC		non-melter		0.78	TRUE	0.2
NFKB1	47.04	medium	46.49	0.35	TRUE	1
NFKB2	45.79	non-stable	45.19	0.31	TRUE	1
NFKBIB	48.53	medium	48.1	0.41	TRUE	1
NFKBIE	50.37	medium	50.25	0.54	TRUE	0.99
NFRKB	44.51	non-stable	43.96	0.28	TRUE	1
NFS1	52.06	medium	52.5	0.56	TRUE	0.96
NFU1	51.29	medium	51.47	0.58	TRUE	0.99
NFXL1	49.71	medium	49.39	0.44	TRUE	1
NFYB	50.7	medium	50.68	0.51	TRUE	0.98
NFYC	51.34	medium	51.53	0.52	TRUE	0.99
NGDN	50.08	medium	49.84	0.5	TRUE	0.95
NGEF	45.31	non-stable	44.72	0.31	TRUE	1
NGLY1	48.03	medium	47.52	0.4	TRUE	1
NGRN	50.77	medium	50.77	0.56	TRUE	0.97
NHEJ1	52.41	medium	52.91	0.54	TRUE	1
NHLRC2	50.3	medium	50.14	0.46	TRUE	1
NHLRC3		non-melter		1.06	TRUE	0.35
NHP2	50.23	medium	50.03	0.63	TRUE	0.66
NHP2L1	50.2	medium	49.99	0.64	TRUE	0.89
NHSL1	49.04	medium	48.65	0.49	TRUE	0.92
NIBP	48.97	medium	48.57	0.41	TRUE	0.99
NID1	51	medium	51.07	0.63	TRUE	0.96
NIF3L1		non-melter		0.78	TRUE	0.34
NINJ1		non-melter		1.06	TRUE	0.38
NIP30		non-melter		1.03	TRUE	0
NIP7	51.47	medium	51.76	0.56	TRUE	0.98
NIPA2	51.75	medium	52.14	0.64	TRUE	0.93
NIPBL	44.13	non-stable	43.6	0.28	TRUE	0.99
NIPSNAP1	51.57	medium	51.91	0.5	TRUE	0.98
NIPSNAP3A		non-melter		0.86	TRUE	0.08
NISCH	47.87	medium	47.37	0.39	TRUE	0.99
NIT1		non-melter		0.78	TRUE	0.4
NIT2	52.17	medium	52.64	0.53	TRUE	1
NKIRAS1	46.06	non-stable	45.48	0.32	TRUE	0.99
NKIRAS2	47.74	medium	47.23	0.37	TRUE	0.99
NKRF	44.11	non-stable	43.59	0.27	TRUE	0.99
NLE1	49.8	medium	49.48	0.51	TRUE	0.99
NLN	51.43	medium	51.69	0.53	TRUE	1
NLRX1	50.28	medium	50.12	0.47	TRUE	1
NMD3	49.86	medium	49.58	0.45	TRUE	1
NME1-NME2		non-melter		1.06	TRUE	0.4
NME3		non-melter		0.74	TRUE	0.63
NME4	54.35	stable	56.56	0.7	TRUE	0.73
NME6	51.64	stable	52.02	0.65	TRUE	0.95
NME7	47.91	medium	47.41	0.4	TRUE	1
NMI	52.51	medium	53.03	0.56	TRUE	0.99
NMNAT3	49.7	medium	49.37	0.46	TRUE	0.99
NMRAL1	48.8	medium	48.38	0.49	TRUE	0.98
NMT1	51.57	medium	51.91	0.5	TRUE	1
NMT2	50.25	medium	50.06	0.46	TRUE	1
NNT	51.4	medium	51.64	0.49	TRUE	1
NOB1	48.99	medium	48.6	0.42	TRUE	0.99
NOC2L	50.32	medium	50.17	0.54	TRUE	0.75
NOC3L	50.08	medium	49.84	0.49	TRUE	0.83
NOC4L	45.39	non-stable	44.81	0.3	TRUE	1
NOL11	53.64	medium	55.24	0.59	TRUE	0.99
NOL5A	52.09	medium	52.54	0.55	TRUE	0.82
NOL6	52.64	medium	53.19	0.55	TRUE	0.26
NOL7	53.01	stable	53.74	0.68	TRUE	0.9
NOL9	45.05	non-stable	44.48	0.3	TRUE	0.99
NOLC1		non-melter		1.38	TRUE	-0.11
NOM1	44.05	non-stable	43.55	0.3	TRUE	0.95
NOMO2	51	medium	51.07	0.51	TRUE	0.99
NONO	46.03	non-stable	45.45	0.34	TRUE	1
NOP10	51.2	medium	51.36	0.56	TRUE	0.99
NOP14	45.75	non-stable	45.1	0.34	TRUE	0.95
NOP16	53.37	medium	54.75	0.64	TRUE	0.7
NOP2	53.16	stable	54.29	0.69	TRUE	0.22
NOP5/NOP58	49.46	medium	49.11	0.44	TRUE	0.99
NOS1AP	49.83	medium	49.54	0.45	TRUE	1
NOSIP	43.74	non-stable	43.18	0.24	TRUE	1
NOTCH2	44.88	non-stable	44.3	0.31	TRUE	0.99
NOTUM	51.4	medium	51.64	0.58	TRUE	0.99
NP		non-melter		1.07	TRUE	0.44
NPC1		non-melter		0.73	TRUE	0.58
NPC1L1	51.49	stable	51.79	0.69	TRUE	0.9
NPC2		non-melter		0.8	TRUE	0.37
NPEPL1	49.4	medium	49.07	0.44	TRUE	1
NPEPPS	51.13	medium	51.25	0.48	TRUE	1
NPLOC4	50.2	medium	49.99	0.45	TRUE	0.99
NPM1	52.93	medium	53.58	0.58	TRUE	0.77
NPM3	52.13	medium	52.59	0.56	TRUE	0.97
NPTN		non-melter		0.81	TRUE	0.21
NPTXR		non-melter		0.78	TRUE	0.28
NQO1	50.43	medium	50.34	0.45	TRUE	0.97
NQO2		non-melter		0.85	TRUE	0.07
NR1H2	44.82	non-stable	44.24	0.28	TRUE	1
NR2C1	46.58	non-stable	46.01	0.34	TRUE	1
NR2C2	49.17	medium	48.78	0.45	TRUE	0.99
NR2C2AP	50.21	stable	50.01	0.65	TRUE	0.65
NR2F2	49.42	medium	49.07	0.44	TRUE	1
NR2F6	47.1	medium	46.53	0.36	TRUE	1
NR3C1	46.04	non-stable	45.46	0.34	TRUE	0.99
NR5A1	46.71	medium	46.15	0.36	TRUE	1
NR6A1	45.3	non-stable	44.71	0.3	TRUE	1
NRAS	50.34	medium	50.2	0.64	TRUE	0.94
NRBF2	50.36	medium	50.24	0.49	TRUE	0.99
NRBP1	49.34	medium	49	0.43	TRUE	1
NRD1	49.81	medium	49.5	0.44	TRUE	0.98
NRF1	47.58	medium	47.03	0.37	TRUE	0.99
NRM	50.64	medium	50.6	0.58	TRUE	0.99
NSDHL	51.32	medium	51.51	0.51	TRUE	1
NSF	47.6	medium	47.05	0.36	TRUE	1
NSFL1C	49.97	medium	49.71	0.46	TRUE	1
NSL1	48.01	medium	47.5	0.39	TRUE	1
NSMAF	50.82	medium	50.83	0.53	TRUE	0.99
NSMCE1	48.6	medium	48.17	0.42	TRUE	0.99
NSMCE2	49.24	medium	48.87	0.44	TRUE	0.99
NSMCE4A	49.02	medium	48.63	0.43	TRUE	0.99
NSUN2	45.18	non-stable	44.59	0.31	TRUE	0.93
NSUN4	49.83	medium	49.53	0.45	TRUE	1
NSUN5	46.41	non-stable	45.85	0.34	TRUE	1
NSUN6	49.48	medium	49.14	0.44	TRUE	0.99
NT5C		non-melter		0.73	TRUE	0.68
NT5C1B	49.97	medium	49.71	0.44	TRUE	1
NT5C2	53.78	medium	55.54	0.58	TRUE	0.96
NT5C3	49.22	medium	48.83	0.42	TRUE	0.99
NT5C3L	47.99	medium	47.47	0.38	TRUE	0.99
NT5DC1	52.81	medium	53.42	0.55	TRUE	1
NT5DC2	50.82	medium	50.83	0.5	TRUE	1
NT5DC3	51.82	medium	52.22	0.54	TRUE	1
NT5E		non-melter		1.07	TRUE	0.43
NTAN1	50.14	medium	49.91	0.51	TRUE	0.98
NTHL1	49.08	medium	48.69	0.43	TRUE	1
NUB1	46.29	non-stable	45.74	0.35	TRUE	1
NUBP1	50.17	medium	49.96	0.45	TRUE	1
NUBP2	48.58	medium	48.15	0.42	TRUE	0.99
NUBPL	47.36	medium	46.79	0.36	TRUE	1
NUCB1		non-melter		0.81	TRUE	0.19
NUCB2		non-melter		1.06	TRUE	0.38
