Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
O60341_KDM1A	44.39	non-stable	0.28	TRUE	1
O60343-2_TBC1D4	49.58	medium	0.47	TRUE	1
O60344-4_ECE2	45.79	non-stable	0.33	TRUE	1
O60427_FADS1	49.54	medium	0.45	TRUE	1
O60476_MAN1A2	50.94	medium	0.51	TRUE	1
O60488-2_ACSL4	45.92	non-stable	0.34	TRUE	0.99
O60493_SNX3	46.5	medium	0.36	TRUE	0.99
O60502_MGEA5	50.29	medium	0.46	TRUE	0.99
O60506-3_SYNCRIP	50.15	medium	0.46	TRUE	0.97
O60512_B4GALT3	48.72	medium	0.43	TRUE	0.95
O60518_RANBP6	44.93	non-stable	0.3	TRUE	0.97
O60524-4_NEMF	47.48	medium	0.37	TRUE	1
O60547-2_GMDS	54.35	medium	0.59	TRUE	0.96
O60563_CCNT1	48.75	medium	0.42	TRUE	0.99
O60566_BUB1B	46.98	medium	0.37	TRUE	1
O60568_PLOD3	50.89	medium	0.49	TRUE	0.94
O60583-2_CCNT2	47.31	medium	0.38	TRUE	1
O60613_SEP15	51.14	medium	0.5	TRUE	0.94
O60645-3_EXOC3	45.73	non-stable	0.33	TRUE	0.99
O60664_PLIN3	53.88	medium	0.64	TRUE	0.99
O60671_RAD1	52.91	medium	0.56	TRUE	0.99
O60678_PRMT3	50.04	medium	0.45	TRUE	0.99
O60701_UGDH	49.16	medium	0.43	TRUE	0.98
O60704_TPST2	50.66	medium	0.48	TRUE	0.99
O60716-5_CTNND1	44.82	non-stable	0.3	TRUE	0.99
O60732_MAGEC1	48.21	medium	0.43	TRUE	0.99
O60739_EIF1B	54.62	medium	0.6	TRUE	0.97
O60749_SNX2	48.35	medium	0.41	TRUE	1
O60763_USO1	49.52	medium	0.45	TRUE	1
O60826_CCDC22	46.07	non-stable	0.34	TRUE	0.99
O60828_PQBP1		non-melter	0.73	TRUE	0.9
O60829_PAGE4	50.86	medium	0.6	TRUE	0.95
O60830_TIMM17B	52.74	medium	0.6	TRUE	0.91
O60832_DKC1	49.95	medium	0.5	TRUE	0.98
O60841_EIF5B	50.69	medium	0.49	TRUE	1
O60869_EDF1		non-melter	0.71	TRUE	0.8
O60870_KIN	47.59	medium	0.39	TRUE	0.99
O60884_DNAJA2	49.22	medium	0.43	TRUE	0.99
O60885_BRD4	45.72	non-stable	0.34	TRUE	1
O60888-3_CUTA	53.97	stable	0.72	TRUE	0.86
O60906_SMPD2	51.01	medium	0.54	TRUE	0.98
O60907-2_TBL1X	48.59	medium	0.42	TRUE	0.99
O60911_CTSL2	50.67	medium	0.51	TRUE	0.99
O60925_PFDN1	55.01	medium	0.64	TRUE	0.98
O60927_PPP1R11	52.34	stable	0.66	TRUE	0.94
O60930_RNASEH1	46.65	medium	0.41	TRUE	0.98
O60934_NBN	46.62	non-stable	0.35	TRUE	0.99
O60942_RNGTT	48.09	medium	0.42	TRUE	1
O75027_ABCB7	50.47	medium	0.47	TRUE	1
O75044_SRGAP2	46.91	medium	0.36	TRUE	1
O75054_IGSF3	51.57	medium	0.53	TRUE	0.98
O75061-4_DNAJC6	50.99	medium	0.49	TRUE	1
O75063_FAM20B	49.42	medium	0.44	TRUE	0.98
O75083_WDR1	49.81	medium	0.45	TRUE	1
O75113_N4BP1	47.76	medium	0.42	TRUE	1
O75116_ROCK2	47.76	medium	0.39	TRUE	1
O75131_CPNE3	50.23	medium	0.47	TRUE	1
O75143-3_ATG13	47.56	medium	0.47	TRUE	0.98
O75145-2_PPFIA3	48.24	medium	0.45	TRUE	1
O75146_HIP1R	48.73	medium	0.43	TRUE	1
O75150_RNF40	44.81	non-stable	0.3	TRUE	1
O75152_ZC3H11A	45.85	non-stable	0.33	TRUE	1
O75153_CLUH	47.65	medium	0.39	TRUE	0.99
O75155_CAND2	47.17	medium	0.41	TRUE	1
O75157-2_TSC22D2	50.19	medium	0.53	TRUE	0.99
O75165_DNAJC13	48.8	medium	0.42	TRUE	0.95
O75170-2_PPP6R2	51.65	medium	0.51	TRUE	0.94
O75175_CNOT3	47.21	medium	0.37	TRUE	0.98
O75179-2_ANKRD17	46.49	non-stable	0.35	TRUE	1
O75191_XYLB	48.21	medium	0.42	TRUE	1
O75208_COQ9	50.94	medium	0.55	TRUE	0.98
O75223_GGCT	54.23	medium	0.59	TRUE	0.99
O75306_NDUFS2	48.9	medium	0.43	TRUE	0.99
O75312_ZNF259	51.34	medium	0.5	TRUE	1
O75323_GBAS	50.32	medium	0.47	TRUE	0.96
O75330-2_HMMR	45.85	non-stable	0.34	TRUE	1
O75340_PDCD6	50.9	medium	0.5	TRUE	1
O75347_TBCA		non-melter	0.8	TRUE	0.87
O75348_ATP6V1G1	51.14	medium	0.53	TRUE	0.96
O75351_VPS4B	50.98	medium	0.51	TRUE	1
O75362_ZNF217	48.18	medium	0.41	TRUE	0.98
O75365-2_PTP4A3	48.38	medium	0.43	TRUE	0.97
O75368_SH3BGRL	52.91	medium	0.62	TRUE	0.99
O75369-8_FLNB	50.38	medium	0.47	TRUE	0.99
O75376_NCOR1	45.38	medium	0.36	TRUE	0.99
O75379_VAMP4		non-melter	0.73	TRUE	0.86
O75380_NDUFS6		non-melter	0.71	TRUE	0.59
O75381-2_PEX14	48.63	medium	0.45	TRUE	0.97
O75386_TULP3	48.65	medium	0.44	TRUE	0.99
O75387_SLC43A1	51.42	medium	0.52	TRUE	0.96
O75391_SPAG7	53.17	medium	0.63	TRUE	0.99
O75396_SEC22B	52.05	medium	0.52	TRUE	0.99
O75400_PRPF40A	46.04	non-stable	0.33	TRUE	0.99
O75419-2_CDC45	45.2	non-stable	0.34	TRUE	0.95
O75420_GIGYF1	46.07	medium	0.36	TRUE	1
O75427_LRCH4	45.24	non-stable	0.31	TRUE	1
O75436_VPS26A	52.54	medium	0.54	TRUE	0.98
O75438_NDUFB1	51.43	medium	0.57	TRUE	0.94
O75439_PMPCB	50.22	medium	0.46	TRUE	1
O75446_SAP30	43.52	non-stable	0.26	TRUE	0.99
O75449_KATNA1	49.58	medium	0.46	TRUE	1
O75452_RDH16	48.34	medium	0.42	TRUE	0.98
O75459_PAGE1		non-melter	0.73	TRUE	0.84
O75475_PSIP1	50.22	medium	0.54	TRUE	1
O75477_ERLIN1	46.93	medium	0.37	TRUE	0.98
O75489_NDUFS3	49.76	medium	0.46	TRUE	0.99
O75503_CLN5	52.79	medium	0.56	TRUE	0.99
O75506_HSBP1		non-melter	0.8	TRUE	0.91
O75521-2_ECI2	52.76	medium	0.55	TRUE	1
O75528_TADA3	50.79	medium	0.5	TRUE	0.99
O75530-3_EED	49.16	medium	0.43	TRUE	0.98
O75531_BANF1	57.84	stable	0.8	TRUE	-0.05
O75533_SF3B1	45.32	non-stable	0.31	TRUE	1
O75534_CSDE1	45.46	non-stable	0.32	TRUE	1
O75554_WBP4	49.42	medium	0.5	TRUE	0.98
O75570_MTRF1	47.4	medium	0.38	TRUE	1
O75600_GCAT	49.16	medium	0.44	TRUE	0.99
O75607_NPM3	53.18	stable	0.66	TRUE	0.91
O75608-2_LYPLA1	54.51	medium	0.6	TRUE	0.99
O75616_ERAL1	47.11	medium	0.37	TRUE	0.99
O75629_CREG1	55.81	stable	0.69	TRUE	0.81
O75635-2_SERPINB7	52.75	medium	0.55	TRUE	0.99
O75643_SNRNP200	51.21	medium	0.5	TRUE	0.92
O75648_TRMU	49.55	medium	0.44	TRUE	0.99
O75663_TIPRL	48.67	medium	0.41	TRUE	1
O75688_PPM1B	50.59	medium	0.49	TRUE	0.99
O75691_UTP20	46.46	medium	0.36	TRUE	1
O75695_RP2	51.13	medium	0.51	TRUE	0.99
O75717_WDHD1	47.09	medium	0.37	TRUE	1
O75746_SLC25A12	49.6	medium	0.46	TRUE	0.97
O75781_PALM	52.18	stable	0.69	TRUE	0.86
O75791_GRAP2	47.21	medium	0.37	TRUE	0.99
O75792_RNASEH2A	48.75	medium	0.42	TRUE	1
O75794_CDC123	50.3	medium	0.47	TRUE	0.99
O75818-2_RPP40	55.34	medium	0.61	TRUE	0.96
O75821_EIF3G	47.06	medium	0.38	TRUE	1
O75822_EIF3J	52.21	medium	0.53	TRUE	0.99
O75828_CBR3	52.96	medium	0.55	TRUE	0.99
O75844_ZMPSTE24	51.83	medium	0.52	TRUE	0.99
O75874_IDH1	55.78	medium	0.64	TRUE	0.99
O75882-3_ATRN	51.72	medium	0.55	TRUE	0.96
O75886_STAM2	48.78	medium	0.44	TRUE	0.99
O75896_TUSC2	51.34	medium	0.5	TRUE	0.98
O75909_CCNK	52.87	medium	0.55	TRUE	0.96
O75911_DHRS3	51.82	medium	0.53	TRUE	0.98
O75915_ARL6IP5		non-melter	0.78	TRUE	0.98
O75923-15_DYSF	49.62	medium	0.48	TRUE	0.99
O75928-2_PIAS2	44.66	non-stable	0.28	TRUE	1
O75934_BCAS2	46.79	medium	0.37	TRUE	0.99
O75935-3_DCTN3	49.24	medium	0.44	TRUE	1
O75937_DNAJC8	50.25	medium	0.5	TRUE	0.99
O75940_SMNDC1		non-melter	0.91	TRUE	0.06
O75943-4_RAD17	45.46	non-stable	0.33	TRUE	0.98
O75947_ATP5H	48.51	medium	0.46	TRUE	0.96
O75955_FLOT1	48.24	medium	0.41	TRUE	0.97
O75964_ATP5L	49.14	medium	0.47	TRUE	0.99
O75976_CPD	50.48	medium	0.48	TRUE	0.99
O76003_GLRX3	49.29	medium	0.44	TRUE	1
O76031_CLPX	50.52	medium	0.48	TRUE	0.99
O76041-2_NEBL	51.69	medium	0.57	TRUE	0.97
O76070_SNCG		non-melter	0.81	TRUE	0.57
O76071_CIAO1	55.69	medium	0.64	TRUE	0.99
O76075-2_DFFB	53.18	medium	0.58	TRUE	0.99
O76080_ZFAND5		non-melter	0.68	TRUE	0.92
O76094_SRP72	46.72	medium	0.35	TRUE	0.99
O76095-2_JTB	51.73	medium	0.59	TRUE	0.98
O94761_RECQL4	46.06	medium	0.38	TRUE	1
O94762_RECQL5	47.03	medium	0.38	TRUE	1
O94763_URI1	55.02	medium	0.61	TRUE	0.92
O94766_B3GAT3	50.8	medium	0.49	TRUE	0.96
O94776_MTA2	44.8	non-stable	0.29	TRUE	1
O94782_USP1	46.86	medium	0.37	TRUE	0.99
O94788_ALDH1A2	55.42	medium	0.62	TRUE	0.95
O94804_STK10	46.6	medium	0.38	TRUE	0.98
O94822_LTN1	45.87	non-stable	0.33	TRUE	0.99
O94826_TOMM70A	49.14	medium	0.43	TRUE	1
O94829_IPO13	47.17	medium	0.39	TRUE	0.99
O94830_DDHD2	51.91	medium	0.52	TRUE	0.99
O94832_MYO1D	47.52	medium	0.39	TRUE	0.99
O94851-5_MICAL2	47.62	medium	0.38	TRUE	0.99
O94854-2_KIAA0754	46.01	medium	0.35	TRUE	1
O94855_SEC24D	49.3	medium	0.44	TRUE	0.99
O94864-2_SUPT7L	47.05	medium	0.39	TRUE	0.99
O94874_UFL1	47.91	medium	0.39	TRUE	1
O94880_PHF14	48.21	medium	0.46	TRUE	1
O94885_SASH1	49.24	medium	0.46	TRUE	0.96
O94886_TMEM63A	49.37	medium	0.44	TRUE	1
O94888_UBXN7	51.04	medium	0.5	TRUE	1
O94889_KLHL18	47.47	medium	0.37	TRUE	0.99
O94898_LRIG2	49.97	medium	0.46	TRUE	0.97
O94903_PROSC	49.9	medium	0.47	TRUE	1
O94905_ERLIN2	46.4	non-stable	0.34	TRUE	0.98
O94906-2_PRPF6	43.16	non-stable	0.27	TRUE	0.99
O94913_PCF11	44.55	non-stable	0.3	TRUE	1
O94916_NFAT5	46.09	medium	0.37	TRUE	0.98
O94919_ENDOD1	51.78	medium	0.52	TRUE	0.96
O94925-3_GLS	48	medium	0.4	TRUE	0.99
O94927_HAUS5	44.75	non-stable	0.3	TRUE	1
O94941-2_UBOX5	46.08	medium	0.36	TRUE	1
O94966-7_USP19	49.96	medium	0.46	TRUE	0.99
O94973_AP2A2	51.6	medium	0.52	TRUE	0.97
O94992_HEXIM1		non-melter	0.7	TRUE	0.91
O95059_RPP14	49.33	medium	0.47	TRUE	0.93
O95067_CCNB2	50.49	medium	0.48	TRUE	1
O95081_AGFG2	45.15	non-stable	0.3	TRUE	1
O95104-3_SCAF4	47.03	medium	0.37	TRUE	0.99
O95139_NDUFB6	50.75	medium	0.61	TRUE	0.99
O95140_MFN2	49.42	medium	0.45	TRUE	1
O95155-2_UBE4B	48.48	medium	0.41	TRUE	0.99
O95159_ZFPL1	50.21	medium	0.48	TRUE	1
O95163_IKBKAP	49.51	medium	0.45	TRUE	0.9
O95167_NDUFA3	49.48	medium	0.56	TRUE	0.92
O95168_NDUFB4	46.61	medium	0.35	TRUE	0.98
O95182_NDUFA7	46.98	medium	0.41	TRUE	0.93
O95197-2_RTN3	53.23	medium	0.62	TRUE	1
O95202_LETM1	51.89	medium	0.52	TRUE	1
O95218-2_ZRANB2		non-melter	0.8	TRUE	0.69
O95219_SNX4	46.47	medium	0.36	TRUE	1
O95229_ZWINT	47.16	medium	0.39	TRUE	1
O95231_VENTX	53.68	medium	0.56	TRUE	0.97
O95232_LUC7L3	51.54	medium	0.51	TRUE	0.99
O95239_KIF4A	44.78	non-stable	0.29	TRUE	1
O95251-2_KAT7	44.74	non-stable	0.29	TRUE	1
O95273_CCNDBP1	47.49	medium	0.39	TRUE	1
O95292_VAPB	50.6	medium	0.48	TRUE	1
O95295_SNAPIN	53.21	medium	0.57	TRUE	1
O95297-2_MPZL1	58.05	stable	0.7	TRUE	0.99
O95298-2_NDUFC2	50.29	medium	0.5	TRUE	0.97
O95302_FKBP9	48.25	medium	0.44	TRUE	0.99
O95336_PGLS	57.77	stable	0.68	TRUE	0.99
O95347_SMC2	47.16	medium	0.37	TRUE	0.99
O95352_ATG7	49.78	medium	0.46	TRUE	0.99
O95363_FARS2	47.6	medium	0.37	TRUE	0.98
O95365_ZBTB7A	48.73	medium	0.45	TRUE	1
O95372_LYPLA2	52.58	medium	0.54	TRUE	0.98
O95373_IPO7	47.51	medium	0.37	TRUE	0.99
O95376_ARIH2	51.64	medium	0.51	TRUE	1
O95391_SLU7	46.29	medium	0.38	TRUE	0.98
O95394_PGM3	49.55	medium	0.44	TRUE	1
O95396_MOCS3	48.77	medium	0.45	TRUE	1
O95400_CD2BP2	45.84	medium	0.4	TRUE	0.99
O95402_MED26	49	medium	0.46	TRUE	0.95
O95405-2_ZFYVE9	49.15	medium	0.44	TRUE	0.99
O95429-2_BAG4	50.11	medium	0.46	TRUE	0.99
O95433_AHSA1	49.93	medium	0.46	TRUE	1
O95453-2_PARN	50.08	medium	0.48	TRUE	0.98
O95455_TGDS	53.33	medium	0.61	TRUE	0.92
O95456-2_PSMG1	55.66	medium	0.64	TRUE	0.96
O95466-2_FMNL1	44.32	non-stable	0.32	TRUE	0.97
O95470_SGPL1	51.64	medium	0.53	TRUE	1
O95486_SEC24A	48.72	medium	0.44	TRUE	1
O95487-2_SEC24B	46.53	medium	0.36	TRUE	0.99
O95544_NADK	54.69	stable	0.67	TRUE	0.92
O95551_TDP2	48.52	medium	0.41	TRUE	1
O95571_ETHE1	56.75	stable	0.66	TRUE	0.98
O95573_ACSL3	49.51	medium	0.44	TRUE	1
O95602_POLR1A	48.77	medium	0.44	TRUE	0.95
O95613-2_PCNT	49.68	medium	0.47	TRUE	0.98
O95619_YEATS4	50.03	medium	0.47	TRUE	0.97
O95620_DUS4L	54.33	medium	0.59	TRUE	1
O95628-3_CNOT4	52.09	medium	0.52	TRUE	0.99
O95630_STAMBP	48.17	medium	0.43	TRUE	1
O95639-3_CPSF4	44.89	non-stable	0.32	TRUE	1
O95671-2_ASMTL	48.85	medium	0.45	TRUE	1
O95684_FGFR1OP	49.3	medium	0.47	TRUE	1
O95685_PPP1R3D	50.63	medium	0.51	TRUE	0.96
O95716_RAB3D	57.04	stable	0.72	TRUE	0.96
O95721_SNAP29	51.72	stable	0.66	TRUE	0.91
O95747_OXSR1	48	medium	0.39	TRUE	0.99
O95749_GGPS1	55.13	medium	0.62	TRUE	0.99
O95758-1_PTBP3	45.67	medium	0.35	TRUE	1
O95777_NAA38		non-melter	0.73	TRUE	0.95
O95782-2_AP2A1	51.15	medium	0.5	TRUE	0.95
O95801_TTC4	48.16	medium	0.4	TRUE	1
O95807_TMEM50A	54.51	stable	0.66	TRUE	0.98
O95810_SDPR	48.6	medium	0.49	TRUE	0.99
O95816_BAG2	52.36	medium	0.54	TRUE	0.98
O95817_BAG3		non-melter	0.71	TRUE	0.93
O95825_CRYZL1	55.34	medium	0.62	TRUE	0.97
O95831-3_AIFM1	55.09	medium	0.61	TRUE	0.96
O95834_EML2	50.75	medium	0.49	TRUE	1
O95835_LATS1	43.48	non-stable	0.29	TRUE	0.99
O95848_NUDT14	54.52	medium	0.6	TRUE	0.95
O95857_TSPAN13		non-melter	0.75	TRUE	0.76
O95865_DDAH2	55.43	medium	0.63	TRUE	0.98
O95873_C6orf47	53.59	medium	0.64	TRUE	0.88
O95881_TXNDC12	50.21	medium	0.5	TRUE	1
O95905_ECD	47.11	medium	0.39	TRUE	1
O95926_SYF2		non-melter	1.02	TRUE	-0.36
O95983-2_MBD3	44.47	non-stable	0.3	TRUE	1
O95985_TOP3B	48.52	medium	0.43	TRUE	0.99
O95989_NUDT3	53.38	medium	0.57	TRUE	1
O95997_PTTG1	50.96	medium	0.51	TRUE	0.99
O95999_BCL10	48.37	medium	0.42	TRUE	1
O96000_NDUFB10	46.95	medium	0.38	TRUE	0.99
O96007_MOCS2	53.43	medium	0.63	TRUE	0.98
O96008_TOMM40	50.93	medium	0.54	TRUE	0.94
O96011-2_PEX11B	51.64	medium	0.62	TRUE	0.97
O96013_PAK4	51.16	medium	0.5	TRUE	1
O96017_CHEK2	50.99	medium	0.49	TRUE	1
O96019_ACTL6A	48.22	medium	0.41	TRUE	0.99
O96033_MOCS2	51.31	medium	0.52	TRUE	0.99
P00167-2_CYB5A	49.82	medium	0.5	TRUE	0.99
P00338_LDHA	57.5	stable	0.7	TRUE	0.95
P00352_ALDH1A1	54.07	medium	0.6	TRUE	0.96
P00367_GLUD1	52.76	medium	0.55	TRUE	0.92
P00374_DHFR	46.32	non-stable	0.34	TRUE	0.99
P00387-2_CYB5R3	54.37	medium	0.6	TRUE	0.99
P00390-5_GSR	54.2	stable	0.74	TRUE	0.94
P00403_MT-CO2	49.61	medium	0.47	TRUE	0.99
P00441_SOD1	57.45	stable	0.81	TRUE	0.35
P00491_PNP		non-melter	0.83	TRUE	0.47
P00492_HPRT1		non-melter	0.8	TRUE	0.78
P00505_GOT2		non-melter	0.99	TRUE	-0.24
P00519_ABL1	45.08	non-stable	0.31	TRUE	0.99
P00558_PGK1	54.22	medium	0.58	TRUE	0.98
P01034_CST3	50.87	medium	0.53	TRUE	0.98
P01111_NRAS	59.78	stable	0.71	TRUE	0.94
P01112_HRAS	56.28	stable	0.68	TRUE	0.97
P01116-2_KRAS	55.71	medium	0.63	TRUE	0.96
P01137_TGFB1	53.9	medium	0.6	TRUE	1
P02008_HBZ		non-melter	0.76	TRUE	0.86
P02042_HBD	56.91	stable	0.71	TRUE	0.97
P02100_HBE1		non-melter	0.77	TRUE	0.86
P02545_LMNA	54.88	medium	0.64	TRUE	0.97
P02545-2_LMNA	50.87	medium	0.51	TRUE	0.99
P02549_SPTA1	44.91	non-stable	0.3	TRUE	1
P02649_APOE	51.5	medium	0.57	TRUE	0.99
P02730_SLC4A1	53.56	medium	0.58	TRUE	0.96
P02786_TFRC	53.57	medium	0.65	TRUE	0.99
P02792_FTL	51.77	medium	0.57	TRUE	0.84
P02794_FTH1	53.32	medium	0.64	TRUE	0.86
P03928_MT-ATP8	48.31	medium	0.44	TRUE	0.99
P04035_HMGCR	46.88	medium	0.37	TRUE	0.98
P04040_CAT	52.96	medium	0.57	TRUE	0.91
P04066_FUCA1	50.98	medium	0.5	TRUE	0.99
P04075_ALDOA	58.26	stable	0.68	TRUE	0.92
P04080_CSTB		non-melter		FALSE	
P04083_ANXA1	48.43	medium	0.41	TRUE	0.99
P04114_APOB		non-melter	0.65	TRUE	0.68
P04150-7_NR3C1	43.18	non-stable	0.25	TRUE	0.99
P04181_OAT	51.9	medium	0.51	TRUE	0.99
P04183_TK1		non-melter	0.74	TRUE	0.91
P04350_TUBB4A	49.84	medium	0.47	TRUE	0.94
P04406_GAPDH		non-melter	0.77	TRUE	0.77
P04406-2_GAPDH	53.83	medium	0.63	TRUE	0.88
P04424-2_ASL	53.18	medium	0.56	TRUE	0.96
P04632_CAPNS1	56.33	stable	0.65	TRUE	0.99
P04792_HSPB1	45.28	non-stable	0.32	TRUE	1
P04818_TYMS	48.19	medium	0.41	TRUE	1
P04843_RPN1	50.51	medium	0.48	TRUE	0.96
P04844-2_RPN2	50.15	medium	0.46	TRUE	0.97
P04899_GNAI2	52.19	medium	0.54	TRUE	0.99
P04920-2_SLC4A2	49.33	medium	0.45	TRUE	0.99
P04921-2_GYPC		non-melter	0.81	TRUE	0.61
P05023-4_ATP1A1	53.88	medium	0.58	TRUE	0.98
P05091_ALDH2	51.89	medium	0.52	TRUE	0.97
P05114_HMGN1		non-melter	0.77	TRUE	0.38
P05141_SLC25A5	50.21	medium	0.53	TRUE	0.94
P05161_ISG15	47.82	medium	0.41	TRUE	0.99
P05165-3_PCCA	50.47	medium	0.47	TRUE	0.92
P05198_EIF2S1	53.46	medium	0.57	TRUE	1
P05204_HMGN2		non-melter	0.74	TRUE	0.87
P05362_ICAM1	58.03	stable	0.7	TRUE	0.95
P05386_RPLP1		non-melter	1.07	TRUE	0.51
P05387_RPLP2		non-melter	1.13	TRUE	0.26
P05388_RPLP0	51.07	medium	0.51	TRUE	0.99
P05412_JUN	49.99	medium	0.49	TRUE	0.99
P05423_POLR3D	46.37	non-stable	0.35	TRUE	1
P05455_SSB	49.25	medium	0.43	TRUE	1
P05556_ITGB1	51.17	medium	0.59	TRUE	0.99
P05771-2_PRKCB	48.83	medium	0.43	TRUE	1
P05783_KRT18	47.85	medium	0.4	TRUE	0.99
P05937_CALB1	51.69	medium	0.53	TRUE	1
P06132_UROD	58.52	stable	0.68	TRUE	0.97
P06280_GLA	52.3	medium	0.54	TRUE	0.99
P06400_RB1	50.98	medium	0.49	TRUE	1
P06493_CDK1	48.56	medium	0.43	TRUE	0.99
P06576_ATP5B	49.4	medium	0.49	TRUE	0.95
P06733_ENO1		non-melter	0.81	TRUE	0.57
P06733-2_ENO1		non-melter	0.86	TRUE	0.22
P06744_GPI	53.75	medium	0.57	TRUE	0.99
P06748_NPM1	51.88	medium	0.6	TRUE	0.94
P06753-2_TPM3		non-melter	0.83	TRUE	0.57
P06753-3_TPM3		non-melter	0.79	TRUE	0.74
P06756-3_ITGAV	57.17	stable	0.69	TRUE	0.82
P07099_EPHX1	53.53	stable	0.67	TRUE	0.96
P07108_DBI		non-melter	0.74	TRUE	0.93
P07195_LDHB		non-melter	0.76	TRUE	0.86
P07225_PROS1	51.08	medium	0.5	TRUE	0.99
P07237_P4HB	54.35	medium	0.61	TRUE	0.99
P07339_CTSD	57.82	stable	0.69	TRUE	0.97
P07355_ANXA2	52.1	medium	0.52	TRUE	1
P07384_CAPN1	57.84	stable	0.69	TRUE	0.98
P07686_HEXB	53.49	medium	0.58	TRUE	1
P07711_CTSL1	48.8	medium	0.44	TRUE	0.96
P07737_PFN1	51.42	medium	0.51	TRUE	0.99
P07738_BPGM	54.51	medium	0.65	TRUE	0.96
P07741_APRT	62.9	stable	0.8	TRUE	0.93
P07814_EPRS	43.68	non-stable	0.26	TRUE	1
P07858_CTSB	54.08	medium	0.61	TRUE	0.99
P07900_HSP90AA1	49.93	medium	0.45	TRUE	1
P07902_GALT	51.76	medium	0.52	TRUE	0.99
P07919_UQCRH		non-melter	0.69	TRUE	0.79
P07948_LYN	48.12	medium	0.41	TRUE	0.99
P07948-2_LYN	48.91	medium	0.43	TRUE	1
P07954-2_FH	51.24	medium	0.49	TRUE	0.98
P08047_SP1	47.1	medium	0.39	TRUE	1
P08107_HSPA1A	53.26	medium	0.56	TRUE	0.98
P08123_COL1A2	51.72	medium	0.52	TRUE	0.94
P08133-2_ANXA6	48	medium	0.4	TRUE	1
P08237_PFKM	60.27	stable	0.69	TRUE	0.91
P08238_HSP90AB1	49.92	medium	0.45	TRUE	1
P08240_SRPR	49.73	medium	0.45	TRUE	1
P08243-2_ASNS	53.64	medium	0.57	TRUE	0.99
P08397-2_HMBS		non-melter	0.74	TRUE	0.83
P08559-3_PDHA1	50.97	medium	0.5	TRUE	1
P08574_CYC1	48.48	medium	0.42	TRUE	0.98
P08579_SNRPB2	49.58	medium	0.46	TRUE	0.99
P08590_MYL3	48.95	medium	0.43	TRUE	0.99
P08603_CFH	49.61	medium	0.45	TRUE	0.98
P08621_SNRNP70	48.25	medium	0.41	TRUE	0.98
P08648_ITGA5	52.8	medium	0.61	TRUE	0.99
P08651-4_NFIC	50.7	medium	0.52	TRUE	0.99
P08670_VIM	53.58	medium	0.63	TRUE	0.91
P08754_GNAI3	52.61	medium	0.54	TRUE	0.99
P08758_ANXA5	48.97	medium	0.42	TRUE	1
P09012_SNRPA	50.43	medium	0.48	TRUE	0.98
P09038-2_FGF2	53.81	medium	0.64	TRUE	0.86
P09104_ENO2		non-melter	0.78	TRUE	0.8
P09105_HBQ1	55.64	stable	0.65	TRUE	0.98
P09110_ACAA1	53.79	medium	0.58	TRUE	0.99
P09132_SRP19	48.34	medium	0.4	TRUE	0.99
P09211_GSTP1	53.38	medium	0.56	TRUE	0.99
P09234_SNRPC		non-melter	0.67	TRUE	0.83
P09382_LGALS1	54.61	medium	0.6	TRUE	0.99
P09417_QDPR	57.76	stable	0.7	TRUE	0.98
P09429_HMGB1	49.84	medium	0.6	TRUE	0.97
P09496-2_CLTA		non-melter	1.23	TRUE	0.59
P09497-2_CLTB		non-melter	1.31	TRUE	0.28
P09525_ANXA4	48.64	medium	0.43	TRUE	1
P09543-2_CNP	49.94	medium	0.46	TRUE	1
P09622_DLD	52.7	medium	0.65	TRUE	0.93
P09661_SNRPA1	50.63	medium	0.48	TRUE	0.96
P09668_CTSH	53.55	medium	0.59	TRUE	0.98
P09669_COX6C	49.8	medium	0.49	TRUE	0.99
P09874_PARP1	47.51	medium	0.37	TRUE	0.99
P09960_LTA4H	53.97	medium	0.58	TRUE	0.99
P09972_ALDOC	57.01	stable	0.66	TRUE	0.98
P0C2W1_FBXO45	46.45	non-stable	0.34	TRUE	0.99
P0C7P0_CISD3	50	medium	0.48	TRUE	0.99
P0C7P4_UQCRFS1P1	56.17	medium	0.65	TRUE	0.21
P0C7T5_ATXN1L	47	medium	0.38	TRUE	0.98
P0CG12_CHTF8		non-melter	0.73	TRUE	0.77
P0CW22_RPS17L	50.73	medium	0.49	TRUE	0.96
P0DJ93_SMIM13		non-melter	0.68	TRUE	0.88
P10109_FDX1	51.38	medium	0.63	TRUE	0.97
P10114_RAP2A	52.35	medium	0.58	TRUE	0.95
P10124_SRGN		non-melter	1.03	TRUE	0.11
P10155_TROVE2	54.44	medium	0.63	TRUE	0.95
P10244_MYBL2	49.09	medium	0.51	TRUE	0.95
P10301_RRAS	56.68	stable	0.66	TRUE	0.99
P10398_ARAF	46.19	non-stable	0.33	TRUE	0.98
P10412_HIST1H1E	49.95	medium	0.49	TRUE	0.94
P10586-2_PTPRF	49.67	medium	0.49	TRUE	0.99
P10588_NR2F6	46.82	medium	0.36	TRUE	1
P10599_TXN		non-melter	0.8	TRUE	0.62
P10606_COX5B	50.24	medium	0.56	TRUE	0.94
P10619_CTSA	53.11	medium	0.56	TRUE	0.99
P10644_PRKAR1A	48.98	medium	0.43	TRUE	1
P10746_UROS	50.4	medium	0.48	TRUE	1
P10768_ESD	54.65	medium	0.6	TRUE	0.98
