Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
MPI	49.85	medium	49.53	0.44	TRUE	1
MPP1	46.98	non-stable	46.58	0.35	TRUE	1
MPP5	45.65	non-stable	45.26	0.32	TRUE	1
MPP6	49.94	medium	49.62	0.45	TRUE	1
MPP7	47.5	medium	47.06	0.37	TRUE	1
MPST	50.1	medium	49.83	0.46	TRUE	1
MPV17L	51.4	medium	51.52	0.56	TRUE	0.99
MPZ	50.36	stable	50.14	0.66	TRUE	0.89
MPZL1		non-melter		0.79	TRUE	0.26
MPZL2		non-melter		1.06	TRUE	0.33
MRCL3	50.37	medium	50.16	0.51	TRUE	0.99
MRE11A	47.75	medium	47.32	0.4	TRUE	1
MRM1	50.77	medium	50.68	0.49	TRUE	0.98
MRP63	49.8	medium	49.47	0.43	TRUE	1
MRPL1	47.42	medium	46.97	0.36	TRUE	0.99
MRPL10	49.91	medium	49.59	0.45	TRUE	1
MRPL11	49.26	medium	48.93	0.42	TRUE	1
MRPL12	50.24	medium	50	0.59	TRUE	0.94
MRPL13	49.45	medium	49.13	0.44	TRUE	0.99
MRPL14	49.47	medium	49.15	0.44	TRUE	1
MRPL15	49.8	medium	49.47	0.44	TRUE	1
MRPL16	50.5	medium	50.32	0.47	TRUE	0.97
MRPL17	49.66	medium	49.33	0.44	TRUE	0.99
MRPL18	49.94	medium	49.63	0.45	TRUE	1
MRPL19	48.65	medium	48.24	0.4	TRUE	0.99
MRPL2	50.38	medium	50.18	0.46	TRUE	0.99
MRPL21	49.19	medium	48.85	0.41	TRUE	1
MRPL22	49.66	medium	49.32	0.44	TRUE	1
MRPL23	50.04	medium	49.76	0.46	TRUE	0.98
MRPL24	49.86	medium	49.54	0.45	TRUE	1
MRPL27	49.74	medium	49.4	0.45	TRUE	1
MRPL28	49.77	medium	49.44	0.44	TRUE	1
MRPL3	48.7	medium	48.3	0.4	TRUE	1
MRPL32	50.14	medium	49.86	0.53	TRUE	0.94
MRPL33	49.83	medium	49.5	0.43	TRUE	0.99
MRPL34	49.96	medium	49.65	0.58	TRUE	0.77
MRPL37	50.28	medium	50.05	0.45	TRUE	1
MRPL38	49.42	medium	49.1	0.42	TRUE	0.99
MRPL39	50.27	medium	50.03	0.45	TRUE	1
MRPL4	50.15	medium	49.88	0.46	TRUE	0.99
MRPL40	50.29	medium	50.06	0.48	TRUE	0.98
MRPL41	49.65	medium	49.32	0.43	TRUE	1
MRPL42	50.41	medium	50.21	0.52	TRUE	0.98
MRPL43	49.85	medium	49.53	0.44	TRUE	1
MRPL44	48.54	medium	48.13	0.4	TRUE	0.99
MRPL45	48.28	medium	47.86	0.39	TRUE	0.99
MRPL46	49.05	medium	48.68	0.41	TRUE	1
MRPL47	49.54	medium	49.2	0.43	TRUE	1
MRPL48	50.61	medium	50.44	0.47	TRUE	1
MRPL49	50.06	medium	49.78	0.5	TRUE	0.99
MRPL50	50.26	medium	50.02	0.64	TRUE	0.75
MRPL51	49.71	medium	49.37	0.45	TRUE	0.99
MRPL53	50.28	medium	50.05	0.49	TRUE	0.99
MRPL54	50.26	medium	50.03	0.6	TRUE	0.81
MRPL55	50.91	medium	50.85	0.5	TRUE	0.98
MRPL9	49.59	medium	49.26	0.44	TRUE	0.99
MRPS10	48.82	medium	48.41	0.42	TRUE	1
MRPS11	49.4	medium	49.08	0.43	TRUE	1
MRPS12	49.89	medium	49.57	0.46	TRUE	1
MRPS14	49.37	medium	49.03	0.42	TRUE	0.98
MRPS15	49.28	medium	48.95	0.42	TRUE	1
MRPS16	49.05	medium	48.69	0.43	TRUE	0.99
MRPS17	48.12	medium	47.69	0.38	TRUE	1
MRPS18A	50.02	medium	49.73	0.45	TRUE	1
MRPS18B	49.01	medium	48.62	0.41	TRUE	0.99
MRPS2	48.56	medium	48.16	0.39	TRUE	1
MRPS21	49	medium	48.61	0.41	TRUE	0.99
MRPS22	48.17	medium	47.74	0.38	TRUE	1
MRPS23	48.4	medium	47.98	0.39	TRUE	1
MRPS24	48.69	medium	48.29	0.41	TRUE	1
MRPS25	48.47	medium	48.07	0.4	TRUE	1
MRPS26	47.99	medium	47.55	0.4	TRUE	0.99
MRPS27	49.05	medium	48.68	0.41	TRUE	1
MRPS28	49.19	medium	48.85	0.42	TRUE	1
MRPS30	49.98	medium	49.68	0.45	TRUE	0.99
MRPS31	48.41	medium	48	0.39	TRUE	0.99
MRPS33	48.74	medium	48.33	0.4	TRUE	1
MRPS34	49.25	medium	48.91	0.42	TRUE	0.99
MRPS35	48.43	medium	48.02	0.39	TRUE	1
MRPS36	51.83	stable	52.16	0.67	TRUE	0.83
MRPS5	48.93	medium	48.54	0.41	TRUE	1
MRPS6	48.51	medium	48.11	0.41	TRUE	0.99
MRPS7	48.23	medium	47.81	0.38	TRUE	1
MRPS9	48.16	medium	47.73	0.38	TRUE	1
MRRF	48.78	medium	48.37	0.45	TRUE	0.98
MRS2	51.31	medium	51.39	0.52	TRUE	0.99
MRTO4	50.29	medium	50.06	0.47	TRUE	1
MSH2	47.65	medium	47.22	0.37	TRUE	1
MSH3	49.36	medium	49.02	0.43	TRUE	0.99
MSH6	46.43	non-stable	46.07	0.33	TRUE	0.99
MSI2	50.24	medium	50	0.47	TRUE	0.99
MSRA	47.3	medium	46.84	0.37	TRUE	1
MST1	51.62	medium	51.84	0.56	TRUE	1
MSTO1	49.62	medium	49.29	0.44	TRUE	1
MT1E		non-melter		0.74	TRUE	0.66
MTA1	47.09	medium	46.67	0.36	TRUE	0.99
MTA2	46.5	non-stable	46.15	0.34	TRUE	1
MTA3	45.13	non-stable	44.83	0.28	TRUE	1
MTAP		non-melter		0.8	TRUE	0.14
MTCH1	51.16	medium	51.2	0.5	TRUE	1
MTCH2	52.2	medium	52.69	0.55	TRUE	1
MTCP1		non-melter		0.76	TRUE	0.49
MTDH		non-melter		1.07	TRUE	0.4
MTERFD1	48.84	medium	48.44	0.4	TRUE	1
MTERFD2	48.29	medium	47.87	0.39	TRUE	1
MTERFD3	45.67	non-stable	45.29	0.31	TRUE	1
MTFMT	48.25	medium	47.83	0.39	TRUE	1
MTFR1	48.64	medium	48.23	0.43	TRUE	0.99
MTG1	48.24	medium	47.81	0.39	TRUE	1
MTHFD1	49.36	medium	49.02	0.42	TRUE	0.98
MTHFD1L	49.58	medium	49.25	0.43	TRUE	1
MTHFD2	51.95	medium	52.32	0.52	TRUE	0.99
MTHFR	50.39	medium	50.19	0.5	TRUE	0.99
MTHFS	49.48	medium	49.15	0.43	TRUE	1
MTHFSD	50.98	medium	50.95	0.51	TRUE	1
MTIF2	44.31	non-stable	44.01	0.26	TRUE	1
MTM1	51.29	medium	51.36	0.53	TRUE	0.99
MTMR1	48.52	medium	48.12	0.39	TRUE	0.99
MTMR10	48.58	medium	48.18	0.41	TRUE	1
MTMR14	49.05	medium	48.68	0.41	TRUE	0.99
MTMR2	50.39	medium	50.18	0.48	TRUE	1
MTMR3	50.57	medium	50.4	0.49	TRUE	0.99
MTMR6	48.5	medium	48.1	0.41	TRUE	1
MTO1	47.31	medium	46.85	0.36	TRUE	1
MTP18		non-melter		0.77	TRUE	0.41
MTPAP	48.05	medium	47.61	0.39	TRUE	1
MTR	46.71	medium	46.36	0.35	TRUE	0.98
MTRF1	47.07	medium	46.64	0.38	TRUE	0.99
MTRF1L	49.54	medium	49.21	0.43	TRUE	1
MTRR	47.22	medium	46.77	0.35	TRUE	0.99
MTSS1	51.92	medium	52.28	0.58	TRUE	1
MTSS1L	51.22	medium	51.29	0.51	TRUE	1
MTTP	52.02	medium	52.42	0.56	TRUE	1
MTUS1	49.93	medium	49.61	0.48	TRUE	0.99
MTX1	51.2	medium	51.26	0.49	TRUE	1
MTX2	49.72	medium	49.39	0.44	TRUE	0.99
MTX3	49.94	medium	49.62	0.49	TRUE	1
MUL1	49.66	medium	49.33	0.46	TRUE	1
MUT	48.41	medium	48	0.4	TRUE	1
MUTED	51.63	medium	51.86	0.6	TRUE	0.97
MVD	51.4	medium	51.51	0.49	TRUE	1
MVK	50.98	medium	50.95	0.48	TRUE	1
MVP	51.09	medium	51.11	0.49	TRUE	1
MXRA7		non-melter		0.89	TRUE	0.01
MXRA8	50.72	medium	50.59	0.59	TRUE	0.93
MYADM		non-melter		0.72	TRUE	0.62
MYBBP1A	46.41	non-stable	46.05	0.33	TRUE	0.98
MYCBP	50.93	medium	50.88	0.62	TRUE	0.9
MYCBP2	47.97	medium	47.52	0.38	TRUE	0.99
MYD88	44.83	non-stable	44.55	0.27	TRUE	1
MYH10	48.63	medium	48.23	0.42	TRUE	0.96
MYH14	48.66	medium	48.25	0.42	TRUE	0.99
MYH9		non-melter		1.06	TRUE	0.37
MYL6	48.63	medium	48.22	0.45	TRUE	0.96
MYL6B		non-melter		0.71	TRUE	0.18
MYLK	50.04	medium	49.76	0.48	TRUE	0.95
MYO18A	48.39	medium	47.97	0.41	TRUE	1
MYO19	49.15	medium	48.81	0.43	TRUE	0.97
MYO1B	48.15	medium	47.72	0.4	TRUE	0.99
MYO1C	46.9	medium	46.52	0.35	TRUE	1
MYO1D	48.83	medium	48.41	0.46	TRUE	0.98
MYO1E	48.28	medium	47.85	0.39	TRUE	0.99
MYO5B	47.04	medium	46.61	0.36	TRUE	0.99
MYO5C	48.99	medium	48.6	0.45	TRUE	1
MYO6	50.05	medium	49.77	0.46	TRUE	1
MYO9B	47.02	non-stable	46.6	0.34	TRUE	0.99
MYST1	43.62	non-stable	43.37	0.26	TRUE	0.99
MYST2	46.87	medium	46.48	0.38	TRUE	0.98
N-PAC	50.15	medium	49.88	0.5	TRUE	0.87
N4BP1	47.48	medium	47.04	0.38	TRUE	0.98
NAAA	51.2	stable	51.25	0.67	TRUE	0.88
NAALAD2	50.43	stable	50.24	0.69	TRUE	0.72
NAALADL1	50.64	stable	50.49	0.71	TRUE	0.68
NACA		non-melter		1.04	TRUE	0.35
NACA2		non-melter		0.86	TRUE	0.1
NACC1	46.81	medium	46.42	0.39	TRUE	0.99
NADK		non-melter		0.75	TRUE	0.41
NADSYN1	51.96	medium	52.33	0.55	TRUE	0.99
NAE1	50.24	medium	50	0.46	TRUE	0.99
NAF1	50.49	medium	50.31	0.51	TRUE	1
NAG	46.81	non-stable	46.42	0.34	TRUE	0.99
NAGA	50.56	stable	50.39	0.69	TRUE	0.92
NAGK	52.47	medium	53.07	0.55	TRUE	0.99
NAGLU	51.44	medium	51.57	0.59	TRUE	0.96
NAGPA		non-melter		0.75	TRUE	0.38
NAMPT	52.68	medium	53.38	0.54	TRUE	1
NANP	49.87	medium	49.55	0.44	TRUE	1
NANS	52.14	medium	52.58	0.52	TRUE	1
NAP1L1	48.93	medium	48.54	0.41	TRUE	1
NAP1L4	48.97	medium	48.58	0.41	TRUE	0.96
NAPA	50.91	medium	50.84	0.49	TRUE	1
NAPG	48.39	medium	47.97	0.41	TRUE	0.99
NARF	47.36	medium	46.91	0.36	TRUE	1
NARFL	50.8	medium	50.71	0.5	TRUE	0.99
NARG1	51.66	medium	51.9	0.5	TRUE	1
NARG1L	49.13	medium	48.78	0.42	TRUE	1
NARS	50.26	medium	50.03	0.45	TRUE	1
NARS2	46.91	non-stable	46.53	0.35	TRUE	1
NASP	49.99	medium	49.69	0.46	TRUE	0.99
NAT1	46.8	medium	46.42	0.35	TRUE	1
NAT10	49.82	medium	49.5	0.49	TRUE	0.63
NAT12	49.88	medium	49.55	0.44	TRUE	1
NAT13	51.06	medium	51.08	0.48	TRUE	1
NAT14	48.71	medium	48.3	0.41	TRUE	0.99
NAT5	50.97	medium	50.94	0.52	TRUE	0.99
NBEA	51.13	medium	51.15	0.51	TRUE	0.99
NBEAL1	50.02	medium	49.72	0.45	TRUE	0.99
NBEAL2	48.05	medium	47.61	0.4	TRUE	1
NBN	46.2	non-stable	45.85	0.33	TRUE	0.99
NCAPD2	46.96	non-stable	46.56	0.34	TRUE	0.99
NCAPD3	47.38	medium	46.93	0.38	TRUE	0.99
NCAPG	46.33	non-stable	45.97	0.33	TRUE	1
NCAPG2	47.08	medium	46.65	0.37	TRUE	1
NCAPH	46.98	non-stable	46.58	0.35	TRUE	1
NCBP1	50.32	medium	50.11	0.46	TRUE	1
NCBP2	49.31	medium	48.98	0.42	TRUE	0.99
NCDN	47.92	medium	47.47	0.39	TRUE	0.99
NCK1	46.68	non-stable	46.32	0.34	TRUE	1
NCK2	46.07	non-stable	45.7	0.31	TRUE	0.99
NCKAP1	50.46	medium	50.27	0.47	TRUE	0.99
NCKIPSD	46.62	non-stable	46.26	0.35	TRUE	1
NCL	49.32	medium	48.99	0.42	TRUE	0.98
NCLN	50.81	medium	50.72	0.5	TRUE	1
NCOA3	46.9	non-stable	46.52	0.34	TRUE	0.98
NCOA4	45.97	non-stable	45.57	0.34	TRUE	0.99
NCOA5	47.67	medium	47.24	0.38	TRUE	1
NCOA6	48.57	medium	48.16	0.5	TRUE	0.88
NCOA7	49.39	medium	49.06	0.45	TRUE	0.99
NCOR1	45.25	non-stable	44.94	0.32	TRUE	0.99
NCOR2	46.61	medium	46.25	0.38	TRUE	0.97
NCRNA00153	48.92	medium	48.53	0.57	TRUE	0.6
NCSTN	50.62	stable	50.46	0.7	TRUE	0.58
ND1	51.41	medium	51.53	0.57	TRUE	0.98
ND2	55.32	stable	62.48	0.69	TRUE	0.78
ND3	52.99	medium	54.15	0.63	TRUE	0.97
ND4	52.65	medium	53.34	0.57	TRUE	0.98
ND5	51.85	medium	52.18	0.53	TRUE	0.97
NDC80	45.41	non-stable	45.06	0.3	TRUE	1
NDE1	51.15	medium	51.19	0.65	TRUE	0.74
NDEL1	49.14	medium	48.79	0.47	TRUE	0.96
NDFIP2	50.25	medium	50.01	0.63	TRUE	0.69
NDNL2	48.89	medium	48.51	0.42	TRUE	1
NDOR1	48.29	medium	47.86	0.42	TRUE	1
NDRG1	50.75	medium	50.64	0.48	TRUE	1
NDRG2	51.65	medium	51.88	0.51	TRUE	1
NDRG3	50.55	medium	50.38	0.47	TRUE	1
NDUFA10	48.54	medium	48.14	0.4	TRUE	0.99
NDUFA11		non-melter		0.8	TRUE	0.35
NDUFA12	49.04	medium	48.68	0.42	TRUE	0.99
NDUFA13	51.88	medium	52.23	0.54	TRUE	1
NDUFA3	51.52	medium	51.7	0.63	TRUE	0.91
NDUFA4	50	medium	49.72	0.56	TRUE	0.92
NDUFA5	52.77	medium	53.53	0.62	TRUE	0.92
NDUFA6	48.74	medium	48.34	0.4	TRUE	1
NDUFA7	50.63	medium	50.47	0.57	TRUE	0.94
NDUFA8	51.71	medium	51.96	0.54	TRUE	1
NDUFA9	50.55	medium	50.38	0.47	TRUE	0.99
NDUFAB1	50.68	medium	50.53	0.54	TRUE	0.99
NDUFAF1	52.09	medium	52.5	0.58	TRUE	0.99
NDUFAF2		non-melter		0.79	TRUE	0.21
NDUFB1	50.84	medium	50.77	0.56	TRUE	0.97
NDUFB10	52.32	medium	52.88	0.55	TRUE	1
NDUFB11		non-melter		0.9	TRUE	0.02
NDUFB3	52.95	stable	53.97	0.68	TRUE	0.64
NDUFB5	51.94	medium	52.3	0.52	TRUE	0.99
NDUFB6	50.43	stable	50.24	0.68	TRUE	0.73
NDUFB7	52.54	medium	53.17	0.57	TRUE	0.99
NDUFB8	50.34	stable	50.13	0.66	TRUE	0.84
NDUFB9	52.32	medium	52.87	0.53	TRUE	1
NDUFC2	51.48	medium	51.65	0.61	TRUE	0.98
NDUFS1	50.07	medium	49.8	0.45	TRUE	1
NDUFS2	50.38	medium	50.18	0.47	TRUE	1
NDUFS3	50.87	medium	50.81	0.49	TRUE	1
NDUFS4	50.3	medium	50.07	0.57	TRUE	0.85
NDUFS5	50.94	medium	50.9	0.49	TRUE	1
NDUFS6	50.88	stable	50.81	0.71	TRUE	0.53
NDUFS7	50.67	medium	50.52	0.46	TRUE	1
NDUFS8	50.24	medium	50	0.46	TRUE	1
NDUFV1	51.77	medium	52.05	0.5	TRUE	1
NDUFV2	52.28	medium	52.81	0.55	TRUE	1
NDUFV3	50.58	stable	50.41	0.7	TRUE	0.63
NECAP1	51.09	medium	51.11	0.51	TRUE	1
NECAP2	50.73	medium	50.61	0.48	TRUE	1
NEDD1	49.28	medium	48.95	0.49	TRUE	1
NEDD4	48.27	medium	47.84	0.41	TRUE	0.99
NEDD4L	47.29	medium	46.83	0.38	TRUE	0.99
NEDD8	51.82	medium	52.14	0.6	TRUE	0.98
NEDD9	45.94	non-stable	45.54	0.33	TRUE	1
NEK3	50.3	medium	50.08	0.48	TRUE	1
NEK7	48.16	medium	47.73	0.38	TRUE	0.99
NEK9	49.23	medium	48.9	0.44	TRUE	1
NENF		non-melter		0.77	TRUE	0.44
NES	45.87	medium	45.46	0.36	TRUE	0.95
NEU1	53.25	medium	55.15	0.61	TRUE	0.97
NEU3	48.74	medium	48.33	0.42	TRUE	0.99
NF1	49.11	medium	48.74	0.45	TRUE	0.98
NF2	49.64	medium	49.3	0.47	TRUE	0.98
NFAT5	47.51	medium	47.07	0.37	TRUE	0.99
NFATC2	47.23	medium	46.78	0.38	TRUE	0.99
NFATC2IP	46.21	non-stable	45.86	0.33	TRUE	1
NFIC		non-melter		0.75	TRUE	0.48
NFKB1	46.6	non-stable	46.25	0.34	TRUE	1
NFKB2	45.4	non-stable	45.04	0.3	TRUE	1
NFKBIB	48.57	medium	48.16	0.42	TRUE	0.99
NFKBIE	50	medium	49.71	0.49	TRUE	0.99
NFRKB	44.06	non-stable	43.79	0.27	TRUE	1
NFS1	51.76	medium	52.03	0.54	TRUE	0.99
NFU1	51.29	medium	51.37	0.57	TRUE	0.99
NFXL1	49.9	medium	49.57	0.45	TRUE	0.99
NFYB	50.23	medium	49.99	0.49	TRUE	0.97
NFYC	51.54	medium	51.73	0.53	TRUE	1
NGDN	50.02	medium	49.73	0.51	TRUE	0.97
NGEF	44.88	non-stable	44.57	0.29	TRUE	0.99
NGLY1	47.79	medium	47.35	0.38	TRUE	1
NGRN	50.39	medium	50.19	0.53	TRUE	0.98
NHEJ1	52.59	medium	53.23	0.55	TRUE	1
NHLRC2	50.04	medium	49.75	0.45	TRUE	1
NHLRC3	49.32	medium	48.99	0.51	TRUE	0.86
NHP2	50.58	medium	50.41	0.6	TRUE	0.71
NHP2L1	50.35	medium	50.14	0.65	TRUE	0.92
NHSL1	48.39	medium	47.96	0.45	TRUE	0.95
NIBP	48.85	medium	48.45	0.41	TRUE	0.98
NID1	51.07	medium	51.1	0.62	TRUE	0.96
NIF3L1		non-melter		0.76	TRUE	0.38
NINJ1		non-melter		1.06	TRUE	0.42
NIP30		non-melter		0.79	TRUE	0.19
NIP7	50.26	medium	50.03	0.49	TRUE	0.99
NIPA2	50.49	medium	50.31	0.57	TRUE	0.97
NIPBL	43.61	non-stable	43.36	0.25	TRUE	1
NIPSNAP1	51.84	medium	52.17	0.51	TRUE	1
NIPSNAP3A		non-melter		0.84	TRUE	0.06
NISCH	48.48	medium	48.08	0.44	TRUE	0.99
NIT1		non-melter		0.73	TRUE	0.35
NIT2	52.04	medium	52.46	0.52	TRUE	1
NKIRAS1	45.98	non-stable	45.59	0.32	TRUE	0.99
NKIRAS2	46.82	non-stable	46.44	0.34	TRUE	0.99
NKRF	43.73	non-stable	43.47	0.27	TRUE	0.99
NLE1	49.45	medium	49.12	0.49	TRUE	0.99
NLN	51.34	medium	51.43	0.52	TRUE	1
NLRX1	50.33	medium	50.12	0.47	TRUE	1
NMD3	49.61	medium	49.27	0.44	TRUE	1
NME1-NME2		non-melter		1.04	TRUE	0.25
NME3		non-melter		0.71	TRUE	0.63
NME4	50.03	medium	49.74	0.54	TRUE	0.98
NME6	51.18	medium	51.23	0.64	TRUE	0.96
NME7	47.21	medium	46.75	0.36	TRUE	1
NMI	52.25	medium	52.76	0.54	TRUE	1
NMNAT3	50.18	medium	49.93	0.47	TRUE	1
NMRAL1	48.91	medium	48.52	0.49	TRUE	0.97
NMT1	51.59	medium	51.81	0.5	TRUE	1
NMT2	50.48	medium	50.3	0.48	TRUE	0.99
NNT	51.79	medium	52.08	0.51	TRUE	1
NOB1	48.63	medium	48.22	0.4	TRUE	1
NOC2L	50.13	medium	49.85	0.49	TRUE	0.85
NOC3L	49.99	medium	49.69	0.48	TRUE	0.89
NOC4L	44.66	non-stable	44.37	0.27	TRUE	1
NOL11	53.74	medium	57.07	0.58	TRUE	0.99
NOL5A	51.91	medium	52.27	0.53	TRUE	0.85
NOL6	52.95	medium	53.92	0.56	TRUE	0.15
NOL7	52.16	medium	52.62	0.65	TRUE	0.92
NOL9	44.58	non-stable	44.31	0.28	TRUE	1
NOLC1		non-melter		1.4	TRUE	-0.1
NOM1	44.01	non-stable	43.74	0.27	TRUE	0.97
NOMO2	51.33	medium	51.42	0.51	TRUE	1
NONO	45.4	non-stable	45.05	0.31	TRUE	1
NOP10	51.46	medium	51.6	0.55	TRUE	0.97
NOP14	45.76	non-stable	45.37	0.33	TRUE	0.99
NOP16	55.21	stable	61.92	0.66	TRUE	0.5
NOP2	53.02	medium	54.25	0.65	TRUE	0.51
NOP5/NOP58	48.67	medium	48.27	0.41	TRUE	0.99
NOS1AP	50.08	medium	49.81	0.46	TRUE	1
NOSIP	43.64	non-stable	43.38	0.24	TRUE	1
NOTCH2	44.93	non-stable	44.62	0.31	TRUE	0.99
NOTUM	51.36	medium	51.45	0.56	TRUE	1
NP		non-melter		1.04	TRUE	0.37
NPC1	50.6	stable	50.43	0.7	TRUE	0.69
NPC1L1	51.99	stable	52.38	0.67	TRUE	0.92
NPC2		non-melter		0.79	TRUE	0.37
NPEPL1	49.36	medium	49.03	0.44	TRUE	1
NPEPPS	51	medium	50.98	0.48	TRUE	1
NPLOC4	50.17	medium	49.92	0.45	TRUE	1
NPM1	52.84	medium	53.7	0.58	TRUE	0.93
NPM3	51.52	medium	51.7	0.54	TRUE	1
NPTN		non-melter		1.03	TRUE	0.11
NPTXR		non-melter		0.75	TRUE	0.46
NQO1	50.38	medium	50.17	0.45	TRUE	0.99
NQO2		non-melter		0.79	TRUE	0.19
NR1H2	43.94	non-stable	43.65	0.26	TRUE	1
NR2C1	46.08	non-stable	45.71	0.32	TRUE	1
NR2C2	47.81	medium	47.37	0.39	TRUE	0.98
NR2C2AP	50.15	medium	49.89	0.64	TRUE	0.69
NR2F2	47.9	medium	47.45	0.38	TRUE	1
NR2F6	45.62	non-stable	45.23	0.31	TRUE	0.99
NR3C1	45.9	non-stable	45.49	0.33	TRUE	0.99
NR5A1	47.48	medium	47.03	0.38	TRUE	1
NR6A1	45.91	non-stable	45.51	0.33	TRUE	1
NRAS	51.28	medium	51.36	0.61	TRUE	0.92
NRBF2	50.69	medium	50.55	0.52	TRUE	0.99
NRBP1	49.04	medium	48.67	0.41	TRUE	0.99
NRD1	50.02	medium	49.73	0.45	TRUE	0.99
NRF1	46.94	medium	46.54	0.35	TRUE	0.99
NRM	51.14	medium	51.18	0.57	TRUE	0.99
NSDHL	51.46	medium	51.61	0.51	TRUE	1
NSF	47.69	medium	47.25	0.37	TRUE	1
NSFL1C	49.92	medium	49.6	0.45	TRUE	1
NSL1	48.34	medium	47.92	0.4	TRUE	1
NSMAF	50.38	medium	50.17	0.5	TRUE	1
NSMCE1	49.03	medium	48.65	0.44	TRUE	1
NSMCE2	49.11	medium	48.75	0.42	TRUE	0.99
NSMCE4A	48.44	medium	48.04	0.41	TRUE	0.99
NSUN2	45.4	non-stable	45.04	0.31	TRUE	0.83
NSUN4	49.27	medium	48.94	0.42	TRUE	1
NSUN5	45.8	non-stable	45.42	0.32	TRUE	1
NSUN6	49.86	medium	49.54	0.45	TRUE	1
NT5C	51.63	stable	51.86	0.68	TRUE	0.92
NT5C1B	50.2	medium	49.95	0.45	TRUE	1
NT5C2	53.32	medium	55.6	0.56	TRUE	0.95
NT5C3	49.39	medium	49.07	0.42	TRUE	1
NT5C3L	49.32	medium	48.99	0.43	TRUE	0.99
NT5DC1	52.98	medium	54.06	0.55	TRUE	1
NT5DC2	50	medium	49.72	0.45	TRUE	1
NT5DC3	50.8	medium	50.72	0.49	TRUE	1
NT5E		non-melter		1.06	TRUE	0.36
NTAN1	50.47	medium	50.29	0.51	TRUE	0.98
NTHL1	48.76	medium	48.35	0.46	TRUE	0.97
NUB1	45.98	non-stable	45.58	0.33	TRUE	1
NUBP1	50.16	medium	49.91	0.45	TRUE	1
NUBP2	49.56	medium	49.23	0.47	TRUE	0.96
NUBPL	47.73	medium	47.31	0.37	TRUE	1
NUCB1		non-melter		0.76	TRUE	0.29
NUCB2		non-melter		1.06	TRUE	0.43
NUCKS1		non-melter		0.8	TRUE	0.37
NUDC	50.51	medium	50.33	0.46	TRUE	1
NUDCD1	49.07	medium	48.7	0.42	TRUE	1
NUDCD2	46.68	non-stable	46.32	0.33	TRUE	1
NUDCD3	48.67	medium	48.27	0.41	TRUE	1
NUDT1	49.49	medium	49.16	0.44	TRUE	1
NUDT13	50.88	medium	50.81	0.62	TRUE	0.87
NUDT15	50.1	medium	49.83	0.45	TRUE	0.99
NUDT16		non-melter		0.73	TRUE	0.39
NUDT16L1	50.06	medium	49.78	0.48	TRUE	0.97
NUDT18	50.61	medium	50.44	0.51	TRUE	0.96
NUDT19	50.98	medium	50.95	0.55	TRUE	0.98
NUDT2	49.34	medium	49.01	0.44	TRUE	0.99
NUDT21	51.31	medium	51.4	0.49	TRUE	1
NUDT3	51.47	medium	51.63	0.5	TRUE	0.98
NUDT4	46.07	non-stable	45.69	0.31	TRUE	0.99
NUDT5		non-melter		0.82	TRUE	0.14
NUDT8	50.52	medium	50.33	0.47	TRUE	0.99
NUDT9	48.51	medium	48.11	0.4	TRUE	1
NUF2	46.32	non-stable	45.96	0.34	TRUE	1
NUFIP2	50.94	medium	50.89	0.53	TRUE	0.88
NUMA1	48.82	medium	48.4	0.44	TRUE	0.99
NUMB	49.85	medium	49.53	0.47	TRUE	0.99
NUP107	46.51	non-stable	46.16	0.34	TRUE	0.99
NUP133	46.67	non-stable	46.31	0.34	TRUE	0.98
NUP153	50.56	stable	50.39	0.67	TRUE	0.77
NUP155	50.58	medium	50.41	0.46	TRUE	1
NUP160	47.32	medium	46.86	0.37	TRUE	0.98
NUP188	47.26	medium	46.8	0.36	TRUE	0.99
NUP205	48.75	medium	48.34	0.41	TRUE	0.98
NUP210	52.19	medium	52.67	0.53	TRUE	0.97
NUP214	48.8	medium	48.39	0.45	TRUE	0.96
NUP35	48.11	medium	47.68	0.43	TRUE	0.99
NUP37	48.84	medium	48.44	0.45	TRUE	1
NUP43	51.15	medium	51.19	0.6	TRUE	0.99
NUP50	51.8	medium	52.12	0.54	TRUE	1
NUP54	50.28	medium	50.06	0.48	TRUE	0.99
NUP62	50.22	medium	49.98	0.52	TRUE	0.95
NUP85	49.9	medium	49.58	0.46	TRUE	1
NUP88	48.18	medium	47.74	0.4	TRUE	0.99
NUP93	46.36	non-stable	46	0.33	TRUE	1
NUP98	47.31	medium	46.86	0.37	TRUE	1
NUPL1		non-melter		0.77	TRUE	0.71
NUPL2	52.79	medium	53.58	0.54	TRUE	0.94
NUSAP1	52.53	medium	53.15	0.59	TRUE	0.91
NUTF2		non-melter		0.75	TRUE	0.52
NXF1	47.58	medium	47.15	0.37	TRUE	0.98
NXN	48.65	medium	48.24	0.4	TRUE	1
OAS3	48.08	medium	47.65	0.38	TRUE	1
OAT	52.96	medium	53.99	0.58	TRUE	0.99
OBSL1	46.37	non-stable	46.01	0.33	TRUE	1
OCIAD1		non-melter		0.79	TRUE	0.17
OCRL	49.04	medium	48.66	0.41	TRUE	1
OGDH	50.38	medium	50.17	0.47	TRUE	1
OGFOD1	51.46	medium	51.61	0.55	TRUE	0.99
OGFOD2	48.19	medium	47.75	0.39	TRUE	1
