Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
O43681_ASNA1	60.82	stable	0.77	TRUE	0.92
O43684_BUB3	55.18	medium	0.63	TRUE	0.98
O43684-2_BUB3	61.89	stable	0.84	TRUE	-0.02
O43707_ACTN4	62.09	stable	0.8	TRUE	0.88
O43709_WBSCR22	55.42	medium	0.63	TRUE	0.99
O43715_TRIAP1		non-melter	0.75	TRUE	0.76
O43719_HTATSF1	49.84	medium	0.5	TRUE	0.97
O43752_STX6	54.31	medium	0.62	TRUE	0.94
O43765_SGTA	54.03	medium	0.61	TRUE	0.99
O43766_LIAS	51.23	medium	0.55	TRUE	0.96
O43768_ENSA		non-melter	0.88	TRUE	0.34
O43772_SLC25A20		non-melter	0.76	TRUE	0.8
O43776_NARS	55.48	medium	0.64	TRUE	0.95
O43805_SSNA1	58.28	stable	0.75	TRUE	0.81
O43809_NUDT21	61.73	stable	0.82	TRUE	0.85
O43813_LANCL1	59.36	stable	0.7	TRUE	0.95
O43815_STRN	59.99	stable	0.75	TRUE	0.9
O43818_RRP9		non-melter	1.06	TRUE	0.12
O43819_SCO2	51.52	medium	0.54	TRUE	0.99
O43820-4_HYAL3		non-melter	1.02	TRUE	-0.22
O43824_GTPBP6	53.42	medium	0.6	TRUE	0.98
O43826_SLC37A4		non-melter	0.66	TRUE	0.86
O43837_IDH3B	55.11	medium	0.64	TRUE	0.99
O43852_CALU		non-melter	0.81	TRUE	0.83
O43865_AHCYL1	61.03	stable	0.72	TRUE	0.98
O43896_KIF1C	49.57	medium	0.51	TRUE	0.97
O43913-2_ORC5	49.37	medium	0.45	TRUE	0.99
O43920_NDUFS5	64.68	stable	0.94	TRUE	0.28
O43929_ORC4	53.94	stable	0.65	TRUE	0.95
O43933_PEX1	46.52	medium	0.38	TRUE	0.97
O60220_TIMM8A		non-melter	0.91	TRUE	0.51
O60231_DHX16	51.12	medium	0.53	TRUE	0.98
O60256_PRPSAP2	64.3	stable	0.93	TRUE	0.68
O60262_GNG7	60.33	stable	0.72	TRUE	0.79
O60271-4_SPAG9	53.66	medium	0.61	TRUE	0.99
O60279_SUSD5		non-melter	0.74	TRUE	0.91
O60282_KIF5C	51.98	medium	0.58	TRUE	0.93
O60333-2_KIF1B	53.6	medium	0.57	TRUE	0.99
O60343-2_TBC1D4	53.76	medium	0.58	TRUE	0.96
O60344-4_ECE2	50.7	medium	0.52	TRUE	0.99
O60347_TBC1D12	53.19	medium	0.6	TRUE	0.97
O60353-2_FZD6	49.93	medium	0.52	TRUE	0.96
O60361_NME2P1		non-melter	0.8	TRUE	0.65
O60427_FADS1	54.76	medium	0.61	TRUE	1
O60449-3_LY75		non-melter	0.79	TRUE	0.77
O60476_MAN1A2	57.47	stable	0.71	TRUE	0.91
O60488-2_ACSL4	50.3	medium	0.49	TRUE	1
O60493_SNX3	51.06	medium	0.53	TRUE	1
O60502_MGEA5	54.19	medium	0.59	TRUE	0.98
O60503_ADCY9	51.83	medium	0.52	TRUE	0.98
O60504-2_SORBS3	57.45	stable	0.69	TRUE	0.97
O60506-4_SYNCRIP	53.84	medium	0.6	TRUE	0.99
O60518_RANBP6	51.07	medium	0.54	TRUE	0.98
O60524-4_NEMF	49.99	medium	0.5	TRUE	0.99
O60547_GMDS	58.5	stable	0.71	TRUE	0.96
O60548_FOXD2	47.68	medium	0.41	TRUE	0.95
O60566_BUB1B	52.29	medium	0.58	TRUE	0.99
O60568_PLOD3	60.83	stable	0.85	TRUE	0.78
O60613_SEP15	61.92	stable	0.76	TRUE	0.88
O60645-3_EXOC3	53.86	medium	0.63	TRUE	0.97
O60664_PLIN3		non-melter	0.77	TRUE	0.93
O60678_PRMT3	50.05	medium	0.45	TRUE	0.96
O60701_UGDH	57.85	stable	0.71	TRUE	0.96
O60704_TPST2	52.88	medium	0.55	TRUE	0.99
O60716-5_CTNND1	49.75	medium	0.52	TRUE	1
O60725_ICMT	55.05	medium	0.64	TRUE	0.97
O60749_SNX2	53.34	medium	0.58	TRUE	1
O60763_USO1	54.7	medium	0.62	TRUE	0.98
O60826_CCDC22	49	medium	0.45	TRUE	0.98
O60828_PQBP1		non-melter	0.79	TRUE	0.46
O60830_TIMM17B		non-melter	0.82	TRUE	0.65
O60831_PRAF2		non-melter	0.8	TRUE	0.47
O60832_DKC1		non-melter	0.76	TRUE	0.96
O60841_EIF5B	51.83	medium	0.56	TRUE	0.99
O60869_EDF1		non-melter	1.05	TRUE	0.43
O60884_DNAJA2	54.06	medium	0.59	TRUE	0.98
O60885_BRD4	51.32	medium	0.54	TRUE	1
O60888-3_CUTA		non-melter	0.81	TRUE	0.44
O60906_SMPD2		non-melter	0.7	TRUE	0.86
O60925_PFDN1		non-melter	0.83	TRUE	0.65
O60927_PPP1R11		non-melter	1.04	TRUE	0.5
O60934_NBN	51.37	medium	0.55	TRUE	0.98
O60942_RNGTT	51.87	medium	0.59	TRUE	0.99
O75027_ABCB7	55.09	medium	0.62	TRUE	0.99
O75044_SRGAP2	50.09	medium	0.48	TRUE	0.99
O75051_PLXNA2	55.64	medium	0.63	TRUE	0.96
O75063_FAM20B	53.98	medium	0.64	TRUE	0.93
O75083_WDR1	53.4	medium	0.58	TRUE	0.99
O75084_FZD7		non-melter	0.76	TRUE	0.84
O75110_ATP9A		non-melter	0.99	TRUE	0.06
O75113_N4BP1	51.76	medium	0.55	TRUE	0.98
O75116_ROCK2	52.12	medium	0.55	TRUE	0.99
O75131_CPNE3	54.2	medium	0.61	TRUE	0.97
O75143-2_ATG13		non-melter	0.77	TRUE	0.81
O75146_HIP1R	51.81	medium	0.53	TRUE	0.99
O75150_RNF40	50.53	medium	0.55	TRUE	0.97
O75153_CLUH	52.83	medium	0.57	TRUE	0.94
O75155_CAND2	51.4	medium	0.51	TRUE	0.99
O75157-2_TSC22D2		non-melter	0.7	TRUE	0.91
O75164_KDM4A	51.08	medium	0.52	TRUE	1
O75170-6_PPP6R2	60.82	stable	0.78	TRUE	0.79
O75175_CNOT3	53.03	medium	0.58	TRUE	0.99
O75179-2_ANKRD17	51.73	medium	0.55	TRUE	0.99
O75191_XYLB	51.69	medium	0.55	TRUE	0.99
O75208_COQ9	55.63	medium	0.62	TRUE	0.99
O75223_GGCT	54.84	medium	0.61	TRUE	0.99
O75306-2_NDUFS2	60.84	stable	0.8	TRUE	0.97
O75312_ZNF259	54.86	medium	0.64	TRUE	1
O75323_GBAS	56.37	stable	0.66	TRUE	0.96
O75330-2_HMMR	50.76	medium	0.52	TRUE	0.99
O75340_PDCD6	55.33	medium	0.62	TRUE	0.99
O75347_TBCA		non-melter	0.88	TRUE	0.2
O75348_ATP6V1G1	62.88	stable	0.69	TRUE	0.97
O75351_VPS4B	52.53	medium	0.57	TRUE	0.99
O75368_SH3BGRL	58.47	stable	0.73	TRUE	0.94
O75369-8_FLNB	54.08	medium	0.59	TRUE	0.99
O75376_NCOR1	51	medium	0.52	TRUE	1
O75379_VAMP4	58.04	medium	0.63	TRUE	0.85
O75380_NDUFS6		non-melter	1.11	TRUE	0.67
O75391_SPAG7	55.01	stable	0.69	TRUE	0.99
O75396_SEC22B	54.94	medium	0.63	TRUE	0.99
O75400-2_PRPF40A	50.65	medium	0.5	TRUE	0.99
O75419-2_CDC45	50.25	medium	0.49	TRUE	0.99
O75420_GIGYF1	50.5	medium	0.53	TRUE	0.97
O75427_LRCH4	53.11	medium	0.61	TRUE	0.98
O75436_VPS26A	58.93	stable	0.72	TRUE	0.98
O75438_NDUFB1		non-melter	1.06	TRUE	0.6
O75439_PMPCB	53.67	medium	0.57	TRUE	0.99
O75449_KATNA1	52.81	medium	0.6	TRUE	0.95
O75475_PSIP1	52.77	medium	0.59	TRUE	0.98
O75489_NDUFS3	62.37	stable	0.83	TRUE	0.9
O75506_HSBP1		non-melter	0.75	TRUE	0.93
O75521-2_ECI2	55.98	medium	0.65	TRUE	0.99
O75526_RBMXL2		non-melter	0.89	TRUE	0.34
O75528_TADA3	59.09	stable	0.7	TRUE	0.98
O75531_BANF1	57.46	stable	0.75	TRUE	0.62
O75533_SF3B1	60.24	stable	0.74	TRUE	0.94
O75534-2_CSDE1	49.97	medium	0.51	TRUE	1
O75554_WBP4		non-melter	0.76	TRUE	0.91
O75570_MTRF1	53.66	medium	0.59	TRUE	0.97
O75582_RPS6KA5	52.26	medium	0.6	TRUE	0.95
O75600_GCAT	54.98	medium	0.61	TRUE	0.97
O75607_NPM3	56.84	medium	0.61	TRUE	0.87
O75608-2_LYPLA1	57.55	stable	0.68	TRUE	0.93
O75616_ERAL1	49.29	medium	0.47	TRUE	0.99
O75629_CREG1		non-melter	0.68	TRUE	0.71
O75643_SNRNP200	54.61	medium	0.6	TRUE	0.97
O75648_TRMU	54.4	medium	0.63	TRUE	0.98
O75663_TIPRL	53.51	medium	0.59	TRUE	1
O75688_PPM1B	54.01	medium	0.61	TRUE	1
O75689_ADAP1	56.1	stable	0.68	TRUE	0.94
O75695_RP2	53.74	medium	0.58	TRUE	0.98
O75717_WDHD1	52.46	medium	0.56	TRUE	0.99
O75746_SLC25A12		non-melter	0.83	TRUE	0.82
O75781_PALM		non-melter	0.73	TRUE	0.89
O75792_RNASEH2A	52.58	medium	0.57	TRUE	1
O75794_CDC123	50.41	medium	0.49	TRUE	0.98
O75808_SOLH	51.8	medium	0.59	TRUE	0.93
O75818-2_RPP40		non-melter	0.91	TRUE	0.02
O75821_EIF3G	56.46	stable	0.66	TRUE	0.99
O75822_EIF3J	58.13	stable	0.82	TRUE	0.73
O75828_CBR3	54	medium	0.59	TRUE	0.99
O75832_PSMD10	52.17	medium	0.57	TRUE	0.96
O75844_ZMPSTE24	61.37	stable	0.7	TRUE	0.8
O75874_IDH1	56.25	medium	0.65	TRUE	0.98
O75884_RBBP9	54.71	medium	0.61	TRUE	1
O75886_STAM2	53.04	medium	0.58	TRUE	0.98
O75915_ARL6IP5		non-melter	0.75	TRUE	0.84
O75920-2_SERF1A	56.55	stable	0.76	TRUE	0.42
O75928-3_PIAS2	51.14	medium	0.58	TRUE	0.98
O75934_BCAS2		non-melter		FALSE	
O75937_DNAJC8	53.08	medium	0.59	TRUE	0.97
O75940_SMNDC1		non-melter	0.88	TRUE	0.23
O75947_ATP5H		non-melter	1.12	TRUE	0.69
O75964_ATP5L		non-melter	0.74	TRUE	0.55
O75976_CPD	55.22	medium	0.63	TRUE	1
O76003_GLRX3	53.8	medium	0.61	TRUE	0.97
O76024_WFS1	52.38	medium	0.54	TRUE	0.98
O76031_CLPX	51.87	medium	0.55	TRUE	1
O76041-2_NEBL		non-melter	0.74	TRUE	0.89
O76070_SNCG		non-melter	0.73	TRUE	0.89
O76071_CIAO1	54.47	medium	0.6	TRUE	0.98
O76075-2_DFFB	57.54	stable	0.79	TRUE	0.23
O76080_ZFAND5		non-melter	0.83	TRUE	0.17
O76094_SRP72	50.5	medium	0.49	TRUE	0.94
O76095-2_JTB		non-melter	0.76	TRUE	0.78
O94760_DDAH1	56.7	medium	0.64	TRUE	0.94
O94761_RECQL4	50.45	medium	0.56	TRUE	0.93
O94766_B3GAT3	53.56	medium	0.58	TRUE	0.97
O94776_MTA2	54.42	medium	0.6	TRUE	0.98
O94782_USP1	51.87	medium	0.59	TRUE	0.97
O94788-2_ALDH1A2	57.98	stable	0.73	TRUE	0.94
O94804_STK10	49.79	medium	0.49	TRUE	0.99
O94811_TPPP	55.87	stable	0.68	TRUE	0.99
O94813-3_SLIT2		non-melter	1.08	TRUE	0.31
O94819_KBTBD11	52.99	medium	0.56	TRUE	0.97
O94822_LTN1	52.34	medium	0.6	TRUE	0.98
O94826_TOMM70A	51.99	medium	0.55	TRUE	0.98
O94829_IPO13	53.33	medium	0.59	TRUE	0.99
O94830_DDHD2	61.62	stable	0.8	TRUE	0.88
O94832_MYO1D	50.9	medium	0.51	TRUE	0.99
O94851-5_MICAL2	48.7	medium	0.42	TRUE	0.94
O94855_SEC24D	53.02	medium	0.6	TRUE	0.98
O94864-2_SUPT7L	53.29	medium	0.61	TRUE	0.99
O94874_UFL1	51.62	medium	0.55	TRUE	0.99
O94885_SASH1	49.45	medium	0.48	TRUE	0.96
O94888_UBXN7	56.73	stable	0.66	TRUE	0.99
O94898_LRIG2	55.46	medium	0.62	TRUE	0.96
O94903_PROSC	51.55	medium	0.55	TRUE	1
O94905_ERLIN2	62.69	stable	0.76	TRUE	0.92
O94919_ENDOD1	62.92	stable	0.74	TRUE	0.86
O94921_CDK14	49.67	medium	0.45	TRUE	0.97
O94925-3_GLS	52.79	medium	0.56	TRUE	0.99
O94927_HAUS5	51.23	medium	0.52	TRUE	0.97
O94967-2_WDR47	61.11	stable	0.8	TRUE	0.95
O94973_AP2A2	57.22	stable	0.68	TRUE	0.97
O94973-2_AP2A2	54.47	medium	0.6	TRUE	0.98
O94992_HEXIM1		non-melter	0.88	TRUE	0.07
O95067_CCNB2	50.84	medium	0.53	TRUE	1
O95081_AGFG2	50.26	medium	0.48	TRUE	0.98
O95104-3_SCAF4	50.32	medium	0.5	TRUE	0.98
O95136_S1PR2		non-melter	0.77	TRUE	0.86
O95139_NDUFB6		non-melter	0.86	TRUE	0.14
O95140_MFN2	58.37	stable	0.69	TRUE	0.94
O95155-2_UBE4B	54.07	medium	0.61	TRUE	0.98
O95159_ZFPL1	54.15	medium	0.59	TRUE	0.99
O95163_IKBKAP	56.51	medium	0.61	TRUE	0.59
O95167_NDUFA3		non-melter	1.1	TRUE	0.69
O95168_NDUFB4		non-melter	0.81	TRUE	0.39
O95197-7_RTN3	60.64	stable	0.76	TRUE	0.86
O95202_LETM1	55.91	stable	0.66	TRUE	0.99
O95218-2_ZRANB2		non-melter	0.89	TRUE	0.2
O95219_SNX4	50.38	medium	0.5	TRUE	0.98
O95229_ZWINT	51.33	medium	0.57	TRUE	0.99
O95251-4_KAT7	53.02	medium	0.64	TRUE	0.76
O95273_CCNDBP1	53.26	medium	0.63	TRUE	0.94
O95292_VAPB	56.63	stable	0.66	TRUE	0.99
O95295_SNAPIN	61.7	stable	0.75	TRUE	0.98
O95297-2_MPZL1		non-melter	0.78	TRUE	0.91
O95298-2_NDUFC2		non-melter	0.79	TRUE	0.26
O95302_FKBP9	54.67	stable	0.68	TRUE	0.99
O95336_PGLS	59.09	stable	0.67	TRUE	0.85
O95347_SMC2	50.59	medium	0.51	TRUE	0.98
O95352_ATG7	53.66	medium	0.58	TRUE	0.98
O95363_FARS2	53.02	medium	0.57	TRUE	0.9
O95365_ZBTB7A	55.05	medium	0.6	TRUE	0.9
O95372_LYPLA2	56.86	stable	0.67	TRUE	0.98
O95373_IPO7	57.09	stable	0.67	TRUE	0.98
O95376_ARIH2	54.89	medium	0.62	TRUE	0.99
O95391_SLU7	47.56	medium	0.44	TRUE	0.93
O95394_PGM3	52.45	medium	0.55	TRUE	0.99
O95396_MOCS3	51.09	medium	0.53	TRUE	0.99
O95400_CD2BP2	47.25	medium	0.61	TRUE	0.95
O95405_ZFYVE9	55.41	stable	0.71	TRUE	0.96
O95429-2_BAG4	54.4	medium	0.63	TRUE	0.99
O95433_AHSA1	53.92	medium	0.61	TRUE	0.98
O95453-2_PARN	52.69	medium	0.58	TRUE	0.99
O95455_TGDS	50.58	stable	0.66	TRUE	0.78
O95456_PSMG1	60.82	stable	0.76	TRUE	0.93
O95470_SGPL1	54.88	medium	0.62	TRUE	0.98
O95486_SEC24A	52.6	medium	0.56	TRUE	0.99
O95487-2_SEC24B	51.61	medium	0.54	TRUE	0.99
O95544_NADK		non-melter	0.9	TRUE	0.18
O95551_TDP2	52.65	medium	0.58	TRUE	1
O95573_ACSL3	52.51	medium	0.56	TRUE	1
O95600_KLF8	53.64	stable	0.69	TRUE	0.96
O95613-2_PCNT	57.15	stable	0.65	TRUE	0.98
O95620_DUS4L	55.45	medium	0.62	TRUE	0.97
O95628-5_CNOT4	52.47	medium	0.56	TRUE	0.98
O95630_STAMBP	51.43	medium	0.54	TRUE	0.98
O95671-2_ASMTL	52.96	medium	0.58	TRUE	1
O95684_FGFR1OP	53.5	medium	0.64	TRUE	0.96
O95716_RAB3D	59.2	stable	0.7	TRUE	0.92
O95721_SNAP29		non-melter	0.76	TRUE	0.94
O95747_OXSR1	51.34	medium	0.52	TRUE	0.91
O95751_LDOC1	49.36	medium	0.47	TRUE	0.99
O95755-2_RAB36	54.04	stable	0.67	TRUE	0.96
O95758-1_PTBP3	48.73	medium	0.49	TRUE	0.98
O95777_NAA38		non-melter	0.73	TRUE	0.93
O95782-2_AP2A1	55.86	medium	0.63	TRUE	0.99
O95816_BAG2	60.22	stable	0.82	TRUE	0.86
O95817_BAG3		non-melter	0.78	TRUE	0.85
O95822_MLYCD	56.87	stable	0.67	TRUE	0.96
O95825_CRYZL1	63.14	stable	0.74	TRUE	0.66
O95831-3_AIFM1	62.66	stable	0.73	TRUE	0.73
O95835_LATS1	48.86	medium	0.54	TRUE	0.99
O95857_TSPAN13		non-melter	0.74	TRUE	0.64
O95865_DDAH2	58.19	stable	0.7	TRUE	0.97
O95873_C6orf47		non-melter	0.82	TRUE	0.4
O95881_TXNDC12	54.72	medium	0.64	TRUE	0.98
O95905_ECD	54.5	medium	0.63	TRUE	0.95
O95926_SYF2		non-melter	0.81	TRUE	0.31
O95989_NUDT3	58.11	stable	0.71	TRUE	0.91
O95997_PTTG1	55.34	stable	0.65	TRUE	0.97
O95999_BCL10	51.79	medium	0.57	TRUE	0.99
O96000_NDUFB10		non-melter	0.72	TRUE	0.66
O96006_ZBED1	52.05	medium	0.54	TRUE	0.97
O96008_TOMM40		non-melter	0.84	TRUE	0.63
O96011_PEX11B		non-melter	0.74	TRUE	0.95
O96013_PAK4	52.29	medium	0.56	TRUE	1
O96017_CHEK2	52.54	medium	0.57	TRUE	1
O96019_ACTL6A	54.88	medium	0.62	TRUE	0.99
O96033_MOCS2	57.58	stable	0.67	TRUE	0.87
P00167-2_CYB5A		non-melter	0.71	TRUE	0.9
P00338_LDHA		non-melter	0.87	TRUE	0.35
P00367_GLUD1	63.89	stable	0.91	TRUE	0.4
P00374_DHFR	49.6	medium	0.49	TRUE	0.99
P00387-2_CYB5R3	57.57	stable	0.69	TRUE	0.96
P00390-2_GSR	57.8	stable	0.75	TRUE	0.81
P00403_MT-CO2		non-melter	1.16	TRUE	0.46
P00441_SOD1		non-melter	1.1	TRUE	0.27
P00491_PNP		non-melter	0.76	TRUE	0.95
P00492_HPRT1		non-melter	0.9	TRUE	0.21
P00505_GOT2		non-melter	0.76	TRUE	0.38
P00519-2_ABL1	50.48	medium	0.55	TRUE	0.99
P00558_PGK1	55.11	medium	0.62	TRUE	0.99
P00813_ADA	54.96	medium	0.65	TRUE	0.97
P00918_CA2	53.56	medium	0.58	TRUE	1
P01034_CST3		non-melter	0.75	TRUE	0.88
P01111_NRAS	62.33	stable	0.74	TRUE	0.9
P01112_HRAS	62.38	stable	0.74	TRUE	0.91
P01116_KRAS	56.01	medium	0.6	TRUE	0.92
P01116-2_KRAS	61.92	stable	0.71	TRUE	0.86
P01814_	54.76	medium	0.63	TRUE	0.94
P01889_HLA-B		non-melter	0.74	TRUE	0.96
P02008_HBZ	60.67	stable	0.79	TRUE	0.85
P02100_HBE1	61.53	stable	0.79	TRUE	0.82
P02545_LMNA	61.18	stable	0.85	TRUE	0.89
P02786_TFRC		non-melter	0.79	TRUE	0.71
P02794_FTH1	51.66	medium	0.56	TRUE	0.99
P02795_MT2A		non-melter	1.06	TRUE	0.47
P03928_MT-ATP8		non-melter	0.86	TRUE	0.39
P04040_CAT		non-melter	0.72	TRUE	0.77
P04066_FUCA1	63.13	stable	0.75	TRUE	0.89
P04075_ALDOA		non-melter	0.92	TRUE	0.21
P04080_CSTB	52.58	medium	0.55	TRUE	0.96
P04083_ANXA1	51.89	medium	0.55	TRUE	0.99
P04150-9_NR3C1	49.63	medium	0.46	TRUE	0.99
P04181_OAT	57.96	stable	0.7	TRUE	0.97
P04183_TK1		non-melter	0.73	TRUE	0.86
P04350_TUBB4A	57.04	stable	0.66	TRUE	0.97
P04406_GAPDH	66.08	stable	0.95	TRUE	0.71
P04626-4_ERBB2	49.08	medium	0.52	TRUE	0.94
P04632_CAPNS1	61.65	stable	0.74	TRUE	0.94
P04792_HSPB1	48.99	medium	0.52	TRUE	0.97
P04818_TYMS	50.73	medium	0.5	TRUE	1
P04843_RPN1	58.69	stable	0.75	TRUE	0.95
P04844-2_RPN2	57.65	stable	0.78	TRUE	0.97
P04899_GNAI2	56.75	stable	0.67	TRUE	0.96
P04920-2_SLC4A2	52.76	medium	0.55	TRUE	0.98
P05023-4_ATP1A1	62.87	stable	0.87	TRUE	0.85
P05091_ALDH2	59.24	stable	0.77	TRUE	0.94
P05141_SLC25A5		non-melter	0.77	TRUE	0.91
P05198_EIF2S1	53.2	medium	0.58	TRUE	1
P05204_HMGN2		non-melter	0.83	TRUE	0.31
P05386_RPLP1		non-melter	1.06	TRUE	0.5
P05387_RPLP2		non-melter	1.1	TRUE	0.32
P05388_RPLP0	54.88	stable	0.67	TRUE	0.9
P05412_JUN		non-melter	0.77	TRUE	0.9
P05455_SSB	54.98	medium	0.61	TRUE	0.99
P05556_ITGB1		non-melter	0.74	TRUE	0.95
P05771-2_PRKCB	52.21	medium	0.56	TRUE	0.92
P05783_KRT18	52.61	medium	0.54	TRUE	0.97
P05976-2_MYL1		non-melter	1.07	TRUE	0.47
P06132_UROD		non-melter	0.84	TRUE	0.69
P06241_FYN	50.98	medium	0.5	TRUE	0.99
P06280_GLA	54.42	medium	0.58	TRUE	0.9
P06400_RB1	54.29	medium	0.58	TRUE	0.94
P06493_CDK1	50.67	medium	0.52	TRUE	1
P06576_ATP5B		non-melter	0.98	TRUE	0.36
P06733_ENO1	59.83	stable	0.74	TRUE	0.93
P06737-2_PYGL	61.97	stable	0.81	TRUE	0.9
P06744_GPI	55.59	medium	0.63	TRUE	0.98
P06748_NPM1	63.85	stable	0.75	TRUE	0.92
P06753-2_TPM3		non-melter	0.83	TRUE	0.71
P06756-3_ITGAV		non-melter	0.86	TRUE	0.34
P07108_DBI		non-melter	0.71	TRUE	0.72
P07195_LDHB		non-melter	0.93	TRUE	0.13
P07196_NEFL	65.01	stable	0.92	TRUE	0.47
P07203_GPX1		non-melter	0.71	TRUE	0.67
P07204_THBD		non-melter	0.71	TRUE	0.53
P07205_PGK2	52.02	medium	0.53	TRUE	0.98
P07237_P4HB		non-melter	0.79	TRUE	0.95
P07339_CTSD	58.15	stable	0.68	TRUE	0.93
P07355_ANXA2	54.38	medium	0.6	TRUE	0.98
P07384_CAPN1		non-melter	0.77	TRUE	0.68
P07686_HEXB	64.11	stable	0.77	TRUE	0.66
P07711_CTSL1	54.29	stable	0.67	TRUE	0.77
P07737_PFN1	55.75	stable	0.65	TRUE	0.99
P07738_BPGM	57.89	stable	0.67	TRUE	0.96
P07741_APRT	59.57	stable	0.72	TRUE	0.95
P07858_CTSB	59.52	stable	0.71	TRUE	0.97
P07900_HSP90AA1	54.6	medium	0.61	TRUE	0.98
P07902_GALT	56.1	medium	0.62	TRUE	0.97
P07919_UQCRH		non-melter	1.05	TRUE	0.46
P07948_LYN	51.2	medium	0.53	TRUE	0.98
P07954-2_FH	55.56	medium	0.63	TRUE	0.95
P07992_ERCC1	51.69	medium	0.53	TRUE	0.97
P08047_SP1	54.03	medium	0.6	TRUE	0.96
P08107_HSPA1A	57.03	stable	0.68	TRUE	0.97
P08133_ANXA6	52.63	medium	0.56	TRUE	1
P08237_PFKM		non-melter	0.83	TRUE	0.67
P08238_HSP90AB1	54.98	medium	0.63	TRUE	0.98
P08240_SRPR	52.13	medium	0.55	TRUE	1
P08243-2_ASNS	53.73	medium	0.58	TRUE	0.99
P08397-2_HMBS		non-melter	0.71	TRUE	0.51
P08559-3_PDHA1	53.45	medium	0.59	TRUE	0.99
P08574_CYC1	64.15	stable	0.92	TRUE	0.3
P08579_SNRPB2	59.87	stable	0.71	TRUE	0.93
P08581_MET	54.69	medium	0.62	TRUE	0.99
P08582_MFI2	57.7	stable	0.67	TRUE	0.99
P08648_ITGA5		non-melter	0.73	TRUE	0.82
P08670_VIM		non-melter	0.96	TRUE	0.3
P08754_GNAI3	57.37	stable	0.69	TRUE	0.97
P08758_ANXA5	52.01	medium	0.54	TRUE	0.99
P09104_ENO2	58.91	stable	0.68	TRUE	0.88
P09110_ACAA1	57.37	stable	0.67	TRUE	0.95
P09132_SRP19	57.34	stable	0.66	TRUE	0.96
P09211_GSTP1	53.73	medium	0.59	TRUE	0.99
P09234_SNRPC		non-melter	1.02	TRUE	-0.42
P09382_LGALS1	63	stable	0.86	TRUE	0.27
P09417_QDPR	54.85	medium	0.61	TRUE	0.99
P09429_HMGB1	54.85	stable	0.69	TRUE	0.9
P09486_SPARC	58.21	stable	0.72	TRUE	0.98
P09493-4_TPM1		non-melter	0.79	TRUE	0.93
P09496-2_CLTA		non-melter	1.21	TRUE	0.4
P09497-2_CLTB		non-melter	1.16	TRUE	0.67
P09525_ANXA4	51.73	medium	0.54	TRUE	0.99
P09543-2_CNP	51.49	medium	0.53	TRUE	0.99
P09601_HMOX1	54.25	medium	0.59	TRUE	0.94
P09622_DLD		non-melter	0.87	TRUE	0.26
P09661_SNRPA1	63.81	stable	0.92	TRUE	0.54
P09874_PARP1	50.13	medium	0.5	TRUE	0.99
P09936_UCHL1	54.47	medium	0.62	TRUE	0.99
P09958_FURIN	59.22	stable	0.73	TRUE	0.98
P09960_LTA4H	57.89	stable	0.7	TRUE	0.98
P09972_ALDOC		non-melter	0.82	TRUE	0.62
P0C2W1_FBXO45	49.88	medium	0.46	TRUE	0.98
P0C7P0_CISD3	49.08	medium	0.43	TRUE	0.99
P0C7T5_ATXN1L	51.36	medium	0.53	TRUE	0.98
P0CG12_CHTF8		non-melter	0.79	TRUE	0.49
P0CG35_TMSB15B		non-melter	0.86	TRUE	0.1
P0CW22_RPS17L	65.29	stable	0.92	TRUE	0.9
P0DI83_RAB34		non-melter	0.72	TRUE	0.83
P0DJ93_SMIM13		non-melter	0.91	TRUE	0.27
P10109_FDX1		non-melter	0.78	TRUE	0.9
P10155-3_TROVE2		non-melter	0.86	TRUE	0.09
P10253_GAA		non-melter	0.84	TRUE	0.5
P10301_RRAS	59.15	stable	0.73	TRUE	0.86
P10398_ARAF	50.79	medium	0.51	TRUE	1
P10586-2_PTPRF	52.12	medium	0.59	TRUE	0.99
P10588_NR2F6	50.08	medium	0.49	TRUE	1
P10599_TXN		non-melter	0.87	TRUE	0.39
P10606_COX5B		non-melter	1.08	TRUE	0.61
P10619_CTSA	63.77	stable	0.75	TRUE	0.71
P10636_MAPT		non-melter	0.75	TRUE	0.87
P10644_PRKAR1A	52.82	medium	0.59	TRUE	0.98
P10746_UROS	53.08	medium	0.58	TRUE	0.99
P10768_ESD	55.95	medium	0.64	TRUE	0.99
P10809_HSPD1	58.27	stable	0.72	TRUE	0.97
P10909-4_CLU	51.75	medium	0.59	TRUE	0.99
P11021_HSPA5	60.11	stable	0.73	TRUE	0.99
P11047_LAMC1	53.87	medium	0.62	TRUE	0.99
P11142_HSPA8	57.41	stable	0.69	TRUE	0.97
P11166_SLC2A1		non-melter	0.75	TRUE	0.94
P11169_SLC2A3		non-melter	0.68	TRUE	0.98
P11171_EPB41	52.58	medium	0.56	TRUE	0.99
P11171-4_EPB41	52.6	medium	0.54	TRUE	0.98
P11172_UMPS	54.85	medium	0.62	TRUE	1
P11177-2_PDHB	53.1	medium	0.58	TRUE	0.99
P11216_PYGB	56.19	medium	0.64	TRUE	0.97
P11233_RALA	64.56	stable	0.75	TRUE	0.86
P11234_RALB	57.88	stable	0.69	TRUE	0.94
P11274-2_BCR	50.59	medium	0.54	TRUE	0.98
