Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
P07738_BPGM	52.51	medium	0.46	TRUE	0.99
P07741_APRT	66.19	stable	0.87	TRUE	0.97
P07814_EPRS	49.56	medium	0.38	TRUE	0.96
P07858_CTSB	51.32	medium	0.43	TRUE	0.75
P07900_HSP90AA1	52.89	medium	0.52	TRUE	0.89
P07902_GALT	60.34	stable	0.71	TRUE	0.99
P07919_UQCRH		non-melter	0.79	TRUE	0.6
P07942_LAMB1	67.69	stable	0.8	TRUE	0.83
P07947_YES1	49.93	medium	0.38	TRUE	1
P07951_TPM2		non-melter	0.87	TRUE	0.97
P07951-2_TPM2		non-melter	1.17	TRUE	0.71
P07954-2_FH	49.15	medium	0.35	TRUE	0.99
P07992_ERCC1	51.62	medium	0.44	TRUE	1
P07996_THBS1	67.53	stable	0.73	TRUE	0.96
P08047_SP1		non-melter	0.76	TRUE	0.94
P08107_HSPA1A	55.42	medium	0.55	TRUE	0.99
P08133_ANXA6	51.85	medium	0.45	TRUE	0.99
P08195-2_SLC3A2		non-melter	0.86	TRUE	0.46
P08237_PFKM	64.38	stable	0.81	TRUE	0.9
P08238_HSP90AB1	52.83	medium	0.52	TRUE	0.85
P08240-2_SRPR	51.71	medium	0.44	TRUE	0.99
P08243-2_ASNS	51.61	medium	0.43	TRUE	0.98
P08397-2_HMBS		non-melter	0.89	TRUE	0.51
P08559-3_PDHA1	48.96	medium	0.36	TRUE	0.98
P08572_COL4A2	68.05	stable	0.85	TRUE	0.95
P08579_SNRPB2	60.51	stable	0.72	TRUE	0.96
P08581_MET	52.33	medium	0.49	TRUE	0.99
P08582_MFI2	67.91	stable	0.95	TRUE	0.11
P08621_SNRNP70	53.11	medium	0.6	TRUE	0.93
P08651-2_NFIC	69.64	stable	0.88	TRUE	0.93
P08670_VIM		non-melter	0.91	TRUE	0.94
P08727_KRT19	63.68	stable	0.77	TRUE	0.99
P08729_KRT7	59.97	stable	0.7	TRUE	0.99
P08754_GNAI3	54.01	medium	0.52	TRUE	0.99
P08779_KRT16		non-melter	1.21	TRUE	0.1
P09012_SNRPA	60.8	stable	0.74	TRUE	0.87
P09038-2_FGF2	59.51	stable	0.66	TRUE	0.98
P09110_ACAA1	62.69	stable	0.69	TRUE	0.97
P09132_SRP19	48.47	non-stable	0.32	TRUE	0.99
P09234_SNRPC		non-melter	1.2	TRUE	0.67
P09382_LGALS1	66.51	stable	0.84	TRUE	0.92
P09417_QDPR	53.58	medium	0.48	TRUE	1
P09429_HMGB1		non-melter	0.8	TRUE	0.56
P09455_RBP1	53.6	medium	0.48	TRUE	0.96
P09493-10_TPM1		non-melter	1.16	TRUE	0.83
P09493-3_TPM1		non-melter	1.08	TRUE	0.83
P09493-9_TPM1		non-melter	1.3	TRUE	0.44
P09496-2_CLTA		non-melter	1.29	TRUE	0.57
P09497-2_CLTB		non-melter	1.33	TRUE	0.68
P09525_ANXA4	50.75	medium	0.39	TRUE	0.92
P09543-2_CNP	49.92	medium	0.38	TRUE	0.97
P09601_HMOX1	61.34	stable	0.73	TRUE	1
P09622_DLD		non-melter	0.99	TRUE	0.5
P09661_SNRPA1	60.73	stable	0.74	TRUE	0.8
P09668_CTSH	67.07	stable	0.86	TRUE	0.99
P09874_PARP1	48.94	non-stable	0.34	TRUE	0.97
P09884_POLA1	52.8	medium	0.49	TRUE	0.97
P09936_UCHL1	60.62	stable	0.72	TRUE	0.87
P09960_LTA4H	58	medium	0.62	TRUE	0.98
P09972_ALDOC	66	stable	0.87	TRUE	0.79
P0C7T5_ATXN1L	57.86	stable	0.65	TRUE	0.98
P0CAP2_POLR2M		non-melter	0.98	TRUE	0.18
P0CG12_CHTF8		non-melter	0.97	TRUE	0.57
P0CG35_TMSB15B		non-melter	1.16	TRUE	0.71
P0CW22_RPS17L	58.31	medium	0.63	TRUE	0.92
P0DI82_TRAPPC2P1	52.83	medium	0.48	TRUE	0.99
P0DI83_RAB34		non-melter	0.9	TRUE	0
P10070_GLI2	67.84	stable	0.76	TRUE	0.96
P10075_GLI4		non-melter	0.84	TRUE	0.21
P10109_FDX1		non-melter	0.92	TRUE	0.2
P10155_TROVE2	64.95	stable	0.85	TRUE	0.84
P10253_GAA	63.55	stable	0.8	TRUE	0.96
P10301_RRAS	57.53	medium	0.63	TRUE	0.96
P10398_ARAF	46.65	non-stable	0.29	TRUE	0.92
P10412_HIST1H1E		non-melter	1.14	TRUE	0.51
P10451-5_SPP1		non-melter	0.88	TRUE	0.44
P10515_DLAT	60.95	stable	0.74	TRUE	0.79
P10586-2_PTPRF	53.91	medium	0.53	TRUE	0.99
P10606_COX5B		non-melter	0.87	TRUE	0.33
P10619_CTSA	52.26	medium	0.45	TRUE	0.99
P10644_PRKAR1A	52.12	medium	0.45	TRUE	0.97
P10746_UROS	51.49	medium	0.43	TRUE	0.97
P10768_ESD	57.33	medium	0.6	TRUE	1
P10809_HSPD1	50.1	medium	0.38	TRUE	0.97
P10909-4_CLU	60.78	stable	0.78	TRUE	0.72
P11021_HSPA5	59.8	stable	0.68	TRUE	0.99
P11047_LAMC1	54.81	medium	0.61	TRUE	0.96
P11117_ACP2	57.01	medium	0.61	TRUE	0.97
P11137-3_MAP2	57.61	stable	0.68	TRUE	0.78
P11142_HSPA8	55.83	medium	0.57	TRUE	1
P11171-3_EPB41		non-melter	0.88	TRUE	0.18
P11172_UMPS	52.41	medium	0.45	TRUE	1
P11177-3_PDHB	47.6	non-stable	0.31	TRUE	0.96
P11182_DBT	55.45	medium	0.54	TRUE	0.95
P11216_PYGB	55.08	medium	0.55	TRUE	0.95
P11233_RALA	57.65	medium	0.61	TRUE	0.98
P11274_BCR	54.89	medium	0.57	TRUE	0.99
P11279_LAMP1		non-melter	0.98	TRUE	0.47
P11310_ACADM	51.38	medium	0.44	TRUE	0.98
P11387_TOP1	51.29	medium	0.43	TRUE	1
P11388_TOP2A		non-melter	0.86	TRUE	0.88
P11413_G6PD	52.88	medium	0.48	TRUE	0.97
P11441_UBL4A	64	stable	0.74	TRUE	0.94
P11498_PC	47.63	non-stable	0.32	TRUE	0.99
P11586_MTHFD1	45.95	non-stable	0.27	TRUE	0.97
P11717_IGF2R		non-melter	0.87	TRUE	0.33
P11766_ADH5	59.92	stable	0.68	TRUE	0.99
P11802_CDK4	51.43	medium	0.44	TRUE	1
P11908_PRPS2	59.04	stable	0.66	TRUE	0.89
P11926_ODC1		non-melter	0.97	TRUE	0.29
P11940_PABPC1	53.23	medium	0.51	TRUE	0.99
P12004_PCNA	56.47	medium	0.58	TRUE	0.99
P12109_COL6A1	56.9	medium	0.63	TRUE	0.97
P12270_TPR	68.07	stable	0.88	TRUE	0.75
P12277_CKB	61.48	stable	0.73	TRUE	0.95
P12429_ANXA3	51.8	medium	0.43	TRUE	0.91
P12532_CKMT1A	66.49	stable	0.87	TRUE	0.66
P12694_BCKDHA	50.46	medium	0.41	TRUE	0.98
P12814_ACTN1	62.67	stable	0.77	TRUE	0.88
P12931_SRC	55.63	medium	0.54	TRUE	0.99
P12955_PEPD	59.14	medium	0.65	TRUE	0.83
P12956_XRCC6	52.54	medium	0.47	TRUE	0.99
P13010_XRCC5	47.87	non-stable	0.34	TRUE	0.93
P13051_UNG	51.17	medium	0.42	TRUE	0.99
P13056_NR2C1	53.69	medium	0.5	TRUE	0.98
P13489_RNH1	56.79	medium	0.59	TRUE	0.95
P13498_CYBA		non-melter	0.94	TRUE	0
P13639_EEF2	59.18	stable	0.66	TRUE	0.99
P13647_KRT5		non-melter	0.6	TRUE	0.06
P13667_PDIA4	55.68	medium	0.56	TRUE	0.99
P13674-2_P4HA1	53.62	medium	0.48	TRUE	0.96
P13693_TPT1	55.77	medium	0.63	TRUE	0.92
P13797_PLS3	58.27	medium	0.64	TRUE	0.94
P13798_APEH	66.79	stable	0.9	TRUE	0.82
P13804_ETFA	46.22	non-stable	0.27	TRUE	0.97
P13807-2_GYS1	55.64	medium	0.55	TRUE	0.89
P13861_PRKAR2A	52.25	medium	0.46	TRUE	0.98
P13928_ANXA8	50.69	medium	0.39	TRUE	0.86
P13929_ENO3	59.83	stable	0.68	TRUE	0.98
P13984_GTF2F2	57.19	medium	0.64	TRUE	0.99
P13995_MTHFD2	46.83	non-stable	0.27	TRUE	0.99
P14174_MIF	68.9	stable	0.94	TRUE	0.88
P14314-2_PRKCSH		non-melter	1.16	TRUE	0.13
P14324-2_FDPS	48.97	medium	0.35	TRUE	0.99
P14550_AKR1A1	51.56	medium	0.44	TRUE	0.95
P14618_PKM	58.69	medium	0.65	TRUE	0.95
P14618-2_PKM	61.07	stable	0.73	TRUE	0.83
P14621_ACYP2	61.35	stable	0.71	TRUE	0.92
P14625_HSP90B1	53.04	medium	0.54	TRUE	0.9
P14635_CCNB1	52.73	medium	0.47	TRUE	0.99
P14649_MYL6B		non-melter	1.28	TRUE	0.9
P14678-2_SNRPB	67.62	stable	0.94	TRUE	0.63
P14735_IDE	53.78	medium	0.51	TRUE	0.96
P14854_COX6B1		non-melter	0.75	TRUE	0.92
P14866_HNRNPL	50.41	medium	0.39	TRUE	0.98
P14868_DARS	52.26	medium	0.44	TRUE	0.99
P14923_JUP	58.81	medium	0.64	TRUE	0.99
P14927_UQCRB		non-melter	0.81	TRUE	0.86
P15056_BRAF	53.15	medium	0.51	TRUE	0.98
P15121_AKR1B1	55.69	medium	0.55	TRUE	0.97
P15151-3_PVR	69.19	stable	0.85	TRUE	0.85
P15170-2_GSPT1	55.54	medium	0.56	TRUE	1
P15248_IL9		non-melter	0.84	TRUE	0.21
P15289_ARSA	68.21	stable	0.89	TRUE	0.95
P15311_EZR	55.31	medium	0.55	TRUE	0.95
P15374_UCHL3	58.72	stable	0.65	TRUE	0.97
P15428_HPGD	49.87	medium	0.37	TRUE	0.74
P15529-15_CD46		non-melter	0.94	TRUE	0.08
P15531_NME1	64.31	stable	0.85	TRUE	0.77
P15735-2_PHKG2	52.32	medium	0.49	TRUE	0.99
P15822_HIVEP1	56.01	stable	0.67	TRUE	0.99
P15848_ARSB	67.38	stable	0.86	TRUE	0.9
P15880_RPS2	52.83	medium	0.48	TRUE	0.98
P15882_CHN1	52.51	medium	0.45	TRUE	0.99
P15924_DSP	51.12	medium	0.46	TRUE	0.99
P15927_RPA2	58.18	medium	0.64	TRUE	1
P16070-18_CD44		non-melter	0.94	TRUE	0.35
P16144-4_ITGB4	63.54	stable	0.77	TRUE	0.95
P16152_CBR1	54.8	medium	0.52	TRUE	0.91
P16157-11_ANK1		non-melter	0.7	TRUE	0.94
P16220-2_CREB1		non-melter	0.94	TRUE	0.62
P16278-3_GLB1	51.62	medium	0.45	TRUE	0.98
P16298_PPP3CB	60.96	stable	0.71	TRUE	0.99
P16333_NCK1	51.41	medium	0.46	TRUE	0.98
P16383_GCFC2	53.43	medium	0.61	TRUE	0.96
P16401_HIST1H1B		non-melter	0.89	TRUE	0.67
P16403_HIST1H1C	65.76	stable	0.83	TRUE	0.76
P16455_MGMT	51.85	medium	0.43	TRUE	0.96
P16885_PLCG2	67.34	stable	0.93	TRUE	0.68
P16930_FAH	67.69	stable	0.94	TRUE	0.87
P16949_STMN1		non-melter	0.91	TRUE	0.82
P16989_YBX3		non-melter	1.28	TRUE	0.58
P16989-2_YBX3		non-melter	0.94	TRUE	0.88
P17028_ZNF24	60.56	stable	0.75	TRUE	0.99
P17029_ZKSCAN1		non-melter	0.92	TRUE	0.02
P17039_ZNF30		non-melter	1.05	TRUE	0.44
P17050_NAGA	61.3	stable	0.73	TRUE	0.95
P17066_HSPA6	56.32	medium	0.58	TRUE	1
P17096_HMGA1		non-melter	1.11	TRUE	0.35
P17098_ZNF8		non-melter	0.92	TRUE	0.81
P17174_GOT1	69.7	stable	0.96	TRUE	0.89
P17252_PRKCA	50.02	medium	0.38	TRUE	1
P17275_JUNB		non-melter	0.89	TRUE	0.91
P17302_GJA1	55.86	medium	0.59	TRUE	0.71
P17480-2_UBTF	55.48	medium	0.58	TRUE	0.99
P17516_AKR1C4	52.65	medium	0.52	TRUE	0.99
P17535_JUND		non-melter	0.84	TRUE	0.85
P17544-4_ATF7		non-melter	0.98	TRUE	0.41
P17612_PRKACA	54.4	medium	0.52	TRUE	0.94
P17655_CAPN2	57.63	medium	0.62	TRUE	0.97
P17706-2_PTPN2	51.05	medium	0.44	TRUE	0.98
P17707_AMD1	55.18	medium	0.59	TRUE	0.99
P17812_CTPS1	50.1	medium	0.37	TRUE	0.99
P17858_PFKL	51.46	medium	0.42	TRUE	0.92
P17900_GM2A	69.93	stable	0.99	TRUE	0.67
P17931_LGALS3	60.39	stable	0.71	TRUE	0.98
P17987_TCP1	59.22	stable	0.68	TRUE	0.72
P18031_PTPN1	51.12	medium	0.43	TRUE	0.98
P18065_IGFBP2		non-melter	0.88	TRUE	0.36
P18077_RPL35A	53.75	medium	0.51	TRUE	0.87
P18084_ITGB5	65.78	stable	0.75	TRUE	0.95
P18085_ARF4	51.9	medium	0.44	TRUE	0.98
P18124_RPL7	56.76	stable	0.67	TRUE	0.82
P18206-2_VCL	67.18	stable	0.91	TRUE	0.76
P18283_GPX2	58.35	medium	0.64	TRUE	0.98
P18440_NAT1	47.41	non-stable	0.31	TRUE	0.99
P18583-10_SON		non-melter	0.92	TRUE	0.87
P18615_NELFE		non-melter	0.95	TRUE	0.75
P18669_PGAM1	58.22	medium	0.63	TRUE	0.99
P18827_SDC1		non-melter	0.99	TRUE	-0.1
P18846_ATF1		non-melter	0.93	TRUE	0.03
P18858_LIG1	50.86	medium	0.42	TRUE	1
P18887_XRCC1	50.68	medium	0.41	TRUE	0.99
P19105_MYL12A	69.06	stable	0.83	TRUE	0.74
P19174-2_PLCG1	51.84	medium	0.46	TRUE	0.99
P19338_NCL		non-melter	1.29	TRUE	0.47
P19367-4_HK1	50.8	medium	0.4	TRUE	0.99
P19387_POLR2C	48.62	medium	0.36	TRUE	0.98
P19388_POLR2E	52.01	medium	0.48	TRUE	0.97
P19404_NDUFV2	65.01	stable	0.8	TRUE	0.96
P19419_ELK1	66.26	stable	0.91	TRUE	0.63
P19440_GGT1	64.15	stable	0.75	TRUE	0.94
P19447_ERCC3	49.66	medium	0.36	TRUE	0.98
P19525_EIF2AK2	46.02	non-stable	0.29	TRUE	0.95
P19532_TFE3	69.68	stable	0.83	TRUE	0.79
P19623_SRM	51.62	medium	0.44	TRUE	1
P19784_CSNK2A2	54.56	medium	0.56	TRUE	0.99
P19835_CEL		non-melter	1.27	TRUE	0
P19838_NFKB1	52.66	medium	0.49	TRUE	0.99
P19971_TYMP	64.83	stable	0.82	TRUE	0.99
P20042_EIF2S2	56.84	medium	0.62	TRUE	0.95
P20248_CCNA2	64.27	stable	0.81	TRUE	0.95
P20290_BTF3		non-melter	0.93	TRUE	0.07
P20290-2_BTF3		non-melter	1.02	TRUE	0.22
P20337_RAB3B	52.85	medium	0.45	TRUE	0.99
P20338_RAB4A	60.87	stable	0.71	TRUE	0.98
P20340-2_RAB6A	59.41	stable	0.67	TRUE	1
P20585_MSH3	52.58	medium	0.57	TRUE	0.98
P20618_PSMB1		non-melter	1.15	TRUE	0.47
P20674_COX5A		non-melter	0.86	TRUE	0.85
P20700_LMNB1		non-melter	0.8	TRUE	0.97
P20742_PZP	55.91	medium	0.58	TRUE	0.99
P20749_BCL3	50.39	medium	0.47	TRUE	0.97
P20810-5_CAST		non-melter	1.05	TRUE	0.57
P20810-6_CAST		non-melter	1	TRUE	0.17
P20839-2_IMPDH1	60.26	stable	0.75	TRUE	0.73
P20908_COL5A1	67.58	stable	0.85	TRUE	0.99
P20936-2_RASA1	52.2	medium	0.48	TRUE	0.98
P20962_PTMS		non-melter	0.8	TRUE	0.43
P21127-8_CDK11B	47.52	non-stable	0.33	TRUE	0.98
P21266_GSTM3	48.59	non-stable	0.33	TRUE	0.98
P21281_ATP6V1B2	58.75	medium	0.64	TRUE	0.94
P21283_ATP6V1C1	54.6	medium	0.52	TRUE	1
P21291_CSRP1		non-melter	0.95	TRUE	0
P21333-2_FLNA	52.98	medium	0.52	TRUE	0.89
P21359-2_NF1	52.91	medium	0.51	TRUE	0.96
P21399_ACO1	49.26	non-stable	0.34	TRUE	0.98
P21549_AGXT	59.82	stable	0.67	TRUE	0.93
P21580_TNFAIP3	54.18	medium	0.64	TRUE	0.71
P21953_BCKDHB	51.75	medium	0.43	TRUE	0.98
P21964-2_COMT	51.73	medium	0.44	TRUE	0.98
P21980_TGM2	53.71	medium	0.5	TRUE	0.99
P22033_MUT	52.89	medium	0.5	TRUE	0.96
P22059_OSBP	61.93	stable	0.75	TRUE	0.95
P22061_PCMT1	54.12	medium	0.5	TRUE	0.94
P22087_FBL	58.56	stable	0.7	TRUE	0.95
P22102_GART	48.45	non-stable	0.32	TRUE	0.99
P22307-7_SCP2	67.98	stable	0.85	TRUE	0.91
P22314_UBA1	49.29	medium	0.36	TRUE	0.95
P22392-2_NME2	64.22	stable	0.83	TRUE	0.87
P22570_FDXR	45.5	non-stable	0.25	TRUE	0.98
P22626_HNRNPA2B1	58.72	stable	0.7	TRUE	0.97
P22670_RFX1	60.52	stable	0.7	TRUE	0.95
P22676_CALB2	67.44	stable	0.75	TRUE	0.94
P22681_CBL	61.94	stable	0.77	TRUE	0.99
P22692_IGFBP4		non-melter	0.91	TRUE	0.71
P22694_PRKACB	52.92	medium	0.47	TRUE	0.99
P22830_FECH	51.33	medium	0.43	TRUE	0.99
P22897_MRC1	69.82	stable	0.94	TRUE	0.77
P23025_XPA	55.74	medium	0.55	TRUE	0.98
P23141-3_CES1	56.82	medium	0.6	TRUE	0.98
P23142-3_FBLN1	59.63	stable	0.66	TRUE	0.99
P23193_TCEA1	60.7	stable	0.75	TRUE	0.93
P23246_SFPQ	55.54	medium	0.62	TRUE	0.99
P23258_TUBG1	52.94	medium	0.47	TRUE	0.98
P23284_PPIB	52.01	medium	0.44	TRUE	0.96
P23368_ME2	54.62	medium	0.53	TRUE	0.97
P23378_GLDC	58.52	medium	0.63	TRUE	0.97
P23381_WARS		non-melter	1	TRUE	0.08
P23396_RPS3	50.51	medium	0.39	TRUE	0.98
P23409_MYF6	56.9	medium	0.58	TRUE	0.99
P23434_GCSH		non-melter	0.98	TRUE	0.29
P23458_JAK1	59.98	stable	0.68	TRUE	0.95
P23497_SP100		non-melter	0.86	TRUE	0.81
P23511-2_NFYA	68.35	stable	0.86	TRUE	0.93
P23526_AHCY	58.23	medium	0.63	TRUE	0.93
P23528_CFL1	61.52	stable	0.69	TRUE	0.81
P23588_EIF4B		non-melter	1.03	TRUE	0.22
P23610_F8A1	52.43	medium	0.46	TRUE	0.98
P23743_DGKA	45.24	non-stable	0.25	TRUE	0.96
P23919_DTYMK	48.67	non-stable	0.33	TRUE	0.98
P23921_RRM1	51.45	medium	0.43	TRUE	0.98
P24385_CCND1	57.42	medium	0.61	TRUE	0.96
P24534_EEF1B2		non-melter	1.15	TRUE	0.64
P24588_AKAP5		non-melter	1.08	TRUE	0.07
P24666_ACP1	50.98	medium	0.41	TRUE	0.97
P24666-2_ACP1		non-melter		FALSE	
P24752_ACAT1	52.01	medium	0.45	TRUE	0.99
P24844_MYL9	59.96	stable	0.66	TRUE	0.97
P24928_POLR2A	50.95	medium	0.44	TRUE	0.95
P24941_CDK2	55.15	medium	0.53	TRUE	1
P25054-2_APC		non-melter	0.99	TRUE	0.34
P25098_ADRBK1	50.17	medium	0.39	TRUE	0.99
P25205_MCM3	53.91	medium	0.5	TRUE	0.98
P25398_RPS12	58.44	medium	0.62	TRUE	0.81
P25490_YY1		non-melter	0.77	TRUE	0.92
P25685_DNAJB1	50.92	medium	0.44	TRUE	0.88
P25686_DNAJB2	62.85	stable	0.71	TRUE	0.98
P25705_ATP5A1	47.16	non-stable	0.31	TRUE	0.97
P25774-2_CTSS		non-melter	0.82	TRUE	0.8
P25786_PSMA1		non-melter	1.25	TRUE	0.52
P25787_PSMA2		non-melter		FALSE	
P25788-2_PSMA3		non-melter	1.25	TRUE	0.39
P25789_PSMA4		non-melter	1.29	TRUE	0.62
P25815_S100P		non-melter	0.78	TRUE	0.63
P26038_MSN	56.65	medium	0.59	TRUE	0.99
P26045_PTPN3	47.92	non-stable	0.3	TRUE	0.99
P26196_DDX6	52.67	medium	0.51	TRUE	0.99
P26358_DNMT1		non-melter	0.77	TRUE	0.81
P26358-2_DNMT1	56.08	medium	0.62	TRUE	0.98
P26368-2_U2AF2	56.93	medium	0.59	TRUE	1
P26373_RPL13	55.57	medium	0.62	TRUE	0.87
P26374_CHML	56.86	medium	0.6	TRUE	0.98
P26440_IVD	57.19	medium	0.58	TRUE	0.99
P26447_S100A4	67.56	stable	0.75	TRUE	0.78
P26583_HMGB2		non-melter	0.83	TRUE	0.7
P26599_PTBP1	50.31	medium	0.4	TRUE	0.99
P26639_TARS	52.93	medium	0.5	TRUE	0.97
P26640_VARS	52.07	medium	0.46	TRUE	0.97
P26641_EEF1G	52.78	medium	0.47	TRUE	0.94
P26651_ZFP36		non-melter	0.77	TRUE	0.64
P26885_FKBP2	63.39	stable	0.77	TRUE	0.92
P27144_AK4	53.99	medium	0.51	TRUE	0.99
P27348_YWHAQ	55.99	medium	0.57	TRUE	0.98
P27361_MAPK3	50.4	medium	0.4	TRUE	0.98
P27448-8_MARK3	49.36	medium	0.39	TRUE	1
P27540-2_ARNT	57.44	medium	0.62	TRUE	0.99
P27635_RPL10	52.87	medium	0.48	TRUE	0.97
P27694_RPA1	52.79	medium	0.47	TRUE	0.99
P27695_APEX1	49.26	medium	0.37	TRUE	0.99
P27707_DCK	56.21	medium	0.56	TRUE	1
P27797_CALR	50.35	medium	0.42	TRUE	0.98
P27824_CANX	49.21	medium	0.39	TRUE	0.99
P27986_PIK3R1	52.72	medium	0.52	TRUE	0.99
P27987_ITPKB		non-melter	0.95	TRUE	0.25
P28062-2_PSMB8		non-melter	0.88	TRUE	0.57
P28065_PSMB9	67.96	stable	0.87	TRUE	0.71
P28066_PSMA5		non-melter	1.31	TRUE	0.52
P28070_PSMB4		non-melter	1.37	TRUE	0.5
P28072_PSMB6		non-melter	1.3	TRUE	0.56
P28074_PSMB5		non-melter	1.3	TRUE	0.59
P28331-4_NDUFS1	48.65	medium	0.36	TRUE	0.99
P28340_POLD1	56.53	medium	0.57	TRUE	0.95
P28482_MAPK1	56.65	medium	0.59	TRUE	1
P28562_DUSP1	46.14	non-stable	0.27	TRUE	0.97
P28702_RXRB	48.43	non-stable	0.34	TRUE	1
P28715_ERCC5	54.48	medium	0.58	TRUE	1
P28749_RBL1	48.74	medium	0.37	TRUE	0.99
P28799_GRN		non-melter	0.96	TRUE	0.21
P28838-2_LAP3	46.79	non-stable	0.3	TRUE	0.96
P29034_S100A2	63.34	stable	0.71	TRUE	0.73
P29083_GTF2E1	56.68	medium	0.6	TRUE	0.99
P29084_GTF2E2	51.81	medium	0.46	TRUE	1
P29144_TPP2	50.37	medium	0.4	TRUE	0.96
P29218_IMPA1		non-melter	0.97	TRUE	0.88
P29323-2_EPHB2	61.49	stable	0.66	TRUE	0.97
P29350_PTPN6	48.5	non-stable	0.33	TRUE	0.99
P29353_SHC1	64.27	stable	0.88	TRUE	0.91
P29353-6_SHC1	61.62	stable	0.74	TRUE	0.99
P29372-5_MPG	51.19	medium	0.43	TRUE	0.99
P29373_CRABP2	56.66	medium	0.59	TRUE	0.92
P29401_TKT	66.19	stable	0.85	TRUE	0.84
P29590_PML	60.9	stable	0.72	TRUE	0.97
P29692_EEF1D	52.86	medium	0.64	TRUE	0.88
P29692-2_EEF1D	53.2	stable	0.66	TRUE	0.83
P29966_MARCKS		non-melter	1.09	TRUE	0.46
P30038_ALDH4A1	44.32	non-stable	0.2	TRUE	0.98
P30039_PBLD	57.67	medium	0.6	TRUE	0.99
P30040_ERP29	55.64	medium	0.6	TRUE	0.88
P30041_PRDX6	55.05	medium	0.52	TRUE	0.94
P30042_C21orf33		non-melter	0.91	TRUE	0.76
P30043_BLVRB	50.56	medium	0.41	TRUE	0.98
P30044-2_PRDX5	61.71	stable	0.75	TRUE	0.97
P30046_DDT	66.58	stable	0.86	TRUE	0.97
P30049_ATP5D		non-melter	0.83	TRUE	0.45
P30050_RPL12	56.16	medium	0.59	TRUE	0.91
P30084_ECHS1	53.02	medium	0.49	TRUE	0.9
P30085_CMPK1	52.48	medium	0.45	TRUE	0.92
P30086_PEBP1	63.68	stable	0.79	TRUE	0.73
P30153_PPP2R1A	55.34	medium	0.56	TRUE	0.96
P30154_PPP2R1B	48.17	non-stable	0.33	TRUE	0.98
P30260_CDC27	56.49	medium	0.65	TRUE	0.96
P30281_CCND3	54.59	medium	0.51	TRUE	0.99
P30307-2_CDC25C		non-melter	0.72	TRUE	0.63
P30405_PPIF	54.49	medium	0.53	TRUE	0.97
P30414_NKTR		non-melter	0.83	TRUE	-0.09
P30419_NMT1	51.65	medium	0.43	TRUE	0.95
P30519_HMOX2	55.3	medium	0.56	TRUE	0.99
P30520_ADSS	58	medium	0.62	TRUE	0.96
P30530-2_AXL	59.99	medium	0.63	TRUE	0.84
P30533_LRPAP1		non-melter	0.9	TRUE	0.72
P30566_ADSL	63.49	stable	0.8	TRUE	0.94
P30613-2_PKLR	60.59	stable	0.72	TRUE	0.35
P30622_CLIP1		non-melter	1.14	TRUE	0.06
P30622-2_CLIP1		non-melter	1.27	TRUE	0.43
P30740_SERPINB1	54.87	medium	0.53	TRUE	0.98
P30837_ALDH1B1	47.28	non-stable	0.29	TRUE	0.99
P30838_ALDH3A1	50.34	medium	0.39	TRUE	1
P31040_SDHA	61.26	stable	0.71	TRUE	0.97
P31146_CORO1A	51.81	medium	0.45	TRUE	0.99
P31150_GDI1	57.48	medium	0.61	TRUE	0.99
P31153_MAT2A	53.54	medium	0.49	TRUE	0.99
P31321_PRKAR1B	52.8	medium	0.49	TRUE	0.99
P31327_CPS1	53.94	medium	0.52	TRUE	0.97
P31350_RRM2	67.09	stable	0.9	TRUE	0.92
P31689_DNAJA1	56.93	medium	0.62	TRUE	0.94
P31749_AKT1	51.43	medium	0.42	TRUE	0.99
P31751_AKT2	53.97	medium	0.5	TRUE	0.98
P31937_HIBADH	63.94	stable	0.81	TRUE	0.79
P31939_ATIC	48.95	non-stable	0.35	TRUE	0.97
P31942-2_HNRNPH3	53.23	medium	0.52	TRUE	0.97
P31943_HNRNPH1	53.04	medium	0.49	TRUE	0.96
P31946_YWHAB	59.86	stable	0.69	TRUE	0.96
P31946-2_YWHAB	57.7	medium	0.62	TRUE	0.98
P31947_SFN	65.45	stable	0.85	TRUE	0.96
P31948_STIP1		non-melter	0.92	TRUE	0.63
P31949_S100A11		non-melter	0.83	TRUE	0.31
P32019-3_INPP5B	49.75	medium	0.39	TRUE	1
P32121-5_ARRB2	52.84	medium	0.5	TRUE	0.99
P32320_CDA		non-melter	0.93	TRUE	0.86
P32321-2_DCTD	63.57	stable	0.8	TRUE	0.8
P32322_PYCR1	62.57	stable	0.76	TRUE	0.95
P32519-2_ELF1		non-melter	0.77	TRUE	0.55
P32780_GTF2H1	51.42	medium	0.48	TRUE	0.98
P32929_CTH	65.44	stable	0.75	TRUE	0.86
P32969_RPL9	52.76	medium	0.47	TRUE	0.99
P33176_KIF5B	52.74	medium	0.48	TRUE	0.9
P33240-2_CSTF2		non-melter	1	TRUE	-0.1
P33241-2_LSP1	51.26	medium	0.44	TRUE	1
P33316_DUT	63.06	stable	0.74	TRUE	0.96
P33316-2_DUT	61.07	stable	0.71	TRUE	0.92
P33552_CKS2	58.49	stable	0.65	TRUE	0.97
P33764_S100A3	67.95	stable	0.87	TRUE	0.86
P33981-2_TTK	52.41	medium	0.5	TRUE	0.98
P33991_MCM4	51.61	medium	0.44	TRUE	0.96
