Well,Plate,Variable,Main
D08,6735,FALSE,0
D07,6735,FALSE,0
D06,6735,FALSE,0
D05,6735,FALSE,0
D04,6735,FALSE,0
D03,6735,FALSE,0
D02,6735,FALSE,0
D01,6735,FALSE,0
E12,6735,FALSE,0
E11,6735,FALSE,0
E10,6735,FALSE,0
E09,6735,FALSE,0
E08,6735,FALSE,0
E07,6735,FALSE,0
E06,6735,FALSE,0
E05,6735,FALSE,0
E04,6735,FALSE,0
E03,6735,FALSE,0
E02,6735,FALSE,0
E01,6735,FALSE,0
F12,6735,FALSE,0
F11,6735,FALSE,0
F10,6735,FALSE,0
F09,6735,FALSE,0
F08,6735,FALSE,0
F07,6735,FALSE,0
F06,6735,FALSE,0
F05,6735,FALSE,0
F04,6735,FALSE,0
F03,6735,FALSE,0
F02,6735,FALSE,0
F01,6735,FALSE,0
G12,6735,FALSE,0
G11,6735,FALSE,0
G10,6735,FALSE,0
G09,6735,FALSE,0
G08,6735,FALSE,0
G07,6735,FALSE,0
G06,6735,FALSE,0
G05,6735,FALSE,0
G04,6735,FALSE,0
G03,6735,FALSE,0
G02,6735,FALSE,0
G01,6735,FALSE,0
H12,6735,FALSE,0
H11,6735,FALSE,0
H10,6735,FALSE,0
H09,6735,FALSE,0
H08,6735,FALSE,0
H07,6735,FALSE,0
H06,6735,FALSE,0
H05,6735,FALSE,0
H04,6735,FALSE,0
H03,6735,FALSE,0
H02,6735,FALSE,0
H01,6735,FALSE,0
A10,6736,FALSE,0
A09,6736,FALSE,0
A08,6736,FALSE,0
A07,6736,FALSE,0
A06,6736,FALSE,0
A04,6736,FALSE,0
A03,6736,FALSE,0
B12,6736,FALSE,0
B11,6736,FALSE,0
B10,6736,FALSE,0
B09,6736,FALSE,0
B07,6736,FALSE,0
B04,6736,FALSE,0
B02,6736,FALSE,0
C12,6736,FALSE,0
C10,6736,FALSE,0
C08,6736,FALSE,0
C05,6736,FALSE,0
C03,6736,FALSE,0
C02,6736,FALSE,0
C01,6736,FALSE,0
D12,6736,FALSE,0
D09,6736,FALSE,0
D07,6736,FALSE,0
D04,6736,FALSE,0
D02,6736,FALSE,0
D01,6736,FALSE,0
E12,6736,FALSE,0
E11,6736,FALSE,0
E09,6736,FALSE,0
E08,6736,FALSE,0
E07,6736,FALSE,0
E06,6736,FALSE,0
E05,6736,FALSE,0
E02,6736,FALSE,0
E01,6736,FALSE,0
F12,6736,FALSE,0
F08,6736,FALSE,0
F07,6736,FALSE,0
F06,6736,FALSE,0
F05,6736,FALSE,0
F02,6736,FALSE,0
F01,6736,FALSE,0
G12,6736,FALSE,0
G11,6736,FALSE,0
G08,6736,FALSE,0
G07,6736,FALSE,0
G06,6736,FALSE,0
G04,6736,FALSE,0
G02,6736,FALSE,0
H12,6736,FALSE,
H11,6736,FALSE,0
H10,6736,FALSE,0
H09,6736,FALSE,0
H08,6736,FALSE,0
H07,6736,FALSE,0
H06,6736,FALSE,0
H05,6736,FALSE,0
H04,6736,FALSE,0
H03,6736,FALSE,0
H02,6736,FALSE,0
H01,6736,FALSE,0
A12,6745,FALSE,0
A11,6745,FALSE,0
A10,6745,FALSE,0
A09,6745,FALSE,0
A07,6745,FALSE,0
A06,6745,FALSE,0
A05,6745,FALSE,0
A04,6745,FALSE,0
A03,6745,FALSE,0
A02,6745,FALSE,0
A01,6745,FALSE,0
B12,6745,FALSE,0
B11,6745,FALSE,0
B10,6745,FALSE,0
B09,6745,FALSE,0
B08,6745,FALSE,0
B07,6745,FALSE,0
B06,6745,FALSE,0
B05,6745,FALSE,0
B04,6745,FALSE,0
B03,6745,FALSE,0
B02,6745,FALSE,0
B01,6745,FALSE,0
C12,6745,FALSE,0
C11,6745,FALSE,0
C10,6745,FALSE,0
C09,6745,FALSE,0
C08,6745,FALSE,0
C07,6745,FALSE,0
C06,6745,FALSE,0
C05,6745,FALSE,0
C04,6745,FALSE,0
C03,6745,FALSE,0
C02,6745,FALSE,0
C01,6745,FALSE,0
D12,6745,FALSE,0
D11,6745,FALSE,0
D10,6745,FALSE,0
D09,6745,FALSE,0
D08,6745,FALSE,0
D07,6745,FALSE,0
D06,6745,FALSE,0
D05,6745,FALSE,0
D03,6745,FALSE,0
D02,6745,FALSE,0
D01,6745,FALSE,0
E12,6745,FALSE,0
E11,6745,FALSE,0
E10,6745,FALSE,0
E09,6745,FALSE,0
E08,6745,FALSE,0
E07,6745,FALSE,0
E06,6745,FALSE,0
E05,6745,FALSE,0
E04,6745,FALSE,0
E03,6745,FALSE,0
E02,6745,FALSE,0
E01,6745,FALSE,0
F12,6745,FALSE,0
F11,6745,FALSE,0
F10,6745,FALSE,0
F09,6745,FALSE,0
F08,6745,FALSE,0
F07,6745,FALSE,0
F06,6745,FALSE,0
F05,6745,FALSE,0
F04,6745,FALSE,0
F03,6745,FALSE,0
F02,6745,FALSE,0
F01,6745,FALSE,0
G12,6745,FALSE,0
G11,6745,FALSE,0
G10,6745,FALSE,0
G09,6745,FALSE,0
G07,6745,FALSE,0
G06,6745,FALSE,0
G05,6745,FALSE,0
G04,6745,FALSE,0
G03,6745,FALSE,0
G02,6745,FALSE,0
G01,6745,FALSE,0
H12,6745,FALSE,0
H11,6745,FALSE,0
H10,6745,FALSE,0
H09,6745,FALSE,0
H08,6745,FALSE,0
H07,6745,FALSE,0
H06,6745,FALSE,0
H05,6745,FALSE,0
H04,6745,FALSE,0
H03,6745,FALSE,0
H02,6745,FALSE,0
H01,6745,FALSE,0
